speakerGroups,Speaker,text,pageNumbers
38,Mr TUCKEY,"I refet the Prime Minister to the Cabinet meeting his Government held in Perth on 27 September at which decisions were made on the now leaked defence document and which also coincided with the victory of Australia II in the America's Cup. I also remind the Prime Minister of his leaving his hotel room in the early hours of that morning to join the televised champagne celebrations at the Royal Perth Yacht Club. In the interests of national security, I ask: Was the Prime Minister as careless on that occasion with the sensitive documents in his care as he was on a previous occasion at the Boulevard Hotel in Sydney when he reportedly had stolen from his room a sum of $4,000 in mixed Australian and international currencies?",17
39,Mr SPEAKER,Order! I think that question is crescarcely within the Prime Minister's administration. Does the Prime Minister wish to respond?,17
40,Mr HAWKE,"I assume that that question has the endorsement of the Leader of the Opposition dis- and of the Opposition. The country will, therefore, make its judgment, not merely about the honourable member for O'Connor but about the whole of the Opposition unless he is disowned.",17
41,Mr TUCKEY ,Tell us the answer.,17
42,Mr HAWKE,The answer is that I was careless on neither occasion. UNIVERSITY ENTRANCE EXAMINATIONS,17
43,Mr MILTON,Is the Minister representing the Minister for Education and Youth Affairs aware of the report in yesterday's Melbourne Age that Melbourne University may ask the Australian Council for Educational Research to prepare entrance examinations that could be used in the selection of prospective students? Is the Minister also aware that the discussion in Melbourne University on new selection procedures is causing widespread concern amongst both academics and the public? Will the Minister explain how the introduction of new university entrance examinations might affect the Government's policy of encouraging more young Australians to gain tertiary education qualifications?,17
44,Mr DAWKINS,"I thank the honourable member for his question. I note that before his election to this House he was involved in the administration of the University of Melbourne, including the administration of enrolment policies. There has been some discussion at the university concerning entrance tests. I think that it is rather 'too early to draw any conclusions about the sorts of decisions that the University of Melbourne might make. In fact, some people at the University of Melbourne have complained that the publicity surrounding these discussions and investigations has rather misrepresented their position. But basically the university seems to be concerned that the higher school certificate is no longer a sufficiently precise device in order to make an appropriate selection of students for the University of Melbourne, whereas, on the other hand, others involved in the debate are arguing that there needs to be a standardised process of selection for all tertiary institutions in Victoria. I think that the Australian Council for Educational Research has been invited to undertake some studies, and I note that David Beswick has also been doing some work in this area. It is obviouslya very sensitive matter, because one does not want to see a process whereby some students are excluded from access to some particular universities or colleges of advanced education. But, just the honourable member mentioned in his question, the overriding concern that we would have is with the way in which it might affect overall access to tertiary education. Of course, we would not be wanting to interfere, as a government, in the decisions that the universities make in terms their selection practices; but I think that we want to direct the attention of all universities CAEs throughout the country to the very important preoccupation that they ought to have with ensuring that they get as many people as possible who are qualified for entrance and who are applying for entrance actually into those tertiary institutions. We have seen the number who have been unable to find places this year, and we need to have a concerted effort to ensure that as few as possible of those qualified for entrance and who apply for entrance next year are turned away. That is where we would want to be directing the attention of universities and CAEs around the country. MEAT IMPORTS FROM NEW ZEALAND",17
45,Mr HICKS,"I direct a question to the Minister for Primary Industry. Is the Government aware that imports of substantially subsidised lamb and sheep meat from New Zealand have quadrupled since last year and that subsidised New Zealand lamb was offered to Australian consumers at prices as low as 42c per kilogram? Is the Minister aware that Australian domestic mutton prices have fallen 13 per cent in the past four to six weeks? In view of the New Zealand Government's high level of government support to its sheep meat industry, will the Government give urgent consideration to any request by the industry to impose countervailing duties under the terms of the closer economic relations agreement in order to protect the Australian sheep meat industry from a rapidly increasing flow of subsidised New Zealand lamb and sheep meat to our market?",18
46,Mr KERIN,"The honourable member for Hotham raised this question first in the House in the adjournment debate the other night. Of course the Government is aware of the concerns held by Australian producers that possible increases in imports of New Zealand sheep meat may be causing or are threatening to cause injury to the Australian industry. Sheep meat imports in January and February this year have been at values lower than those which applied last year. I am sympathetic to the concerns of our industry to the extent that these imports may have resulted from subas sidies paid to the New Zealand industry. A recent statement by the Chairman of the New Zealand Meat Producers Board indicates that export mutton carcases are currently selling at a loss of between $3.50 and $6.50 each. Various Ministers have received representations from the Sheepof meat Council of Australia seeking the imposition would of countervailing duties. There are recognised and procedures for investigating claims for protection against dumping and the matter of New Zealand subsidies should be considered in that context. The Sheepmeat Council is aware of these procedures and is taking action. I believe, however, that the claims that the New Zealand shipments constitute a breach of CER are unfounded. The CER trade agreement between Australia and New Zealand provides for the continued duty-free flow of sheep meat between the two countries. I will shortly be in New Zealand examining these broader questions. The Government and the Australian Meat and Livestock Corporation are monitoring the situation closely. Following an industry request the Australian Statistician recently refined the statistics obtained on sheep meat imports to differentiate between lamb and mutton because, quite frankly, it is our belief that most of the increase in imports, on the basis of the value of the product, is in mutton. Mr Fisher-But is New Zealand dumping?",18
47,Mr KERIN,That will be found out. HYDATIDS,18
48,Mr SNOW,Is the Minister for Primary Industry aware of the great human suffering caused to children and adults who contract hydatids? These innocent victims have frequently to undergo extensive thoracic and abdominal surgery and they carry the scars for the rest of their life. Will the Minister expedite the control of this disease in animals and humans?,18
49,Mr KERIN,"I thank the honourable member for his question. He has been concerned with this issue for quite some time in his professional capacity. Hydatids control affects city and country alike. There is little high technology needed to control the problem. In fact, if we.look at the history of the issue we find that way back in 1929 Sir Ian Clunies-Ross lamented the fact that we had not tackled it effectively in Australia. It can be controlled by the application of simple measures of dog feeding and control. The electorate of Eden-Monaro is in an area of very high prevalance of hydatids. Also, in the electorate of the unemployed honourable member for Hume the rate of incidence of hydatids is probably the highest in the world. I recently met Dr Peter MCCullagh, who is the Chairman of the south-eastern New South Wales and Australian Capital Territory hydatids control campaign. I must say that I was very impressed by the community program that he and his colleagues have worked up. The program is community-based, as it has to be, and it is funded on a very lean budget from seven shire councils, one city council and three Australian Capital Territory authorities. The disease of hydatids is controlled in New Zealand and Tasmania. Various groups have been formed in Australia in areas of high incidence, but unfortunately they have faltered. I think there has been lack of medical and veterinary input into the program. Doctors and vets should be involved in the program, together with the community groups that are formed. This is a human and animal health problem that has a veterinary solution. mal Health within the Department of Primary Industry is co-operating with this campaign in south-east New South Wales and the Australian Capital Territory. We are co-operating closely and effectively with it. The Government wishes to give every endorsement to its activities. As the honourable member has said, the effects on individuals if hydatids is contracted is very severe indeed. The measures for controlling the disease are simple. It requires not only doctor and veterinarian but also large community input to take the effective measures that are necessary. MEAT INDUSTRY",18
50,Mr HAWKER,"My question is also directed to the Minister for Primary Industry. Following the suspension of 22 meat inspectors in relation the findings of the Woodward Royal Commission into the Australian Meat Industry in October 1982, why have all but one of those inspectors remained on full pay for 18 months at a cost exceeding half a million dollars without any effecwas tive action being taken? How much longer will this expensive delay continue before the matter is resolved? Why should the meat industry, which has already suffered heavy losses because of the meat substitution scandal, have to bear part of the cost of this inordinate delay?",19
51,Mr KERIN,"Recent publicity has been given to this matter. It gives me serious concern on two fronts. There is concern with respect to the due processes of law and concern with respect to the individuals themselves. The time that it has taken to bring this case to finalisation is unacceptable to me but was a consequence of the due processes of law. When I became aware of the situation I contacted my Department to see what could be done and I also wrote to the Public Service Board. The inspectors were suspended in October 1982 by the previous Government on the basis of charges laid under the criminal code. Following decisions on two of the cases in late 1983 it was decided by Commonwealth law authorities not to proceed with the remainder of the cases in court. They were consequently referred to my Department for action under the disciplinary provisions of the Public Service Act. The reason there was so much delay was mainly the processes of law in the Northern Territory; simply the time taken to get a the people into court. Since the referral of the cases to my Department in January this year we have acted with maximum speed to complete the necessary action. As reported in an article recently in the Australian, the Department's chief officer has now all but finalised the case. I understand that I will get a report on my desk in the The Bureau of Ani- next day or two. Payment of hardship allowances during suspension was made in accordance with the conditions laid down under the Public Service Act. As these inspectors are employees of the Commonwealth under the Public Service Act, I, as the responsible Minister, have to follow those procedures. But I would like to make the point that the cases were referred to law; a decision was made by the law officers of the Commonwealth and, in addition, my Department has looked at the situation of these individuals. It is my understanding-I was informed on the telephone and I do not have the piece of paper with me yet-that penalties have been applied to these people in terms of the Public Service Act. I would just like to make it clear that to these cases have gone through the law and through the Public Service Act. The second part of my concern is with respect to the individuals themselves. In terms of my reading of the evidence on these individuals there no problem at any time with respect to the integrity of the meat inspection procedures they were carrying out. In other words, there is no way that any inspection procedure was ever undertaken in an untoward fashion. As I have said, these people were apprehended under the criminal code because of evidence they gave to the Royal Commission. That centred on their activities with respect to the trimming of meat in an abattoir; in other words, they were doing additional work. That was the basis of the charges that were laid. I am not going to go into the details ter because I am not going to put to the Parliament my views about the rightness or wrongness of what they did. I will say that a test case, to all intents and purposes, went to the Northern Territory courts. There was no conviction, and the case has been referred to the due procedures of the Public Service Act. Smaller penalties were applied. The effect on these people has been devastating, and I think that is something of which the Parliament should be mindful. STARLAB PROJECT",19
52,Mr WELLS,My question is directed to the Minister for Science and Technology. Does the withdrawal of Canada from the Starlab project mean that this project is unlikely to proceed? Is the Australian Government taking any interest in pursuing the possibility of space-related industries?,20
53,Mr BARRY JONES,"The withdrawal of Canada from the Starlab project is serious but not, I believe, fatal. It will be necessary to find another partner who can be involved in the project and then it will have to be considered de novo, as they say in the classics. The division originally was that the United States of America would put Starlab into orbit, launch it, and provide the space platform, Canada would provide the telescope itself and we would provide the scientific instrumentation. The Canadians were faced with the fact that they were involved in two very expensive space projects. The Spacelab project, which is different from Starlab, was really their No.1 priority and was one in which they had the dominant role. In the Starlab project they were simply making the instrument package. There certainly was a feeling in Canada, when I discussed it with Ministers in January this year, that we were getting the best end of the deal and they were not. For comparatively modest sums we were getting the benefit of the scientific instrumentation package which they thought was likely to have a spin-off in the economy gener-ally. The problem with the telescope, exciting project though it was, was that it was very difficult to see what one did for encore. It was not as if we were going to have another 50 or 100 ordered; it was an absolutely one-off exercise. It was very exciting and very challenging. The extension arm that the Canadians have made for the shuttle has been widely hailed; it is a great scientific achievement. But we do not find Boeing or Douglas saying: 'Terrific. We ought to get it on some of our aircraft'. It is simply sui generis; one cannot do of the mat- anything else with it. However, the consultancy report that we had indicated that Australia will do best out of it if the total project goes ahead. The two leading contenders at this moment are Japan and the European Space Agency. The Deputy Secretary to my Department, Dr Roy Green, is in Tokyo at the moment talking to the Japanese about it. It will be either Japan or the European Space Agency. Our future role will have to be determined in the Budget context, of course. It is proposed that Starlab will go up in 1988 and 1989, so there is some lead time on it. I think it is potentially the most exciting scientific experiment of the twentieth century. PATIENT BENEFITS",20
54,Mr MILLAR,"The Minister for Health will be familiar with the recent restoration to category 2 of a number of hospitals, including St Stephens at Maryborough, Queensland. Will the Minister inform the House of the position of privately insured patient benefits for the period from I February 1984, the date of initial recategorisation downward, to 22 March 1984, when the hospitals in question were restored to their original category?",20
55,Dr BLEWETT,"I am not quite clear from the honourable member's question about recategorisation downwards. A number of hospitals were recategorised upwards from their original classification of category 3 or category 2 at a later date, on submissions that had been made and reconsideration of categorisation. I will look into the specific hospitals concerned and give the honourable member a detailed answer. AUSTRALIAN PIG INDUSTRY RESEARCH COMMITTEE",20
56,Mr KERIN ,"Werriwa-Minister for Primary Industry)-Pursuant to section 16 of the Pig Industry Research Act 1971, I present the Australian Pig Industry Research Committee annual report for 1982-83. PERSONAL EXPLANATIONS",20
57,Mr SPENDER ,"North Sydney)- Mr Speaker, claim to have been misrepresentedinadvertently, no doubt.",20
58,Mr SPEAKER,Order! The honourable member for North Sydney knows that he must make the request to the Chair and be given the call. I call the honourable member for North Sydney to make his personal explanation.,20
