Speaker,Text,pageNumbers
NA,The 2014 budget is a key part of the government's Economic Action Strategy to build a,18
NA,"strong, prosperous economy and a safe, secure Australia.",18
NA,The government's welfare reforms encompassed in the budget are aimed at increasing,18
NA,"everyone's ability to contribute to the economy-everyone who can contribute, should",18
NA,contribute.,18
NA,"The government will continue to provide assistance for families, seniors, people with",18
NA,"disability, carers and those most in need. The 2014 budget includes $146 billion of welfare",18
NA,"spending-or 35 per cent of total budget expenditure. This includes pensions, family",18
NA,"payments, unemployment benefits and childcare support.",18
NA,"However, our population is ageing, and government spending has been growing faster than",18
NA,the economy. This is placing greater pressure on our welfare system. We want government,18
NA,"assistance to be targeted towards supporting the most vulnerable Australians, while",18
NA,"encouraging those who are able to work or study, to do so.",18
NA,Firm and decisive action is required to put the budget back onto a secure and sustainable,18
NA,footing.,18
NA,Budget measures,18
NA,Seniors supplement and energy supplement,18
NA,To help ensure that payments to senior Australians remain targeted to those who need them,18
NA,"the most, the first budget measure in the bill will cease the seniors supplement, currently",18
NA,received by holders of the Commonwealth Seniors Health Card (or the Veterans' Affairs Gold,18
NA,Card) after the June 2014 payment.,18
NA,"However, other benefits will continue to be available to cardholders, including discounts",18
NA,"on medicines under the Pharmaceutical Benefits Scheme, health safety net thresholds, and",18
NA,lower fees on medical services.,18
NA,"Recognising the government's commitment to abolish the carbon tax, while keeping in",18
NA,"place the associated payment increases, this bill will rename the former clean energy",18
NA,"supplement as the energy supplement, and maintain it at current levels from 1 July 2014 by",18
NA,permanently removing indexation of the supplement.,18
NA,NA,18
NA,The new energy supplement will be available to people who formerly received the clean,19
NA,"energy supplement in association with their main income support payment, family payment or",19
NA,"veterans affairs payment, or through being a holder of the Commonwealth seniors health card",19
NA,or an eligible holder of the gold card.,19
NA,Indexation and rates,19
NA,Several changes and pauses to indexation for Australian government payments will be,19
NA,"implemented. These measures will help reduce our debt, but pausing indexation will not",19
NA,reduce payments.,19
NA,These measures include pausing indexation of the income and asset-free areas for all,19
NA,working age allowances (other than student payments) and for parenting payment single for,19
NA,three years from 1 July 2014.,19
NA,Family tax benefit income thresholds (for the maximum rate of family tax benefit part A,19
NA,and the lower income earner threshold for family tax benefit part B) will stay at current levels,19
NA,for three years from 1 July 2014.,19
NA,The bill will also ensure parenting payment single is indexed only against the consumer,19
NA,price index from 20 September 2014.,19
NA,Disability support pension,19
NA,The bill will also introduce changes to help young people with disability to enter the,19
NA,workforce if they are able to do so.,19
NA,"From 1 July 2014, certain disability support pension recipients aged under 35 will",19
NA,"undertake compulsory work focused activities, such as a program with an employment service",19
NA,"provider, work experience, or education and training, to help increase their chances of finding",19
NA,and keeping a job.,19
NA,A targeted review will also be undertaken of disability support pension recipients aged,19
NA,under 35 who originally accessed the payment under less rigorous impairment tables in,19
NA,operation between 2008 and 2011. Recipients will have their level of impairment reassessed,19
NA,"against the current impairment tables, and will also have their work capacity reassessed.",19
NA,People with a manifest disability or with a work capacity of zero to seven hours a week,19
NA,will not be reviewed under this measure. Recipients assessed as having an ability to work at,19
NA,least eight hours a week will be provided with the support needed to allow them to develop,19
NA,"their work capacity, while still receiving the disability support pension.",19
NA,Workforce age and student changes,19
NA,"As part of a package of changes to simplify the social security system, and strengthen the",19
NA,"incentives for young unemployed people to participate in education, training and",19
NA,"employment, the bill will apply the ordinary waiting period of seven days for all working age",19
NA,payments from 1 October 2014.,19
NA,"A further measure will ensure that, while a student can currently continue to receive",19
NA,"payment even while they are overseas on holiday, students will continue to receive payments",19
NA,"while overseas, from 1 October 2014, only in certain circumstances such as when studying or",19
NA,in a family emergency.,19
NA,NA,19
NA,Family payment reform,20
NA,Several reforms were announced in the budget to improve the sustainability of family,20
NA,"payments, while ensuring they continue to support those most in need of assistance.",20
NA,The government will continue to provide payment assistance to families to supplement,20
NA,"their incomes. In 2014-15, the government will provide around $19 billion in family tax",20
NA,"benefit. However, the payment should provide assistance to families who need it most, and",20
NA,"encourage everyone who can work, to do so.",20
NA,"Amendments in this bill, effective from 1 July 2014, will maintain the standard payment",20
NA,rates of family tax benefit parts A and B at current levels for two years until 30 June 2016.,20
NA,Social and Community Services Pay Equity Special Account,20
NA,The bill will also make a non-budget amendment to add the Western Australian Industrial,20
NA,Relations Commission decision of 29 August 2013 as a pay equity decision under the Social,20
NA,and Community Services Pay Equity Special Account Act 2012. This amendment will allow,20
NA,payment of Commonwealth supplementation to service providers affected by that decision.,20
NA,Conclusion,20
NA,"Our welfare system must be sustainable and it must be fair. It needs to provide a safety net,",20
NA,"whilst ensuring we are delivering a work-ready, not a welfare-ready, nation.",20
NA,"Our welfare system is complicated and costly and, in the budget measures introduced by",20
NA,"this bill, we begin the work of making it strong for the future. I commend the bill to the",20
NA,House.,20
NA,Debate adjourned.,20
NA,Social Services and Other Legislation Amendment (2014 Budget Measures No.,20
NA,2) Bill 2014,20
NA,First Reading,20
NA,Bill and explanatory memorandum presented by Mr Andrews.,20
NA,Bill read a first time.,20
NA,Second Reading,20
Mr ANDREWS ,Menzies-Minister for Social Services) (09:20): I move:,20
NA,That this bill be now read a second time.,20
NA,This is the second bill in the Social Services portfolio to introduce measures from the 2014,20
NA,budget.,20
NA,"This second bill follows up the reforms to indexation and payment rates, supplements,",20
NA,"disability support pension, and student and workforce age payments already introduced in the",20
NA,Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014.,20
NA,Indexation and rates,20
NA,Several further changes and pauses to indexation and deemed income arrangements for,20
NA,Australian government payments will be introduced by this bill.,20
NA,"Indexation of the income and asset-free areas for student payments, and student income",20
NA,"bank limits, will be paused for three years from 1 January 2015.",20
NA,NA,20
NA,Indexation of the income and asset-free areas for all pensions (other than parenting,21
NA,"payment single), and the deeming thresholds for all income support payments, will be paused",21
NA,from 1 July 2017 for three years.,21
NA,The Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill,21
NA,2014 introduced amendments to ensure parenting payment single is indexed only against the,21
NA,consumer price index from 20 September 2014. This second budget bill will similarly ensure,21
NA,"that all other pensions are indexed only against the consumer price index, from the later date",21
NA,"of 20 September 2017. This will help ensure the age pension in particular is sustainable, while",21
NA,pensions generally still keep up with the cost of living.,21
NA,The government will also change the level of a person's financial assets at which a higher,21
NA,"return is deemed. From 20 September 2017, the social security and veterans' entitlements",21
NA,"income test deeming thresholds will be reset to $30,000 for single income support recipients,",21
NA,"and $50,000 combined for pensioner couples. The deeming threshold amount for a member of",21
NA,"a couple other than a pensioner couple will be $25,000.",21
NA,Disability support pension and carers,21
NA,"From 1 January 2015, recipients of the disability support pension who travel overseas for",21
NA,more than 28 days in a 12-month period will need to reapply for the payment on their return,21
NA,"to Australia. There will be some exemptions-for example, for people with terminal illness",21
NA,"who are returning to their country of origin to be with family, or people with permanent and",21
NA,severe disability and no future work capacity.,21
NA,This budget has delivered $3 million in funding to honour the government's election,21
NA,"commitment to set up the Young Carer Bursary Program, which will provide support for",21
NA,"young carers in Australia who look after people with disability, people with physical or",21
NA,"mental health issues, or older people in need of care.",21
NA,The responsibilities of young carers can have a significant impact on their personal lives,21
NA,and educational opportunities. The Young Carer Bursary Program will help reduce the,21
NA,financial burden on young carers by providing around 150 bursaries annually that will allow,21
NA,them to continue their studies.,21
NA,This bill will support the new program by excluding from the social security and veterans',21
NA,entitlements income test any payments made under the program from 1 January 2015.,21
NA,Commonwealth seniors health card,21
NA,A measure affecting the Commonwealth seniors health card will include untaxed,21
NA,superannuation income received in the form of an account-based income stream in the,21
NA,"assessment for the card. This will ensure people with similar incomes are treated consistently,",21
NA,whether they are being assessed for a payment such as the age pension or for the health card.,21
NA,Superannuation products purchased before 1 January 2015 by existing cardholders will be,21
NA,exempt from the new arrangements.,21
NA,"Related to this measure, holders of the commonwealth seniors health card will benefit from",21
NA,an extension from six to 19 weeks in the length of time they may be absent from Australia,21
NA,without having to reapply for the card on their return.,21
NA,NA,21
NA,Workforce age and student changes,22
NA,"From 1 January 2015, young unemployed people aged 22 to 24 will no longer be qualified",22
NA,"for Newstart allowance or sickness allowance, and instead will be able to qualify for youth",22
NA,allowance (student) or youth allowance (other) until they turn 25 years of age.,22
NA,"The changes simplify the social security system, and strengthen the incentives for young",22
NA,"unemployed people to participate in education, training and employment.",22
NA,A six-month waiting period and time-limited income support payments will give young,22
NA,people stronger incentives to earn or learn. Young people will have access to a full range of,22
NA,"supports to help them become work-ready, including employment services, training and",22
NA,"relocation assistance. Exemptions exist for those with limited capacity to work, who are",22
NA,"undergoing study, who have a significant disability, or who have parenting responsibilities.",22
NA,In recognition of the importance of education and training in preventing future,22
NA,"unemployment, young people returning to full-time school, vocational education or university",22
NA,will not be subject to the waiting period.,22
NA,"For every one year of work history, one month will be discounted from their waiting",22
NA,"period, pro-rated for part-time or casual work, to a maximum of five months' discount from",22
NA,the waiting period.,22
NA,"Also from 1 January 2015, the current relocation scholarship assistance for students",22
NA,"relocating within and between major cities will be removed, as will the education entry",22
NA,payment and the pensioner education supplement.,22
NA,Family payment reforms,22
NA,Several further reforms will be implemented from 1 July 2015 to improve the sustainability,22
NA,"of family payments, while ensuring they continue to support those most in need of assistance:",22
NA," The family tax benefit part B primary earner income limit will be reduced from $150,000",22
NA,"to $100,000. Families with primary earner income over $100,000 will not be eligible for",22
NA,family tax benefit part B.,22
NA," The large family supplement will also be better targeted, by being directed to families with",22
NA,four or more children.,22
NA, The family tax benefit parts A and B end-of-year supplements provide additional assistance,22
NA,at the end of the year when family tax benefit is reconciled against tax return incomes. The,22
NA,"supplements will be revised to their original values of $600 and $300, and indexation will",22
NA,cease.,22
NA, Payments of family tax benefit part B will be available to families until their youngest child,22
NA,turns six. Transitional arrangements will apply for two years to families already receiving,22
NA,the payment for children aged six and over.,22
NA, The government recognises that single parents have greater difficulties balancing work and,22
NA,caring for their children. This bill will provide low-income single parents with extra,22
NA,assistance of $750 a year. This will be provided to single parents on the maximum rate of,22
NA,"family tax benefit part A, and not receiving family tax benefit part B, for each child aged",22
NA,six to 12.,22
NA,NA,22
NA, The per-child add-on that currently applies for each child after the first under the income,23
NA,test for the base rate of family tax benefit part A will be removed.,23
NA,Pension age,23
NA,Building on the move by the former Labor government to increase the pension age to 67,23
NA,"from 1 July 2017, this bill will continue the gradual increase in the qualifying age for the age",23
NA,"pension, and the non-veteran pension age, to 70 by 1 July 2035. The bill does not change the",23
NA,pension age for veterans.,23
NA,"Australians are living longer, and our population is ageing. Between 2010 and 2050, the",23
NA,"number of people aged 65 to 84 will more than double, and those aged 85 and over will more",23
NA,than quadruple.,23
NA,"This will present challenges for economic growth, living standards and fiscal sustainability.",23
NA,The change in the pension age will encourage greater self-provision. Those who cannot fully,23
NA,"support themselves before pension age are protected by the social security safety net, subject",23
NA,to meeting relevant eligibility criteria.,23
NA,Veterans' Disability Pension,23
NA,"In the last budget measure, the bill will remove from 1 January 2015 the three months'",23
NA,backdating of disability pension under the Veterans' Entitlements Act 1986.,23
NA,Conclusion,23
NA,The government is committed to ensuring our welfare system is sustainable and fair. I,23
NA,commend the bill to the House.,23
NA,Debate adjourned.,23
NA,National Health Amendment (Pharmaceutical Benefits) Bill 2014,23
NA,First Reading,23
NA,Bill and explanatory memorandum presented by Mr Dutton.,23
NA,Bill read a first time.,23
NA,Second Reading,23
Mr DUTTON ,Dickson-Minister for Health and Minister for Sport) (09:30): I move:,23
NA,That this bill be now read a second time.,23
NA,The National Health Amendment (Pharmaceutical Benefits) Bill 2014 implements the,23
NA,decision announced in the 2014-15 budget to increase patient co-payments and safety net,23
NA,thresholds for the Pharmaceutical Benefits Scheme (PBS) and the Repatriation,23
NA,Pharmaceutical Benefits Scheme (RPBS).,23
NA,It is another example of this government's work to protect the best interests of Australians,23
NA,in making the decisions necessary to improve Australia's budget position into the future.,23
NA,The PBS and RPBS are key components of our health services and are a major investment,23
NA,"in the health of Australians. In the ten years to 2012-13, the cost of the PBS has increased by",23
NA,"80 per cent. At a current cost of around $9 billion per year, and with annual growth over the",23
NA,"longer term expected to be between four and five per cent, these schemes will not be",23
NA,sustainable without responsible management.,23
NA,NA,23
NA,Why the Changes Are Needed-PBS Costs and New Listings,24
NA,Australia's health system is demand driven. The pressure to provide access to more,24
NA,"services, more medicines and more expensive technologies is always increasing.",24
NA,There is a continual pipeline of complex and expensive new medicines delivering more,24
NA,"targeted and more personalised treatments. Since coming to government, the coalition has",24
NA,listed or expanded the listings of some 181 medicines on the PBS. Medicines are being listed,24
NA,twice as fast as under the former Labor government.,24
NA,"The additional cost of advances in treatment, together with the ongoing cost of medicines",24
NA,"for chronic conditions, means expenditure for our health system is growing faster than",24
NA,government and taxpayers can sustain.,24
NA,"If the PBS is to grow in a sustainable way, we need a whole-of-community approach and",24
NA,we all need to contribute-something successive governments have recognised since co-,24
NA,payments for the PBS were first introduced in 1960.,24
NA,"Earlier this year, this government approved new listings for medicines with an expected",24
NA,"cost to the PBS of $436 million. These listings include treatments for breast cancer,",24
NA,"melanoma and multiple sclerosis, some of which cost tens of thousands of dollars per patient.",24
NA,"At its March 2014 meeting, the Pharmaceutical Benefits Advisory Committee (PBAC)",24
NA,"recommended a further $550 million in new listings. In July this year, the PBAC will consider",24
NA,applications for new PBS listings worth up to a further $3.6 billion. Funding for new listings,24
NA,is not factored into the forward estimates. It is new money that this government must find,24
NA,"every four months to provide access to those medicines, something we have committed to do.",24
NA,"But we cannot do that and contain spending without more help, a greater contribution from",24
NA,all Australians who benefit from the PBS.,24
NA,The changes proposed in the bill are expected to contribute savings to the government for,24
NA,the PBS and RPBS of around $1.3 billion over four years. They will provide a check on the,24
NA,"rate of growth in PBS expenditure. Importantly, they do not cut funding for the PBS.",24
NA,"We still expect that the PBS will grow, but more sustainably, from $9.2 billion in 2013-4 to",24
NA,$10.2 billion annually in 2017-18.,24
NA,Changes to Co-payments-General Patients,24
NA,"Under the changes commencing 1 January 2015, there will be a one-off increase in patient",24
NA,co-payment amounts for pharmaceutical benefits prescriptions. This increase will apply in,24
NA,addition to the usual annual consumer price index (CPI) adjustment which occurs on 1,24
NA,January each year.,24
NA,"The co-payment for general patients, which is currently $36.90, will increase by $5 in",24
NA,"addition to CPI. On average, general patients use two PBS subsidised prescriptions per year.",24
NA,"So, for an average user, the additional cost from 2015 would be $10 per year.",24
NA,Under Co-payment General Patient Prescriptions,24
NA,The increase in the general co-payment will not affect the cost to consumers for many,24
NA,commonly used medicines. Because the co-payment amount is the maximum that a person,24
NA,"needs to pay under the PBS, when the price of a prescription is less than the co-payment, the",24
NA,consumer pays the lesser amount.,24
NA,NA,24
NA,Medicines priced at less than the general co-payment already account for more than 40 per,25
NA,"cent of PBS listings, and over 70 per cent of general patient PBS prescriptions. By the time",25
NA,"the co-payment changes come into effect, more than 55 per cent of listings are expected to be",25
NA,below the general co-payment amount. These include listings for medicines used to treat high,25
NA,"blood pressure, high cholesterol, type 2 diabetes, gastric ulceration, and skin conditions. As",25
NA,"competition in the market continues to bring prices down, those reductions are reflected in the",25
NA,"prices paid by consumers, as well as by the government.",25
NA,Changes to co-payments-concessional,25
NA,"For individuals and families who access pharmaceutical benefits at the concessional level,",25
NA,"including veterans and their dependants under the RPBS, the co-payment, which is currently",25
NA,"$6, will increase by 80c in addition to the CPI.",25
NA,"People with concessional benefits use, on average, 17 prescriptions each year. So under",25
NA,"these new arrangements, they will pay an extra $13.60 per year for their subsidised medicines.",25
NA,The government is asking concessional patients to contribute an extra 80c for prescriptions,25
NA,which cost on average $43.50. It will also be only an extra 80c for medicines such as the,25
NA,"cancer treatments, everolimus and dabrafenib that cost over $5,500 and $8,700 per",25
NA,prescription respectively.,25
NA,"Along with the co-payment changes, there will be parallel changes in PBS safety nets.",25
NA,Safety net arrangements help to protect people who require a lot of medicines from high,25
NA,"out-of-pocket costs. For all users of the PBS and RPBS, once the safety net threshold is",25
NA,"reached, the co-payment amount is reduced for prescriptions required for the rest of the",25
NA,"calendar year. For general patients, the co-payment reduces to the concessional amount, and",25
NA,"for concessional patients, the co-payment is reduced to zero.",25
NA,Changes to safety nets-general,25
NA,"Under the proposed changes, the general safety net, which is currently $1,421.20, will",25
NA,increase by 10 per cent of the safety net plus annual CPI indexation on 1 January each year,25
NA,"from 2015 until 2018. From 1 January 2019, only annual CPI indexation will apply.",25
NA,General patients who are high medicine users will pay around $145.30 more in 2015 before,25
NA,reaching the new safety net threshold-and thereafter will only pay the concessional co-,25
NA,payment to access subsidised medicines for the remainder of the calendar year.,25
NA,Changes to safety nets-concessional,25
NA,"The concessional safety net, which is currently equivalent to co-payments for 60",25
NA,"prescriptions, or $360, will increase by two prescriptions on 1 January each year from 2015 to",25
NA,2018. The resulting concessional safety net thresholds will be 62 prescriptions in 2015; 64 in,25
NA,2016; 66 in 2017; and 68 in 2018.,25
NA,Concessional patients who are high medicine users will pay around $61.80 more in 2015,25
NA,before reaching the new safety net threshold-and thereafter will receive all their PBS and,25
NA,RPBS subsidised medicines for free for the remainder of the calendar year.,25
NA,Operation of safety nets-and family example,25
NA,"Importantly, the same general or concessional safety net applies to individuals, couples and",25
NA,families. The safety net can be tallied separately for an individual or combined where the cost,25
NA,of medicines for couples or family members needs to be met from the same household budget.,25
NA,NA,25
NA,"For example, in 2015, a low-income family of two adults and two children, who hold a",26
NA,"concession card and obtain 72 prescriptions per year between them, will pay $61.80 more",26
NA,"than in 2014 before they reach the safety net threshold. But, once they reach the safety net,",26
NA,they will get the rest of their PBS prescriptions for that calendar year for free-that is 10,26
NA,"scripts for free-whether it be the $43.50 medicine, or the $5,500 medicine, or the $8,700",26
NA,"medicine, it will be provided to them at no cost.",26
NA,Changes to concessional contributions for closing the gap,26
NA,The changes in the bill will also apply for patient contributions charged at the concessional,26
NA,rate for the closing the gap PBS co-payment measure. Under the closing the gap,26
NA,"arrangements, eligible Aboriginal and Torres Strait Islander consumers, who would otherwise",26
NA,"pay the general co-payment for PBS prescriptions, pay at the concessional rate. Eligible",26
NA,concessional patients receive their PBS medicines for free.,26
NA,Patient contributions as one element of effective PBS management,26
NA,The government has inherited an enormous debt from the former Labor government and is,26
NA,"determined to ensure that health services are sustainable, are used efficiently, and are",26
NA,available for future generations.,26
NA,The PBS model requires that medicines undergo evidence based assessment of clinical and,26
NA,"cost effectiveness, be listed only on the recommendation of our expert advisory committee,",26
NA,and be subject to comparative and competitive pricing.,26
NA,Good management of the scheme also relies on the innovative products supplied by a,26
NA,"strong medicines industry, and the quality care provided by Australia's wide network of",26
NA,community pharmacies.,26
NA,"Since 1960, successive governments have continued to recognise that patient contributions",26
NA,are part of responsible management of the PBS. Indeed it was a Labor government that,26
NA,introduced a $2.50 patient contribution for pensioners in 1991 and a Labor government that,26
NA,increased the co-payment for general payments by 100 per cent from $5 to $10 in 1985.,26
NA,"It has been fair in the past, and it is fair now, to slightly increase the cost for consumers,",26
NA,given the increase in the cost of the PBS over the last 10 to 15 years and the number of very,26
NA,expensive drugs which will be listed in the future.,26
NA,Conclusion-Savings for new listings and the medical research future fund,26
NA,"Demand for the PBS will continue to grow, and we want to list medicines quickly. The",26
NA,expense of the latest treatments is a major cost driver for the PBS. Recent PBS listings,26
NA,"include medicines with a cost per patient per year of up to $110,000 for the treatment of",26
NA,"melanoma; around $38,000 for advanced breast cancer; $27,000 for prostate cancer; and up to",26
NA,"$17,000 for macular degeneration. As more high-cost medicines are listed, and more patients",26
NA,"require access to these treatments, the cost to taxpayers will increase.",26
NA,"By asking consumers to share in that cost, we can build a sustainable PBS that can continue",26
NA,to make otherwise prohibitively expensive treatments affordable for all Australians.,26
NA,"Importantly, this measure will also help to support future development of the types of",26
NA,innovative medicines people are seeking today. We will always be looking to prevent and,26
NA,treat illness and manage conditions that challenge us now.,26
NA,NA,26
