Speaker,Text,pageNumbers
NA,"The whole matter should, and must, be",13
NA,laid before Parliament if it is to be effec-,13
NA,tively dealt with.,13
NA,CITY TELEGRAPH OFFICES.,13
Mr DUGALD THOMSON , the,13
NA,"Postmaster-General, upon notice-",13
NA,1. Will he name the branch city telegraph,13
NA,offices in Sydney and in Melbourne from which,13
NA,"instruments have been recently, or are to be,",13
NA,removed ?,13
NA,2. Which of those offices have tube connexion,13
NA,with the head office?,13
NA,3. Which will require a messenger service f o r,13
NA,conveyance o f messages to a despatching office?,13
NA,4. How frequently will messengers leave each,13
NA,of such offices with the accumulated messages?,13
Mr AUSTIN CHAPMAN ,Inquirie s,13
NA,"arc being made, and answers will be fur-",13
NA,nished as early as possible.,13
NA,DEATH OF MR. SEDDON.,13
Mr DEAKIN ,Ballarat-Ministe r of,13
NA,External Affairs) [10.38] -I t is fitting that,13
NA,honorable members should be informed of,13
NA,the acknowledgment by the Acting Premier,13
NA,of New Zealand and Mrs Seddon of the,13
NA,resolutions of this Parliament recording our,13
NA,regret at the untimely death of the late,13
NA,"Prime Minister of that Colony, and express-",13
NA,ing our sympathy with his family and the,13
NA,people of New Zealand. The Acting Prime,13
NA,Minister of New Zealand writes:-,13
NA,"Prime Minister's Office,",13
NA,"Wellington, 7th July, 1906. .",13
NA,"Sir,",13
NA,I have the honour to acknowledge receipt of,13
NA,"your letter of 28th June, forwarding a memorial",13
NA,copy of the report of proceedings of the Com-,13
NA,monwealth Parliament in passing the resolutions,13
NA,of regret at the death of the Right Honorable,14
NA,"R. J. Seddon, and in reply thereto I beg to",14
NA,"tender you, on behalf of Mrs Seddon, her",14
NA,"family, and the Government of New Zealand",14
NA,our heart-felt appreciation of the graceful tri-,14
NA,bute paid to the memory of our late Prime,14
NA,Minister.,14
NA,"I have the honour to be, Sir,",14
NA,"Mrs Seddon's letter, although, in part",14
NA,"personal, is also public. She writes:-",14
NA,"Wellington, N.Z., 7th July, 1906.",14
NA,"Dear Sir,",14
NA,"Your kind letter of the 27th June,",14
NA,of the reprint of the Parliamentary proceedings,14
NA,in connexion with the resolution of regret,14
NA,"the decease of my dear husband, and of deep",14
NA,sympathy with myself and family in our,14
NA,"tion, has just reached me. Words cannot",14
NA,press my grateful appreciation o f the kind and,14
NA,sympathetic references by yourself and the other,14
NA,"members of your National Parliament,",14
NA,the unanimous resolution of sympathy passed,14
NA,by Parliament. May I ask you to be good,14
NA,enough to convey my heart-felt thanks of my-,14
NA,"self and family to the members of Parliament, agreed to-",14
NA,"and accept the same . yourself, for your",14
NA,never-to-be-forgotten kindness in my time of,14
NA,grief.,14
NA,AUSTRALIAN INDUSTRIES,14
NA,PRESERVATION BILL.,14
NA,In Committee (Consideration resumed,14
NA,"from 12th July, vide page 1293):",14
NA,Clause 15-,14
NA,"1. The Comptroller-General, whenever",14
NA,"reason to believe that any person, either singly",14
NA,or in combination with any other person within,14
NA,"or beyond the Commonwealth, is importing",14
NA,"Australia goods (hereinafter called "" imported",14
NA,"goods"") with the intention that they may",14
NA,sold or offered for sale or otherwise disposed,14
NA,of within the Commonwealth in unfair compe-,14
NA,"tition with any Australian goods, may certify",14
NA,to the Minister accordingly.,14
NA,2. The certificate of the Comptroller-General,14
NA,shall specify the imported goods and the Aus-,14
NA,"tralian goods referred to, and the person whom",14
NA,he believes to be importing goods with the in-,14
NA,tention aforesaid.,14
NA,3. Thereupon the Minister may-,14
NA,(a) appoint a Board of three persons to,14
NA,vestigate and report upon al l matters,14
NA,of fact material to the question whe-,14
NA,ther the goods are being imported,14
NA,with the intention aforesaid; and,14
NA,(6) notify in the Gazelle that a Board has,14
NA,been so appointed f o r the purpose of,14
NA,. the said investigation and report.,14
Mr JOSEPH COOK ,Parramatta) certificate,14
NA,[10.40] - I move-,14
NA,"That after the word "" has,"" line 1, the words",14
NA,"""received a complaint in writing and has"" be of.""",14
NA,inserted.,14
NA,I wish to make it clear that before any,14
NA,drastic step of the kind provided for,14
NA,"taken, the complaint shall be lodged in the",14
NA,"Department in writing, so that it may be",14
NA,recorded. The officer cannot act except on,14
NA,information supplied from the outside.,14
Sir WILLIAM LYNE , I accept that.,14
Mr GLYNN ,Angas) [10.42] - I de-,14
NA,"Your obedient servant, sire to add at the end of sub-clause 3 in",14
NA,"Wsi. HALL-JONES. the proposed amendment the words "" in-",14
NA,"cluding the name, address, and occupation",14
NA,of any person upon whose statements he,14
NA,"may have acted.""",14
Mr JOSEPH COOK ,Tha t amendment,14
NA,with copies can be made afterwards.,14
Mr GLYNN , I think that we ought to,14
NA,"at go further still, and make liable to costs",14
NA,afflicthe man upon whose wrong information,14
NA,exthe Comptroller-General may act.,14
Mr ISAACS ,W e propose to do that by,14
NA,and f o r amending clause 20.,14
NA,Amendment agreed to.,14
NA,Amendment (by Sir WILLIAM LYNE),14
NA,"That after the word "" person,"" line 2, the",14
NA,"words ""hereinafter called the importer"" be in-",14
NA,serted.,14
NA,"Yours sincerely,",14
LOUISE J. SEDDONMr ISAACS ,Indi-Attorney-General ),14
NA,[10.44] - I move-,14
NA,"That the words "" the intention that they may",14
NA,be sold or offered for sale or otherwise disposed,14
NA,"of,"" lines 6 to 8,..be left out, with a view to",14
NA,"insert in lieu thereof the words, "" intent to",14
NA,destroy or injure any Australian industry by,14
NA,"their sale or disposal.""",14
NA,he has As the honorable and learned member for,14
NA,"Angas has pointed out, in the clause as-it",14
NA,into is proposed to be amended there would be,14
NA,an alternative owing to the addition of,14
NA,"be the words ""or with the intention of de-",14
NA,stroying or injuring any Australian indus-,14
NA,"try by unfair competition."" I f the amend-",14
NA,ment I now propose be adopted those words,14
NA,will be unnecessary.,14
NA,Amendment agreed to.,14
NA,Amendment (by Sir WILLIAM LYNE),14
NA,proposed-,14
NA,"That all the words after the word "" specify,""",14
NA,"inin sub-clause 2, be left out, with a view to in-",14
NA,sert in lieu thereof the following words :-,14
NA,"""[a) the imported goods;",14
NA,(i) the Australian industry and goods;,14
NA,(c) the importer;,14
NA,(d) the grounds of unfairness in the com-,14
NA,petition.,14
NA,3. The Comptroller-General may add to his,14
NA,a statement of such other facts as in,14
NA,his opinion ought to be specified to give the,14
NA,importer fair notice of the matters complained,14
NA,v,14
Mr GLYNN ,Angas) [10.50] - I wish,14
NA,to make it obligatorythat the Comptroller-,14
NA,is General's certificate shall specify the,14
NA,name of his informant. Consequently,15
NA,move-,15
NA,That the amendment be amended by the in-,15
NA,sertion of the following new paragraph in,15
NA,clause 2 :-,15
NA,""" (e) The name, address, ancl occupation",15
NA,any person not being an officer,15
NA,Public Service upon whose,15
NA,"tion he may have acted.""",15
NA,My object is to insure that outside interseems,15
NA,lopers shall declare their names and occuComptroller-General,15
NA,pations.,15
Mr ROBINSON ,Wannon) [10.51] - L,15
NA,hold that complaints under this Bill should,15
NA,"be limited to persons who allege that they be,",15
NA,are suffering from unfair competition.,15
NA,These individuals should be compelled,15
NA,put their complaints in writing. Officers,15
NA,of the .Department should not be permitted,15
NA,to transform themselves into advocates for,15
NA,any particular manufacturer or producer.,15
Mr BAMFORD ,Th e same argument,15
NA,might be applied to any Customs House,15
NA,officer at the present time.,15
Mr ROBINSON ,Bu t the complaint,15
NA,which is usually made by Customs officers,15
NA,is that some person is attempting to deone,15
NA,fraud the revenue. Under the clause in its,15
NA,"present form, a special privilege",15
NA,granted to persons lodging complaints. Un-,15
NA,less we insist that they shall put their,15
NA,"complaints in writing, backstairs influence",15
NA,must inevitably creep in.,15
Sir WILLIAM LYNE ,Hume-Min,15
NA,ister for Trade and Customs) [10.55].,15
NA,- I f the honorable and learned mem-,15
NA,ber for Wannon will look at,15
NA,early part of the clause he will see the,15
NA,that under it anyoutside person lodging,15
NA,a complaint is bound to put his complaint,15
NA,in writing. An amendment has been in-,15
NA,serted to that effect. The proposal to pub-,15
NA,lish in the Commonwealth Gazette any,15
NA,memorandum or statement which may be,15
NA,made by an officer of the Department to,15
NA,"the Comptroller-General would, to a very",15
NA,"large extent, paralyze action on the part",15
NA,the Comptroller-General.,15
Mr ROBINSON ,W e do not want that.,15
Sir WILLIAM LYNE , T h e clause will,15
NA,work in this fashion : Let us suppose that an,15
NA,outside person were aggrieved. He would,15
NA,make his complaint in writing. When it,15
NA,"came before the Comptroller-General, pro-",15
NA,bably that officer would refer i t to the Col-,15
NA,lector of Customs in the particular State,15
NA,affected. I t is not proper that communi-,15
NA,cations which pass between the Comptroller,15
NA,and his officers should be published in the,15
NA,I Gazette. But when the Comptroller-Gene-,15
NA,ral makes a statement it must be made,15
NA,public. To a large extent he must rely,15
NA,subupon the information that he has obtained,15
NA,fromi his officers. We must allow the De-,15
NA,of partment some latitude in acquiring the,15
NA,of the necessary information upon which the,15
NA,informaComptroller-General is to act.,15
Mr KELLY ,Wentworth) [10.57] -I t,15
NA,to me that the certificate which the,15
NA,must issue in all these,15
NA,"cases is a certificate to his own Minister,",15
NA,"and, therefore, there is no reason why the",15
NA,"original informant's name, whoever he",15
NA,should not go with it. The,15
NA,determination of the question of whe-,15
NA,to ther a prohibition shall be imposed on,15
NA,imported goods is afterwards to be re-,15
NA,"ferred to a Justice of the High Court, as",15
NA,"provided in sub-clause 2. That provision,",15
NA,"however, does not specify that the certifi-",15
NA,cate shall be referred to a Justice. Ob-,15
NA,viously the Minister should know the source,15
NA,from which these charges have emanated.,15
Sir WILLIAM LYNE ,S o he w i l l .,15
Mr KELLY , T h e certificate is merely,15
NA,"from the Comptroller to the Minister,",15
NA,and the clause contains no direction that,15
NA,is to be it shall be published.,15
NA,Afr. ISAACS -W e have met the honor-,15
NA,able member's party very fairly. I need,15
NA,scarcely point out to him that Parliament,15
NA,may call for the production of the certifi-,15
NA,- cate any time that it chooses.,15
NA,Amendment of the amendment agreed to.,15
Mr FOWLER ,Perth) [11] - I move- _,15
NA,the That the amendment be further amended by,15
NA,addition of the following new sub-clause :-,15
NA,""" (4) I f the unfairness in the competition is",15
NA,indicated in respect of prices the,15
NA,Comptroller-General shall specify,15
NA,what in his opinion are fair selling,15
NA,prices for the goods sought to be pro-,15
NA,tected under this Act or which may be,15
NA,imported subject to any specified con-,15
NA,"ditions or restrictions under this Act.""",15
NA,"My proposal fairly well explains itself,",15
NA,but I may mention that my object is to,15
NA,of carry out what I think may be regarded,15
NA,"as one of the intentions of the B i l l , al-",15
NA,though the provisions for carrying out that,15
NA,intention are in one important respect very,15
NA,imperfect. I refer to the protection that,15
NA,will be afforded to the consumers.,15
Mr JOSEPH COOK ,Wher e would the,15
NA,"protection to the consumer come in, i f ,",15
NA,"say, the price of raisins were fixed to-day",15
NA,"at 3d. per lb., and to-morrow they went",15
NA,down to 2 i d . per lb. ?,15
Mr FOWLER , I merely wish to es-,15
NA,tablish a maximum that will prevent the,15
NA,consumer being exploited to an abnormal,16
NA,extent Prices may be reduced as much common,16
NA,"as a competitor pleases, but the object of",16
NA,my amendment is to provide that they tinual,16
NA,shall not go above a reasonable figure.,16
NA,One of my strongest objections to the policy above,16
NA,"of protection, as it has been underprivileged",16
NA,"stood, is that whilst the manufacturer sejust,",16
NA,"cures the advantages of such a policy, the",16
NA,consumer is left at the mercy of the manuthe community.,16
NA,"facturer, and of such competition as may guaranteed",16
NA,be unlikely in the circumstances. I f by a,16
NA,measure of this kind we establish what the,16
NA,"may be called abnormal conditions, by shutreturn",16
NA,ting out imports that would come into compaid-up,16
NA,petition with local articles and thereby consumers.,16
NA,tend to keep down prices to a reasonable,16
NA,"level, then, in fairness to the consumer,",16
NA,we ought to protect him from the possibility,16
NA,of having to pay such extortionate prices,16
NA,as would be possible i f the prohibition,16
NA,tended in certain circumstances under this to say that-,16
NA,Bill were brought about. Within the last,16
NA,forty-eight hours I have had placed in my ages,16
NA,hands a small pamphlet bearing out my than,16
NA,"views on this subject, which was written of",16
NA,by a gentleman who has had much to do surplus,16
NA,with the sale and distribution,16
NA,harvesters in Australia. I refer to Mr.,16
NA,"T. MCBride, who is at present in New Zea-",16
NA,land. Whilst here Mr MCBride always the,16
NA,took a keen and intelligent interest in the that,16
NA,social and economic conditions of Aus-,16
NA,"tralia, ancl I believe that he is now distrolling",16
NA,playing a similar interest in regard to New,16
NA,Zealand. He was for many years general by,16
NA,director of the business of the Massey-Harbe,16
NA,"ris Company in Australia, so that his views of",16
NA,on this subject should be regarded as those,16
NA,"of a man of sound business experience, and",16
NA,not those of an impracticable or unreasonnative,16
NA,ably idealistic thinker. In the little pamphevery,16
NA,let in question he is advocating in connexion,16
NA,with New Zealand's home industries a sysgoods,16
NA,tem by which protection could be extended,16
NA,"both to the manufacturer, the worker,",16
NA,"consumer- a system of protection, to which,",16
NA,"by the way, I should have very little",16
NA,"jection, since it would in many respects",16
NA,verv closely approximate to my ideal of,16
NA,the nationalization of such industries as,16
NA,practically monopolies. The writer,16
NA,amongst other things-,16
NA,No reasonable person will at this time object,16
NA,"to a fair compensation for capital, but,",16
NA,"fore, capital has been permitted to take",16
NA,"- right, under the sanction of tradition,",16
NA,"tion, and established custom, all the surplus",16
NA,earnings made possible by the combined produc-,16
NA,"tive power of capital, labour, and society,",16
NA,consumed their joint products.,16
NA,We now see clearly and unmistakably that,16
NA,fairness demands broader and wiser,16
NA,"treatment for the consumers, who are the source",16
NA,of all profits. We also perceive that the con-,16
NA,labour agitation and the consumers' grow-,16
NA,ing discontent are mainly about the customary,16
NA,retention by capital of all the surplus over and,16
NA,a fair interest. This exploitation by the,16
NA,"few is unfair, unreasonable, and un-",16
NA,"and cannot continue without bitterness,",16
NA,"serious friction, stagnation, and great loss to",16
NA,Our manufacturers should be satisfied with a,16
NA,liberal maximum percentage on their,16
NA,capital i f given by protection all the trade of,16
NA,"country in their respective lines, and should",16
NA,"to the consumers annually, in cash or",16
NA,"shares, the surplus that may have been",16
NA,temporarily but unnecessarily taken from the,16
Mr SKENE ,Wha t guarantee could be,16
NA,given that thev had returned the surplus ?,16
Mr FOWLER , Mr MCBride goes,16
NA,"into the matter fully, but I do not wish to",16
NA,ingo into details at this stage. He goes on,16
NA,Local combination and its attendant advant-,16
NA,would be infinitely belter for all concerned,16
NA,"Tariff protection. I am, however, in favour",16
NA,l,16
NA,"both combination and protection, provided the",16
NA,savings thereby effected are returned to,16
NA,"the consumers, but not otherwise, as any other",16
NA,o'f Canadian basis will not endure.,16
NA,T. He has also some observations in regard to,16
NA,methods of controlling a combination,16
NA,ought to be interesting to us at this,16
NA,juncture. He writes-,16
NA,There are only two practical ways of con-,16
NA,"a combine or a trust, viz. :-ist . As a",16
NA,temporary or evolutionary expedient; to specify,16
NA,"law the maximum interest or profit, & c , to",16
NA,"allowed to capital, and to leave each line '",16
NA,business under the control of private owners.,16
NA,2nd. I f . a guaranteed maximum profit is not,16
NA,accepted by capital whilst an uncertain minimum,16
NA,"wage is accepted by labour, then the only alter-",16
NA,in the interests of the people and the,16
NA,State is complete public ownership of each and,16
NA,"consolidated industry, which will insure",16
NA,"fair conditions for labour, and also that the",16
NA,in every line of production shall be sup-,16
NA,plied to the consumer at or near cost.,16
NA,and I commend the last observations to the,16
NA,Committee. Although not strictly relevant,16
NA,"obto my proposals, they are worthy of atten-",16
NA,"tion, coming as they do from a level-",16
NA,"headed, practical, successful business man,",16
NA,are who has been identified with the production,16
NA,says and distribution of goods under a trust in,16
NA,"Australia, and who ought, therefore, to",16
NA,know what he is talking about. The,16
NA,heretoamendment which I now propose is the first,16
NA,"as a of a series of amendments, the others being",16
NA,legislaconsequent upon it. My idea is that when,16
NA,this unfairness is indicated in connexion,16
NA,"that with prices, it should be part of the duty",16
NA,of the Comptroller-General to go into the,16
NA,9,17
NA,Australian Industries [REPRESENTATIVES.],17
NA,"matter, and i f he sees that there is, or is",17
NA,1,17
NA,"likely to be, some exploitation of the",17
NA,"public in the way of prices, he",17
NA,"should say what, in his opinion,",17
NA,would be a fair and reasonable price,17
NA,for the goods proposed to be protected,17
NA,"under this Bill. Then his re:ommendation,",17
NA,along with the other recommendations and,17
NA,"information indicated by the clause, would",17
NA,"be sent on to the Justice, who would again",17
NA,consider what would be a fair selling price,17
NA,"for the goods proposed to be protected, or",17
NA,introduced into the country under special,17
NA,"restrictions. Having done that, the",17
NA,Justice would determine that the goods,17
NA,against the importation of which' a,17
NA,protest had been lodged should be excluded,17
NA,"from the local market altogether, or should",17
NA,be introduced only under the specified con-,17
NA,"ditions, and what should be the maximum",17
NA,"price at which, such goods might be sold",17
NA,if their importation were permitted. I wish,17
NA,to make it clear that I do not desire to es-,17
NA,tablish a definite price. The intention,17
NA,and object of my amendment is simply to,17
NA,"fix a maximum, ancl below that anything",17
NA,can be done in the way of competition.,17
NA,The maximum would be a figure which,17
NA,might be recognised by the Justice as,17
NA,something beyond which the goods ought,17
NA,"not to go in price, in common reason, and",17
NA,in the ordinary dealings of business people.,17
Mr JOSEPH COOK ,"How , for instance,",17
NA,would the honorable member fix the price,17
NA,of fruit?,17
Mr FOWLER , I do not think,17
NA,'likely that we shall be applying legislation,17
NA,of this kind in connexion with the introof,17
NA,"duction, of fruit.",17
Mr JOSEPH COOK ,Th e price,17
NA,ranges.from 6d. to £ 1 per box.,17
Mr FOWLER ,I f it goes up to £,17
NA,"per box on that particular :lass of goods,",17
NA,the Justice would have no hesitation in,17
NA,declaring £ i per box as the maximum,17
NA,price. I t is easy to express doubt as,17
NA,whether such a 'provision as I propose,17
NA,"workable, but, in my opinion, it is 'quite",17
NA,as workable as are many of the clauses,17
NA,which the Committee has already passed.,17
NA,I believe that this Bill is _ largely,17
NA,indication of future possibilities in,17
NA,"lation of a more effective character, and",17
NA,fact that we emphasize the necessity for,17
NA,protection of the consumers by fixing,17
NA,maximum price will probablv afford some,17
NA,"""basis ""tor future legislation in regard",17
NA,to this very important and necessary,17
NA,phase of protection. I have given some,17
NA,"consideration to the matter, and in view",17
NA,Preservation Bill.,17
NA,of the testimony I have submitted from a,17
NA,"shrewd business man, who has for some",17
NA,time been engaged in work closely con-,17
NA,nected with the kind of operations with,17
NA,"which this Bill deals, I am sure the Com-",17
NA,mittee will give that consideration to my,17
NA,amendment to which it is fairly entitled-,17
NA,in accordance with the principles which,17
NA,have actuated honorable members in deal-,17
NA,ing with the measure.,17
Mr CONROY ,Werriwa) [11.16] - I,17
NA,am very glad that the honorable member,17
NA,for Perth has seen fit to propose an amend-,17
NA,ment of this sort. I t is one which I think,17
NA,should receive the :ordial indorsement of,17
NA,every member of the Committee,17
Mr JOSEPH COOK ,Wh o is a Socialist,17
Mr CONROY ,I t should certainly re-,17
NA,ceive the support of every member of the,17
NA,"Committee who is a Socialist, but it should",17
NA,also receive the support of every honorable,17
NA,"member who, though he may not be a So-",17
NA,"cialist, still does not desire to see a local'",17
NA,1,17
NA,monopoly created under the provisions of,17
NA,"this Bill, with power to raise prices",17
NA,"against all the consumers in the States, and",17
NA,without any obligation to contribute ap-,17
NA,portion of their profits to the workers in-,17
NA,their employ. This is all that the amend-,17
NA,ment aims at. It practically says only that,17
NA,when competition is declared to be unfair,17
NA,"in the terms of the Bill,. and to come-",17
NA,within the prohibition sections of the Com-,17
NA,monwealth Customs Act-becaus e it must,17
NA,not to be forgotten that under sub-clause 2-,17
NA,it is of clause 18 of this Bill-,17
NA,"The Governor-General may, under the powers",17
NA,"the Customs Act 1901, prohibit the importa-",17
NA,tion of the imported jjoods either absolutely or.,17
NA,of fruit under such conditions-,17
NA,and so on. Honorable members will see-,17
NA,1 that under this provision the Governor-,17
NA,General is given power to absolutely pro-,17
NA,"hibit the importation o'f certain goods, and",17
NA,we may be placing the whole of the con-,17
NA,to sumers throughout Australia at the mercy,17
NA,is of every little local combination that is,17
NA,able to get the provisions of the Bill,17
NA,"put into operation. In the circumstances,",17
NA,it is but right and fair that some regard,17
NA,an should be had to the interests of the great,17
NA,"legismass of the people, and that before any",17
NA,the manufacturer should be able to have the,17
NA,"the Bill put into operation for his benefit, he",17
NA,a should at all events be obliged to disgorge-,17
NA,a portion of the profit he would thus be,17
NA,"enabled to make, and which, but for this-",17
NA,"amendment, he could retain. Failing that,",17
NA,under the amendment he would have to sell',17
NA,"his goods at such a ""fair and reasonable-",17
NA,price that he would not be able to take,18
NA,advantage of an absolutely closed market,18
NA,to raise prices to such an extent that the,18
NA,great bulk of the people would be as,18
NA,effectually prevented from purchasing his,18
NA,goods as i f their manufacture did not,18
NA,exist.,18
Mr JOSEPH COOK ,Conro y advocating,18
NA,prohibition !,18
Mr CONROY , I point out that I am,18
NA,supporting this amendment because of the,18
NA,other' provisions of the B i l l . Considering,18
NA,"the spirit of the measure, and dealing",18
NA,"with it in its entirety, I say that it is abso-",18
NA,lutely necessary to have some guarantee,18
NA,"that the Bil l shall be what, on the face of",18
NA,"it, i t purports to be, but what it is not at",18
NA,"the present time, a measure to safeguard",18
NA,"the interests of the workers and consumers,",18
NA,and not merely those o'f the manufacturers.,18
NA,A provision such as that contained,18
NA,"in the amendment, would no doubt",18
NA,tend to bring about some spirit of,18
NA,fairness on the part of manufacturers.,18
NA,They would not appeal as readily to,18
NA,the provisions of the measure when they,18
NA,-found that a share of the profit they,18
NA,would otherwise make must go to the con-,18
NA,sumers o'f the articles they manufacture.,18
NA,"""Under the circumstances, I",18
NA,hesitation in supporting the amendment.,18
NA,I can quote excellent precedents for it . One,18
NA,"is an English Act of 1368; and', in this con-",18
NA,"nexion, I foreshadowed my present inten-",18
NA,tion by giving notice of an amendment.,18
NA,Thi s English Act provided that the Justice,18
NA,"-should, on the motion of any person, as-",18
NA,sess the prices at which articles must be,18
NA,"-sold, so that the manufacturer should have",18
NA,"""reasonable gains and no more."" I t is the Tat-",18
NA,ter part of that provision that I quote lite-,18
NA,"Tally, as it provides for fair prices. By that",18
NA,"English Act, however, a manufacturer was",18
NA,liable to a penalty i f he did not observe the,18
NA,"prices fixed; and here, it will be observed,",18
NA,there is an omission in the clause under,18
NA,-consideration. The English Act provided,18
NA,that any manufacturer who refused to,18
NA,accept the prices assessed should be liable,18
NA,to a penalty of £ TOO for each offence;,18
NA,and a similar provision in the Bill would,18
NA,put an end to much sham patriotism.,18
NA,When manufacturers found that the profits,18
NA,"were not likelv to go into their own pockets,",18
NA,but to go into the pockets of the work-,18
NA,"men, their anxiety for Parliament to",18
NA,meddle would sensiblv diminish; and it,18
NA,would be desirable to bring an end to the,18
NA,log-rolling in which some of the manu-,18
NA,facturers endeavour to indulge - I regard,18
NA,an amendment of this character as vitally,18
NA,necessary. Another precedent is afforded,18
NA,"in an English Act of 1532, whereby the",18
NA,mayors of 'boroughs and the rulers of,18
NA,counties and shires were called upon to,18
NA,assess the prices at which meat and other,18
NA,victuals should be sold. I n the following,18
NA,"year, however, the butchers complained",18
NA,"that the graziers, breeders, and drovers",18
NA,would not sell the cattle at such prices,18
NA,"as enabled the retailers to get "" reason-",18
NA,"able gains, and no more.""",18
Mr JOSEPH COOK ,I S there not an,18
NA,English Act of about the same period re-,18
NA,lating to the sale of herrings?,18
Mr CONROY ,Th e Act relating to,18
NA,herrings was passed in the fifteenth cen-,18
NA,"tury, and dealt with forestalling. When",18
NA,the butchers complained of the action of,18
NA,"the graziers, breeders, and drovers, an",18
NA,Act was passed i n 1538 providing that any,18
NA,"breeder, grazier, or drover who refused to",18
NA,sell stock at reasonable prices should ap-,18
NA,"pear before the Justices, and that the",18
NA,"latter should thereupon appoint "" i n d i f -",18
NA,"ferent men ""-tha t is disinterested' men-",18
NA,"to assess the prices. I f the breeder,",18
NA,"grazier, or drover refused to sell at the",18
NA,prices assessed he was haled before the,18
NA,have no,18
NA,"Star Chamber, there to await the pleasure",18
NA,of King's Counsel.,18
Mr JOSEPH COOK ,Thing s seem to,18
NA,have been much the same in those days as,18
NA,at the present day.,18
NA,Mr HuGHEjs -Th e honorable and,18
NA,learned member for Werriwa has forgotten,18
NA,to mention the fixed prices for food in,18
NA,San Francisco recently.,18
Mr CONROY ,Ther e was an earth-,18
NA,quake in San Francisco. The Minister,18
NA,in charge of the B i l l ought to make fur-,18
NA,ther provision to meet the case of manu-,18
NA,facturers who choose to work onlv half,18
NA,"time, or take any other action of the sort.",18
NA,Legislation of this class ought to be carried,18
NA,right through to its logical conclusions.,18
NA,I f the premises are such as to lead to ab-,18
NA,"surd conclusions, the fault is not ours,",18
NA,but is that of those who assert the premises.,18
NA,This Bill is said to be in the interests,18
NA,"cf the workers, and amendments to that",18
NA,end ought to be accepted. Nobodv can,18
NA,contend that this amendment would not,18
NA,be in the interests of the workers and,18
NA,"the consumers, or that it would in anv way",18
NA,prevent the manufacturer from appealing,18
NA,to the Court i f he thought he was suffering,18
NA,"injury. Indeed a manufacturer, who was",18
NA,"acting from purely patriotic motives, and",18
NA,who intended to divide the profits with his,19
NA,"workers, would appeal to the Court with",19
NA,additional strength.,19
Mr MCWILLIAMS , N o t many manufac-,19
NA,turers would appeal to the Court under,19
NA,such circumstances.,19
Mr CONROY ,Tha t may be; but we,19
NA,must not introduce legislation solely on be-,19
NA,half of two or three particular individuals.,19
NA,We must take care that consumers are not,19
NA,"mulcted in extra prices, as they would be",19
NA,"under prohibition provisions; at all events,",19
NA,we should take care that any extra prices,19
NA,"or profits do not all go to the capitalist, but",19
NA,are distributed amongst the workers en-,19
NA,gaged in the production of the particular,19
NA,articles. The amendment would necessi-,19
NA,tate a further amendment. I n order to pre-,19
NA,vent a manufacturer declaring that he had,19
NA,alreadv sold all his goods,19
NA,The' CHAIRMAN -Th e,19
NA,member must not anticipate an amendment.,19
Mr CONROY ,T o put myself in order,19
NA,I shall add the consequential amendment.,19
NA,I n this connexion I intend to use the exact,19
NA,words of the celebrated English Act of,19
NA,1368 in relation to forestalling.,19
NA,"were, of course, earlier English Acts of the",19
NA,"kind, such as that provided for assizes to",19
NA,"fix the prices of bread, corn, and ale.",19
Mr WILSON ,Wha t was the price of,19
NA,ale?,19
Mr CONROY ,I n those days four gal-,19
