speakerGroups,Speaker,text,pageNumbers
10,Mr BOWDEN ,Is it the present intention of the Government to introduce a bill to make uniform the marriage and divorce laws of the Commonwealth?,14
11,Mr LATHAM ,No . PORT DARWIN JETTY.,14
12,Mr NELSON ,"Some time ago I adI dressed a question to the Minister for Home aud Territories relative to does expenditure incurred in connection with the Port Darwin Jetty. Has the honorat able gentleman yet received any information on the subject? If so, is he willing to impart it to the House?",14
13,Mr MARR ,"I have caused inquiry to be made of the North Australian Comin respect to the question, and still awaiting receipt of information. As soon as it is available, I shall supply see that it to the honourable member. EXPLOITATION OF ABORIGINAL LABOUR. FORMALMOTION OF ADJOURNMENT .",14
14,Mr SPEAKER ,"Hon. Sir Littleton' Groom) - I have received an intimation from the honourable member for the Northern Territory ( Mr Nelson) that he is desires to move the adjournment of the a House this morning for the purpose of a definite fmatter of urgent public importance, namely, "" The exploitation of aboriginal Labour in North Australia. Five honourable members having risen in their places. Question proposed.",14
15,Mr NELSON ,"Northern Territory). [11.12] - I regret the necessity for havthe ing to move the adjournment of the House on this subject, but, in view of exthe reply of the Minister for Home and in Territories ( Mr Marr) to a question which I asked, I have no alternative. the 20th October last I asked the Minister for Home ancl Territories the that, following questionI have received the following telegram:Sleeper getters employing large number getting sleepers; many instances on"" task work. Intense exploitation of aborion government contracts where white labour only should be employed. At present unemployment is rife. Relief work is being started. Numbers of workers strongly resent aborigines being exploited on government work, while they have to seek relief work. Get Minister insist white labour getting sleepers. I should like to know if the Minister for Home aud Territories will take immediate action with a view tp preventing the exploitation of aboriginal labour on government contracts in the Northern Territory? ""The honourable gentleman repliedhave no information about the matter, but I shall make inquiries, and let the the honourable member know the result. On the 26th October, the Minister having received the information I sought, replied as follow:On the 20th October, the honourable member for the Northern Territory ( Mr Nelson) referred to a telegram he had received stating that sleeper getters connected with the railway construction work in North Australia were employing a large number of aboriginals in getting sleepers. The honourable member asked whether immediate action would be taken with a view to preventing the exploitation of aboriginal labour on Government contracts in the Northern Territory. From inquiries I have made'it appears that in connection with the railway construction work in North Australia contracts have been let for the supply of sleepers, and that the contractors aro employing a certain number ofaboriginals to assist in securing the sleepers. The employment of aboriginals is controlled by the Aboriginals Ordinance which provides that no person shall employ an aboriginal unless he has been granted a licence to do so by the Protector of Aboriginals of the district in which he is residing. The aboriginal is a free agent who may leave his employment if dissatisfied. The railway construction camp is under the supervision of a Protector of Aboriginals whose duty it is to see that the aborigines are not exploited. With regard to the general question of employing aborigines in connection with the work of supplying sleepers, it is considered desirable that they sliould be given remunerative employment so long as they are not defrauded or exploited. In view of the conditions under which aborigines may be employed in North Australia and of the fact that the railway construction camp is under the supervision of a Protector of Aboriginals, I cannot see how the aborigines employed on the work of getting sleepers can be exploited. It is unfortunate that the Minister has been wrongly advised. In my question I appealed to him to stop the exploitation of aboriginal labour, while white Australians were being compelled to accept relief work, from the administration. Judge Beeby, at great expense to the taxpayers of Australia-and a justifiable expense, I may remark-recently the Northern Territory with a view to determining the base rate for classes of labour in various there. After personal experience of the local conditions, and after hearing the evidence submitted, including by the representative of the Commonwealth Railways Commissioner, he came to the conclusion that the base rate for Darwin should be 2s. 6d. an hour, and, in the locality to which my question referred, 2s. S^d. an hour. It is well-known for many centuries the north of Australia 3lr Nelson. was populated by a dense crowd of aborigines, and that there are still many there. Notwithstanding that fact, no attempt has been made by the aborigines themselves to develop that huge tract of country. Consequently we' took the land over from them, no doubt proceeding on the assumption, not that the people were intended for the land, but that the land was intended for the people, and that, as the natives had not used it , we had a right to do so.",14
16,Mr JACKSON ,We have not done much to help them.,15
17,Mr NELSON ,"That is true; but their exploitation is not justified, even under present conditions. It is claimed that the Government is serious in its endeavour to establish a white population in the far flung spaces of Northern Australia. What encouragemeut is the Government giving to settlers to open up that country, when it asks them to compete with what may be accurately described as slave labour? As my argument is developed I shall prove that slave labour exists, and that the Minister has been ill advised. He admitted the existence of the condition of affairs of which I complained in my question. I shall again quote from his replyFrom inquiries I have made, it appears that, in connection with the railway construction work in North Australia, contracts have been let for the supply of sleepers, and the contractors are employing a certain number of aborigines to assist in securing the sleepers.",15
18,Mr SEABROOK ,Does the honourable member object to the black man being employed ?,15
19,Mr NELSON ,"No ; but he should not be exploited. Even the honourable visited member for Pranklin ( Mr Seabrook), who is known to be adverse to the labour different conditions ruling generally in Australia industries today, will be convinced, as I proceed, that the natives are being w i l full y exploited in the north of Australia. The evidence Minister also said:The aboriginal is a free agent, who may leave his employment if dissatisfied. I shall prove that the native is as securely bound as is possible under an agreement. that I draw attention to section 5 of the Aboriginals Ordinance of 1918-192;*>, which deals with the duties of the Chief Protector. Among the many duties i m posed upon him are the following: To exercise a general supervision and care over all matters affecting the welfare of the aboriginals, and to protect them against immorality, injustice, imposition, and fraud. The Minister tells us that they can start work when they like and finish when they l i k e ; but section 52 of the ordinance, in conjunction with other sections, clearly shows where they actually stand. It must be understood that they work under an agreement which is signed by the Protector of Aborigines. Section 52 statesAn aboriginal or half-caste who neglects or refuses to obey any order lawfully given under this ordinance shall be guilty of an offence against this ordinance. I shall show later that very strict conditions are imposed on the natives. further rebuttal of the Minister's statement, let me quote section 261. Any person residing within any town district,"" and desiring to employ any aboriginal within any town district, shall, in addition to obtaining a licence to employ aboriginals, enter into an agreement with the aboriginal in the prescribed form: Provided that if the Chief Protector is of the opinion that the employment is of a temporary nature, and is not likely to exceed one month in duration, he may dispense with the agreement. 2. A copy of the agreement shall be lodged with the Chief Protector, who may at any time investigate any complaint as to any alleged breach of the agreement by the employer or the aboriginal. That binds the aboriginal definitely to the work, and, if he disobeys, the Chief Protector has the necessary machinery at his disposal to deal with him . Section 27 statesAny employer or aboriginal, who is guilty of a breach of an agreement made in pursuance of the last preceding section, shall be guilty of an offence against this ordinance. Penalty: In the case of an employer, twenty pounds; and in the case of an aboriginal, forfeiture of wages and cancellation or suspension of permit to enter the town district. The native not only loses his wages, which I shall show are returned to the emmoney in the trust fund? ployer, but he is even debarred the right of going to the town-district, which may have been his birthplace. In other words, he is banished. Yet the Minister stated in his reply to my question that the native was a free agent. I say that the native bound hand and foot. The Minister's definite statement that the natives are exploited condones the present system, which I shall show is one of wholesale exploitation of native labour. It is regrettable that the Minister or his advisers did not make themselves conversant with the actual conditions. From the regulations under this ordinance I have given a f a i r l y concise idea of the alleged freedom of the natives. Referring to applications for licences to employ aboriginals in a country district, the regulation prescribes the following for m of application :To the Protector of Aboriginals at I (We) of occupation do hereby make application for a licence to employ male or female aboriginals. I (We) undertake to pay wages at the rate of os. per week, and provide food, clothing, and tobacco for the aboriginals. In I (We) employ permanently, as specified on the back hereof, and food, clothing, and tobacco to all other aboriginals employed temporarily, and, if requested in writing by the Protector, to pay to the Protector a proportion of such wages, to be held in trust for the aboriginals, such proportion to be not less than 10s. every month. I (We) undertakeTo observe the provisions of the ordinance and regulations in regard to the employment of aboriginals: and especiallyTo keep a record of any native labour employed, nature of employment, and wages paid. Such record to be open for inspection by the Protector at any i time; To employ no children under 12 years of age; To set aside a portion of the lands occupied by me (us) as a native camp; and To supply reasonable shelter for the aboriginals I (we) employ. I (We) enclose herewith the fee of Ten shillings (10s.) for this licence. Signature of applicant. It will be noticed that the wages are stated at 5s. a week, and that from that sum 2s. is deducted and placed in a trust f u n d for the aborigines.",15
20,Mr COLEMAN ,"""What happens to the",16
21,Mr NELSON ,"A royal commission which inquired into the administration of the Northern Territory investigated, among other things, the trust f u n d of the aborigines. Evidence was produced and is embodied in the commission's' findings, showing that in more than one case the not Protector of Aborigines had sold t q the natives bicycles at from £10 to £12 each that were not worth £1. The Protector of Aborigines would make a statement to the officer in charge of the trust fund that he had sold a bicycle to a native, who probably had never seen it, and would then, in acknowledgment of the sale, make the native's sign or ""x,"" which would be witnessed by the officer, and the sum of £10 or £12 would be withdrawn from the fund, the native concerned knowing nothing at all about the transaction.",16
22,Mr ABBOTT ,Is that practice continuing?,17
23,Mr NELSON ,It still can be done.,17
24,Mr COLEMAN ,What happened to the royal commission's report?,17
25,Mr NELSON ,"I do not think that the Government acted on that report, otherwise the natives would have been given some form of protection. In many cases the native is employed at some distance from the centre at which the trust fund is administered, and when he leaves his employment and goes ""bush,"" the money in the trust fund in his name is returned to his employer. The Minister has alleged that the natives are free labourers. Let me draw his attention to Form 5 of the regulations, which reads:Form of Agreement Wit h Aboriginal or Name of employer Name of employee Aboriginal-half-caste 1, , agree to keep the said aboriginal-half-caste, and fed to the satisfaction of the Protector, and to supply him (or her) with tobacco, and to pay him (or her) the sum of 5s. per week as wages, of such wages 3s. to be paid weekly to the employee and the balance to be paid to the Chief Protector or Protector in trust fsr the half-caste-aboriginal, four weeks. 1, , the Protector, on behalf of the said aboriginal-half-caste, undertake that he (or she) shall work for the said for a period of as and I agree to refund to the employer the amount of wages held in trust for him if the said aboriginal-half-caste, , shall fail to remain in the service of the said employer, the period agreed upon, provided that (1) if the native be dismissed for misconduct or incompetency and a Protector is satisfied such dismissal is fair and reasonable; (2) the service is not terminated by the Protector notifying ihe said employer, the undertaking has not been carried out with fairness to the native. It must be understood that the half-caste has the ful l rights of citizenship, and can exercise his franchise, yet a paltry wage of os. a week is prescribed for him under an agreement, notwithstanding that he is just as capable as any other man of performing certain classes of work. If the native or half caste leaves his employment the protector of aborigines undertakes to repay to the employer from the trust fund the sum of 2s. a week. That amount is lawfully due to the native. Yet the Minister says that he is not being exploited.",17
26,Mr YATES ,"The native may be forced to "" go bush.""",17
27,Mr NELSON ,"That is so, because the inducement is there. The agreement continuesI certify that the half-caste/aboriginal has had this agreement explained to him (or her) and is reasonably aware of its provisions, and that the prescribed fee of 2s. Od. for this agreement has been paid by the employer. Signature of Protector Mr G. FBANCIS - That agreement is almost similar to the one which is working so satisfactorily in Queensland.",17
28,Mr NELSON ,"There is no comparison between them. The native is bound hand and foot under this agreement to Half-easte. carry out certain conditions of labour. If he leaves his employment the money paid into the trust fund in his name is refunded to the employer. How a native clothed can be bound by an agreement and yet be perfectly free is beyond my comprehension. I suggest that a royal commission should be appointed to investigate the conditions of employment of the natives and the methods of exploiting every them. Under cover of an ordinance the natives arc in a condition of slavery hereby while white men are deprived of work. Under the cloak of democracy the hand months, of the black birder is making itself felt. The aboriginal has no protection and is being wilfully exploited to the detriment of the white worker. I submit not that , for the aboriginal has no right to work, but that he should receive the full award of his labour. No one can suggest that 3s. a week is sufficient remuneration for a man using an axe. Would the Minis, that ter be prepared to allow natives to work in his electorate at 3s. a week when the Signature of employer. award rate is £5 a week? We talk of upholding the dignity of the Arbitration Oourt, and yet we are trying to destroy its awards by the exploitation of natives in the Northern Territory. Not only exploitation but slavery is rife there, and the sooner the Minister takes action to prevent it the better it will be for the whole community. If the awards of the Arbitration Court are permitted to be abrogated, there will be open revolution in the territory, and when that occurs I shall go there to give the revolutionists a hand. It is dastardly to place the white community of the territory in such a position.",17
29,Mr SPEAKER ,Hon. Sir Littleton Groom) - I ask the honourable member not to continue his remarks in. that strain.,18
30,Mr NELSON ,I regret that in the heat of my desire to obtain redress for the natives my remarks should have been somewhat unparliamentary. Does the Minister-wish to be known as the Minister for black labour and the advocate of slavery.,18
31,Mr SPEAKER ,The honourable member's time has expired.,18
32,Mr WATKINS ,"As the charges that have been made are so. serious, would it not be possible to move for an extension of time to allow the honourable member for Northern Territory to continue his remarks ?",18
33,Mr SPEAKER ,"Standing Order 119, which is applicable to this debate, limits the time for the discussion of the motion to two hours after the time fixed for the meeting of the House. The Standing Order limiting the time of the speeches of members has been approved by the House, and is so framed as to prevent auy individual member from unduly taking up the time of the House. If an extension is required the procedure which has been recently followed is to move for the suspension of the Standing Orders, and that motion can be carried only by an absolute majority of the whole of the members of the House.",18
34,Mr MARR ,"Parkes-Minister for Home and Territories) [11.45] - The charge made by the honourable member for Northern Territory ( Mr Nelson) is that the natives have been exploited. I have listened carefully for evidence supporting the statement, but have not heard any. The .honourable member has said, not once, but on several occasions, that he represents the natives of the Northern Territory, and intends to safeguard their interests. I resent his imputation that I am Minister for a black Australia, aud throw the insult back in his teeth. I am as much concerned as lie is in safeguarding the interests of both our aboriginal and our white 'population. I have heard the honourable member say that he believes that our black population should receive the treatment to which it is entitled, and I agree with him that the Australian aboriginal should receive the benefits to which he has a right. The honourable member has said that it is impossible to develop Northern Australia without the help of the black man.",18
35,Mr NELSON ,I deny that.,18
36,Mr MARR ,"I have heard him say it several times, and I can give quotations from Hansard to prove that not only he. but other honourable members on that side of the House, have made that statement.",18
37,Mr NELSON ,"On a point of order, is the honourable member entitled, in the face of my denial, to repeat his statement, and to say the proof of it is contained in Hansard without producing that proof?",18
38,Mr SPEAKER ,"If the Minister has"" incorrectly represented anything which the honourable member has said, the honourable member will be entitled, at the conclusion of the Minister's speech, to make a personal explanation.",18
39,Mr MARR ,"If the honourable member denies any statement that I have attributed to him, I accept his denial. If I have misrepresented anything that he or any one else on the other side of the House, has said, I am prepared to withdraw the statement. I have said that the North of Australia can only be developed, with the assistance of our - Australian natives, and members know in their own hearts that that is the only way in which it can be done. The underlying reason for this motion is not a desire to prevent the exploitation of the aborigines. These charges of exploitation are made by the very people in the north who have been exploiting the Northern Territory for years. The development of the north has been retarded because of the action of men who have endeavoured to run the country in tlieir own, interests, and to keep everything in their own grasp. If a ship goes to the Northern Territory it cannot he unloaded unless these gentlemen give their consent.",18
40,Mr NELSON ,The Minister is speaking of Darwin.,19
41,Mr MARR ,"Is not Darwin the capital of the Northern Territory? I have heard the honourable member say that somebody in the north is trying to break the awards of the Arbitration Oourt; but these men of whom I speak have refused to obey those awards.. All that we require of these gentlemen in the north is that they shall obey the law. Let us, on both sides, stick to the law, and obey the awards of the court. The honourable member read the ordinance which lays down the terms under which natives may be employed, but he did not cite the rates of wages to be paid to sleeper-getters. He cited the rates for rouseabouts on the stations, aud for menial workers.",19
42,Mr MANNING ,He deliberately tried to mislead the House.,19
43,Mr SPEAKER ,The honourable member for Macquarie may not make a reflection of that kind upon any honourable member.,19
44,Mr MANNING ,"I said that the honourable member for the Northern Territory bad tried deliberately to mislead the House by the statement he made, but at your direction, Mr Speaker, I withdraw that remark.",19
45,Mr MARR ,"The argument used by the honourable member for the Northern Territory was unsound. The aborigines, in some cases, are getting sleepers themselves, without working for anybody, and are selling those sleepers to persons who have contracts. The aborigines have the right to do that.",19
46,Mr NELSON ,"But there are natives who are being employed by the sleeper getters, and these natives are. being exploited. The Minister should stick to the facts.",19
47,Mr MARR ,"I am sticking to the facts. The honourable member gave no instances of exploitation. The honourable member for Bass ( Mr Jackson) recently advocated the formation of a native State where the aborigines would be segregated. I say that if you want to destroy our aborigines in the North, the best thing to do is to put them into a State of their own; they will then annihilate each other. It is altogether wrong to say that the white sleeper contractors are exploiting the natives. Those who are objecting to the present procedure have themselves the opportunity to cut sleepers. The Government has had the greatest difficulty in obtaining sleepers, and if the gentlemen whom the honourable member represents are prepared to supply sleepers, we will buy them and use them on the railways. Those who make the charge of exploitation have never done anything to help the natives in the North; but they would prevent, as they have often done in the past, the natives from getting a job of any kind. Certain portions of the native labour agreement have been read. It is provided in that agreement that no person shall employ an aboriginal or half-caste unless he has obtained a licence on the prescribed form. Before granting such a licence, the Protector of Aborigines must be satisfied that the applicant is a fit and proper person to employ aborigines. If the honourable member for the Northern Territory can give me one case in which the Protector of Aborigines in any part of the North has not carried out the provisions of the act, I undertake to see that that officer is removed from his position. The rate of pay which the honourable member mentioned is that provided for natives working on stations and farm lands. I do not say that any particular government was responsible for fixing that rate. It has prevailed under several governments. The honourable gentleman has admitted that these natives make excellent horsemen, and that the North can only be developed by their help.",19
48,Mr NELSON ,The Minister cannot show me that statement in Hansard.,19
49,Mr MARR ,"If any person, having been granted a licence to employ a native, who has been signed on to do rouseabout work, puts him on to sleeper-getting, the contract is immediately void. Every employer must make a return as to the labour he employs. The honourable member for the Northern Territory knows the conditions under which natives work, and he also knows the conditions under which, unfortunately, the white men have to live. None of us would like to live under the same conditions as those under which white people have to live in the North. ""We in this House should see that the aborigines have a fair share of the good things of life. It has been stated that we have taken the black man's country from him, and if that is so, it should be our duty to give our natives the benefits of civilization, instead of shutting them up in a compound. We should encourage them to work, aud to become useful citizens.",19
50,Mr THEODORE ,Surely the Minister does not regard it as just to the blacks to employ them at Ss. a week.,20
51,Mr MARR ,From memory I would say that the Ordinance covering the conditions of labour for aborigines in the Northern Territory is practically the same as that operating in Queensland.,20
52,Mr THEODORE ,"The aborigines employed on the Queensland State stations are working under an award of the Court, which gives them considerably more than 3s. a week.",20
53,Mr MARR ,"In some places in Queensland the blacks may be working under au award, but that aAvard is not equal to the awards provided for white men. I freely admit that the aboriginal is not yet up to the white man's standard, and is therefore not entitled to receive the same remuneration.",20
54,Mr MCGRATH ,"Ballarat) [12.0] I listened very carefully to the remarks of both the honourable member for the Northern Territory ( Mr Nelson) and the Minister ( Mr Marr). The latter failed utterly to answer any of the charges which were made. He simulated intense indignation, and stressed the desirability of - uplifting the Australian aborignal. I have not been to the Northern Territory, but I have had an opportunity to read the telegram that has been received by the honourable member who represents that particular portion of our continent. It contains the specific charge that on the Katherine to Daly Waters railway, the aborigines are being extensively exploited. This is how the wire readsSleeper getters employing large number aborigines getting sleepers; many instances on task work. Intense exploitation of aborigines on government contracts where white labour only should be employed. At present unemployment is rife. Relief work is being started. I take that to refer to relief work for the whites who are unemployed. The telegram proceedsNumbers of workers strongly resent aborigines being exploited on government work, while they have to seek relief work. Get Minister insist white labour getting sleepers. That charge is clear and definite; but it has not been answered by the Minister. Prom my reading of the ordinance I should say that a contractor is allowed to pay as low as 5s. a week, from which he may deduct 2s. a week which has to be paid into a trust fund. The Minister has not supplied us with information which would indicate that any other wages are paid. We talk about the necessity to develop the Northern Territory; yet by the action of the Government the whites are being driven out of employment there. There is no desire on our part to deny to the blacks the right to live in the Territory or any other part of Australia; but we shall not civilize them by paying them 5s. a week, and supplying them with a little tobacco. Can it be wondered at that the white residents are dissatisfied, when the Ministry winks its eye at the wilful breaking of Arbitration Court awards ?",20
55,Mr MARR ,That is an incorrect statement to make.,20
56,Mr MCGRATH ,The Arbitration Court award lays it down that the wages of white persons shall be 2s. 8-Jd. an hour. The contractor has been able to overcome that by obtaining the permission of the Government to employ blacks to do the work at a wage of 5s. a week.,20
57,Mr ABBOTT ,The wire that has been read by the honourable member does not say that the blacks are employed by the contractors.,20
58,Mr MCGRATH ,"It says distinctly that the employment of aborigines at a wage of 5s. a week by contractors for government railway work has received the sanction of the Protector of Aborigines. If the Minister had a satisfactory answer he should have cleared up the matter long ago. He has inferred that the aborigines go into the forests, cut sleepers, and sell them to the government contractors. That is not so. Their relations are embodied in the agreement, under which the contractor pays them 5s. a week for the work which they do.",20
59,Mr MARR ,That has not been stated.,21
60,Mr MCGRATH ,It has been stated clearly and distinctly.,21
61,Mr MARR ,B y whom?,21
62,Mr MCGRATH ,B y the honourable member for the Northern Territory.,21
63,Mr MARR ,He has no grounds for his statement.,21
64,Mr MCGRATH ,"In accordance with the practice of the Government, the Minister has skilfully evaded the issue by a simulation of anger and indignation. He has carefully drawn a red herring across the trail. This is a most serious matter. A similar problem at one time confronted us in Queensland. The argument was ; used then that it was necessary to civilize the Kanaka and make him a better individual. Boiled down, it was found to be a case of enabling certain individuals lo make huge profits. The nation then determined that the Kanaka would be better off in his own country.",21
65,Mr MARR ,The blacks arc in their own country.,21
66,Mr MCGRATH ,"We all realise that. Australia is open to attack through the Northern Territory, and that we should not be able to offer a successful resistance if the blacks were permitted to remain there practically in their native state. The policy has been to encourage white people to develop that territory; but when the bone and sinew of the southern states have accepted the invitation to go there, they have found themselves replaced in their employment by the unfortunate blacks, who are paid a wage of os. a week, from which 2s. is deducted MONICA",21
67,Mr NELSON ,In certain circumstanstances that 2s. reverts to the employer.,21
68,Mr MCGRATH ,"If the aboriginal becomes sick, and is unable to cut as many sleepers as the contractor considers he should supply, that is regarded as a .breach of contract, and the amount which has been withheld from his wages goes into the pocket of the contractor. That is a. shameful practice.",21
69,Mr MARR ,The honourable member's stntment is entirely contrary to fact.,21
70,Mr MCGRATH ,"The honourable member for Bass ( Mr Jackson) has endorsed the statement that frequently the 2s. a. week is returned to the employer. There is not the slightest doubt, also, that that assertion was proved to be correct by the royal commission which investigated the matter. The contractor who is unscrupulous enough to employ black labour in preference to white, will embrace every opportunity to compel the aboriginal to break his agreement, and thus swell his own banking account. I cannot understand the Ministry sanctioning it. It is not in the best interests of either the blacks or the unfortunate whites who have migrated to the Northern Territory. Only a plucky man, who has a big heart and a strong physique, will go to those wild places, and endeavour to wring from them a living for his wife and children. Whatever honourable members opposite may decide to do, the charges that have been levelled at the Government by the honourable member for the Northern Territory will ring throughout Australia, aud at no distant date the exploitation of the unfortunate aboriginal may cease, and a better day dawn for him.",21
71,Mr JACKSON ,Bass) [12.10] - I appreciate the difficulty in which honourable members of the Opposition find themselves.,21
72,Mr YATES ,The honourable member's own position is a fairly difficult one.,21
73,Mr JACKSON ,"Not at all. Honourable members opposite are between two fires. On the humanitarian side they are seized of the necessity to do something to advance the welfare of the aborigines; whilst on the other side, pressure is being put upon them by the unions in the Northern Territory to prevent the aboriginal from earning a living. I wish that 1 could be clear in my mind that they intend to see that the black man shall be given a fair deal. This debate has furnished another reason for embarking upon the inquiry which I suggested a week or two ago. I congratulate the honourable member for the Northern Territory on the step that he has taken in having brought this matter before the House, because I am not convinced that there are not serious grounds for complaint. The time has arrived to have clearly defined the employment of white and black labour in the Northern Territory. The honourable member alleged that the aborigines had done nothing to develop the lands which they had occupied for so many years. We have been in possession of those lands for nearly 150 years, yet what have we in spite of our superior civilization done towards educating them along those lines? sert that more has been done to "" syphisleeper lize"" than to civilize them.",21
74,Dr MALONEY ,And medicine cure them has been denied them.,22
75,Mr JACKSON ,"The Department of ing; Home and Territories on one occasion demanded payment from the officials of the telegraph station for the renewal of the medicine chest, the contents of which were invariably given away to drovers ern and natives in the district. The tralia honourable member for Ballarat has made certain charges against this provided Government. I ask him, what did the Fisher Government do when wander it took over the control of the Northern so often do. Territory? It was not until 1918 that an ordinance governing the conditions labour was brought in. A great deal been said with regard to unemployment. per week ? I cannot admit that that is the fault of this Government. Much of it has been brought about by the conditions that have been forced upon employers by commitpointed without delay. tees representative of the white workers. There is no need to traverse the history Vestey's Meat Works or to enlarge upon the outbursts of industrial disaffecthis motion. tion that have been witnessed there from time to time. The only solution of the white labour problem in the north will be the construction of the northto south line. I do not care whether it straight through from Alice Springs to Darwin or across from Camooweal.",22
76,Mr FENTON ,This Parliament must not depart from the obligation imposed upon it by the honourable agreement into which it entered.,22
77,Mr JACKSON ,"I do not wish to be misunderstood. I believe in giving effect to that agreement. I want to see the continued from Alice Springs. But I repeat, what I have said previously, that one railway line is not sufficient to develop half a million square miles of territory. I strongly support the proposed extension of the line across the Barkly Tableland to link up with the Queensland railway system. I understand that the magiven, jority of honourable members of in this House are in favour of that proposal. The construction of either or both of those lines would solve the problem of white labour in the Northern Territory. The honourable member for the Northern Territory ( Mr Nelson) referred I aswages paid to aborigines engaged in getting; but it must be remembered that native labour is not as efficient to as white labour. The aborigines are provided with food and some clothbut I admit that its cost is not great.",22
78,Mr NELSON ,The honourable member knows something of the clothing provided.,22
79,Mr JACKSON ,"Yes , it is very scanty. As the aborigines in the NorthTerritory as in other parts of Aushave a right to work, it is the duty of the Government to see that they are with suitable employment rather than that 'they should be allowed to about from place to place as they",22
80,Mr NELSON ,Does the honourable of member think that they should be emhas ployed on Government contracts at 3s.,22
81,Mr JACKSON ,I do not. That is one reason why I hope the select committee which I have suggested will be apMONICA,22
82,Mr SPEAKER ,Hon. Sir Littleton of Groom) - The honourable member will not be in order in discussing that subject on,22
