Speaker,Text,pageNumbers
NA,"the Commonwealth was to provide, over a",11
NA,"five-year period, £5,000,000 out of a total",11
NA,"expenditure of £5,350,000, as the honorable",11
NA,"member has mentioned. At that stage, the",11
NA,Queensland Government supplied a list of,11
NA,roads selected from those in the priority list.,11
NA,The Commonwealth Government has,11
NA,"accepted that list, but, in the bill before the",11
NA,"Parliament, we did not specify any road",11
NA,other than the one which is currently under,11
NA,construction. We have intimated to the,11
NA,Queensland Government that we have done,11
NA,this in order to leave room for some flexi-,11
NA,bility if it has other views about the roads,11
NA,"as time goes on. If it has, the matter will be",11
NA,open for discussion between the governments,11
NA,concerned.,11
NA,"I may say that, in a general way, we have",11
NA,let the Queensland Government know that,11
NA,we have in mind the construction of a,11
NA,system of roads through the north of Aus-,11
NA,"tralia, and therefore we have been looking",11
NA,to the development of roads which have been,11
NA,"proved, after consultation, to be in accord-",11
NA,ance with our general wishes in the matter.,11
NA,"However, we have not at any stage attempted",11
NA,to dictate to the Queensland Government,11
NA,where new roads are to be constructed. To,11
NA,"the best of my knowledge, which is based",11
NA,"on a close acquaintance with this matter, the",11
NA,roads selected are those which the State,11
NA,Government itself wished to have built,11
NA,within the scheme.,11
NA,NORTHERN TERRITORY.,11
Mr NELSON , I ask the Minister for,11
NA,Territories to comment on the action of the,11
NA,elected and non-official members of the,11
NA,Legislative Council for the Northern Terri-,11
NA,tory in serving notice on the Government,11
NA,that at the coming meeting of the council,11
NA,"they, because of their majority, will control",11
NA,the business and order of business of that,11
NA,"and also that, in the event of the",11
NA,Government's requiring legislation to be,11
NA,it will have to get an elected mem-,11
NA,ber to introduce it. Having regard to the,11
NA,action that these men feel compelled to take,11
NA,"in order to focus attention on the position,",11
NA,does not the Minister consider it is time,11
NA,that the council was reconstituted in order,12
NA,to provide for a fully elected body with,12
NA,defined powers?,12
Mr HASLUCK ,Par t of the honorable,12
NA,"gentleman's question refers to policy, and I",12
NA,will not touch on that. The handling of,12
NA,political situations that arise in the LegisAustralian,12
NA,"lative Council is, of course, a matter for",12
NA,"the Administrator, who is president of the",12
NA,council. The Government has no doubt of,12
NA,his capacity to handle political situations,12
NA,"that may arise in the council, and to get",12
NA,the business through. I am sure that every,12
NA,"member of this House will realize, from his",12
NA,"own parliamentary experience, that control",12
NA,of a legislative body cannot be taken out,12
NA,"of the hands of the Government, because",12
NA,tbat would create a situation in which,12
NA,government would completely collapse.,12
NA,UNITED NATIONS.,12
Mr DEAN ,I n directing a question to,12
NA,the Prime Minister and Minister for Exter-,12
NA,nal Affairs I refer to the report that the,12
NA,Political Committee of the United Nations,12
NA,carried a resolution calling on Russia to,12
NA,"cease exploding megaton nuclear devices,",12
NA,and that some 22 nations abstained from,12
NA,voting. Do the delegates who generally,12
NA,abstain come from the neutralist bloc of,12
NA,"countries? If so, does it come within the",12
NA,power of the Australian Government to do,12
NA,anything more to impress on people that,12
NA,neutrals can exist as such only under the,12
NA,protection of the free nations?,12
Mr MENZIES ,Withou t dealing with,12
NA,"any particular vote, the results of which",12
NA,"I do not have in mind, I may tell the",12
NA,honorable member that our delegation-,12
NA,and I am glad to say it is not the only,12
NA,"one to do this-lose s no opportunity,",12
NA,"either in meetings or in the lobby, of",12
NA,pressing upon people that if there were,12
NA,committed and alined nations in the,12
NA,world there would be not much room,12
NA,for unalined countries.,12
NA,LOCAL GOVERNMENT FINANCE.,12
Mr BIRD ,Ha s the Treasurer given,12
NA,any consideration to the idea that the,12
NA,"tralian Loan Council, in addition to raising",12
NA,"money for State government requirements,",12
NA,should also raise money for municipal,12
NA,local government works? If this practice,12
NA,"were adopted, would it mean that interest",12
NA,charges for municipalities would be i per,12
NA,"cent, lower than at present?",12
Mr HAROLD HOLT ,A s honorable,12
NA,"gentlemen are aware, at meetings of the",12
NA,Loan Council discussions take,12
NA,place on the approved total level of borrow-,12
NA,ing by local government authorities for the,12
NA,financial year ahead. I am not sufficiently,12
NA,familiar with the early history of this matter,12
NA,to know how far discussion may have pro-,12
NA,ceeded towards the objective that the,12
NA,honorable member now recommends to us.,12
NA,The idea he has expressed has a certain,12
NA,"superficial attraction, but I have no doubt",12
NA,that it also carries considerable complexity.,12
NA,It might not even be welcomed by indi-,12
NA,vidual local government authorities that have,12
NA,developed a particular relationship with,12
NA,some financial institution or bank. How-,12
NA,"ever, the matter certainly merits examina-",12
NA,"tion, and I assure the honorable gentleman",12
NA,that I shall look into it in the period that,12
NA,lies ahead of us.,12
NA,REPATRIATION.,12
Mr ANDERSON , I direct a question,12
NA,to the Minister for Repatriation. Recently,12
NA,I have had to inquire into the progress of,12
NA,some mentally ill ex-servicemen. What is,12
NA,the incidence of mental illness in ex-service-,12
NA,men in comparison with the civilian popula-,12
NA,tion? What success has been achieved with,12
NA,"treatment by the Repatriation Department,",12
NA,and has the Minister any further plans for,12
NA,dealing with this difficult human problem?,12
Mr OSBORNE ,Th e percentage of,12
NA,mentally ill repatriation patients being,12
NA,treated in our repatriation general hospitals,12
NA,is disclosed in the annual report of the,12
NA,imRepatriation Commission which was tabled,12
NA,"not recently. It runs, from recollection, at",12
NA,free about 12 per cent. The percentage has,12
NA,"left shown an increase over recent years,",12
NA,but no alarming conclusions should be,12
NA,"drawn from that fact, because it is asso-",12
NA,ciated with the increasing age of the ex-,12
NA,service population and more particularly,12
NA,with the completely changed attitude,12
NA,Austowards mental illness in the medical pro-,12
NA,"fession and the community generally. It is,",12
NA,"in fact, a matter of diagnosis and avail-",12
NA,and ability of treatment.,12
NA,The honorable member asked me how,13
NA,repatriation figures in this connexion comthe,13
NA,pare with those in respect of the civilian,13
NA,population. I have looked into this before. of the West.,13
NA,"No proper basis of comparison is available,",13
NA,but my medical advisers in the Repatriation,13
NA,Department say that they have no reason to,13
NA,believe that mental illness is more frequent,13
NA,among the ex-service population than it,13
NA,"is among other people. As to the future,",13
NA,"our hospitals face a difficulty, common",13
NA,"all hospitals throughout Australia, in ob-",13
NA,taining the services of doctors trained in the,13
NA,treatment of mental illnesses. There is a,13
NA,shortage of psychiatrists throughout the,13
NA,country. We are giving opportunities to,13
NA,young doctors for training in this field in,13
NA,"our hospitals, but it is a difficult problem.",13
NA,The principal psychiatry consultant to,13
NA,my department has just returned from a,13
NA,study visit to the United States of America,13
NA,"and Canada, where he made a particular",13
NA,study of the treatment in veterans' hospitals.,13
NA,He has made a comprehensive report which,13
NA,is now being studied. 1 think I can assure,13
NA,"the honorable gentleman that in the future,",13
NA,"as in the past, the treatment for the mentally",13
NA,ill among entitled ex-servicemen will be the,13
NA,most sympathetic and advanced that,13
NA,available.,13
NA,EXTERNAL AFFAIRS.,13
Mr BRYANT ,M y question is directed,13
NA,to the Minister for External Affairs. Earlier,13
NA,"this morning, the right honorable gentleman",13
NA,gave strength to the view that Australia is,13
NA,pretty well committed to support the West-,13
NA,ern position uncritically in foreign affairs.,13
NA,few weeks ago he said we were committed,13
NA,to the Western position in Berlin. Last week,13
NA,I asked whether he had examined the state-,13
NA,ment of the Minister for Foreign Affairs in,13
NA,the United Kingdom that the United,13
NA,Kingdom would go to war over Berlin. Now,13
NA,I ask the right honorable gentleman: Is,13
NA,the United Kingdom committed to go to war,13
NA,over Berlin and are we committed to sup-,13
NA,port the United Kingdom if that happens?,13
Mr MENZIES ,Th e honorable member,13
NA,must have a very low opinion of me if he,13
NA,thinks that at this stage and at question-,13
NA,time I will undertake to make a statement,13
NA,about the views of the Government of the,13
NA,"United Kingdom, f certainly do not pro-",13
NA,pose to do so. I would point out that the,13
NA,honorable member slipped into his question,13
NA,"word "" uncritically "". It has never been",13
NA,said that we uncritically follow the policy,13
NA,"Mr Bryant -O f course, you do.",13
Mr MENZIES ,"Well , we know who our",13
NA,"friends are, and our friends who are very",13
NA,important to Australia-ou r great friends,13
NA,in the United Kingdom and the United,13
NA,to States of America-s o far from being unac-,13
NA,customed to critical support from us receive,13
NA,our critical views in close detail with great,13
NA,"regularity. When the cards are down, we",13
NA,know what side we are on.,13
NA,DECIMAL CURRENCY.,13
Mr HALBERT ,M y question is ad-,13
NA,dressed to the Treasurer. Has he seen,13
NA,the published criticism of spokesmen for,13
NA,a decimal currency organization alleging,13
NA,unwarranted delays by the Government in,13
NA,making a change to a decimal currency,13
NA,system? Can he tell the House whether,13
NA,there has been any general change in the,13
NA,Government's attitude of acceptance of,13
NA,the desirability in principle of introducing a,13
NA,is decimal currency system? Can he assure,13
NA,the House that the necessary administrative,13
NA,steps are being actively taken?,13
Mr HAROLD HOLT , I have seen,13
NA,some published comment by spokesmen,13
NA,for one of the decimal currency organiza-,13
NA,tions and I can understand the zeal of en-,13
NA,thusiasts in pressing their own point of,13
NA,view on this matter. I assure the House,13
NA,A and the honorable gentleman that there,13
NA,has been no change in the general attitude,13
NA,previously announced on behalf of the,13
NA,Government of support for the introduc-,13
NA,"tion of decimal currency, if that commends",13
NA,itself to us after we have examined all the,13
NA,practical problems involved. There are,13
NA,many practical problems. 1 can also,13
NA,assure the honorable gentleman that there,13
NA,is no avoidable delay in examining the,13
NA,problems and in dealing with them. In-,13
NA,"deed, as.j recently as last week, I chaired a",13
NA,meenrig of a cabinet committee which was,13
NA,examining the form and composition of,13
NA,coinage which may have to be adopted in,13
NA,ihe future.,13
NA,Decisions on these matters are them-,13
NA,selves basic to the consequential decisions,13
NA,about the construction of a mint in Can-,14
NA,"berra, its size, the machinery that would",14
NA,"have to go into it, and so on. In these",14
NA,and other ways we are maintaining our,14
NA,interest and our activity in this matter. I,14
NA,previously told the House of discussions,14
NA,that have occurred between myself and,14
NA,finance ministers from the United King-,14
NA,"dom and New Zealand. This, too, could",14
NA,"have a bearing, if not on our time-table,",14
NA,then possibly on the nomenclature of any,14
NA,coins that may be subsequently adopted.,14
NA,"Generally speaking, it can be taken,",14
NA,"therefore, that we are doing what we can",14
NA,to keep this matter actively before us.,14
NA,RESERVE BANK OF AUSTRALIA-,14
NA,PUBLIC SERVICE.,14
Mr CALWELL , I ask the Prime Miniscrease,14
NA,ter a question. Does he recollect that,14
NA,three occasions quite recently I have asked,14
NA,him whether he would make a statement,14
NA,about the contract for the building of,14
NA,Reserve Bank in Sydney? On two occasions,14
NA,he said he would make inquiries and advise,14
NA,"the House, if he could, of the reasons why",14
NA,one of the two lowest tenders was not of home building?,14
NA,accepted. I now ask him whether he is,14
NA,in a position to make a statement on the,14
NA,"matter. Yesterday, the Prime Minister said",14
NA,he would reply to a question asked by the,14
NA,honorable member for Barton concerning,14
NA,professional engineers in the Public Service.,14
NA,I take advantage of this opportunity to ask,14
NA,whether he will make that statement also.,14
Mr MENZIES ,A s to the first part of,14
NA,"the honorable gentleman's question, I",14
NA,form him that I expect to get to him some,14
NA,time this afternoon the answer he wants.,14
NA,Yesterday the honorable member for the,14
NA,Barton asked how far the Public Service,14
NA,Board had proceeded with the re-organizaincrease,14
NA,tion of professional engineers within the,14
NA,Public Service following the recent award,14
NA,the Commonwealth Conciliation and,14
NA,tration Commission in the engineers' case. purposes.,14
NA,The board has been engaged in discussions,14
NA,with the departments on the re-organization,14
NA,of the engineering services of the Commonin,14
NA,wealth. The discussions with the Departprevious,14
NA,"ment of Works, which is one of the departhome-building",14
NA,"ments affected, have been completed and",14
NA,action is being taken to bring the re-organizabanks,14
NA,tion into force immediately. Action in,14
NA,respect of the other departments is pro-,14
NA,ceeding.,14
NA,"The Commonwealth has implemented,",14
NA,"and will continue to implement, the deter-",14
NA,minations of the Commonwealth Concilia-,14
NA,tion and Arbitration Commission. The,14
NA,board is also providing that a qualified,14
NA,engineering officer who may temporarily-,14
NA,and it would be only temporary-becom e,14
NA,surplus with this re-classification will re-,14
NA,tain the increase provided under the board's,14
NA,adjustment measures pending absorption,14
NA,into the new establishment at that level.,14
NA,HOUSING FINANCE.,14
Mr CASH ,M y question is directed to,14
NA,the Treasurer. Is it a fact that the latest,14
NA,figures released show an encouraging in-,14
NA,in the level of deposits with the State,14
NA,on savings banks? Does this mean that the,14
NA,savings banks will have more funds avail-,14
NA,able to lend for home building? In view,14
NA,the of the somewhat lower level of building,14
NA,approvals revealed in the published figures,14
NA,"for September, is the Government doing",14
NA,anything to encourage an increased volume,14
Mr HAROLD HOLT , I am glad to be,14
NA,able to report to the House that there has,14
NA,been an encouraging increase in the level of,14
NA,savings bank deposits over recent months.,14
NA,"Honorable members will recall that, follow-",14
NA,ing the measures taken by the Government,14
NA,"in November, there was some decline in the",14
NA,"level of savings bank deposits, but this was",14
NA,more than offset in volume by the increase,14
NA,which occurred in fixed deposits with the,14
NA,inmajor trading banks. Over the last four,14
NA,"months, we have seen substantial increases",14
NA,in both these directions. For that period,14
NA,increase in savings bank deposits has,14
NA,"been £77,800,000, and the amount of the",14
NA,"in fixed deposits £51,300,000. That",14
NA,"does have, I believe, a useful effect on the",14
NA,of level of lending by the State savings banks,14
NA,Arbiand other savings banks for housing,14
NA,As the published accounts of the Com-,14
NA,"monwealth Banking Corporation now reveal,",14
NA,"1960-61, there was an increase over the",14
NA,"year of £4,000,000 in lending for",14
NA,"purposes, but the Common-",14
NA,"wealth Savings Bank, and other savings",14
NA,relate their housing lending generally,14
NA,"to the level of deposits with them. So that,",14
NA,"with an increase of deposits, it is reasonable",15
NA,to assume that there will be some increase in,15
NA,the amount of lending for home-building,15
NA,purposes.,15
NA,"1 would just add that, in addition to the",15
NA,action which it took earlier in the year to,15
NA,encourage greater lending through savings,15
NA,"banks, the Government has made available",15
NA,"the record amount of just under £43,000,000",15
NA,to the States for housing purposes this year.,15
NA,"Of that amount, 30 per cent, is to be allo-",15
NA,cated through the building societies. In this,15
NA,"and other ways, the Government is doing",15
NA,what it usefully can to maintain a healthy,15
NA,level of honie-building activity in Australia.,15
NA,PAPUA AND NEW GUINEA.,15
Mr BEATON , I address a question to,15
NA,"the Minister for Territories, who will recall",15
NA,-having had discussions in August with,15
NA,representatives of the Young Women's,15
NA,Christian Association concerning Govern-,15
NA,ment aid for the establishment of a,15
NA,-Y.W.C.A. hostel in the Territory of Papua,15
NA,"and New Guinea at, I believe, Port",15
NA,Moresby. I ask the Minister whether any,15
NA,decision has yet been made regarding this,15
NA,"very worthy cause. If not, will the Go-",15
NA,vernment give urgent and favorable con-,15
NA,sideration to the matter?,15
Mr HASLUCK ,Th e discussions I had,15
NA,with representatives of the Young Women's,15
NA,Christian Association in August were,15
NA,the only discussions I have had with them.,15
NA,We have discussed the possibility of their,15
NA,extending their work in the Territory,15
NA,several occasions. As a result of the latest,15
NA,"discussions, the Government made it posGepps",15
NA,sible for representatives of the association,15
NA,to visit the Territory in order to examine,15
NA,"the nature of the need that existed there,",15
NA,and to have further discussions on the,15
NA,spot with officers of the Administration.,15
NA,"After their return, I wrote to the associahave",15
NA,tion indicating ways in which the Governwealth,15
NA,ment will be able to assist ils work in,15
NA,Territory. I understand that that letter,15
NA,is under consideration by the association,15
NA,at the present time.,15
NA,PUBLIC SERVICE.,15
Mr DRUMMOND , I preface a ques-,15
NA,tion addressed to the Minister for Primary,15
NA,Industry by stating that I have been in-,15
NA,- formed that certain amalgamations of,15
NA,State and Commonwealth meat inspection,15
NA,services are being arranged. I ask the,15
NA,Minister whether it is a fact that the Com-,15
NA,monwealth meat inspectors organization is,15
NA,gravely concerned at the possibility that,15
NA,the seniority rights of Commonwealth in-,15
NA,spectors will be affected by this change-,15
NA,"over. If he has been so advised, can he",15
NA,inform the House of the actual position?,15
NA,"If he has not been so advised, will he have",15
NA,the necessary inquiries made so that the,15
NA,fair thing may be done in this case?,15
Mr MENZIES, I hope that I do not,15
NA,"intervene improperly, but, on Tuesday, the",15
NA,honorable member for Griffith put a ques-,15
NA,tion to me on this matter.,15
NA,Mr Thompson -W e have all had the,15
NA,same letter.,15
Mr MENZIES , I dare say. I was pro-,15
NA,"posing, this morning, to answer the ques-",15
NA,tion. I may not completely cover the ques-,15
NA,"tion now put, in which case my colleague",15
NA,can add to what I say.,15
NA,"On 24th October, the honorable member",15
NA,for Griffith asked me about representations,15
NA,from the Meat Inspectors Association con-,15
NA,cerning their seniority within the Com-,15
NA,monwealth Public Service in relation to,15
NA,certain inspectors at the Metropolitan and,15
NA,"Export Abattoirs Board, Gepps Cross, South",15
NA,"Australia. I understand that, following dis-",15
NA,not cussions at the Australian Agricultural,15
NA,Council concerning the elimination of over-,15
NA,lapping in meat inspection activities between,15
NA,"on Commonwealth and State authorities, the",15
NA,"Metropolitan and Export Abattoirs Board,",15
NA,"Cross, South Australia, approached",15
NA,"the Commonwealth, in 1960, about the",15
NA,possibility of the Commonwealth under-,15
NA,taking the inspection of meat for home,15
NA,"consumption at Gepps Cross. Since then,",15
NA,discussions relating to possible arrangements,15
NA,been proceeding between the Common-,15
NA,Department of Primary Industry and,15
NA,the the Metropolitan and Export Abattoirs,15
NA,Board. When these negotiations have been,15
NA,"completed, the Public Service Board will",15
NA,examine the terms and conditions for,15
NA,"employees, including seniority.",15
NA,AIR TRAVEL BY MEMBERS.,15
NA,NA,15
NA,the Interior: Who were the members of,15
NA,this Parliament who used Qantas Empire,15
NA,Airways Limited in preference to Ausshort,16
NA,tralian internal airlines when travelling,16
NA,between Darwin and Sydney? Why was the,16
NA,honorable gentleman afraid to give me,16
NA,"information I sought on 12th September,",16
NA,"1961, on the notice-paper, in reference",16
NA,costs of travelling by Ministers?,16
Mr FREETH , I am not afraid to give,16
NA,"the honorable member information, but so",16
NA,long as members of this Parliament use their,16
NA,travel privileges in the way in which they,16
NA,"are entitled to do so, I do not propose",16
NA,disclose such details to the honorable,16
NA,member.,16
NA,IMMIGRATION.,16
Mr WENTWORTH,Ha s the attention the,16
NA,of the Minister for Immigration been,16
NA,directed to the fact that the winner of,16
NA,""" Miss Australia"" quest yesterday came",16
NA,originally as a new Australian girl to this,16
NA,country with her family and in 1958,16
NA,"naturalized in Manly, in my electorate,",16
NA,where she now resides? Since this judgaction,16
NA,ment must have been a source of gratificasecurity,16
NA,"tion to all our new Australians, will the",16
NA,Minister take the opportunity to convey,16
NA,personal congratulations to the girl?,16
Mr DOWNER , I am sure that many in,16
NA,"honorable members, and certainly myself,",16
NA,share the joy of the honorable member for,16
NA,Mackellar at this great success of Miss,16
NA,Tania Verstak. I would like to say to if,16
NA,"my honorable friend that, perhaps anticiis",16
NA,"pating his own thoughts in this direction, in such cases?",16
NA,I have already sent a message of congratu-,16
NA,lation to this attractive young lady. I am,16
NA,"sure, Mr Speaker, that we have heard with",16
NA,much interest that Miss Verstak is a,16
NA,stituent of the honorable member for,16
NA,Mackellar. Perhaps the honorable memnotice.,16
NA,ber might consider doing this: At the,16
NA,inauguration of the new Parliament next,16
NA,"year, he might ask his distinguished conof",16
NA,stituent to come down here. I am sure,16
NA,that her advent to Canberra would be,16
NA,"very happy event, a great stimulus to the",16
NA,"Government, and some balm for the disnot",16
NA,appointment of honorable members oppomy,16
NA,site.,16
NA,HOUSING.,16
Mr JAMES ,M y question is directed,16
NA,the Minister for the Interior. He will recall,16
NA,that I asked him a similar question some,16
NA,"time ago. As a matter of urgency, will",16
NA,he give a decision instead of awaiting a,16
NA,"decision by his department, in connexion",16
NA,with the immediate use of the twenty-odd,16
NA,"home units at Rathmines air base, in the",16
NA,"to electorate of Robertson, so that the acute",16
NA,housing shortage in the area may be,16
NA,relieved?,16
Mr FREETH ,A t this stage I have no,16
NA,further information to add to that which 1,16
NA,"have already given the honorable mersber,",16
NA,to but I will examine the request he has made.,16
NA,SECURITY.,16
Mr TURNER, I direct a question to,16
NA,Attorney-General. It relates to security.,16
NA,In a written answer handed to me to-day to,16
NA,"the a question that I asked, upon notice, the",16
NA,"honorable gentleman has revealed, inter alia,",16
NA,that in the United Kingdom and the United,16
NA,was States of America committees have been,16
NA,set up to review cases where administrative,16
NA,has been taken against individuals on,16
NA,"grounds, that such -committees are",16
NA,"advisory only, and that they relate only to",16
NA,"his public servants. I now ask him: First,",16
NA,has any consideration been given to the,16
NA,setting up of a committee along those lines,16
NA,"this country? Secondly, is it the practice",16
NA,of the United Kingdom and United States,16
NA,Governments not to give reasons for deci-,16
NA,"sions made on security grounds? Thirdly,",16
NA,"this is so, can he state the reasons why it",16
NA,the established practice not to give reasons,16
Sir GARFIELD BARWICK , I appreci-,16
NA,ate the spirit in which the honorable member,16
NA,conasks me this question. He has had from,16
NA,me a fairly full answer to his question on,16
NA,"The two tribunals which are set up,",16
NA,one in the United Kingdom and one in the,16
NA,"United States of America, are of the nature",16
NA,"public service tribunals, and were the",16
NA,appointment of such tribunals to be con-,16
NA,a sidered in this country the matter would,16
NA,"fall within my sole jurisdiction, if in",16
NA,jurisdiction at all. I do not know for,16
NA,"certain whether, in connexion with the",16
NA,"Public Service, such a proposal was con-",16
NA,"sidered at an earlier stage, but I have an",16
NA,"idea that it was and that it was dealt with,",16
NA,"to for good reason, by the Minister then in",16
NA,charge of the Public Service. I shall in-,16
NA,quire about that aspect of the honorable,16
NA,member's question and let him know the,17
NA,answer by letter. As to the honorable,17
NA,"member's second question, apart from",17
NA,"Public Service cases, neither the Governcapacity",17
NA,ment of the United States of America,17
NA,nor the United Kingdom Government gives,17
NA,"any reason, where it deals with a matter",17
NA,what I might call a negative way for refusing,17
NA,to do something on security grounds. Of,17
NA,"course, in the case of a public servant,",17
NA,grounds are known for the purposes of the,17
NA,tribunal concerned.,17
NA,"As to the last question, I am afraid that",17
NA,in the time I ought properly to take in,17
NA,"answering a question without notice, I cannot",17
NA,canvass all the reasons of policy that are,17
NA,involved. I am sure the honorable member,17
NA,"will at once realize that when a body,",17
NA,whether a public service body or any,17
NA,"body, acts upon a security report or a",17
NA,"security view, it is not dealing with rights",17
NA,which are enforceable in a court. Such,17
NA,body is dealing with something of a precaumatter.,17
NA,"tionary, protective or preventive nature, and",17
NA,in those circumstances I think it has only to,17
NA,be thought of to be agreed that the body,17
NA,"would not reveal the reasons publicly,",17
NA,or even to the person concerned.,17
NA,We have had an example here of a,17
NA,person being hurt because others have sought,17
NA,to force a disclosure or to make capital,17
NA,of the failure to disclose.,17
NA,"Matters of security, of their very nature,",17
NA,"involve sources of information, reliable",17
NA,"slout, which cannot be disclosed without",17
NA,destroying the sources and the very security,17
NA,"system. Lastly, there is a further question",17
NA,that leaps to mind in connexion with any,17
NA,matter involving security. It is a question,17
NA,of the balance that has to be achieved,17
NA,any responsible Minister who has to,17
NA,up his mind on such matters-an d for my,17
NA,part I can assure honorable members,17
NA,I do try to strike a correct balance-betwee,17
NA,the freedom of the private individual and,17
NA,the need to protect the country as a whole.,17
NA,This is always a very delicate and difficult,17
NA,balance. But if one reaches a point at,17
NA,which the benefit of the doubt must be,17
NA,given in a case clearly involving the,17
NA,"national interest, then I suppose responsible",17
NA,authorities in other countries would do,17
NA,"I would do, and give the country as a",17
NA,whole the benefit of the doubt.,17
NA,WAR SERVICE HOMES.,17
Mr GRIFFITHS ,M y question is,17
NA,directed to the Prime Minister in his,17
NA,as Leader of the Government.,17
NA,Will the right honorable gentleman discuss,17
NA,with the appropriate Minister the policy fol-,17
NA,in lowed in considering applications for second,17
NA,assistance under the War Service Homes,17
NA,Act? Will he particularly consider the case,17
NA,the of a person who received a maximum loan,17
NA,"and who, through circumstances beyond his",17
NA,"control, such as serious illness or change of",17
NA,"employment, was later compelled to dis-",17
NA,charge his mortgage? In view of the severe,17
NA,"hardships suffered by such borrowers, will",17
NA,the Prime Minister consider granting second,17
NA,assistance in such cases to the extent of the,17
NA,amount owing to the War Service Homes,17
NA,Division at the date of the discharge of,17
NA,other the mortgage in the first instance?,17
Mr MENZIES , I will be very glad to,17
NA,a have a talk with my colleague about this,17
NA,BROADCASTING.,17
Mr KING , I wish to ask the Post-,17
NA,master-General a question. In view of,17
NA,"the popularity of the session "" Meet the",17
NA,"Press"" on commercial broadcasting sta-",17
NA,"out tions 3DB and 3LK, which was formerly",17
NA,"broadcast at 9.30 p.m. on Sundays, but",17
NA,is now broadcast at 5.30 p.m. on Sun-,17
NA,"days, will the Minister get in touch with",17
NA,and the station managements in an endeavour,17
NA,to have the programme transmitted at the,17
NA,"time at which it was formerly broadcast,",17
NA,as many listeners are now unable to enjoy,17
NA,this important educational programme?,17
Mr DAVIDSON ,Naturall y I do not,17
NA,by know of the circumstances referred to by,17
NA,make the honorable member. I should think,17
NA,that the decision to change the broadcast-,17
NA,that ing time would have been made by the,17
NA,n station managements after pretty careful,17
NA,"examination of all relevant factors, par-",17
NA,ticularly that of ensuring that such a popu-,17
NA,lar programme was allotted a good listen-,17
NA,"ing time. However, as the honorable mem-",17
NA,"ber has asked me to look at the position,",17
NA,I shall be glad to contact the proprietors,17
NA,"and find out the reasons for the change,",17
NA,as and also submit to them the representa-,17
NA,tions implicit in the honorable member's,17
NA,question.,17
NA,AUSTRALIAN AIRLINES.,18
NA,Mr L. R. JOHNSON - I direct a ques-,18
NA,tion to the Minister representing the,18
NA,Minister for Civil Aviation. Will Trans-,18
NA,"Australia Airlines be compelled, under the",18
NA,"rationalization policy, to cancel its adver-",18
NA,"tising with the Sydney "" Daily Mirror""",18
NA,"and the Adelaide "" News "", now that Ansett",18
NA,has revenged himself upon those news-,18
NA,papers by cancelling his advertising in,18
NA,them?,18
Mr TOWNLEY ,Trans-Australi a Air-,18
NA,lines handles its own advertising without,18
NA,any direction from the Government.,18
NA,PENNANT HILLS POST OFFICE.,18
Mr WHEELER ,Wil l the Postmaster-,18
NA,General re-examine the question of the,18
NA,provision of a new post office at Pennant,18
NA,"Hills in my electorate, where there is a",18
NA,general desire to see a new building be-,18
NA,fitting the needs of the district?,18
Mr DAVIDSON , I remember that,18
NA,"some considerable time ago, at the re-",18
NA,quest of the honorable member for Mitchell,18
NA,"and in his company, I visited the district",18
NA,and inspected the Pennant Hills Post Office.,18
NA,I told him at the time that while the de-,18
NA,partment appreciated the need for a new,18
