Speaker,Text,pageNumbers
NA,"particularly the big red species is now so low,",14
NA,that they may become extinct.,14
NA,There are insufficient wardens in any State of,14
NA,the Commonwealth to detect or apprehend those,14
NA,who break the inadequate laws which exist. As a,14
NA,"tourist attraction, the kangaroo is a permanent",14
NA,source of revenue to this country.,14
NA,It is an indisputable fact that no species can,14
NA,"withstand hunting on such a scale, when there is",14
NA,"no provision being made for its future. We, your",14
NA,"petitioners, therefore humbly pray, that:",14
NA,The export of kangaroo products be banned,14
NA,"immediately, and the Commonwealth Government",14
NA,take the necessary steps to have all wildlife in,14
NA,Australia brought under its control.,14
NA,Only a complete cessation of killing for com-,14
NA,mercial purposes can save surviving kangaroos.,14
NA,"And your petitioners, therefore, as in duly bound,",14
NA,will ever pray. ..,14
NA,Petition received and read.,14
NA,PETITIONS,14
NA,Aboriginals ',14
NA,Kangaroos,14
Mr KIRWAN , I present the following,14
NA,petition:,14
NA,To the honourable the Speaker and .Members of,14
NA,the House of Representatives in Parliament,14
NA,assembled. The petition of the undersigned citi-,14
NA,zens of Australia respectfully showeth:,14
NA,That there is a crisis in Aboriginal Welfare in,14
NA,the South West Land Division of Western Aus-,14
NA,"tralia resulting from a population -explosion, poor",14
NA,housing and hygiene and unemployment and,14
NA,unemployability.,14
NA,That there is a need to phase out Native,14
NA,Reserves in the South West Land Division of,14
NA,Western Australia over the next three years.,14
NA,That town housing must be provided for all,14
NA,Aboriginal families where the bread winner has,14
NA,permanent employment or an age or invalid pen-,14
NA,sion entitlement.,14
NA,That such housing must be supported by the,14
NA,appointment of permanent 'Home-maker',14
NA,assistance in the ratio of one home-maker to,14
NA,every eight houses or part thereof.,14
NA,"That incentives of housing, 'home-maker'",14
NA,services and training facilities must be created,14
NA,in centres of potential employment for those who,14
NA,are currently unemployed or unemployable.,14
NA,That insufficient State or Federal assistance has,14
NA,been made available to meet these requirements.,14
NA,That adequate finance to meet these require-,14
NA,ments can only be provided by the Common-,14
NA,wealth government.,14
NA,Your petitioners most humbly pray that the,15
NA,House of Representatives in Parliament assembled,15
NA,will give earnest consideration to this most vita],15
NA,matter.,15
NA,And your petitioners as in duty bound will ever,15
NA,pray.,15
NA,Petition received and read.,15
NA,NOTICE OF MOTION,15
Mr WHITLAM ,Werriwa-Leader of,15
NA,the Opposition)- I give notice that on,15
NA,General Business Thursday No. 12 I will,15
NA,present a Bill for an Act to amend the,15
NA,Trade Practices Act 1965-69 to cover,15
NA,resale price maintenance.,15
NA,MINISTERIAL ARRANGEMENTS,15
Mr MCMAHON ,Lowe-Prim e Minister),15
NA,- I desire to inform the House that the,15
NA,new Ministry is constituted as follows:,15
NA,"Prime Minister, the Right Honourable William",15
NA,MCMahon;,15
NA,Deputy Prime Minister and Minister for,15
NA,"and Industry, the Honourable J. D. Anthony;",15
NA,"Minister for Defence, the Right Honourable",15
NA,J. G. Gorton;,15
NA,".Minister for Primary Industry, the Honourable",15
NA,Ian Sinclair;,15
NA,Minister for Supply and Leader of the Govern-,15
NA,"ment in the Senate, Senator the Honourable",15
NA,Sir Kenneth Anderson;,15
NA,Minister for National Development and Leader,15
NA,"of the House, the Honourable R. W. C. minister the Department .",15
NA,"Swartz, M.B.E., E.D.;",15
NA,"Treasurer, the Honourable B. M. Snedden,",15
NA,QC;,15
NA,"Attorney-General, the Honourable N. H. Bowen,",15
NA,Q.C.,15
NA,"Minister for Education and Science, thc Hon-",15
NA,"ourable David Fairbairn, D.F.C.",15
NA,Postmaster-General and Vice-President of the,15
NA,"Executive Council, the Honourable Sir Alan",15
NA,"Hulme, K.B.E.",15
NA,"Minister for Foreign Affairs, the Honourable",15
NA,L. H . E. Bury;,15
NA,"Minister for Shipping and Transport, the Hon-",15
NA,ourable P. J. Nixon;,15
NA,"Minister for Labour and National Service, the",15
NA,Honourable Phillip Lynch;,15
NA,"Minister for External Territories, the Honour-",15
NA,able C. E. Barnes;,15
NA,"Minister for Immigration, the Honourable A. J.",15
NA,"Forbes, M.C;",15
NA,Minister for Social Services and Minister in,15
NA,"Charge of Aboriginal Affairs, the Honourable",15
NA,W. C. Wentworth;,15
NA,"Minister for Works and, under the Minister for",15
NA,"Trade and Industry, Minister in Charge of",15
NA,"Tourist Activities, Senator the Honourable",15
NA,R. C. Wright;,15
NA,"Minister for Civil Aviation, Senator the Hon-",15
NA,ourable Robert Cotton;,15
NA,"Minister for Customs and Excise, the Honour-",15
NA,able D. L. Chipp;,15
NA,"Miuister for Air, Senator the Honourable Tom",15
NA,"Drake-Brockman, D.F.C.; -",15
NA,Minister for the Army and Minister assisting,15
NA,"the Prime Minister, the Honourable Andrew",15
NA,Peacock;,15
NA,"Minister for Repatriation, .the Honourable R.",15
NA,MCN. Holten;,15
NA,"Minister for Health, Senator the Honourable",15
NA,"1. J. Greenwood, Q.C;",15
NA,"Minister for the Navy, the Honourable M. G.",15
NA,Mackay;,15
NA,"Minister for the Interior, the Honourable Ralph",15
NA,J. Hunt;,15
NA,"Minister for Housing, the Honourable K. M. K.",15
NA,Cairns.,15
NA,The first 13 Ministers named will comprise,15
NA,the Cabinet. Senator Sir Kenneth Anderson,15
NA,remains the Leader of the Government in,15
NA,the Senate. The Hon. R. W. C. Swartz,15
NA,has been appointed Leader of the House.,15
NA,The outgoing Minister for Labour and,15
NA,"National Service, Mr Snedden, will for the",15
NA,time being retain control of industrial rela-,15
NA,tions policy. I foreshadow that a proposal,15
NA,will be put before Parliament to increase,15
NA,"the number of Ministers, from 26 to 27.",15
NA,"Trade Provided that Parliament has passed, and",15
NA,"assent has been given to, the necesary",15
NA,"amendments to the Ministers of State Act,",15
NA,I shall recommend to His Excellency the,15
NA,appointment of an additional Minister who,15
NA,will administer the Department of the Vice-,15
NA,President of the Executive Council. In the,15
NA,meantime the Postmaster-General will ad-,15
NA,1,15
NA,"ln the Senate, Senator Sir Kenneth",15
NA,Anderson will be my representative and,15
NA,will also represent the portfolios of Defence,15
NA,and Treasury. He will also answer questions,15
NA,on matters for which the Department of,15
NA,the Vice-President of the Executive Council,15
NA,is responsible The other representational,15
NA,arrangements in that chamber will be:,15
NA,"Senator Wright, the portfolios of Foreign",15
NA,"Affairs, Education and Science, Labour and",15
NA,"National Service, Housing and External",15
NA,"Territories; Senator Cotton, the portfolios",15
NA,"of Trade and Industry, National Develop-",15
NA,"ment, Shipping and Transport, Customs",15
NA,"and Excise, and Interior; 'Senator Drake-",15
NA,"Brockman, the portfolios of Primary",15
NA,"Industry, Army, Repatriation and Navy;",15
NA,"Senator Greenwood, the portfolios of",15
NA,"Attorney-General, Postmaster-General,",15
NA,"Immigration, and Social Services, including",15
NA,Aboriginal Affairs. Ministers in the Senate,15
NA,will be represented in this House as follows:,15
NA,The Minister for Supply' by Mr Gorton;,15
NA,the Minister for Works by Mr Chipp; the,15
NA,Minister for Civil Aviation by Mr Swartz;,16
NA,the Minister for A i r by Mr Holten and the,16
NA,Minister for Health by Dr Forbes.,16
NA,Mr Daly- I ask leave of the House to,16
NA,make a short statement in reference to the,16
NA,announcement tbat has just been made.,16
Mr SPEAKER,I s leave granted?,16
Mr MCMAHON ,No .,16
Mr SPEAKER,Leav e is not granted.,16
NA,TARIFF ON TRUCK PARTS,16
Mr WHITLAM , I ask the Miuister for,16
NA,Trade ancl Industry a question. I apprehend,16
NA,that the honourable gentleman will not,16
NA,"again tell me, as he did on Wednesday",16
NA,"week, that he is not aware of the decision",16
NA,to cancel tariff concessions on a wide range,16
NA,of commercial vehicle components from,16
NA,1st October next. I also apprehend that he,16
NA,will remember that the Minister for Cus-,16
NA,toms and Excise thereupon said that a sub-,16
NA,mission wns presently before Cabinet.,16
NA,"Accordingly, I ask again: What is the justi-",16
NA,fication in the present circumstances for a,16
NA,decision which' willso obviously increase,16
NA,the costs of all those who use trucks in,16
NA,"primary production, in manufacturing",16
NA,enterprises and in transport businesses?,16
Mr ANTHONY,Th e other day when I,16
NA,answered a question on this matter from,16
NA,the Leader of the Opposition 1 was,16
NA,unaware of the facts. It is true that there,16
NA,had been discussions between the Depart-,16
NA,ment of Customs ancl Excise and thc,16
NA,"Department of Trade and Industry, and",16
NA,indeed a note had been prepared for mc,16
NA,but I had not seen it at that stage. Thc,16
NA,matter has been raised in the House by,16
NA,the Minister for Customs and Excise.,16
NA,He gave an answer detailing his responsi-,16
NA,bilities in the application of by-law and the,16
NA,cancellation of any by-law that might,16
NA,exist. What he said was proper and correct.,16
NA,The matter now has been studied by the,16
NA,Government and it has endorsed the action,16
NA,of the Minister for Customs and Excise.,16
NA,The action is merely the application of thc,16
NA,long-standing principle that rales of,16
NA,decided by the Tariff Board should applv,16
NA,to protected - Australian produced goods,16
NA,when they are a suitable equivalent for,16
NA,goods produced overseas and when they are,16
NA,reasonably available.. The effect of the,16
NA,cellation of tbe by-law on costs of finished,16
NA,commercial vehicles has yet to be seen.,16
NA,However I would like to quote what the,16
NA,Tariff Board had to say in 1965. I t said:,16
NA,. . . The performance of at least one manu-,16
NA,facturer suggests that a significantly higher local,16
NA,content may not mean appreciably higher costs of,16
NA,commercial vehicle production where large,16
NA,volumes of production are concerned.,16
NA,The following extract from the same report,16
NA,by the Tariff Board is also worth noting:,16
NA,When the problem is examined in more detail at a,16
NA,later date the Board would expect to see that the,16
NA,local contents of commercial vehicles as normally,16
NA,sold by vehicle builders have been raised to higher,16
NA,levels.,16
NA,It is very hard to determine at this early,16
NA,stage just what the effects of additional,16
NA,"costs will be, but one must say that the",16
NA,action by the Minister for Customs and,16
NA,Excise is consistent with established policy.,16
NA,It was taken after detailed examination by,16
NA,his Department and in consultation with Ihe,16
NA,"industry, with both the component manu-",16
NA,facturers and the users of those components.,16
NA,It is in conformity with the expressed,16
NA,"expectations of the Tariff Board and, as I",16
NA,"mentioned previously, has been endorsed",16
NA,by the Government.,16
NA,RURAL DIVERSIFICATION,16
Mr MCLEAY, I ask the Minister for,16
NA,Trade and Industry whether his attention,16
NA,has been drawn to the recent debate in,16
NA,this House on the loan to the Australian,16
NA,Wheat Board and the references to his own,16
NA,speech when opening the Agricultural Out-,16
NA,look Conference this year. Is any action,16
NA,"being taken by the Minister's Department,",16
NA,the departments of agriculture in the States,16
NA,or the Commonwealth Scientific and In-,16
NA,dustrial Research Organisation to conduct,16
NA,research into and encourage wheat farmers,16
NA,to diversify and to undertake the produc-,16
NA,tion and export of other grain? Has the,16
NA,"production of edible oil seed, for which",16
NA,there is a world-wide demand and which is,16
NA,imported into Australia in considerable,16
NA,"quantities, even been subjected to such an",16
NA,analysis?,16
Mr ANTHONY,Wit h the application,16
NA,duty of the wheat quotas there is indeed,16
NA,encouragement to wheat growers to try to,16
NA,diversify and engage in other types of crop-,16
NA,ping. I did mention at the Agricultural,16
NA,Outlook Conference that there were oppor-,16
NA,cantunities for diversification although they,16
NA,were not limitless. Certainly in the oil seed,16
NA,industry there is a chance for further,16
NA,development and expansion but this must,17
NA,be measured against the domestic require-,17
NA,ments and the economic attractiveness of,17
NA,"producing such crops. However, at the",17
NA,moment there does appear to be sufficient,17
NA,local demand to require further production.,17
NA,I know the area for oil seed production has,17
NA,increased quite dramatically in recent years.,17
NA,"It is now up to something like 400,000",17
NA,"acres, but it appears there is still further",17
NA,room for increased production.,17
NA,TRI-SERVICE ACADEMY,17
Mr BARNARD, 1 ask the Minister for,17
NA,Defence whether his Department's submis-,17
NA,sion on the establishment of a tri-Service,17
NA,academy has been redrafted as directed by,17
NA,"Cabinet last October? If so, when will",17
NA,revised plans for the college be approved?,17
NA,Is the Minister now satisfied that abolition,17
NA,of the present system of individual Service,17
NA,colleges is justified? Can he give the House,17
NA,any estimate of savings involved in integrat-,17
NA,ing the 3 colleges? Will the delay in approv-,17
NA,ing the proposal mean that the academy,17
NA,will not be ready to take officer cadets from,17
NA,all 3 Services until 1975 or later?,17
Mr GORTON,"A s indicated previously,",17
NA,the Government required more informa-,17
NA,"tion, more detailed information, and a good",17
NA,deal more facts presented to it before it felt,17
NA,it could have proper grounds to take a,17
NA,decision that a tri-Service college should,17
NA,be established. Consequently the Depart-,17
NA,ment of Defence was asked to make further,17
NA,studies and put forward a further submis-,17
NA,sion to Cabinet. I understand that those,17
NA,studies have been undertaken and that a,17
NA,"submission, which has not yet come to me,",17
NA,has been virtually prepared. That is all I can,17
NA,tell the honourable member because I can-,17
NA,not tell him whether or not it will be,17
NA,approved by Cabinet when it does come,17
NA,before the Government.,17
NA,WINE EXCISE,17
Mr GILES, I address my question to,17
NA,the Minister for Primary Industry. May I,17
NA,say initially that I am grateful to the,17
NA,Minister and to the Minister for Customs,17
NA,and Excise for the consideration they have,17
NA,shown me in respect of the matter I am,17
NA,about to mention. Has the Minister noticed,17
NA,any trends in recent wine sales relating to,17
NA,price sensitivity on the one hand and,17
NA,flagon sales on the other? Has he,17
NA,"been able to discern, from any of his",17
NA,"inquiries, any significance in these figures?",17
NA,"Finally, in thanking him for the considera-",17
NA,tion shown to me personally recently I ask:,17
NA,Is there any further suggestion he can make,17
NA,about improving the Government's know-,17
NA,ledge of these matters of great concern to,17
NA,the wine industry?,17
Mr SINCLAIR, I know that the hon-,17
NA,ourable gentleman has expressed on fre-,17
NA,quent occasions in this House and in the,17
NA,"Murray Valley basin, for which he exer-",17
NA,"cises quite a deal of electoral'responsibility,",17
NA,his concern at the impact of excise on wine,17
NA,and grape producers insofar as it apparently,17
NA,"has, in the minds of those who are grow-",17
NA,"ers, affected their markets and fheir returns.",17
NA,Similarly I know that other honourable,17
NA,"members, particularly fhe'honourable mem-",17
NA,"ber for Mallee, have raised this question",17
NA,with me. 1 am happy to advise the honour-,17
NA,able member that since he last asked me,17
NA,"a question in this House, further inquiries",17
NA,have been made about the'impact of excise,17
NA,on producers' returns and it seems statisti-,17
NA,cally there is no direct evidence that there,17
NA,has been any reduction in outlets this year,17
NA,compared with the same period last year.,17
NA,From a study that my colleague the,17
NA,Minister for Customs and Excise initiated,17
NA,"in respect of some 10 wine producers, I",17
NA,am told that there is'still'no direct evi-,17
NA,dence available of an impact. 'Four of these,17
NA,wine producers are co-operatives. I am told,17
NA,that in respect of one'of'them it appears,17
NA,that the direct problem I s ' a marketing,17
NA,problem rather than a problem consequen-,17
NA,tial on the imposition of excise. The Prime,17
NA,Minister has been in contact with me and,17
NA,has expressed his concern that there should,17
NA,1,17
NA,be full knowledge of the circumstances,17
NA,"surrounding the impact of excise and, as",17
NA,"a result, an interdepartmental committee",17
NA,will be constituted to inquire into all the,17
NA,circumstances surrounding the excise and,17
NA,its application. I am sure that the honour-,17
NA,able member's representations will be kept,17
NA,closely in mind.,17
NA,HOSPITAL. COSTS,17
Mr KENNEDY, I address a question lo,17
NA,the Prime Minister. Has the Common-,17
NA,wealth bed subsidy to hospitals declined as,17
NA,a percentage of all hospital costs since the,17
NA,subsidy was first introduced? Have hospital,17
NA,costs risen faster than other costs during the,17
NA,same period? Do the States find it more,17
NA,difficult to finance their hospitals adequately,18
NA,than the Commonwealth finds it to subsidise,18
NA,its own hospitals? Is the Prime Minister con-,18
NA,cerned with the crisis facing hospitals? Will,18
NA,he take steps to remove or relieve this crisis,18
Mr MCMAHON, 1 will obtain the ans-,18
NA,"wer from the Minister for Health, who is in",18
NA,"the other chamber, and let the honourable",18
NA,member know.,18
NA,PEOPLE'S REPUBLIC OF CHINA,18
Mr MAISEY,I s the Minister for Trade,18
NA,and Industry aware of the magnitude of,18
NA,problem confronting the People's Republic,18
NA,of China in its efforts to gainfully employ,18
NA,and raise the living standards of its vast,18
NA,population? ls he conversant with the policy,18
NA,of that Government to purchase raw,18
NA,materials in their most basic form and,18
NA,cess them into a finished article for presentacome,18
NA,"tion to world markets, in conformity with",18
NA,the need to provide maximum employment,18
NA,opportunities? Will the Minister,18
NA,Australian Wool Commission to send a mis-,18
NA,"sion, comprising persons fully qualified and",18
NA,experienced in wool selling and processing,18
NA,techniques as well as at least one person,18
NA,"skilled in handling and arranging finance,",18
NA,to the People's Republic of China with a,18
NA,view to selling direct to its Government wool,18
NA,from the stockpile presently held by the,18
NA,"Commission? Furthermore, because of the",18
NA,"meticulous manner, in which the Chinese",18
NA,have honoured their commitments in the,18
NA,"purchase of Australian wheat on credit, will",18
NA,the Minister authorise this mission to enter,18
NA,"into credit transactions, if required, on much",18
NA,the same terms of payment as have been,18
NA,successfully negotiated by the Australian,18
NA,"Wheat Board? Finally, in the review and",18
NA,restructuring of the Australian Tariff Board,18
NA,will the Minister give consideration to offeroutside,18
NA,ing advantages to Chinese exports in return,18
NA,for contracts for the purchase of Australian,18
NA,wool?,18
Mr ANTHONY,Th e honourable memmonwealth,18
NA,ber's question was long and interesting,18
NA,"and had many facets to it. In fact, I think",18
NA,some of them infringed a little on Governtralia.,18
NA,ment policy. The first point that I want,18
NA,make is that it has been a long-standing,18
NA,principle accepted by this Government that,18
NA,commodities produced remain the property ticular,18
NA,of the people who produce them. For sealing,18
NA,"instance, Australian wheat is sold under",18
NA,the jurisdiction and management of the,18
NA,"Australian Wheat Board, and this has been",18
NA,the body which has initiated and been able,18
NA,to successfully negotiate sales to the,18
NA,People's Republic of China. In the case of,18
NA,"wool, I would certainly not give a direction",18
NA,"to the Australian Wool Board, or to any",18
NA,"other group, to send representatives to",18
NA,China in order to try to sell wool,18
NA,"there, but what I would be quite happy to",18
NA,"do is to consult my colleague, the Minister",18
NA,"for Primary Industry, on the question",18
NA,which the honourable member has raised.,18
NA,It would be of interest for him to know,18
NA,thc that members of the Australian Wool Com-,18
NA,mission would have been overseas dis-,18
NA,cussing with some countries with state-,18
NA,controlled economies the possibility of buy-,18
NA,ing wool from Australia on a negotiated,18
NA,arrangement. I know that discussions have,18
NA,protaken place but I am not aware of the out-,18
NA,of them. I will certainly discuss the,18
NA,question that the honourable member has,18
NA,Drought up with my colleague the Minister,18
NA,request the for Primary Industry.,18
NA,EYRE HIGHWAY,18
Mr BENNETT,M y question is directed,18
NA,to the Minister for Shipping and Transport.,18
NA,In view of the recent ministerial and Gov-,18
NA,"ernment rearrangement, will he give urgent",18
NA,consideration to presenting again to Cabinet,18
NA,the proposal for special Government funds,18
NA,to be made available for the purpose of,18
NA,effecting the early completion of the sealing,18
NA,"of the Eyre Highway? Further, will he, if",18
NA,"he has not already done so, inspect the",18
NA,unsealed portion of the highway-prefer-,18
NA,ably by driving over it-s o that he will be,18
NA,fully aware of the problem?,18
Mr NIXON,Thi s matter has been,18
NA,raised from time to time both inside and,18
NA,this House. On previous occasions,18
NA,I have given the answer to honourable,18
NA,members who have raised the question that,18
NA,the Commonwealth provision for the,18
NA,sealing of roads is made through the Com-,18
NA,Aid Roads Act. The honour-,18
NA,able member refers to that portion,18
NA,of the Eyre Highway that is in South Aus-,18
NA,The South Australian Government,18
NA,to has had assistance to the extent of about,18
NA,$125m from the Commonwealth for roads,18
NA,purposes. The initiative for sealing any par-,18
NA,road and setting the priorities for the,18
NA,of roads lies with the State Govern-,18
NA,ment. So in this case it is a matter for the,18
NA,State Government to decide for itself-a s,18
NA,other State Governments have had to do-,19
NA,what roads it wants to seal and in what,19
NA,order those roads will be sealed.,19
NA,ROYAL AUSTRALIAN NAVY,19
Mr HAMER,M y question is directed,19
NA,to the Minister for the Navy. Is the Min-,19
NA,ister aware of the closing of the White,19
NA,Ensign Club in Melbourne? Does the Min-,19
NA,ister agree that the Navy has a special,19
NA,"responsibility for the welfare of its sailors,",19
NA,some of whom are as young as 16 years,19
NA,and are far from their homes? Will he see,19
NA,that suitable cheap respectable accommo-,19
NA,dation is available in Melbourne for such,19
NA,"sailors on leave, if necessary by subsidy",19
NA,from public funds?,19
Dr MACKAY,Th e White Ensign Club,19
NA,"in Victoria is, to the best of my know-",19
NA,"ledge, intended to be a self-supporting instipolicy.",19
NA,"tution. It has, over recent years, been",19
NA,steadily losing money mainly because,19
NA,sailors' habits with regard to spending,19
NA,their weekends ashore have changed some-,19
NA,what. As a result the Club has gone into,19
NA,"debt to the extent of between $20,000 and",19
NA,"$30,000 and it has been decided to wind",19
NA,up the affairs of the Club. The Common-,19
NA,wealth has made a considerable gesture,19
NA,towards meeting this debt. The Navy Can-,19
NA,"teen Fund has contributed $5,000 and has",19
NA,indicated that it will stand by with other,19
NA,sums if necessary. Having regard to the,19
NA,honourable member's concern for young,19
NA,sailors I point out that HMAS 'Lonsdale',19
NA,provides accommodation if it is required.,19
NA,The sailors' clubs at HMAS 'Flinders' also,19
NA,provide for these young men. At HMAS,19
NA,"'Leeuwin', in Western Australia, there is",19
NA,an excellent scheme of sponsorship whereby,19
NA,members of the public may look after,19
NA,young sailors. In the light of the honourable,19
NA,member's question I will have inquiries,19
NA,made about the number of personnel who,19
NA,may be involved and if it is substantial the,19
NA,matter will certainly get close attention.,19
NA,HOMES SAVINGS GRANT,19
Mr MARTIN,M y question is addressed,19
NA,to the Minister for Housing. Is it a fact,19
NA,that the grant made under the ' Homes,19
NA,Savings Grant Act is restricted to eligible,19
NA,applicants who build or acquire a home,19
NA,"the total cost of which is less than $17,500,",19
NA,including the cost of the land? Is the Minis-,19
NA,ter aware that it is impossible to obtain,19
NA,a reasonable home in the capital cities for,19
NA,"less than $17,500? Because of this is it a",19
NA,fact that the homes savings grant is not,19
NA,being paid to a large number of young,19
NA,married people who are otherwise eligible,19
NA,for the grant? What does the Minister in-,19
NA,tend to do to rectify this anomalous situa-,19
NA,tion?,19
Mr KEVIN CAIRNS,I t is correct that,19
NA,an upper limit is placed on the value of a,19
NA,house which is the subject of a homes,19
NA,savings grant. Representations have been,19
NA,made from time to time to increase this,19
NA,value. It is also correct to say that payments,19
NA,by the Commonwealth under the homes,19
NA,savings grant scheme have been increasing,19
NA,within recent years. The' honourable mem-,19
NA,ber will appreciate that any alteration to,19
NA,the limit in the value of a home in respect,19
NA,of which a grant is sought is a matter of,19
NA,INDUSTRIAL UNREST,19
Mr BUCHANAN, I .'direct a question,19
NA,to the Minister for Labour and National,19
NA,Service. As one of the thousands of people,19
NA,"who were inconvenienced., by a strike last",19
NA,week by some members..of the Federated,19
NA,Engine Drivers and Firemen's Association,19
NA,at the State Electricity Commission's plant,19
NA,at Morwell I ask: Will the Minister give,19
NA,the House the facts of this strike? Was the,19
NA,public once again made the victim in a,19
NA,"needless, costly strike which should not",19
NA,have occurred and which was one of a series,19
NA,of incidents in which ihe unions have,19
NA,proved powerless to discipline their own,19
NA,members?,19
Mr LYNCH,Strik e action by approxi-,19
NA,mately 140 members of the Federated,19
NA,Engine Drivers and Firemen's Association,19
NA,employed at the Morwell. open cut did take,19
NA,place on 23rd March and continued until,19
NA,:,19
NA,12 noon on 26th March. I understand that,19
NA,the men concerned were dissatisfied with,19
NA,a recent decision by Conciliation Com-,19
NA,missioner Brack to increase..their site allow-,19
NA,ance by $1.25. Clearly the facts of the,19
NA,situation are these: As a consequence of,19
NA,this irresponsible action by a .very small,19
NA,number of men in one of this country's,19
NA,"major industrial plants some 200,000",19
NA,"workers were thrown out, of work with a",19
NA,loss in wages of approximately $4m and a,19
NA,loss in production exceeding $12m. The,19
NA,House may reflect on the serious incon-,19
NA,venience which this strike caused to the,19
NA,Victorian community and its many in-,20
NA,dustries which are dependent on a con-,20
NA,tinuous flow of power for their plants. In,20
NA,addition the men concerned dishonoured an,20
NA,agreement made on their behalf and for a,20
NA,period of 3 days were apparently prepared,20
NA,to go their own way regardless of the con-,20
NA,sequences. As the honourable member,20
NA,"observed, this was in fact a needless strike",20
NA,at great expense to the public. It was not,20
NA,productive as far as the men were con-,20
NA,cerned. It should not have occurred. This,20
NA,was one of a series of incidents which,20
NA,clearly shows the problems which arise,20
NA,when unions are unable to discipline effec-,20
NA,tively their members. I might say that Com-,20
NA,misioner Brack has agreed to re-open the,20
NA,"hearing on the site allowance, on an applica-",20
NA,tion by the Federated Engine Drivers ancl,20
NA,"Firemen's Association, and that hearing will",20
NA,take place shortly.,20
NA,Finally. I might observe that d uring,20
NA,course of 1970 the number of industrial the situation.,20
NA,"disputes in this country was some 2,700,",20
NA,which was an increase of 35 per cent over,20
NA,the number for the preceding year. That,20
NA,situation is clearly inimical to the public,20
NA,interest and is a major inhibiting factor to,20
NA,the attainment of the productivity objectives,20
NA,of this Government.,20
NA,F i l l AIRCRAFT,20
Mr HANSEN,M y question is directed,20
NA,to the Minister for Repatriation in his,20
NA,capacity as the Minister in this chamber,20
NA,representing the Minister for Air. I ask:,20
NA,what extent is the Australian Government,20
NA,responsible for costs connected with the,20
NA,coming vijiit to Australia of F i l l aircraft,20
NA,belonging to the United States,20
NA,What resemblance is there between these,20
NA,aircraft and the aircraft which Australia,20
NA,"ordered, as an urgent defence necessity,",20
NA,1963? Will the Royal Australian Air Force,20
NA,receive the 1963 version or a later and,20
NA,proved model of the aircraft when delivery,20
NA,eventually is made?,20
Mr HOLTEN, I will refer the honouradhere,20
NA,able member's question to my colleague,20
NA,another place.,20
Mr KING,Ha s the Minister for,20
NA,mary Industry read a report of alleged,20
NA,changes in support for the buying-in,20
NA,vities of the Australian Wool Commission?,20
NA,"If so, will he explain the present position,",20
NA,having in mind the critical circumstances,20
NA,of the Australian wool industry at this,20
NA,"time, and the effect which the present",20
NA,price of about 30c per lb or below has on,20
NA,the profitability of wool growing?,20
Mr SINCLAIR,Som e rumours have,20
NA,been circulating about alleged Cabinet deci-,20
NA,sions regarding the activities of the Aus-,20
NA,"tralian Wool Commission. First of all, in",20
NA,answer to the honourable member's ques-,20
NA,tion I emphasise that there has been no,20
NA,change in the Government's policy regard-,20
NA,ing the purchase of wool by the Australian,20
NA,"Wool Commission. Indeed, over the past",20
NA,"week prices for wool have remained firm,",20
NA,and there has been a reduction in the pass-,20
