speakerGroups,Speaker,text,pageNumbers
13,Mr LYONS ,"At this stage I am unable to give details of the tentative agreement between the Government and various sections of the sugar industry as a result of the recent conference in Canberra. The representatives of the industry have agreed to the proposed reduction in the price of sugar, and the matter is now under the consideration of the Queensland Government.",11
14,Mr FORDE ,The agreement was accepted under duress; the Commonwealth had pointed a gun at the sugar interests.,11
15,Mr LYONS ,Onl y one section said that it accepted the agreement reluctantly. The others accepted it without protest. DEVELOPMENT OF NORTH,11
16,Mr GREGORY ,"I ask the Prime Minister Whether the Government recognizes the menace to Australia constituted by the empty north, and the absolute f u t i l it y of inducing settlement there under the conditions imposed by the high tariff, the Arbitration laws, and the Navi gation Act? Does the Government intend to formulate a policy that will encourage the introduction of private capital and the peopling of that vast area?",11
17,Mr LYONS ,"The report submitted to Cabinet by the Minister for the Interior as a result of his observations on a recent tour of North Australia deals, inter alia, with land settlement, and will be conprosidered by the Government at an early date. WIRELESS BROADCASTING. LISTENIN G LICENCES FOB BLIND PERSONS.",11
18,Mr R GREEN ,"Severa l months ago I introduced to the Postmaster-General a deputation which asked that listening licences should be granted to blind persons free of charge. Since then several questions on the subject have been asked, and to each the Minister replied that the matter was under consideration. When will he announce a decision on this important matter.",11
19,Mr FENTON ,I have again to tell the honourable member that the matter is still under consideration. CITRUS FRUITS MONICA,11
20,Mr JOHN LAWSON ,"Is the Acting Minister for Trade and Customs aware of the widespread distress amongst citrus growers as a result of the unprecedently low prices, frosts, and other adverse circumstances? As this year's crop is estimated to be ample for local requirements, will the Government consider the reimposition of the embargo on imported citrus fruits? NA already been brought to my notice. A deputation from the growers will interview me in. Canberra this week, and its representations will receive due consideration. MINISTERS ' ATTITUDE TO TARIFF.",11
21,Mr FORDE ,"I draw the attention AUSTRALIA. of the Prime Minister to the following paragraph, which appeared in this morning's Sydney Daily Telegraph:FENTON AND THE TARIFF. Although the Postinuster-General would not Btate definitely that he would vote against the tariff, he indicated today that he would not support it. "" I am going to stick to my election pledges,"" said Mr Fenton. "" It is a rule of my party, and in the Labour party, that tariff matters are non-party."" Is this the first revolt on the part of Ministers against the disastrous tariffslashing policy of the Government, and is it a fact that several Ministers have threatened to resign ?",11
22,Mr LYONS ,It is not'a fact that several Ministers have threatened to resign; but it is a fact that the Postmaster-General will carry out the pledges that he gave at the elections.,12
23,Mr FORDE ,"Is the Postmaster General correctly reported in today's press as having said that he will not support the Lyons Government tariff reductions, but will vote against them?",12
24,Mr LATHAM ,That is not a question dealing with administration.,12
25,Mr SPEAKER ,"Hon. G. H. Mackay). - Order ! I cannot..allow the question of the honourable member. He has been in Parliament long enough to know that Standing Order 92 provides that "" questions may be put to Ministers of the Crown relating to public affairs.""",12
26,Mr FORDE ,I submit that my question relates to an urgent matter of public importance.,12
27,Mr SPEAKER ,I cannot allow the honourable gentleman to argue against my ruling. AFFORESTATION. FEDERAL CAPITAL TERRITORY.,12
28,Mr STACEY ,"What area of land is under afforestation in the Federal Capital Territory, and what amount has been expended on this work to date?",12
29,Mr ARCHDALE PARKHILL ,"As the honourable member was good enough to inform me that he proposed to ask this question, I am able to inform him that the area under afforestation is 5,500 acres, and that the cost up to date, includin<r establishment and maintenance, is £60,266 17s. 3d. TEADE WITH THE EAST.",12
30,Mr JENNINGS,"In view of the increasing interest that is being taken in the trade with the East, and the many inquiries being made, will the Minister issue from his department to those interested information in pamphlet form' as to the steps deemed necessary to develop that, trade?",12
31,Mr FRANCIS ,"I shall be glad to bring the honourable member's request under the notice of the Minister for Markets, who is temporarily absent on official business. BROADCASTING. STATION IN WESTERN AUSTRALIA: RELAY STATION FOR NORTHERN TABLELANDS.",12
32,Mr A GREEN ,"I u view of the fact that the Trime Minister stated in his recent budget speech that a sum is being set aside for the erection of A class stations, will he take into consideration the claim of Western Australia, in which State it was previously arranged that a station should be erected; but, unfortunately, the contract for the machinery, which had already been let, was cancelled because of the depression?",12
33,Mr FENTON ,"I intimated on Friday last the exact work which had to be carried out in. regard to the erection of regional broadcasting stations. All States were included, with the exception of South Australia, which has the most recent station. That station, incidentally, is one of the best. I understand that many residents of the far-flung electorate represented by the honourable member are receiving an admirable service, but he can rest assured that Western Australia will receive the consideration due to it. Mr R. GEEEN - Does the Government intend to erect a relay station in the Northern Tablelands during the current financial year?",12
34,Mr FENTON ,"If the honourable gentleman had read the replies that I gave to a long list of questions which he asked me last week, he would not have found it necessary to ask this question. LEASING OF HOTELS. FEDERAL CAPITAL TERRITORY.",12
35,Mr DEIN ,"Will the Minister state whether, as the result of the calling of tenders, the hotels Ainslie and Wellington have been leased; if not, what use, if any, does the Government intend to make of them?",12
36,Mr ARCHDALE PARKHILL ,"NA Some time ago, the Government called for tenders for the leasing of both these hotels. It received tenders in regard to the Ainsrie Hotel which. were fairly satisfactory, but those relating to the Wellington Hotel were not quite so satisfactory. Some further details have yet to be considered in connection with the lease of the Ainslie Hotel before a settlement can be effected. These details are under consideration, and it is expected that a decision will shortly be arrived at. No determination has yet been come to .as to the future of the Hotel Wellington. SHEET GLASS. CLOSING DOWN OF FACTORY.",12
37,Mr R GREEN ,"Wit h reference to the statement of the Acting Minister for Trade and Customs that the Australian Window Glass Proprietary Limited intends to close down its factory for six weeks, in order to effect alterations to a tank, is it not the usual practice in the glass industry to close the works down temporarily because of the burning out of furnaces? Has the Minister any information to the effect that the company intends to close down its factory permanently? NA I made in this House last week was plain and .deliberate. The company intends to close down its factory for six weeks. I understand that this particular factory hat three furnaces. One has been unthe 12th September:satisfactory all the time, and neither of the other two has given the satisfaction via that was anticipated. It should not be are necessary to close down the factory, merely hecause of one furnace being out of order, and the intention is to close down the works for six weeks to enable the ing Monday. necessary reconstruction of the tank be effected. I understand that during last week, one particular machine has given more satisfaction. TELEPHONE AND POSTAL CHARGES.",13
38,Mr WHITE ,"In view of the reducber tions in wages and other expenditure in the Postal Department, is there any prospect of a reduction in telephone and postal charges taking place; or is the statement of the Director of Postal vices, which appeared in yesterday's Herald, that no reduction is likely, policy of the Government?",13
39,Mr FENTON ,At present we are not anticipating any reduction in telephone charges. DEPORTATION OF COMMUNISTS.,13
40,Mr MARTENS ,"In yesterday's Sydney - press appeared a"" statement to the effect that the Minister for the Interior had said, when addressing the Constitutional Club, that up to the end of last month 109 Communists had been deported. Last week, when I asked what number of men had been deported since the Government took office, I was informed that 80 had been deported. I wish to know, therefore, which is correct, the information contained in the report of the Sydney press, or that given to me in answer to a question?",13
41,Mr ARCHDALE PARKHILL ,"Tb e figures given in answer to the honourable member's question were correct at the time, and the figures given to the press last Monday were also correct. The reply to the honourable member's question related to the number deported, whilst the other figures were the total deportations ordered. TASMANIA N POSTAL FACILITIES .",13
42,Mr GUY ,"The following paragraph appeared in the Launceston Examiner of Tliat only mail to or from Hobart is carried the West Coast road. Postal facilities with the north of the State, via the new road denied. A letter posted at Launceston on a Sunday does not reach Queenstown until Wednesday evening, and the quickest reply is not delivered in Launceston until the followto Will the Minister ascertain why such postal facilities via the West Coast road are denied, and will he give consideration to the suggestion that the residents of the northern parts of Tasmania be permitted to enjoy such improved postal facilities?",13
43,Mr FENTON ,"I shall make inquiries, and furnish the honourable memwith a reply at an early date. COAL DISPUTE.",13
44,Mr JAMES ,"Is it not a fact that the primary cause of the threatened trouble Serin the coal industry throughout Australia is the interference of a State trithe bunal in Victoria which has given an award reducing the wages of the workers a further 20 per cent, on top of the 12-J per cent, reduction that was made during the lockout in 1929 and 1930? Section 28 of the Industrial Peace Act readsNo award or order of a special tribunal or local board shall be challenged, appealed against, reviewed, quashed or called in question, or be subject to prohibition, mandamus, or injunction in any court on any account whatever. In view of the fact that the coal-mining industry is governed by an award of the Coal Tribunal set up under this act, the provisions of which have been overridden by a State tribunal, does the Attorney-General intend to take 'appropriate action against the State Government ? If not, will he endeavour to avoid the threatened dispute by calling a compulsory conference of the parties concerned as provided for in the act?",13
45,Mr LATHAM ,"As at present advised, I do not anticipate that there will be any general stoppage in the coal mining industry of Australia. The award of the Victorian State tribunal was made, I understand, pursuant to the provisions of an act recently passed by the Victorian Parliament after the federal award applicable to Wonthaggi had been set aside by the Commonwealth Arbitration Court. The act passed by the Victorian Parliament was supported by the honourable member for Wonthaggi in that Parliament. It has never been suggested, so far as I am aware, except by the honourable member for Hunter ( Mr James), that any award made under the Industrial Peace Act is in any way inconsistent with the Victorian award. If there ever were such an award it would almost certainly have expired, for no award has been made under the Industrial Peace Act since July; 1928. If there were such an award in force the matter would be one for decision by the appropriate tribunal, and not for a Minister of the Crown. PARLIAMENTARY SESSION.",14
46,Mr GREGORY ,"In view of the fact that section 6 of the Constitution provides that there ""shall""-no t ""may""be a session of Parliament once in year. I should like to know what course Prime Minister intends to take if the tariff schedules now before Parliament exhibition have not been passed by both Houses of Parliament before the end of the year?",14
47,Mr LYONS ,"The desire of the Government is to end this session before the year closes. If that can be done, the difficulty contemplated by the honourable member will not arise. I sincerely hope that it will be possible for Parliament to complete all the business befcre it by the end of the year. INDUSTRIAL ARBITRA - HON.",14
48,Mr GANDER ,"Does the Prime Minister believe in the fixation and observance of the basic wage as laid down by the Federal Arbitration Court ? If so, will he instruct the Attorney-General to intervene in the application now before the Federal Arbitration Court by the New South Wales Government for the setting aside of the federal basic wage of £3 13s. in the New South Wales railways and tramways, and the substitution of a wage of £3 10s.?",14
49,Mr LYONS ,The policy of this Government is not to interfere in any way with the Commonwealth Arbitration Court.,14
50,Mr JAMES,"Seein g that it is the policy of the Government not to interfere with the Arbitration Court, will the Prime Minister operate the same policy in respect of the determinations of the Public Service Arbitrator and prevent the decisions of that gentleman being nullified by the action of honourable members of another place?",14
51,Mr LYONS ,"The honourable member is now referring to a matter which has been specifically placed within the power of this Parliament. In taking certain action respecting two determinations by the Public Service Arbitrator, Parliament was acting entirely within the law. While leaving the Commonwealth Arbitration Court entirely free of interference, the Government intends to act within the law in respect to the other tribunal mentioned. THE "" FIVE - YE AR PLAN.""",14
52,Mr ROSEVEAR ,"Has the Acting NA each the film known as "" The Five-Year the Plan""? Does the honourable gentleman approve of the prohibition of the public of this film? If so, is he a wars that the film was exhibited in Great Britain for a considerable period and was favourably commented on by the press? Is he prepared to lift the ban, and follow the Government's professed policy of following Great Britain? NA referred to by the honourable member and am not prepared to alter the decision that has been given. There can be no question but that the film has been produced for the purpose of Soviet propaganda. In that circumstance, it is not in the bestinterests of this country that it should ho shown here. All I can say about the statement that the film received favourable comment from the press of Great Britain, is that if it were shown here, a section of the Australian press would also comment favourably upon it.",14
53,Mr ROSEVEAR ,"Is the Minister representing the Minister for Trade and Customs aware that a film was exhibited in Sydney recently depicting Herr Hitler, the leader of the Nazis in Germany, indulging in a violent attack on the reparations pact? Is it not a fact that this Government considers that pact to be a contribution towards world peace? Can the honourable gentleman therefore reconcile the action of his department in allowing a film destructive of world peace to be exhibited and a film of the peaceful' development of Bussia prohibited ? NA quiries made into the matter. I am confident that if the film were objectionable, my attention would have been drawn to it, as was the case with "" The Five-Year Plan."" CITBUS INDUSTEY.",15
54,Mr FORDE ,"In view of the parlous condition of the citrus industry of Australia, will the Acting Minister for Customs make arrangements for the setting aside of a day for the discussion of the lifting of the embargo against the' importation of citrus products into Australia ? NA similar question this afternoon. A deputation representative of the citrus growers will wait on me this week. The Government will be guided to a considerable extent - in its future action in regard to this industry by the views put forward at the deputation.",15
55,Sir GRENVILLE RYRIE ,NA,15
56,Mr GANDER ,"Has the attention of NA hill) been directed to the press statement that Sir Granville Eyrie, who is just vacating the office of High. Commissioner, is desirous of re-entering Australian politics? In view of that desire, will the honourable gentleman resign his seat, and allow Sir Granville again to represent Warringah ? Question not answered. EEDUCTION OF OVEBSEAS INTEBEST.",15
57,Dr MALONEY ,"the Treasurer, upon notipeDoes the Government intend to approach the British Government by cable and request a reduction of the interest ou Australia's debt from 5 per cent, to 3 per cent., and also for assistance in the reduction of Australia's debt other than to the British Government, to a like amount of interest?",15
58,Mr LYONS ,"Wit h regard to the war debt due to the British Government, no interest is being paid at present pending further consideration of the problem of international war debts. With regard to London debt due to the public, the only practicable way in which the matter can be approached is by the further improvement of Australia's credit so that we may secure reductions by exercising our optional rights of conversion over £96,000,000 of debt which now bears interest at rates from 5 per cent, to 6£ per cent., and by further conversions as opportunity arises. FEDEEAL CAPITAL. CoST-OF-LlVING FlQTJRES.",15
59,Dr MALONEY ,"the Treasurer, upon notice I. W i th reference to cost-of-living index figures, is it a fact that the Federal Capital is not included in the six capitals that have decreased 0.5 per cent. ? 2. What towns (30 in number) have decreased 0.4 per cent. ? 3. What were the index figures for the Federal Capital for 1027, 1028. 1929, 1930, 1931, and for the 1st July, 1932? 4. Is it a fact that Canberra figures are not included in the totals of the six capitalsf 5. What percentage are Canberra figures as compared with those of the six capitals? 0. Whiit are the average house rents in Canberra of houses owned by the Government that are included in the index figures? 7. Is it a fact that Canberra house rents, rates, electric light, firewood, and cost of foods are not included; if not, why not? 8. How liiiiiiy government services in Canberra, including bus fares, bouse vents, electric light iind power meter rent, have been lowered to bring about a reduction of £8 a year in the cost of living? i). How many electric light and power meters are in use in Canberra; how many are rented at 12s. pur year each, and what is the wist of each meter?",15
60,Mr LYONS ,"The answers to the honourable member's questions are as follow:1. Wherever ""six capitals"" are specified in rutail price index numbers, the capitals uf the six States are meant. The decrease of 0.5 per cent, mentioned refers to food prices only in July compared with June. 2. The 30 towns are those towns, five in csich State, specified in the Quarterly Summary of Statistics which is supplied to every honourable member. The average fal l in food prices for these towns in July was 0.4 per cent. 3. The index figures (o) for food and (!>) for food and rent for Canberra are us follows :1027 1908 1028 1970 1929 2098 1930 1922 1931 1705 1032 (2nd Qimrter) 1050 -4. Yes. 5. For the 2nd quarter of 1932, the food-andrent index was 18.9 per cent, above the weighted average of the six capitals, and the fond index, was 14.4 per cent, above. fi. 27s. I d . for 2nd quarter of 1932. 7. There is no difference in the treatment of Canberra anil any otlier town in respect of the items included in the index numbers of retail prices. 8. The following government services in Canberra have been lowered:-House rents, land rents, boarding-house tariffs, and electricit y energy. A reduction was made in rates, which took effect from the 1st January, 1931. The food-and-rent index for Canberra in the 2nd quarter of 1932 fell as follows:Since March, 1.931 . . 20 per cent. Since June, 1931 . . 10 per cent. 9. Number of lighting meters . . .1,855 Number of power meters Total No meters are rented at 12s. each per annum. The rental charged for each meter is Od. per month, or fls. per annum. The costs of the various meters in use are as follow:5 amp-, single phase meter 10 amp. single phase meter . . 1 12 S 25 amp. single phase meter . . 1 17 6 50 amp. single phase meter . . 2 10 0 Meters above 50 amp. are used only in government buildingB. WIRELESS BROADCASTING. ERECTION OF TASMANIAN STATIONS.",16
61,Mr R GREEN ,"the Postmaster General, upon notice I. Is it a fact that the Government intends to erect immediately two relay broadcasting stations in Tasmania? 2. What are the sites of the proposed stations ? 3. In view of the comparative smallness of Tasmania, aiid the fact that there is an A class station at Hobart and a B class station at Launceston, has he satisfied himself that this work is more urgent than the establishment of broadcasting stations at some of the places on the mainland mentioned in Captain Eckersley's report? 4. Why erect two relay stations immediately in Tasmania to the exclusion of other parts of the Commonwealth ? 5. Is it intended to construct the new stations to operate on long waves (as advocated by Captain Eckcrsley), or on medium waves ? (a) W",16
62,Mr FENTON ,"- The answers to the Food and rent. honourable member's questions are as f o l 2368 low : 2329 2454 1. No; it is proposed to erect one regional 2343 station in Tasmania. 1870 2. The site has not yet been fixed. 1087 3 and 4. See reply to question 1. The fullest consideration is being given to all parts of the Commonwealth. 5. The question is being considered. NEOPHONE TELEPHONE. Mr B. GEEEN asked the Postmaster General, upon notice I. Does he concede the accuracy of the statement published in the Sydney Morning Herald of the 2nd instant, that the advent of the new "" Neophone "" telephone has immediately demonstrated to Australian users how much their telephone service^ is behind that of Britain and America? 2. Is it a fact, as stated by the President of the Electrical Association of New South Wales, that it is only necessary to whisper . . 2,103 into the instrument, and the reception at'the other end is well modulated, clear and dis.. 3,958 tinct? 3. Will lie reconsider the decision of his department to give only permissive right to telephone subscribers to install the ""Neophone"" (after purchasing it themselves) and to insist upon the department's right to take over all Each, the instruments so installed at any later date f *. d. at the department's valuation? 1 12 3 4. If at any future time it should be deemed npcfssary by the department to install a different type of instrument, will the department agree to a subscriber retaining possession of the "" Neophone "" after its disconnexion, rather than surrendering it to the department? 5. Is it a fact that the President of the Electrical Association of New South Wales stated that there are several firms in Sydney capable of manufacturing the new telephone at a reasonable price, and that - the only difficulty is in securing an order from the post office large enough to jus tify the initia l installation of the necessary machinery? 6. Has his attention been drawn to the following statement of the President of the Electrical Association of New South Wales:"" It is unfortunate that there should be a large number of the old telephone receivers in stock, but if the post office had followed the usual commercial routine, the major portion of the capital cost of those instruments would have been written off within five-years from their initial installation . . . it seems scarcely fair for the Post Office Department to put difficulties in the way of its introduction until the old instruments have all been reinstalled""? 7. If so, what action does he propose taking in regard to the whole question?",16
63,Mr FENTON ,"The answers to the honourable member's questions are as follow :1. The ""Neophone"" is. not available in the American telephone service. It is a development of the British Post Office and Messrs. Siemens Brothers. Its advent does not demonstrate that the Australian telephone service is behind that of other countries. 2. The statement could hardly be accepted as ono of scientific accuracy, but the transmission qualities of the instrument are good and slightly better than the instruments which have hitherto been standard in telephone administrations. It will be recognized that the telephone instrument is not the only item affecting the transmission of clear speech. The satisfactory transmission of speech over very long distances in Australia compares most favourably with what has been accomplished elsewhere. This high quality of service is regularly being rendered on instruments which are not of the ""Neophone"" type. 3. The department's permission is of a tentative character, and may be withdrawn whenever that step appears to be desirable. The department may or may not wish to take over instruments which have been purchased privately. That question will be better left for negotiation and determination when the time arrives. 4. If the instrument is the property of the subscriber and is removed from the telephone service the department would have no wish to acquire it . 5. Such a statement has been noticed in the press. 6. Yes; but to write off the cost of a telephone in five years would impose a heavy burden on telephone subscribers, for it would cause an altogether unnecessary inflation of telephone tariffs. The department's attitude will be governed entirely by what it believes to be in the best interests of telephone subscribers as a body, and the question of economics is obviously an important factor. The department has already shown that it does not wish to arrest progress, even in the direction of withholding permission for the installation of an instrument which, in certain circumstances, may be more conveniently used. Naturally, however, those who wish to acquire a more modern instrument must expect to contribute to the enhanced cost, for it would be unreasonable that the increased charges should be passed on to the very large number of users who will not find it essential to make such a change. 7. See reply to 6. PUBLIC OEEICES. HOUES OF BUSINESS.",17
64,Mr GIBSON ,"the Prime Minister, upon notice I. At what hour do the public offices open at Canberra? 2. At what hour do they close ? 3. How many hours are worked by the staffs of the departments per week? MrLYONS - The answers to the honourable member's questions are as follow :1 and 2. The hours observed in Commonwealth departments and offices in Canberra are as follow:-8.3 0 a.m. to 12.30 p.m.; 1.30 p.m. to 4.51 p.m., Monday to Friday inclusive. In the few cases where the five-day working week is not in operation, the hours observed are:9 a.m. to 1 p.m.; 2 p.m. to 4.45 p.m., Monday to Friday; 9 a.m. to 12 noon Saturday. Parliamentary departments are not included in the foregoing. 3. 36£ hours per week. OFFICIAL HISTOEY OF TH E WAR.",17
65,Mr HOLLOWAY ,"the Assistant Minister for Defence, upon notice I. What has been the total cost to date in connection with the compilation of the history of Australia's part in the Great War ? 2. Is it possible to estimate at this stage what the final cost will bo?",17
66,Mr FRANCIS ,"The answers to the honourable member's questions are as f o l low:1. The net cost of the National War Histories to the 31st July last, after allowing for receipts from sales, was £09,380 19s. 4d. 2. It is not possible at this stage to estimate with any degree of exactitude what the final cost will be, but the honourable member may be assured that every endeavour is being made by the Defence Department and the Official Historian to expedite the completion of the series and to minimize costs. SURCHAR GE AUDPRIMAGE ment's - DUTIES-PROHIBITIONS .",17
67,Dr MALONEY ,"the Assistant Minister for Trade and Customs, upon notice I. What is the-number of. articles lupon which the previous Government imposed («.) a surcharge duty; (6) a primage duty: and (c) a prohibition V 2. Upon how many articles docs there remain (a) a surcharge duty; (6) a primage duty; and (c) a prohibition? NA honourable member's questions are as follow :1. {.a) Fifty-eight classes of goods; (6) primage duty attaches to all goods other than those specifically exempted; (c) seventy-eight classes of goods. 2. (n) Nineteen classes of goods; (6) there are now 86 lines of goods exempted from primage duty. Of these, the present Government has exempted 56; (c) the prohibitions imposed for the purpose of assisting in the rectification of the adverse balance of trade have been entirely removed. P RINTING OE POSTAGESTAMPS .",18
68,Mr FENTON ,"On the 8 th September, the honourable member for Kal goorlie ( Mr A . Green) saidYesterday, I asked questions, upon notice, regarding the printing of postage stamps. The replies I received were incomplete. I asked to be infoi;med of the difference in cost,, by the computation, usually made, between recess and surface printing, and the answer of the l""ostmaster-General was "" The difference is as much as 400 per cent."". Hitherto, great care has been taken in the engraving of stamps, and' recently rather a slip-shod method of surface printing has been adopted. I desire to know, the exact difference in cost per 1,000 between recess and surface printing? I then promised to, if practicable, supply £61 the information sought, and am now able to inform him that the relative' costs the recess and surface printing of stamps vary according to the quantities which Dooley, may be needed. It w i ll perhaps the honourable member however to know that the Harbour Bridge twopenny stamp 1932.)-Rt cost 2s. S.3d. per thousand for the recess issues, and 8.5d. per thousand for the lottei-press issues. In view of the honourable member's expression of opinion that a rather slip-shod method of surface printing has recently heen adopted, it interest him to know that a leading Massy philatelist commenting on the departTotal, £737 19s. 3d. most recent issue stated, "" It is a very artistic and well-executed effort, and is a revelation of what can be done even by this process "". CENSUS.",18
69,Mr LYONS ,"On the 9th September, the honourable member for Eichmond ( Mr . R. Green) asked the following question,, without notice:In connection with the census to be taken next year, will questions be asked for the purposes of ascertaining the number of persons then living who served overseas with the Australian Imperial Force? The answer to the honourable member's question is as follows:Provision has been made in the ceiisu« schedule for this information to be ascertained. TBAVELLINGALLOWANCES OE MINISTERS.",18
70,Mr LYONS ,"On the 7th September, the honourable member for Angas ( Mr . Gabb) asked me the following question, upon notice:What was the amount received by each Minister, as travelling allowance during the financial year ended 30th June, 1932? I am now in a position to furnish the following reply:The amounts received by members of the Scullin Government in respect of the period 1st July, 1031, to date of resignation, and by members of the present Government to the 30th June, 1932, wereScullin Government (resigned, 6th January, 1932.)-Rt . Hon. J. H. Scullin, £00 13s. 4d.; Hon. E. G. Theodore, £108 8s. od.; Senator Hon. J. Barnes, £98 2s.; Hon. F. Brennan, 10s.; Hon. A. E. Green, £95 12s. 7d.; Hon. P. J. Moloney, £110 2s.; Hon. F. M. Forde, £95 12s. 3d.; Hon. A. Blakeley, £34 4s. 7d.; for Hon. 'J. MCNeill, £100 10s.; Hon. J. B. Chifley, £78 10s. 4d. Senator Hon. J. B. ; £123 0s. 10d.; Senator Hon. J. J. Daly, £94 4s. Id.; Hon. L. L. Cunningham, £96. satisfy Total, £1,156' 10s. 5d. Present Government (sworn in, Otlf January, . Hon. J. A. Lyons, £100 fls. 8d.; Rt. Hon. S. M. Bruce, £31 Is. 9d.; Senator Rt. - Hon. Sir George Pearce, £35 lis. 8d.; Hon. J. E. Fenten; £59 Is. 3d.; Hon. H. S. Gullett. £82. 4s. 4d.; Senator Hon. A. J. MCLachlan, £80 7s. 2d.; Hon. E. A. Parkhill, £40 5s. 7d.; Hon. C. A. S. Hawker, £31 17s. 8d.; Hon. C. mayVV. C. Marr, £39 2s. 10d.;. Senator Hon. W. Greene, £40 0s. Id..; Hon. J. Francis, £105 18s.; Hon. J. A. Perkins, £19 16s. 3d. POSTMASTER-GENERAL'S DEPARTMENTCOMMONWEALTH BANK. PARTICULARS OF STAFFS.",18
71,Mr LYONS ,"On the 2nd September, the honourable member for South Sydney ( Mr Jennings) asked the following question, upon notice:Will the Prime Minister obtain the following information:1. In regard tn the Postmaster-General's Department(a) Number of officers employed? (6) Average salary? (c) Number of officers in receipt ries of £500 and over, and total amount paid to such officers? (<i) Number of officers in receipt of £1,000 and over, and total amount paid to such officers? 2. In regard to the Commonwealth Bank(a) Number of officers employed? (6) A veruge salary ? (o) Number of officers in receipt ries of £500 and over, und total amount paid to such officers? (rf) Number of officers in receipt of salary of £1,000 and over, and total the amount paid to such officers? I am now able to furnish the following reply :1. The Public Service Board has furnished the following information :POSTMASTER-GENERAL'S DEPARTMENT. (a) Twenty-two thousand five hundred and fifteen. (b) £220 7s., exclusive of child ment. £2.30 6s., inclusive of endowment. (c) One hundred and sixty-lour officers; amount, £101,127. (rf) Three officers; amount, £5,343. The salaries shown are those actually to officers after reduction in accordance the Financial Emergency Act. The number officers shown in (a) includes approximately 4,572 females and minors. 2. The Commonwealth Bank has furnished the following information :(a) Three thousand four hundred and ninetv-thrce. (h) £209 3""s. (c) and (rf) The reply furnished by the Commonwealth Bank is as follows: "" It is uot considered desirable to give this detailed internal information."" The following papers were presented:Tariff Board-Beport s and RecommendationsCrude Oil Engines. Residual Oils, Solar Oils and Crude Petroleum for use as Fuel. Ordered to be printed. Defence Act-Regulation s amended-Statu tory Rules 1932, No. 92. Dried Fruits Export Control Act-Eight h Annual Report of the Dried Fruits Control Board, for year ended 30th June, 1932, . together with a statement by the Minister regarding the operation of the Act. Post and Telegraph Act-Regulation s amended-Statutor y Rules 1932, Nos. 80, 91. HIGH COMMISSIONEE BIL L. SECOND BEADING.",19
