Speaker,Text,pageNumbers
NA,Petition received.,15
NA,To the Honourable the Speaker and Members of the House,15
NA,of Representatives in Parliament assembled. The humble,15
NA,petiuon of the undersigned citizens,15
NA,showeth that many Australians are concerned with the inad-,15
NA,"equacy of Overseas Aid, both Government and Private as",15
NA,well as with support for local charities. Such Aid is saving,15
NA,"precious lives, giving undernourished and homeless people",15
NA,"encouragement and help, bringing malnourished children to",15
NA,"health, education and a better life, giving people friendship",15
NA,and a new hope.,15
NA,We therefore respectfully request that the Commonwealth,15
NA,Government provide some incentive to encourage such Aid,15
NA,by making the same tax concessions to approved voluntary,15
NA,"overseas aid organizations, as are already provided for chari-",15
NA,ties working within Australia.,15
NA,"And your petitioners as in duty bound will ever pray,",15
NA,by Mr Lionel Bowen.,15
NA,Peution received.,15
NA,Use of Live Animals in Scientific Research,15
NA,To the Honourable the Speaker and Members of the House,15
NA,of Representadves in Parliament assembled.,15
NA,The humble petition ofthe undersigned Citizens of Australia,15
NA,respectfully showeth that the practice ofexperimenting upon,15
NA,living animals in the supposed interests of Mankind involves,15
NA,the infliction of much pain and distress upon defenceless,15
NA,creatures that it is no longer generally held that such inhu-,15
NA,mane experiments are an essential part of medical and other,15
NA,scientific research and that much progress has been made in,15
NA,the use of alternative methods which are generally cheaper,15
NA,"and more accurate, safer and more reliable.",15
NA,Wherefore your petitioners pray that your Honourable,15
NA,House will take all such measures as may be necessary to,15
NA,ensure the estabUshment of research,15
NA,tutes to explore techniques which replace the use of living,15
NA,"animals, to extend their adoption",15
NA,opment of other humane avenues of scientific investigation.,15
NA,"And your pedtioners, as in duty bound will ever pray,",15
NA,by Mr John Brown.,15
NA,Petition received.,15
NA,National Women's Advisory Council,15
NA,To the Honourable the Speaker and Members ofthe House,15
NA,of Representatives assembled.,15
NA,The petition ofthe undersigned citizens of Australia respect-,15
NA,fully showeth:,15
NA,That the National Women's Advisory Council has not,15
NA,been democratically elected by the women of Australia;,15
NA,Use of Herbicides That the National Women's Advisory Council is not,15
NA,representative ofthe women of Australia;,15
NA,That the National Women's Advisory Council is a dis-,15
NA,criminatory and sexist imposition on Australian women as,15
NA,Australian men do not have a National Men's Advisory,15
NA,Council imposed on them.,15
NA,Your petitioners therefore pray:,15
NA,That the National Women's Advisory Council be,15
NA,abolished to ensure that Australian women have equal op-,15
NA,portunity with Australian men of having issues of concern,15
NA,"to them considered, debated and voted on by their Parlia-",15
NA,mentary representative without intervention and inter-,15
NA,ference by an unrepresentative 'Advisory Council'.,15
NA,"And your petiuoners as in duty bound will ever pray,",15
NA,by Mr Burns.,15
NA,Taxation,15
NA,Petition received.,15
NA,Australian Rum: Excise Duty,15
NA,of Australia respectfully,15
NA,To the Honourable the Speaker and Members of the House,15
NA,of Representatives in Parliament assembled.,15
NA,The humble petition of the undersigned citizens of Australia,15
NA,respectfully showeth:,15
NA,That the retail price of Australian rum is too high and,15
NA,should be reduced to enable the average Australian to buy,15
NA,it.,15
NA,Your petitioners therefore humbly pray that steps be taken,15
NA,to reduce the excise duty on Australian rum.,15
NA,"And your petitioners as in duty bound will ever pray,",15
NA,by Mr Donald Cameron.,15
NA,Petition received.,15
NA,Service Pensions,15
NA,To the Honourable the Speaker and Members of the House,15
NA,of Representatives in Parliament assembled. The humble,15
NA,petition ofthe undersigned citizens of Australia respectfully,15
NA,showeth that:,15
NA,Whereas the Government has recently extended the eligi-,15
NA,bility for Service Pensions to include members of Allied,15
NA,"forces, eligibility for merchant seamen remains excessively",15
NA,restrictive.,15
NA,Your petitioners therefore humbly pray that: the Govern-,15
NA,ment extend eligibility for Service Pensions to all merchant,15
NA,seamen whose service took them into a theatre of war and,15
NA,that the practice of relying exclusively on forms T124X and,15
NA,TI24T to establish eligibility be abandoned.,15
NA,And your petitioners as in duty bound will ever pray.,15
NA,by Mr Dawkins.,15
NA,within all existing Insti-,15
NA,Petition received.,15
NA,and to continue the devel-,15
NA,North Queensland Air Services,15
NA,To the Honourable the Speaker and Members of the House,15
NA,of Representatives in Parliament assembled.,15
NA,The humble petition of the undersigned citizens of Australia,15
NA,respectfully showeth:,15
NA,1. That Ansett Airlines of Australia have proposed to the,16
NA,Commonwealth Government that it be permitted to,16
NA,operate an airline service between Townsville and,16
NA,Singapore via Darwin.,16
NA,2. That the North Queensland Airports Development,16
NA,Council has brought down a report in favour of the,16
NA,designation of a North Queensland airport as an inter-,16
NA,national airport.,16
NA,Your petitioners therefore humbly pray that:,16
NA,1. The Government approve of the Ansett proposal to,16
NA,operate a service between Townsville and Singapore,16
NA,via Darwin.,16
NA,2. The Government approve any other reasonable appli-,16
NA,cations for the use of a North Queensland airport for,16
NA,charter and regional,16
NA,destinations.,16
NA,3. The Government proceed with the designation of a,16
NA,North Queensland airport as an international airport,16
NA,without unreasonable delay.,16
NA,"And your petitioners as in duty bound will ever pray,",16
NA,by Mr Dean.,16
NA,Petition received.,16
NA,Construction of Cycle Path in the Australian,16
NA,To the Honourable the Speaker and Members of the House,16
NA,of Representatives assembled. The petition of the under-,16
NA,signed citizens of Australia respectfully showeth:,16
NA,That for reasons of commuter safety and to improve the,16
NA,recreational use of Canberra's bushland areas a cycle path,16
NA,be immediately constructed by the National Capital Devel-,16
NA,"opment Commission from Alexander Street, Red Hill, to",16
NA,Deakin.,16
NA,"And your petitioners as in duty bound will ever pray,",16
NA,by Mr Haslem.,16
NA,Petition received.,16
NA,To the Honourable the Speaker and Honourable Members,16
NA,of the House of Representatives in Parliament assembled.,16
NA,The petition of the undersigned concerned citizens of,16
NA,Australia and members of the human family respectfully,16
NA,lays before your consciences and your regard for the honour,16
NA,"of Australia and its present and future well-being, the fol-",16
NA,lowing considerations:,16
NA,1. That grave and callous infringements of the basic,16
NA,human rights to life and liberty have forced multitudes,16
NA,of our fellow human beings to leave the countries of,16
NA,"their birth, the Indo-China States;",16
NA,2. That in consequence of the brutal policies of the,16
NA,annical Totalitarian Government of Vietnam several,16
NA,"hundred thousand refugee men, women and children",16
NA,have been victims through drowning,16
NA,ethnic and religious hatreds of their oppressors; -,16
NA,3. That because of the failure of opulent nations to pro-,16
NA,"vide more than face-saving, token assistance, the",16
NA,"sources of Hong Kong, Malaysia, Thailand and",16
NA,gapore have been strained beyond limit:,16
NA,"4. That Australia, a wealthy nation with vast areas like",16
NA,the Ord River region and vast undeveloped resources,16
NA,ideally suited for resettlement and development could:,16
NA,set up camps of lirst refuge for the processing and,16
NA,"temporary settling ol"" 250.000 refugees annually",16
NA,liluTihv alsu giving useful employment to suitable,16
NA,pivsenii) imeiiiploji'd Auslialiam as niralois and,16
NA,'in.li'ciui. )-,16
NA,Recruit volunteers or use part of the armed ser-,16
NA,"vices to seek out, rescue and convey to mainland",16
NA,Australia such refugees as have managed to leave,16
NA,the countries of Indo-China;,16
NA,Accept the reiterated offer of some Church organ-,16
NA,isations to resettle thousands of such refugees.,16
NA,5. That the policy we advocate will not only rebound to,16
NA,"Australia's honour, but will stimulate the economy by",16
NA,"stepping up demand in housing, clothing, agricultural",16
NA,accessories and so on.,16
NA,"And your petitioners as in duty bound will ever pray,",16
NA,by Mr Barry Jones.,16
NA,Petition received.,16
NA,services to and from international,16
NA,Merchant Seaman: Repatriation Benefits,16
NA,To the Honourable the Speaker and Members ofthe House,16
NA,of Representatives in Parliament assembled. The peution of,16
NA,the undersigned citizens of Australia respectfully showeth,16
NA,that:,16
NA,1. Merchant seaman who were captured and held as pris-,16
NA,oners of war during World War II are not treated us,16
NA,'Members of the Forces' (veterans) for the purpose of,16
NA,entitlements to Repatriation benefits.,16
NA,"2. 'Member of the Forces' is defined by Part III, Section",16
NA,Capital Territory 23 (c) of the Repatriation Act 1920-70 as 'enlisted or,16
NA,appointed for service in connexion with naval or mili-,16
NA,tary preparations or operations'. 'Served in a theatre of,16
NA,war' means served at sea . . . at a time when,16
NA,danger from hostile forces of the enemy was incurred,16
NA,in that area . . .,16
NA,3. 114 Australian merchant seamen were repatriated,16
NA,after the war and it is estimated that only about 60 of,16
NA,these men survive today.,16
NA,The Repatriation Acts Amendment Bill of 1974,16
NA,made available free medical and hospital treatment to,16
NA,"all veterans who were prisoners of war. The reason,",16
NA,"stated by the Minister, was that abnormal hardships",16
NA,"and privations, suffered by these veterans, could affect",16
NA,their general health and well-being as they get on in,16
NA,"years, and are deserving of special consideration.",16
NA,Refugees Your petitioners therefore pray that:,16
NA,The Australian Government should amend the appropri-,16
NA,ate legislation so that merchant seamen prisoners-of-war are,16
NA,defined as'Members of the Forces'(or veterans) so that they,16
NA,are entitled to the appropriate Repatriation benefits.,16
NA,"And your petitioners as in duty bound will ever pray,",16
NA,by Mr Barry Jones.,16
NA,Petition received.,16
NA,Aboriginal Land Rights,16
NA,TyrThe Honourable the Speaker and Members of the House of,16
NA,Representatives in Parliament assembled:,16
NA,The humble petition of the undersigned citizens of Australia,16
NA,"of the political, respectfully showeth:",16
NA,"That Aboriginal land rights, religion, sacred sites, and cul-",16
NA,reture are being threatened and denied by the West Australia,16
NA,SinGovernment which is denying the Noonkanbah community,16
NA,the right to consider and negotiate the Amax mining,16
NA,company's proposals by bringing in police to intimidate Ab-,16
NA,original people and by instructing the Western Australian,16
NA,Museum to allow drilling on sacred sites at Noonkanbah.,16
NA,Your petitioners therefore humbly pray that the Common-,16
NA,wealth Government honours its responsibilities to Aborigi-,16
NA,nal people according io ihe spirit of ihe 19ft 7 Referendum,16
NA,votegixing the Coinmoinvcalili Go\einmciii power io inicr,16
NA,wile iu Slate ttltiiis when' Aboriginal mam i .ire iinnluxl;,16
NA,that it takes action to ensure that the Noonkanbah com-,17
NA,munity have the right to engage,17
NA,Western Australian Government and Amax Co. without in-,17
NA,timidation and with sufficient time and information to con-,17
NA,sider the proposals and with a Commonwealth Government,17
NA,"presence in order to ensure fair-dealing; and that, the Com-",17
NA,monwealth Government ensure that the administration of,17
NA,the Aboriginal Heritage Act by the Western Australian Mu-,17
NA,seum is not tampered with by the Western Australian,17
NA,Government for political expediency against the spirit of the,17
NA,Act and the wishes of the Aboriginal people who have,17
NA,"entrusted their culture, their religious objects and law to the",17
NA,Museum.,17
NA,"And your petitioners as in duty bound will ever pray,",17
NA,by Mr Kerin.,17
NA,Petition received.,17
NA,Aboriginal Health Care,17
NA,To the honourable the Speaker and Members of the House,17
NA,of Representatives in Parliament assembled. The humble,17
NA,peution of the undersigned citizens of Australia respectfully,17
NA,showeth:,17
NA,that there are Australian Aboriginal children living,17
NA,under conditions of inadequate nutrition in the back-,17
NA,"ground of poor housing, hygiene, and overcrowding that",17
NA,amounts to 'a Third World enclave in the midst of,17
NA,affluence' (see also the Report from the House of Rep-,17
NA,"resentatives Standing Committee on Aboriginal Affairs,",17
NA,'Aboriginal Health' 1979);,17
NA,that such a state of affairs is intolerable in our,17
NA,that only an effort on an unprecedented scale could cre-,17
NA,ate conditions that would give these children the rights set,17
NA,out in the United Nations,17
NA,Child.,17
NA,Your pedtioners therefore humbly pray that the Govern-,17
NA,ment will make generous funding available for the specific,17
NA,purposes of:,17
NA,"making a real improvement in the health, housing, edu-",17
NA,"cation, employment and welfare of the Aboriginal people,",17
NA,"doing so with due regard for the needs, hopes and aspir-",17
NA,ations ofthe Aboriginal people themselves;,17
NA,"providing increased help, encouragement and oppor-",17
NA,tunity for Aboriginal people to train as nursing aides and,17
NA,"in other paramedical roles, and as fully qualified nurses,",17
NA,doctors and social workers;,17
NA,providing increased health education for Aboriginal,17
NA,people in ways that are acceptable to them.,17
NA,by Mr Les MCMahon.,17
NA,Petition received.,17
NA,Sydney (Kingsford-Smith) Airport,17
NA,"To the Honourable, the Speaker and Members of the House",17
NA,of Representatives in Parliament assembled. The humble,17
NA,petition of the undersigned citizens of Australia respectfully,17
NA,showeth:,17
NA,1. We call upon the Commonwealth and State Govern-,17
NA,ments to select a site,17
NA,and to protect it by immediate development.,17
NA,2. We do not agree to the expansion of Sydney,17
NA,(Kingsford-Smith) Airport.,17
NA,3. We support the opposition of other Councils to the Air-,17
NA,port extension.,17
NA,4. We do not agree that nuisances from aircraft noises are,17
NA,diminishing.,17
NA,5. We oppose any reduction of the existing curfew hours.,17
NA,Your petitioners therefore humbly pray that there be no,17
NA,extension ofKingsford-Smith Airport. Sydney.,17
NA,"And your petiuoners as in duty bound will ever pray,",17
NA,in full negotiations with the,17
NA,by Mr Les MCMahon.,17
NA,Petition received.,17
NA,Olympic Games,17
NA,To the Honourable the Speaker and Members of the House,17
NA,of Representatives in the Parliament assembled. The pet-,17
NA,ition of the undersigned citizens of the Commonwealth of,17
NA,Australia submits:,17
NA,1. That the boycott of the Moscow Olympic games,17
NA,proposed by the present Government be withdrawn,17
NA,forthwith.,17
NA,2. That the current planning for an alternative games be,17
NA,brought to an immediate halt.,17
NA,3. That the government gives an undertaking to refrain,17
NA,"from the politicization of sport, especially in regard to",17
NA,the Olympic Games.,17
NA,4. That the government notify the Australian Olympic,17
NA,Federation and the International Olympic Committee,17
NA,of these steps without delay to allow preparation for,17
NA,the Moscow Olympic Games to continue unhindered.,17
NA,"And your petitioners as in duty bound will ever pray,",17
NA,by Mr Young.,17
NA,Petition received.,17
NA,Olympic Games,17
NA,To the Right Honourable Speaker and Members of the,17
NA,country; House of Representatives in Parliament assembled.,17
NA,This humble petition of the sportsmen and women and citi-,17
NA,zens of Australia respectfully showeth that:,17
NA,Declaration of the Rights of the,17
NA,Valuing the Olympic movement as an historic ex-,17
NA,pression of all that is worthwhile in human endeavour and,17
NA,conscious of the important role competitive sport plays in,17
NA,maintaining health and the spirit of achievement in every-,17
NA,day life.,17
NA,Honouring the high principles consistently pursued by,17
NA,the International Games Administration of keeping the,17
NA,"movement free from religious, racial and political",17
NA,considerations.,17
NA,Realising that the Olympic movement owes its resili-,17
NA,ence and very existence to the citizens of the nations from,17
NA,whom spring the participants in the contests and that the,17
NA,survival of this movement is the cherished hope of all,17
NA,communities.,17
NA,We the undersigned sportsmen and women and citizens of,17
NA,the Commonwealth of Australia by this humble petition re-,17
NA,spectfully pray that the Australian government do all in its,17
NA,power to ensure the participation of a full Australian con-,17
NA,"tingent in the XXII Olympic Games to be held in Moscow,",17
NA,"USSR, from 19 July to 3 August, 1980.",17
NA,And your petitioners as in duty bound will ever pray.,17
NA,"by Mr Dawkins, Mr Holding, Mr James and Mr",17
NA,Willis.,17
NA,Petitions received.,17
NA,for Sydney's second Airport now,17
NA,Olympic Games,17
NA,To the Right Honourable Speaker and Members of the,17
NA,House of Representatives in Parliament assembled.,17
NA,We the undersigned sportsmen and women and citizens of,17
NA,the Commonwealth of Australia by this humble petition re-,17
NA,spectfully pray that the Australian Government ensure the,17
NA,participation of a full Australian contingent in the XXII,17
NA,"Olympic Games to be held in Moscow, USSR, from 19 July",17
NA,to 3 August 1980.,17
NA,"And your peddoners as in duty bound will ever pray,",18
NA,by Mr Innes and Mr Kerin.,18
NA,Petitions received.,18
NA,Export of Live Animals,18
NA,"To the Honourable, the Speaker and members of the House",18
NA,"of Representatives in Parliament assembled, the petition of",18
NA,certain citizens of Victoria respectfully showeth:,18
NA,That the Australian Government promotes carcass trade,18
NA,and that all future shipments of live animals overseas for,18
NA,"slaughter be banned, and thereby stop a repetition of the",18
NA,shocking loss of life through burns or drowning as occurred,18
NA,"with the incineration or drowning of 40,000 sheep on a ship",18
NA,"to abattoirs in the Middle East, or the more recent cruelty",18
NA,horses being exported for slaughter in Japan.,18
NA,"And your petitioners as in duty bound will ever pray,",18
NA,by Mr Roger Johnston.,18
NA,Petition received.,18
NA,"To the Honourable, the Speaker and members of the House",18
NA,of Representatives of the Australian Parliament assembled.,18
NA,The petition of certain citizens of N.S.W. respectfully,18
NA,showeth:,18
NA,Dismay at the reduction in the total expenditure on,18
NA,cation proposed for 1980 and in particular to Government,18
NA,Schools.,18
NA,"Government Schools bear the burden of these cuts, 11.2",18
NA,per cent while non-Government,18
NA,crease of 3.4 per cent.,18
NA,We call on Government to again examine the proposals as,18
NA,set out in the guidelines for,18
NA,to immediately restore and increase substantially in real,18
NA,terms the allocation of funds for education expenditure in,18
NA,1980 to Government schools.,18
NA,"And your petitioners as in duty bound will ever pray,",18
NA,by Mr Morris.,18
NA,Petiuon received.,18
NA,PETROL PRICES,18
Mr GOODLUCK ,Franklin)-I give nodce,18
NA,"that, on the next day of sitting, I shall move:",18
NA,(1) That this House notes with concern:,18
NA,(a) the variation which exists throughout Australia in the,18
NA,retail price of petrol and the serious disadvantage,18
NA,certain country areas;,18
NA,(b) the ability of the oil companies to vary the wholesale,18
NA,price of petrol well below the maximum wholesale,18
NA,"price fixed by the Prices Justification Tribunal, and",18
NA,(c) the increasing involvement of some oil companies in,18
NA,the retail market through the introduction of com-,18
NA,mission agents.,18
NA,"(2) That this House, recognising the fundamental import-",18
NA,"ance of petrol to the economic well-being of all Australians,",18
NA,urges the Government to take steps which would properly,18
NA,ensure a fair price of petrol to consumers throughout,18
NA,"Australia, no matter where they live.",18
NA,AUSTRALIAN WAR MEMORIAL,18
NA,Notice of Motion,18
Mr BAILLIEU ,"La Trobe)-I give notice that,",18
NA,"on the next day of sitting, I shall move:",18
NA,"That this House, noting that section 6 of the Australian",18
NA,War Memorial Act 1962 requires that the Australian War,18
NA,Memorial shall be a National Memorial to Australians who,18
NA,"have died on or as a result of active service, or as a result of",18
NA,war or warlike operations in which Australians have been on,18
NA,active service; that the names of Australians known to have,18
NA,died while serving with the merchant services are not so,18
NA,recorded; and that the names of Australians known to have,18
NA,"died while serving in the Boer War, with the Royal Flying",18
NA,"Corps, and with the RAF, are not so recorded, is of the",18
NA,to opinion that the Act should be complied with and the names,18
NA,of Australians who lost their lives in such circumstances in-,18
NA,cluded in the Australian War Memorial without delay.,18
NA,SOVIET UNION INVASION OF,18
NA,AFGHANISTAN,18
NA,Notice of Motion,18
Mr HODGMAN ,Denison)-I give notice,18
NA,"that, on the next day of sitting, I shall move:",18
NA,That this House condemns the official organ of the Vic-,18
NA,"torian State ALP, The Labor Star, for advocating rejoice",18
NA,over and suppon of the brutal Soviet invasion of Afghanis-,18
NA,tan and condemns the Federal Leader of the Opposition for,18
NA,edunot publicly dissociating himself from this disgraceful,18
NA,example of pro-Soviet propaganda mongering.,18
NA,QUESTIONS WITHOUT NOTICE,18
NA,schools will receive an in-,18
NA,INTERNATIONAL AIRLINE,18
NA,Education expenditure 1980 and,18
NA,OPERATIONS,18
Mr HAYDEN, I ask a question of the Minis-,18
NA,ter for Transport. I refer to 'disinterested',18
NA,reports-o f course the word 'disinterested' is in,18
NA,inverted commas for obvious reasons-comin g,18
NA,from the Murdoch newspapers confidently,18
NA,predicting that Ansett Transport Industries Ltd,18
NA,will be given approval by the Government to,18
NA,enter into overseas airline operations. I ask the,18
NA,Notice of Motion Minister whether any such approval for Ansett,18
NA,would also involve fair and equal treatment for,18
NA,Trans-Australia Airlines by allowing it to operate,18
NA,internationally too. Is it a simple economic fact,18
NA,that this sort of sudden growth in domestic based,18
NA,international airline operations will increase the,18
NA,to seating capacity at a much more rapid rate than,18
NA,growth in available passenger traffic? Would this,18
NA,result in quite large and costly diseconomies for,18
NA,Qantas Airways Ltd which ultimately would,18
NA,have to be borne by the community? Would the,18
NA,result of such a development be the substitution,18
NA,ofthe present small domestic international oper-,18
NA,ator by two or three minute and unviable inter-,18
NA,"national operators with clear cost disadvantages,",18
NA,again ultimately borne by the community?,18
NA,"Finally, to remove any suspicion that Mr",18
NA,Murdoch is seeking to apply the same Svengali-,19
NA,like influence on the Australian Government he,19
NA,"has brought to bear on President Carter, will he",19
NA,provide the Parliament with a comprehensive,19
NA,analysis of the economics of additional overseas,19
NA,airline operations being approved for Ansett?,19
Mr HUNT,The proposal by Ansett,19
NA,Transport Industries Ltd involves a lot of factors,19
NA,which will be taken into account before the,19
NA,' Government finally takes a decision. Two pro-,19
NA,posals to improve the international access by air,19
NA,to Australia's Great Barrier Reef are currently,19
NA,"receiving consideration. Firstly, Ansett Trans-",19
NA,port Industries has made an application for an,19
NA,international airline licence to operate services,19
NA,between Townsville and Singapore in its own,19
NA,"right as an international carrier. Secondly, Qan-",19
NA,tas Airways Ltd has announced a change in its,19
NA,scheduled services through Darwin. Sub-,19
NA,sequently Trans-Australia Airways has applied,19
NA,to open a new route-Townsville-Cairns -,19
NA,Darwin-t o connect up with the revised Qantas,19
NA,schedule. This rearranged schedule would pro-,19
NA,vide a Singapore-Townsville service.,19
NA,It is also open to Ansett to consider arrange-,19
NA,ments under which its services might make better,19
NA,connections with the services operated by the in-,19
NA,ternational airlines. The Government announced,19
NA,in October 1978 that Qantas would continue at,19
NA,least until 1981 as the sole Australian airline,19
NA,authorised to operate overseas air services. I,19
NA,know that the Ansett proposal has attracted a,19
NA,great deal of support and a great deal of local,19
NA,public interest. Since the proposal involves,19
NA,government policy and the interests of other,19
NA,"governments, it will be considered by the",19
NA,Government against that background in due,19
NA,course.,19
NA,For the information of the Leader of the Op-,19
NA,"position and other honourable members, there",19
NA,are a number of important issues which would,19
NA,have to be considered by the Government. They,19
NA,include whether Qantas should remain,19
NA,Australia's sole international carrier; whether,19
NA,Townsville should be the only gateway port in,19
NA,North Queensland for an air link with South East,19
NA,Asia; what supporting facilities and,19
NA,"would be needed, and what priority these should",19
NA,be given relative to similar demands at other,19
NA,centres in Australia. There would also be a,19
NA,to consult overseas governments which have,19
NA,interest in the matter. There is also the considerNovember,19
NA,ation of Qantas being entitled to carry passenthe,19
NA,gers over some domestic routes in Australia.,19
NA,l'hcy .II- - iiiipiiii.ini and complex issues thai t.nuin,19
NA,amiioi IK di.tli iih quickly Hie Government,19
NA,will also need to consider the proposals for pro-,19
NA,viding more effective co-ordination between,19
