Speaker,Text,pageNumbers
The SPEAKER,Order! Before I call the,18
NA,"honourable member for Watson, Mr Burke, I",18
NA,pro- remind the House that this is the honourable,18
NA,member's first speech. I ask the House to,18
NA,extend to him the usual courtesies.,18
Mr BURKE ,Watson) (12.39 p.m.)- Mr,18
NA,"Speaker, it is hard to believe I am here. This",18
NA,is the room where the arguments of the na-,18
NA,"tion come to a head, the room where the",18
NA,government of the nation is determined and,18
NA,the room where all the diverse opinions,18
NA,throughout Australia are broken down to 150,18
NA,voices. To be selected by the community to,18
NA,be one of those 150 voices is an extraordi-,18
NA,nary honour. It is the community where I,18
NA,"have grown up, where my parents grew up",18
NA,and now where my own family is growing,18
NA,up so quickly. It means the world to me to,19
NA,"see them all here today: my wife, Cathy, who",19
NA,had the right of veto as to whether I would,19
NA,run for federal parliament and who has of-,19
NA,fered nothing but love and support in the,19
NA,"many years that have led to today, and my",19
NA,three gorgeous daughters. Liana is in the,19
NA,"lery, and Caitlyn and Helena are carefully",19
NA,"positioned behind soundproof glass! Mum,",19
NA,"Dad, Rosemary, Sharon, and Michael:",19
NA,whether it was as your youngest child or lit-,19
NA,"tle brother, every supportive comment has",19
NA,helped me to get here and all the other com-,19
NA,ments just count as training.,19
NA,The campaign for Watson was run by Ari,19
NA,"Margossian, the National President of Young",19
NA,"Labor, with the ever present strategic advice",19
NA,of Morris Iemma. With so many volunteers,19
NA,"to thank, I want to acknowledge all my",19
NA,friends on the campaign team and every,19
NA,branch member. I particularly want to thank,19
NA,those who were there every single day:,19
NA,"Maria Iannotti, Vince Badalati, Wilma",19
NA,"Hickey, Claire Haig, Peter Papodopoulos and",19
NA,Chris Taylor. I also thank Greg Donnelly and,19
NA,everyone from the SDA. A particular thank,19
NA,you to those friends who helped form Watson,19
NA,Young Labor Association more than 10 years,19
NA,"ago, who made all this possible.",19
NA,Campaigns are not only fought at a local,19
NA,level. In only 10 months Mark Latham did a,19
NA,great job to raise the spirits of Labor sup-,19
NA,porters and ensure that the party were seri-,19
NA,ously competitive as we moved into the cam-,19
NA,paign. I also note the improved result in New,19
NA,South Wales and congratulate my good,19
NA,friends Mark Arbib and Karl Bitar on their,19
NA,roles in the campaign. A number of good,19
NA,friends ran in marginal seats and some,19
NA,missed out in difficult circumstances. I want,19
NA,"to acknowledge their effort, commitment and",19
NA,talent. They have been friends for some time,19
NA,and I look forward to calling them parlia-,19
NA,mentary colleagues in the years ahead.,19
NA,The local area now covered by the seat of,19
NA,Watson was well represented in this chamber,19
NA,for 25 years by Leo MCLeay. He served this,19
NA,chamber as both Speaker and Chief Gov-,19
NA,ernment Whip. After the election I came,19
NA,"down here to set up my office and, as I",19
NA,"galwalked through the Members Hall, it dawned",19
NA,on me that it had really happened: Leo had in,19
NA,fact retired and I was now the member for,19
NA,Watson. As I walked along through the,19
NA,Members Hall I noticed out of the corner of,19
NA,my eye the framed pictures on the walls and,19
NA,glanced up to see who they were of. And,19
NA,"there he was, staring straight back at me-a",19
NA,"portrait of Leo MCLeay, still here and still",19
NA,"watching me. Leo, I wish you and Janice",19
NA,well for the years ahead.,19
NA,I am in the unusual position of delivering,19
NA,my second first speech. Only last year I had,19
NA,the chance to deliver my first speech to the,19
NA,New South Wales Legislative Council. This,19
NA,year I deliver another first speech. Next year,19
NA,I will not. This will be my final first speech.,19
NA,But in introducing myself to a new parlia-,19
NA,"ment, I have not changed all that radically in",19
NA,"a year. So, for the friends here who heard my",19
NA,"last first speech, there will be some moments",19
NA,that will be familiar. Sorry about that. I can-,19
NA,not help it-it is the same me.,19
NA,There have been a number of articles writ-,19
NA,ten and speeches made over the last 10 years,19
NA,which have profiled the previous careers of,19
NA,members of the House of Representatives.,19
NA,There have even been check lists in some of,19
NA,the more recent articles that said how terrible,19
NA,it is that so many federal MPs have previ-,19
NA,"ously worked as lawyers, teachers, staffers,",19
NA,state members of parliament and union offi-,19
NA,cials. On that list I score four out of five. I,19
NA,"have never been a teacher, although the busi-",19
NA,"ness I ran did do training, so I might be able",19
NA,to stretch the definition and still get to full,19
NA,marks. I have no intention of trying to rein-,19
NA,vent myself here today. I have great pride in,19
NA,the work I have done and the people I have,19
NA,helped. There have been two main themes in,20
NA,my own working life and upbringing: small,20
NA,business and trade unions. You will not find,20
NA,me ever walking away from either.,20
NA,Dad opened a small business in River-,20
NA,"wood when he was 27, and he stayed there",20
NA,until he retired. The sign in Belmore Road,20
NA,still reads ‘Burke's Riverwood Pharmacy'. I,20
NA,grew up with no knowledge of the term ‘nine,20
NA,"to five', and I never understood small busi-",20
NA,ness as being where you worked for yourself.,20
NA,Dad was employed by a few thousand cus-,20
NA,tomers. He felt a real sense of service and,20
NA,"obligation to each of them, and a handful of",20
NA,those customers knew how to be extremely,20
NA,tough employers. I remember dinner being,20
NA,postponed more often than not because extra,20
NA,customers had arrived at the exact moment,20
NA,Dad was about to close the shop for the,20
NA,night. I remember vividly Dad sitting at the,20
NA,dining table at night as I went to bed while,20
NA,he completed the streams of paperwork that,20
NA,were required while Mum sat at the other,20
NA,end of the table marking work for her stu-,20
NA,dents at school.,20
NA,We had all the small business themes: the,20
NA,frustration of mounting paperwork; the pres-,20
NA,"sure of government paying its bills to us late,",20
NA,when every creditor was demanding we pay,20
NA,them on time; and the difficulties associated,20
NA,with ever being able to organise time off,20
NA,when the business was your own. Do not get,20
NA,me wrong; I had a very fortunate upbringing.,20
NA,These were never crisis issues; they were just,20
NA,"part of every day life. By simple, understated",20
NA,"example, my parents taught me a work ethic",20
NA,which I have never let go.,20
NA,I had the satisfaction of forming my own,20
NA,business some years ago with Ben Richards,20
NA,and Ray D'Cruz whom I had met through,20
NA,debating. Aticus Pty Ltd still runs success-,20
NA,"fully, providing public speaking and advo-",20
NA,cacy training around Australia and into vari-,20
NA,ous parts of South-East Asia. To have been,20
NA,"there from the start-planning the business,",20
NA,dealing with the bureaucracy that comes with,20
NA,incorporation-and going through the initial,20
NA,period of diversification while we gradually,20
NA,established the core business was an exciting,20
NA,and valuable time. To see the business still,20
NA,flourishing years later is a fantastic reward,20
NA,"for the effort we all put in at the start, par-",20
NA,ticularly the drive and commitment shown,20
NA,by Ray and Ben in seeing the importance and,20
NA,power of encouraging people to not only,20
NA,hold opinions but to advocate them.,20
NA,"During my time with Aticus, and while we",20
NA,went through that early period of diversifica-,20
NA,"tion, I became involved in lobbying two is-",20
NA,sues which found supporters on both sides of,20
NA,"this chamber. As a result, I formed many",20
NA,friendships early on with various caucus,20
NA,"members, and I have enjoyed a good work-",20
NA,ing relationship with the member for Men-,20
NA,zies and the member for Wentworth. I sin-,20
NA,cerely hope it is not long before their party,20
NA,recognises their talent and allows both of,20
NA,them the opportunity which is already mine:,20
NA,to serve in this chamber as a shadow minis-,20
NA,ter.,20
NA,"My first job, and my first involvement",20
NA,"with unions, was delivering the Sunday pa-",20
NA,pers for the Beverly Hills Newsagency.,20
NA,There was a grave injustice there: we were,20
NA,receiving 10 per cent commission while,20
NA,other shops were all paying 12½ per cent. I,20
NA,"organised the other paperboys and said,",20
NA,‘Let's form a union.' We worked out our de-,20
NA,"mands, but when I took them to the boss, he",20
NA,would not listen. He said we could not be a,20
NA,union because we had not charged fees. So,20
NA,"everyone threw in a copper coin, and I went",20
NA,back to negotiate. It was a comprehensive,20
NA,"log of claims: 12½ per cent commission, an",20
NA,extra $1 every time it rained and free food,20
NA,for a Christmas party. He came back with the,20
NA,"typical response, ‘Why should I give you lot",20
NA,that?' I can still hear my 12-year-old voice,20
NA,"answering him: ‘If you don't, we'll have a",20
NA,paperboy picket line out the front of the,21
NA,shop. The TV cameras will turn up because,21
NA,they'll think it's really funny. We'll be on,21
NA,"TV, so we'll feel really important. The cus-",21
NA,tomers will know it's your shop and you'll,21
NA,look really bad.' He gave in to all three de-,21
NA,"mands. To celebrate, we spent the union fees",21
NA,on mixed lollies.,21
NA,"Years later, I became a full-time official",21
NA,with the union I first joined as a checkout,21
NA,operator with Grace Bros: the SDA. While,21
NA,"the fees were more than a copper coin, the",21
NA,methods of workplace organising through,21
NA,local delegates and giving people a direct,21
NA,stake in the outcomes achieved were not all,21
NA,that different.,21
NA,It is bizarre that there have been speeches,21
NA,in this chamber claiming that the sort of,21
NA,work union officials do is not real work; that,21
NA,people like me do not get real world experi-,21
NA,"ence during those years. Seriously, does any-",21
NA,one actually believe that I would have had,21
NA,"more real world experience if, instead, I had",21
NA,utilised my law degree to represent the same,21
NA,people on the same issues but charged them a,21
NA,couple of hundred dollars an hour to meet,21
NA,with me in some solicitor's office with,21
NA,dodgy wood panelling and terminally ill,21
NA,goldfish? The critics of trade unionists enter-,21
NA,ing parliament speak as though unionism,21
NA,was a single industry where we spend our,21
NA,days in the same sorts of union offices doing,21
NA,"the same sort of job, and that we bring the",21
NA,same life experiences to parliament. As an,21
NA,"organiser, I did not have an office-I did not",21
NA,even have a desk. My workplace was wher-,21
NA,ever my members worked. My meeting,21
NA,rooms would be at Flemings at Bexley or,21
NA,Big W at Campsie. My lunch room would be,21
NA,the food courts at Roselands or at Hurstville.,21
NA,My desk would be whatever box I might,21
NA,have to lean on in that KFC at William,21
NA,"Street, Earlwood.",21
NA,I look around this chamber and am as,21
NA,proud to be among those with a union back-,21
NA,ground as I am to be among those with a,21
NA,small business background. Just as business,21
NA,"varies radically from one sector to another,",21
NA,so does the experience of union officials.,21
NA,What we bring in common is experience,21
NA,from the front line of the concerns and aspi-,21
NA,rations of people in every industry. Their,21
NA,workplaces have been our workplaces. For,21
NA,those who want to use the ‘not a real job',21
NA,"line, I can only say that when I met with",21
NA,night fillers in the early hours of the morning,21
NA,"to uncover systematic underpayments, it felt",21
NA,like a real job; when I visited fast food out-,21
NA,lets on weekends and found that cost savings,21
NA,had been extended to not replenishing the,21
NA,"first aid kit, with one manager telling 15-",21
NA,year-old employees to use serviettes and,21
NA,"sticky tape as a substitute for bandaids, it felt",21
NA,like a real job; and when I negotiated roster,21
NA,changes for employees such as one who had,21
NA,been given a roster which would have seen,21
NA,him working nine hours during the only day,21
NA,he had access to his children or for another,21
NA,who would have had to leave her young,21
NA,children unsupervised had the original roster,21
NA,"gone ahead, not only did it feel like a real job",21
NA,"to me, I reckon those employees and every",21
NA,member of their families thought the job I,21
NA,was doing was pretty real too.,21
NA,And none of these outcomes were,21
NA,achieved through aggression. Like any other,21
NA,"organiser, I would sit down with the member,",21
NA,the delegate and management and we would,21
NA,"work through the problem. All day, every",21
NA,"day, managers and business owners would be",21
NA,"explaining their pressures, their constraints-",21
NA,often explaining those pressures far more,21
NA,candidly to me than they would to their own,21
NA,head office. We would arrive at sensible so-,21
NA,lutions that everyone could work with.,21
NA,I have read the Hansard of some of the,21
NA,debates in this chamber and have to smile at,21
NA,"the claims that, for people like myself, the",21
NA,involvement with unions is an albatross,22
NA,around our necks. Around the neck is not the,22
NA,way you wear a badge of honour. I will al-,22
NA,ways wear my history with small business,22
NA,and my history with unions the same way.,22
NA,There is not a day of my employment history,22
NA,I would ever want to change.,22
NA,I value every moment I spent in the state,22
NA,"parliament, and thank those friends from the",22
NA,state parliament who have come down today.,22
NA,"To be part of Bob Carr's government, to",22
NA,chair the State Development Committee and,22
NA,to work in Macquarie Street with a group of,22
NA,life-long friends was a real privilege. Yet for hurt.,22
NA,"me, right here is where I have wanted to",22
NA,work for a long time. I know you lose the,22
NA,intimacy and the intensity of those New,22
NA,South Wales debating chambers and that this,22
NA,is a lonelier place for members in many,22
NA,"ways, but there is something about the fed-",22
NA,eral parliament that goes way beyond the,22
NA,legislation we pass here and way beyond our,22
NA,constitutional powers. I realised this one day,22
NA,about eight years ago when Cathy came,22
NA,home from work and told me the children,22
NA,were playing differently at the community,22
NA,based child-care centre where she taught and,22
NA,racist taunts had suddenly crept into the,22
NA,guage of the children as they played. It did,22
NA,not happen because any law had changed. It,22
NA,did not happen because of government,22
NA,spending. It happened because a speech had,22
NA,been made by an Independent member in this,22
NA,chamber which was seen to legitimise racist,22
NA,comment in the name of free speech. There,22
NA,is something about what is said in this cham-,22
NA,"ber that changes the mood of the nation, that",22
NA,gives us a role in affecting how Australians,22
NA,relate to each other. Just as we have the ca-,22
NA,pacity here to run our politics in ways that,22
NA,appeal to the worst of the attitudes in Austraworking,22
NA,"lia, we have the capacity to appeal to the",22
NA,as well.,22
NA,When we acknowledge the incredible,22
NA,strength and richness of the many cultures,22
NA,"which make our nation so vibrant, from In-",22
NA,digenous Australians through to the most,22
NA,"recent immigrant, it has an impact on how",22
NA,Australians relate to each other at the work-,22
NA,"place, in the shopping centre and in the play-",22
NA,"ground. When members of this chamber talk,",22
NA,very few people tune in and certainly none of,22
NA,the under-fives in that Greenacre playground,22
NA,"listen to the broadcasts, but somehow the",22
NA,message gets out. When members here de-,22
NA,"mean others, divide communities and vilify",22
NA,"some of the most vulnerable people, those",22
NA,people do not have to be listening to feel the,22
NA,No matter how many pet issues an indi-,22
NA,"vidual member can bring to this chamber, so",22
NA,much of what we have to address is deter-,22
NA,mined by the pressure of the period of his-,22
NA,tory in which we find ourselves here. I be-,22
NA,lieve there are three overarching themes,22
NA,which will dominate the lives of anyone in-,22
NA,volved in the battle of ideas over the next,22
NA,"generation: the ageing population, climate",22
NA,change and globalisation. Some of the im-,22
NA,pacts of a lower birth rate combined with an,22
NA,increased life expectancy have already been,22
NA,well documented and discussed broadly. We,22
NA,lan- all know the subsequent importance of na-,22
NA,tional savings and the pressures which flow,22
NA,to our health and welfare systems.,22
NA,There is an added impact which is consid-,22
NA,ered too rarely. We have an education system,22
NA,which is designed to cater for the demo-,22
NA,graphic make-up of Australians more than 40,22
NA,years ago. By and large our education system,22
NA,presumes you can receive all the qualifica-,22
NA,tions you need well before you turn 25 and,22
NA,"then you are set for life, but an ageing popu-",22
NA,"lation will see people wanting, and in some",22
NA,"cases needing, to have a significantly longer",22
NA,"life, and technological change will",22
NA,best create an ongoing need for the update of,22
NA,skills. Many methods of continuing educa-,22
NA,"tion are poorly planned, impractical for peo-",22
NA,ple who are already balancing work and fam-,22
NA,"ily commitments, and way too expensive for",23
NA,people under modern financial pressures.,23
NA,For the last four years I have served as,23
NA,President of Bankstown Community College,23
NA,and have seen the value of affordable short,23
NA,"courses, not only for their content but for",23
NA,trying to ensure that people do not forget,23
NA,how to learn. I will never forget when the,23
NA,Lakemba Franklins store was for sale and,23
NA,one of the staff members was worried about,23
NA,"her future employment. She said, ‘Tony, if",23
NA,"only I'd learnt how to type, but it's too late",23
NA,now.' Even though she ended up with secure,23
NA,"employment in retail, the words she spoke",23
NA,still sound a warning for anyone who be-,23
NA,lieves lifelong learning is just a luxury. As,23
NA,the skills shortage intensifies and our popula-,23
NA,tion ages it will become an economic neces-,23
NA,sity.,23
NA,When I first joined the Labor Party all the,23
NA,environmental issues were about saving,23
NA,"iconic sites: the Franklin, the Daintree,",23
NA,Kakadu. Climate change moves any envi-,23
NA,ronmental debate to a new plane. The impli-,23
NA,"cations for water, salinity, the viability",23
NA,"many industries, and consequent issues in",23
NA,"trade and health, right through to bushfire",23
NA,"and natural disaster, all combine to move the",23
NA,debate on. The arguments over the causes of,23
NA,climate change or even questioning the exis-,23
NA,tence of climate change are all fast becoming,23
NA,conversations of the past. The responses,23
NA,need to occur at each level of government,23
NA,and our international role needs to be taken,23
NA,seriously. The tired old stunts of bashing the,23
NA,UN and refusing to sign international agree-,23
NA,ments have reached their use-by dates. There,23
NA,is too much at stake to get this one wrong.,23
NA,In any discussion about globalisation I,23
NA,should start by making clear that I am not,23
NA,afraid of it-not a bit. The growth in interna-,23
NA,tional campaigns on human rights has oc-,23
NA,curred hand in hand with globalisation. It is,23
NA,the strongest pressure on many nations to lift,23
NA,their game and open up the rights of their,23
NA,citizens as they open up their economies. It,23
NA,the was Labor that lowered the tariffs and intro-,23
NA,duced the competition reforms which began,23
NA,the process of breaking down the cartels,23
NA,which had shut out new businesses and pre-,23
NA,vented families from spending their income,23
NA,on fairly priced goods. This gave families a,23
NA,real increase in buying power-effectively a,23
NA,pay rise without a tax increase-thanks to,23
NA,the Labor reforms of the eighties and nine-,23
NA,ties.,23
NA,We have to make sure that in pursuing the,23
NA,improvements available to people as con-,23
NA,sumers we do not now sacrifice their dignity,23
NA,at work. No-one should have any pride in the,23
NA,rate of casualisation. Anyone who thinks that,23
NA,it is all about voluntary flexibility on the part,23
NA,of employees should come with me to a local,23
NA,"supermarket at one o'clock in the morning,",23
NA,go to a coffee shop the next day and see the,23
NA,"same people working, and then go again to",23
NA,find the same people working as domestic,23
NA,cleaners or mowing lawns in a scramble to,23
NA,of so find the hours that used to be available,23
NA,through full-time work.,23
NA,The flexibility that comes with upskilling,23
NA,is an important boost to productivity but that,23
NA,flexibility will always have a limit. Paying,23
NA,"bills is not flexible, the mortgage and rent are",23
NA,not flexible and the demand to feed the fam-,23
NA,ily will never be flexible. I have seen peo-,23
NA,ple's personal lives thrown into chaos by,23
NA,shifts suddenly disappearing or by one roster,23
NA,change meaning that the second job is no,23
NA,longer viable. The world will force us to con-,23
NA,tinue to embrace competition and to be flexi-,23
NA,ble with skills development. There are many,23
NA,"great benefits along that road, but if the word",23
NA,‘dignity' drops out of workplaces on the way,23
NA,through then we are missing some essential,23
NA,Australian values.,23
NA,Do not get me wrong. For all the opportu-,23
NA,nity that comes with being a member of this,23
NA,House I also recognise that being in opposi-,24
NA,tion has nothing going for it. Five months,24
NA,ago I was in government. I am 100 per cent,24
NA,"glad I went federal, but I do want to do",24
NA,something about the seating plan here. We,24
NA,become involved in the political system to,24
NA,make changes. We run for this parliament to,24
NA,affect the nation. Policy development is only,24
NA,ever the prologue. The real work is about,24
NA,implementation: reaching people and im-,24
NA,proving their lives. I have never believed in,24
NA,the nobility of defeat. I do believe in the,24
NA,pacity of the Labor Party to lift the,24
NA,this nation and lead Australia forward. Our,24
NA,job is to win: to implement the policies we,24
NA,"offer, to provide fresh opportunities while",24
NA,supporting the most vulnerable and to see,24
NA,reward for excellence without ever deserting,24
NA,those in genuine need.,24
NA,My predecessor was a member of this,24
NA,House for 25 years. If I manage the same,24
NA,length of service and spend only the first,24
NA,three years in opposition then there will be a,24
NA,reasonable chance to contribute. When I,24
NA,worked here in 1993 every commentator was,24
NA,saying how invincible we were. They soon,24
NA,"said the same about Jeff Kennett. In fact, in",24
NA,recent years the pattern has been that most,24
NA,Australian governments do look invincible at,24
NA,the start of their final term. Three years of,24
NA,effective hard work stands between Labor,24
NA,and government-work to which Labor has,24
NA,"an absolute commitment, work which is al-",24
NA,"ready under way, work which I am honoured",24
NA,to have a direct role in. I realise that this,24
NA,the only time that the House observes the,24
NA,courtesy of no-one interjecting during a,24
NA,speech. Good. There is a battle of ideas that I,24
NA,desperately want to be involved in and this is,24
NA,the perfect room to have it out in open de-,24
NA,"bate. Mr Speaker, bring it on.",24
The SPEAKER,Order! Before I call Mr,24
NA,"Robb, I remind honourable members that this",24
NA,is his first speech. I therefore ask that the,24
NA,usual courtesies be extended to him.,24
Mr ROBB ,Goldstein) (1.00 p.m.)-From,24
NA,"as early as I can remember, my mother and",24
NA,father instilled in me and my eight brothers,24
NA,and sisters that opportunity and freedom,24
NA,"would come through education, personal",24
NA,responsibility and self-belief; that our destiny,24
NA,was largely in our own hands-how hard we,24
NA,"studied and worked, the opportunities we",24
NA,"took, how we dealt with people. I grew to",24
NA,believe that I was responsible for charting,24
NA,my own course-that I was free to follow,24
NA,"ca- my dreams, make my own mistakes, take the",24
NA,spirits of consequences of my decisions.,24
NA,"Importantly, my parents never seemed to",24
NA,convey any resentment or jealousy that oth-,24
NA,ers might have more than we had. There was,24
NA,"no chip on the shoulder; rather, a notion of",24
NA,"‘blue sky', a sense that if we really wanted",24
NA,what others had-whatever that might be-,24
NA,then the opportunity was there to achieve it.,24
NA,"Ambition was presented as a good thing,",24
NA,"something to be nurtured and applauded, and",24
NA,not only in sport. I embraced these simple,24
NA,"truths as a philosophy, elements that I later",24
NA,came to see as best captured by the Liberal,24
NA,Party philosophy.,24
NA,So there was no road to Damascus for me,24
NA,in my support for the Liberal philosophy. It,24
NA,"evolved and owed most to my parents, which",24
NA,to some would seem surprising given their,24
NA,background. Many other life experiences,24
NA,have served to further entrench but also add,24
NA,to these principles or a set of ‘tram tracks'-,24
NA,a set of ‘tram tracks' that guide daily my re-,24
NA,is sponses to issues and events and will help to,24
NA,direct my response to matters in this House.,24
NA,I come to this place keen to put my ex-,24
NA,perience to good use and proud to represent,24
NA,all the people of Goldstein and I come very,24
NA,conscious of the trust they have placed in,24
NA,me. I intend that they will be well repre-,24
NA,sented. I am also conscious of the wonderful,24
NA,support for my campaign from so many Lib-,24
NA,"erals in Goldstein, under the very able direc-",24
NA,"tion of my campaign director, Jeannette",25
NA,Rawlinson.,25
NA,"Vida Goldstein, after whom my electorate",25
NA,"is named, was Victoria's foremost suffragist",25
NA,"for two decades, standing for parliament in",25
NA,1903-the first woman in the British Empire,25
NA,to do so. Vida was a woman of achievement,25
NA,"and conviction, as befits the people of my",25
NA,electorate. Vida grew up in the Western Dis-,25
NA,"trict of Victoria, like another accomplished",25
NA,"woman in my life: my wife, Maureen. I ac-",25
NA,knowledge the presence today in the gallery,25
NA,"of Maureen and our children, Tom, Joe and",25
NA,Pip. They are my strength.,25
NA,On this occasion I am also mindful of the,25
NA,outstanding service given to the people of,25
NA,"Goldstein by my predecessor, Dr David",25
NA,"Kemp, over 14 years. David, a man of great",25
NA,"intellect, integrity and endeavour, should be",25
NA,justly proud of his wonderful contribution to,25
NA,public policy over more than three decades. I,25
NA,suspect and hope that David's contribution is,25
NA,not yet finished.,25
NA,I bring to this place 33 years of work ex-,25
NA,"perience, with 20 years in and around the",25
NA,political process. I have worked in the public,25
NA,"sector, the private sector and the very private",25
NA,sector-the political machine. In the early to,25
NA,"mid-eighties, I was the chief executive of the",25
