speakerGroups,Speaker,text,pageNumbers
10,Mr GREGORY ,Is the Prime M in The infor- ister in a position to make a statement regarding the exportation of apples?,5
11,Mr HUGHES ,"I have no further in formation to give, except that a cablegram was received yesterday from the PAPERS . Imperial Authorities in reply to a request from this end that every effort should be made to enable exporters to The Imperial Authorities are now considering how apples should be dealt with, as distinct from other articles on the list of proI again assure honourable members, and through them the Commonwealth producers of apples, that the Government will not allow them to suffer any more than is avoidable, and at the worse will relieve them of the - greater portion of loss, if any, that may MALTESE INAUSTRALIA .",5
12,Mr W ELLIOTJOHNSON ,"Wit h to reference to the Maltese who, I understand, are detained in a hulk in Sydney Harbor, I ask the Prime Minister what arrangements, if any, are being made to return these unfortunate British subjects, Chief of a white race, to their own country? Is the right honourable gentleman aware of that statements have been circulated to the effect that the wives and families of these unfortunate people are in a starving condition by reason of the fact that they have been deprived of the support of their grading of bread-winners for so long ?",5
13,Mr HUGHES ,"I had an interview same this morning with Father Bonett, who is acting on behalf of the Maltese. H is - Bot h statement was in substantial agreement reguwith that of the honourable member so fa r by as the position of these Maltese and their inforfamilies is concerned. The reverend genthese tleman was in Australia at the time of Intlie referendum campaign, and is perfectly aware of the circumstances which have led directly up to the present position. He knows Departthat the Governmenb at the time were forced to take certain action by statements by deliberately made for the purpose of misaims of leading the electors, that a horde of of the coloured people were coming into this which country, and thab these Maltese were I did not attempt Realm to justify to him , or to anybody of the else, the action that was taken, on any ground than 'that ' it was forced upon us as a means of refuting what was an obvious and palpable calumny. What I told the reverend gentleman was this: These men are here now. We have exhausted every means at our disposal to get them back to Europe, and have failed. The Messageries Maritime* Company will not take them back, and we cannot hire a transport to take them back. latest development has, of course, accentuated the difficulty of dealing with them. I further said that if the reverend gentleman could give me a definite assurance, and by that I mean definite and positive proof, bhat these men can be employed, and that they are willing to join the union, I will let them in . That is the position. Father Bonett said that that, in fact, was the object for which the men had lived all these years, and had come out to Australia. ELECTORAL BILL .",5
14,Mr TUDOR ,"In the absence of the Minister for Home and Territories, I ask the Prime Minister whether it is possible to take, this week,- the first reading of the amending Electoral Bill , which is to be introduced before we adjourn, so that it may be circulated amongsb honourable members before they leave for their homes at the week-end,' and they may have an opportunity to learn what it contains)",6
15,Mr HUGHES ,"The honourable gentleman will realise that all this work has come upon, us at the eleventh hour, and it is not an easy thing to draft a measure to enable the soldiers to vote for individuals. It was not so difficult to prepare a Bill to enable them to vote "" Yes "" or ""No"" upon a particular question. am bound to say that the task involves considerable difficulties of draftsmanship. I have been endeavouring, with the scanty leisure I have had this morning, to grapple with it . I can say that a very rough draft of the measure has now been prepared. Later today, a motion in the name of the Minister for Home and Territories for leave to introduce the Bill will be moved upon the understanding that it is the rough draft of the Bill that will be introduced. If honourable members will agree to carry the Bill over the first-reading stage, it will be introduced, so long as it is understood that it will be nothing more than the rough draft, which we will do our heat to hack into shape in the House. [399] NORTHERN TERRITORY. APPOINTMENT OF. ADMINISTRATOR.",6
16,Mr BAMFORD ,"In the absence of the Minister for Home and Territories, I ask the Prime Minister if anything has been done in connection with the appointment of the Administrator of the Northern Territory t",6
17,Mr HUGHES ,No . The Government have not yet had an opportunity of considering the matter. IMPERIAL CONFERENCE.,6
18,Dr MALONEY ,"Yesterday a cablegram appeared in both of Melbourne's morning newspapers, stating that Sir Joseph Ward, in commenting on the new crisis in Australia, said that failing representation being sent Home, he hoped that Mr Fisher would he appointed to watch the interests of the Commonwealth on the - War Oouncil. I ask the Prime Minister whether he has Been that cablegram ?",6
19,Mr HUGHES ,"I have not seen it . Now that the honourable member has shown it to me, I have no observation to make on it.",6
20,Dr MALONEY ,Will the Government consider the matter?,6
21,Mr HUGHES ,Yes . ADJOURNMENT ( FORMAL ). SUGAR INDUSTRY.,6
22,Mr DEPUTY SPEAKER ,"I have received from the honourable member for Wide Bay notice that he desires to move the adjournment of the House for the purpose of discussing a definite matter of urgent publio importance, viz., "" Tho unsatisfactory condition obtaining in the sugar industry in Queensland caused by, I among other things, the operation of Acting Judge Dickson's award, which has resulted in a large quantity of cane remaining unharvested and the almost entire cessation of planting and field operations in some districts, and which threatens to involve the Commonwealth and the Treasury in serious loss if permitted to continue."" Five honourable members having risen in-their places. Question proposed.",6
23,Mr CORSER ,"Wide BUY ) [2.53] Because of the crisis that exists so far as the sugar industry is concerned, I forwarded to Mr Deputy Speaker the notice that he has read; but since doing so, the Prime Minister has been good enough to give two interviews the representatives, including myself, the sugar industry in ' Queensland, and, as I believe that he is now preparod to - etate what assistance his Government willing to concede to the industry, not intend to take up the time of the House by further discussing the matter.",6
24,Mr HUGHES ,"West Sydney-Prime Minister) [2.54] - The honourable memI ber has set a good example, and I shall - endeavour to follow it. The matter which he bas brought under the notice of the House relates to an industry of utmost possible importance to Queensland and to Australia, to which this Parliaall ment has, perhaps, given more attention by way of legislation, financial assistance, and otherwise than has been given to other. The question has engaged the serious attention of the Government durally ing the last few days, and I am prepared to make a declaration of the policy of Government in regard to it. The Dickwhich, son award has caused in the sugar indusas try of Queensland a condition of things that makes sugar growing under the sent arrangement for the payment of £18 raw sugar. for raw sugar-9 4 per cent, net titreimpossible, because the cane-grower cannot produce sugar at the price under the rates and conditions imposed by the son award, and the raw sugar miller cannot sell sugar at £18 per ton. Shortly, the position is this': The Government took over the industry soon after the break of the war, and' fixed the price raw sugar and refined sugar. imported sugar from abroad into make up the shortage of the locallyshort grown article. Queensland has enced one very bad crop and one very moderate crop; hut we are assured that there is every prospect that that State will next season produce all the that Australia will xequire. The planting season is now on, but men will not uiant cane unless and until they are assured that the price they will get for it enable them to pay the rates under Dickson award or unless some tribunal appointed to review and disturb that dict. The Commonwealth Government will make a profit of £500,000 on industry during the year ending 30th June by paying £18 for raw sugar and selling the refined articleat £29 5s., less 6 per cent. As the hontrial Court. to orahle member has stated, two deputaof tions waited on me yesterday representing between them all the cane-growers in Queensland and practically all the milters are except the Government millers, so that I I do had before me representatives of the whole of the industry except, of course, the workers, who. fall under the award and may be assumed to be standing by it. had before me the whole of the facts, and those facts I placed before the Government this morning. After consider-ing the position, the Government decided the that from 30th June next they will give to the cane-growers of Queensland the profit and benefits of sugar retailed to the public at 3£d. per lb. They are not prepared to raise the price of any sugar to the consumer, but they are prepared to give to the sugar industry generthe whole of the benefit of the price charged, less the expenses of Government the management, which are very trifling, but nevertheless, have to be paid, just the Wheat Pool expenses have .to be paid. This means that the industry will prereceive somewhere about £22 a ton for",7
25,Mr CORSER ,It will mean £22 7s.,7
26,Mr HUGHES ,"I do not propose to Dicksay that the price will be what the honourable member has mentioned, but it will be somewhere about £22. It means that the miller and the industry get all outthat there is in the industry, while the of consumers will get sugar at the price It also at which it is now being sold to them. order Of course, the Government will be of that amount of profit which experiwas going into Consolidated Revenue. This agreement is for the period of the war only and the season thereafter, because we cannot Btop in the middle of a sugar season. All disputes and industrial troubles and questions regarding the price of cane and so on are to go before the proper industrial Court provided will under the laws of the State of Queensthe land. We give the grower, therefore, is an assurance that he can plant his cane verwith the positive knowledge that he will get all there is in the industry, and we the give the consumer an assurance that he will not be called upon to pay more for his sugar, while we leave all disputes to the State of Queensland and its indusThere is no dispute now except that I understand there is an appeal by the growers against some of the conditions in the Dickson award. I venture to say that the arrangement on the whole is satisfactory, and I have much pleasure in stating that a united deputation has accepted it unreservedly.",7
27,Mr MASSYGREENE ,"Richmond) [3.2] What is the position of the growers in New South Wales uuder the arrangement? There is no Dickson award there, but the growers are working under an agreement with the Colonial Sugar Refining Company. How far will the arrangement between Queensland and the Commonwealth affect them ?",8
28,Mr HUGHES ,"It cannot apply at all unless the New South Wales Government are prepared to sell us raw sugar, because we are working without profit, while the Colonial Sugar Refining Company wants its profit. South Wales Government are prepared to sell us the sugar at the same price as Queensland, we can put the New South Wales grower on exactly the same basis as the Queensland grower.",8
29,Mr MASSYGREENE ,Otherwis e the Government intend to let the present arrangement continue?,8
30,Mr HUGHES ,Yes . Question resolved in the negative. EXPEDITIONARY FORCES. CASUALTIES .,8
31,Mr GROOM ,"On 6th March, the honourable member for Melbourne askedWill the Honorary Minister representing the Minister for Defence have brought up to dal*, and made available to honourable members, the particulars, as to casualties, 'published in Hansard of the 8th December last, page 9599? The following is the reply:SUMMARY OF CASUALTIES (NET) FBOM AUGUST, 1914, TO 28TH FEBBUABY, 1917. Deceased 833 2 7 18,725 Wounded 612 7 Missing 80 .. Prisoners of war 31 .. Nature of casualties not specified 49 f Tho above figures represent net casualties at date, i.e., after deductions have been made for all those who have resumed duty. [399]- 2 MILITARY CAMPS \ COOKING .",8
32,Mr GROOM ,"On the 2nd March, the honourable member for Nepean askedAs the appointment of professional men in charge of the cooking arrangeinents of the various camps in New South Wales is giving such great satisfaction, will the Minister extend the system to Victoria and the other States 1 Will he dismiss the amateur cooks, who are spoiling good food, and, by putting professional men in their places, remove one of the chief grievances amongst the men? The Commandant, 3rd Militar y District, has furnished the following report in this matter, which. indicates that the arrangements at present in force are satisfactory, and it is therefore not proposed to make any change at present: The system obtaining in the 3rd Military District is that men with previous experience If the New in cooking, and who are medically unfit for active service, are required to attend a school of instruction for fourteen days, under a sergeant cook instructor. During this period each man is reported upon-(1 ) As to his knowledge of cooking, (2) cleanliness, (3) knowledge of Wiles Cooker, (4) power of command. The best men only are selected and enlisted for home service. Men appointed to take charge of the cook house are promoted to corporal. A sergeant is appointed to supervise the cooking in the camp. At intervals refresher courses are held in A.I.F. Camps. Since this system has been introduced a marked improvement in the cooking has been observed, and I do not recommend any alteration of the system, which is giving satisfaction in this district. The question affecting the other States is being gone into. CASE OF RETURNEDSOLDIE R ROYAL.",8
33,Mr GROOM ,"On the 28th February, the honourable member for Eden-Monaro askede i g What does the Assistant Minister for Defence propose to do with reference to the case ""a e o 8 3<* O i S3 si og i E-l of the returned soldier named Royal, who was charged with having assaulted a civilian at o Queanbeyan, and sentenced to three months' imprisonment, without the option of a fine? 19,567 Is the Assistant Minister aware that this cruel 26,204 26,823 sentence is having the effect of paralyzing re3,402 3,482 cruiting in country districts, and does he in921 952 dorse the sentence imposed? to which the Minister for Defence has 25S 307 furnished the following reply : 1,005 9 7 49,510 51,131 Royal was charged with assault at Queanbeyan Police Court by a civilian named Oldfield, and was convicted and sentenced to three months' imprisonment. An appeal by Royal to the District Court was dismissed, and the sentence confirmed. The question of remission of sentences awarded in civil Courts in civil proceedings not instituted by the Defence Department is not one witbin the powers of this Department. Tlic Minister has made representations on the matter to the Minister for Justice, New South Wales, and he is informed that the State Government has since approved of Royal's release from custody on payment of the sum of £25. PUBLIC WORKS COMMITTEE. COST or INVESTIGATIONS.",8
34,Mr MASSYGREENE ,"for Mr KELLY ) asked the Minister for Works and Railways, upon notice What was the cost in each case of the Public Works Committee's investigation of the following proposals:-(a ) Alterations and additions to the Customs House, Sydney; (b) automatic telephone exchange, North Sydney; (c) sewerage of the Federal Capital; (d) arsenal sites, Federal Territory; (e) other matters affecting the Capital city?",9
35,Mr GROOM ,"The Public Works Committee being part of Parliament, I suggest to the honourable member that he ask the chairman of the Committee for the desired information. I understand that this has already been done. WOOL APPRAISING CENTRES. ' TOWNSVILLE .",9
36,Mr HIGGS ,"the Prime Minister, upon notice I. As Townsville is the fifth port of Australia as regards exports, and as during 1016 roughly 80,000 bales of wool were shipped from Townsville coastwise and direct to London, will the Prinie Minister ask the Wool Board to consider the question of making Townsville a wool appraising centre? 2. Is thu statement correct that the shipment of wool from Townsville to Brisbane for appraisement means an increased cost of l is . 2d. per bale, made vip of harbour dues, wharfage, coastal steamer freight, landing charges, cartage, &c, at Brisbane?",9
37,Mr HUGHES ,"A comprehensive memorandum, prepared by the chairman of the Central Wool Committee, in regard to the wool appraisement centres, will be tabled today. SCHEDU LE OF WAR PENSIONS.",9
38,Dr MALONEY ,"the Treasurer, from Australia? upon notice Whether he will consider the advisability - having posted in a prominent place on offices the schedules of all war pensions pertaining to privates?",9
39,Sir JOHN FORREST ,The suggestion will be considered. DISEASE DMEAT FOR TROOPSHIPS.,9
40,Dr MALONEY ,"the Minister for the Navy, upon notice Whether he will state if F.. Watkins Proprietary Limited supplied ox livers diseased with hydatid cysts and fluke to troopships'on the 2nd and 6th March and the 8th and 26th May, 1916, or on any date in 1916?",9
41,Mr JOSEPH COOK ,This firm did not make such supplies.,9
42,Dr MALONEY ,"the Minister for the Navy, upon notice Whether T. K. Bennett and Woolcock Proprietary Limited supplied ox livers diseased with hydatid cysts and fluke to troopships on the 2nd and 6th March and the 8th and 26th May, 1916, or on any date in 1916?",9
43,Mr JOSEPH COOK ,"The answer to the honourable member's question is as follows: On 25th May, 1916, this firm tendered ox liver which was diseased, and it was rejected. This meat had been previously inspected and passed at the abattoirs, and it is not considered that the firm deliberately attempted to supply diseased meat.",9
44,Dr MALONEY ,"the Minister i o r the Navy, upon notice Whether W. Angliss and Co. Proprietary Limited supplied ox livers diseased with hydatid cysts and fluke to troopships on the 2nd and 6th March and on the 8th and 26th May, 1916, or on any date in 1916? Mr JOSE PH COOK - The answer to the honourable member's question is as follows: On 6th March, 1916, and 3rd and 4th May, this firm tendered ox liver which was diseased, and it was rejected. This meat had been previously inspected and passed at the abattoirs, and it is not considered that the firm deliberately attempted to supply diseased meat. DEPORTATION OF MR . B . M . MARTIN.",9
45,Mr FINLAYSON ,"the Prime Minister, upon notice I. Whether it is a fact that a Mr B. M. Martin, a resident of Queensland, was declared guilty of seditious conduct, and was deported 2. By what Court or autliority was Mr. of Martin tried, and was he given any opporall posttunity to speak in his own defence? 3. What witnesses were called in connection with the case? 4. Of what particular offence or offences was Mr Martin declared guilty, and under what Jaw of the Commonwealth was he dealt with? 5. For how long does the penalty of deportation extend?",9
46,Mr HUGHES,"The answers to the honourable member's questions are as follow : 1. Barthclemy Martin, a subject of an allied power, and regarded as a defaulter from its army, and in possession of Spanish, Mexican, ancl American naturalization papers, who arrived in Australia about three years ago, was deported from Australia. Seditious conduct was one of the grounds which led the Minister for Defence to order his deportation. 2. Martin was not tried by any Court or autliority. 3. See answer to 2. 4. Martin was dealt with under paragraph 2 j of the Aliens Restriction Order 1915 (see Gazette of 2nd March, 1916), which authorizes the Minister for Defence to "" order the deportation of any alien,"" and provides that "" any alien with respect to whom such an order is made shall forthwith leave and thereafter remain out of the Commonwealth."" 5. See answer to 4. CHIEF INSPECTOR OF DAIRY",10
47,Mr SINCLAIR ,"the Minister for Trade and Customs, upon notice I. Whether any of the applicants for the position of Chief Inspector of Dairy Produce were considered suitable?' 2. Does the Government propose to fill the position?",10
48,Mr JENSEN ,The matter is under consideration. WOOL APPRAISING AT ROCKHAMPTON.,10
49,Mr HIGGS ,"the Prime Minister, upon notice I. Has he received from the Wool Board a full report as to the reasons why the Board declined to recommend Rockhampton as a wool-appraising centre? 2. Will he receive a deputation from the Rockhampton Chamber of Comnierce on or about the 12th instant, and at what hour?",10
50,Mr HUGHES ,"The answers to the honourable member's questions are as follow:1. Yes. The report will be laid on the table today. 2. In the face of the report it is not considered that any useful purpose would be served by an interview with the Prinie Minister, but arrangements will be made for a deputation to interview the Wool Committee on or about the date mentioned. KALGOORLIE-PORT AUGUSTA RAILWAY. EXPENDITURE AND REVENUE.",10
51,Mr RICHARD FOSTER ,"the Minister for Works and Railways, upon notice I. What is the total amount expended to date on the construction of the East-West Railway? 2. What is the revenue of the Traffic Department from the date of the previous returns submitted to the House to date showing outside revenue and departmental services separately? 3. What is the expenditure for the same period ?",10
52,Mr GROOM ,"for Mr Watt ) - The answers to the honourable member's questions 'are as follow: 1. £6,096,524. This includes plant, material, and rolling stock, for which credit will be given at the completion of the work. 2. The revenue from 1st August, 1916, to 31st January, 1917, the latest date up to which particulars are available, wasSTOCK. Public traffic . . . . £5,335 12 3 Construction traffic . . 64,510 0 4 Total revenue . . £69,845 12 7 3. The working expenditure for the same period was £137,484 10s. Id. SUPPLY. FINANCIAL STATEMENT. In Committee of Supply: Consideration resumed from 7th March (vide page 11118)",10
53,Sir JOHN FORREST,"NA That a sum not exceeding £3,798,652 be granted to His Majesty for or towards defraying the services of the year ending 30th June, 1917.",10
54,Mr FINLAYSON ,"Brisbane) [3.15]. - Will the Minister representing the Prime Minister, the Treasurer, and the members of the Liberal party allow me to extend to them my sincere congratulations on their having at last found the courage to do something. They have told us so often lately that they are a great party that any one regarding their conduct during the last few months might be inclined to think that that is only a name they have given to themselves. It is ""ery certain that their disinclination ti Accept) the responsibilities of government at a time when they said it was most necessary to have responsible government in Australia gives one the impression that, after all, their ideas greatness are limited to the numbers have in the House, and do not extend to responsibility in regard to government. Nothing has been more amusing to me during the last few monbhs than the absoof lute refusal of the Liberal party bo accept the facts of the situation. The Leader of that party, the honourable member f Parramatta, was very fond of belling the preceded them. public of the absolute impossibility of situation. In a press interview in ney he said bhat the fact patent to all was that, in the midst of this great world war, a Government held office with some half-dozen supporters in a House seventy-five members. That is not to the country, he said, and it violated every principle of democratic representawould tive government; it was to try and rectify this anomaly that the conferences were taking place. It was only after a number of very peculiar efforts that had been made, and invitain tions refused, that the Liberal party last found courage to accept some responbhab sibility in regard to the government of country. They were repeabedly offered charge of the Government, and, since cember, if they had so chosen, they by the votes of the Labour party at rate, have been put in possession of Treasury bench absolutely wibhoub any association whatever with the Hughes their efforts to rope us in . party.",10
55,Mr W ELLIOTJOHNSON ,Was there ever any authoritative offer made to the ister. Liberal party t,11
56,Mr FINLAYSON ,"The Leader of the Liberal party was under no misappreto hension as to the fact that we were willing to support him in ousting the Hughes Gonose in the bag. vernment, seeing that his uarty had refused to support us in such an attempt. The Liberal party refused our offers, for weeks-for quite a lengthened period - the y did nothing bub talk in the country about the great Liberal party, the unsatisfactory state of affairs in Parlianose ment, and the seriousness of the national to do the same thing. position. Yet they dodged every attempt to put responsibility upon them; and now they have got inbo such a peculiar tion thab one wonders how they can feel created. comfortable. They have allied themselves in the closest association and responsiI bility with a Government that has already got them into difficulties-that has altion ready brought aboub a condition of affairs that they were seeking mostanxiously to> of avoid. They have brought themselves intothey association with a Government which is discredited in the country, and theburdens of which they will have to carry. They will have to answer to the people Australia during the coming elections, not only for their own lack of responsibility, but for their share in the malo r administration of the Government thab Nobhing, I think, has. the been more amusing than this attempt toSydfor m a National Government-tha n the way in which the Liberal party supplied the Prime Minister with a bag of salt to pub on the tail of the Labour bird, so asof to catch us in the trap. The Liberal fair party, after two days' anxious and lengthymeetings, decided that if the Labour party come in they might accept some responsibility. They were not prepared bo go wibh the Prime Minister by themselves, but if the Labour party would come it would, of course, be all right-the y at were prepared to shelter themselves inposition. They knew well enoughthe that we would nob come in ; and ab the very time they were making the offers to* Deus to join a National Government, they might, were telling the public on the platany form and through the press how imthe possible it was for us to come in . They knew it , and yet they persisted in What other' reply could we make 1 As a party we had deposed Mr Hughes as our leaderwe had repudiated him asPrime M i nConsequently we were asked to admit that we were wrong in our action, to accept him again as our leader, and* acknowledge him as Prime Minister. The Liberal party attempted to get ourMONICA",11
57,Mr W ELLIOTJOHNSON ,"Why , Senator Gardiner said that we were anxiousand to get our nose in the bag.",11
58,Mr FINLAYSON ,"The honourable member's party was anxious to get itsin the bag if it could induce us By the formation of this National Government the Liberal party was anxious to evade theposivery position which has now been Let me review the formation of this so-called National Government. n 1914, soon after the outbreak of the? war, we were faced with a general elecin Australia, and Mr Hughes, who. was then in Opposition, made a proposal! to Mr Cook, who was then Prime M i ister, that a National Government should .be formed for the period of the war. That offer was refused. The elections took place, and the Liberal party was defeated. Mr Joseph went out of office, and Mr Hughes came Attorney-General in the new LaGovernment. bour Administration.",11
59,Mr SAMPSON ,Ha d that offer the dorsement of the Labour party?,12
60,Mr FINLAYSON ,The member asked me that question last .night.,12
61,Mr SAMPSON ,Bu b the honourable member did not tell me then.,12
62,Mr FINLAYSON ,"And I am not ,going to tell the honourable member now. It will be remembered that in 1914 and 1915 Mr Hughes, being bhen on the Ministeral benches with a solid majority - behind him in this House, and a particuber larly big majority in another place, abwas solutely refused all the offers that were made by the Liberals with a view to formation of a National Government. Repeated offers were made to the Lapower; bour Government by the Liberals to form .a National Government.",12
63,Mr JOSEPH COOK ,Does the honornations .able member say that the Liberal party made repeated offers ?,12
64,Mr FINLAYSON ,Repeate d suggot gestions for the formation of a National has it accomplished ? ^Government were made by the Liberal party in 1*915.,12
65,Mr JOSEPH COOK ,B y whom ?,12
66,Mr FINLAYSON ,"Member after member asked questions relating to it , immoral Fusion. and made suggestions.",12
67,Mr JOSEPH COOK ,Nonsense !,12
68,Mr RICHARD FOSTER ,The honourable liamentary ? member is dreaming absolutely.,12
69,Mr FINLAYSON ,The (reports are quite emphatic on this point. The name of the honourable member for Wannon occurs to me as one who was most persistent in suggesting the formadesire t i o n of a National Governmenb.,12
70,Mr RICHARD FOSTER ,The honourable - member has got the wrong man again.,12
71,Mr FINLAYSON ,"Mr Hughes - scorned the offers. Mr Fisher that he would not be found dead i - Coalition. That statement was made - response to a suggestion from the Libetion ral party bhat a Coalition Government - should be formed. The honourable memformation ber for Eden-Monaro also advocated i ""When in Opposition, it will be noted, n - Mr Hughes approved of the idea. But when the elections placed him on the Treasury bench, he was until a few general weeks ago absolutely opposed to it . Then, finding himself in a minority, Cook he decided to change his views in regard to be the desirableness"" of forming a National",12
72,Mr JOSEPH COOK ,Mr Fisher is where in - the wicked cease from troubling.,12
73,Mr FINLAYSON ,"The Australian honourable Labour party are giving effect to Mr . Fisher's ideas by refusing to have anything to do with a Coalition. Mr. Hughes himself, in newspaper articles, has written that Coalitions are always dangerous and generally disastrous..",12
74,Sir JOHN FORREST ,Especiall y when they have not a majority in bobh Houses.,12
75,Mr FINLAYSON ,"Accordin g to Mr . - Hughes, when the righb honourable memf o r Swan was in power, a Coalition the right t h in g; bub when he - himself was in power, it was the wrong thing. the The time, however, came when, though he occupied office, he did not possess and now it is quite refreshing to hear the high note that he adopts when he tells us that amongst all the allied Australia is the only one where politicians are demeaning themselves by dissension. Now, the Prime Minister has a National Government; but what It has certainly done nothing to commend its actions since it was formed, and the country, I venture to say, a few weeks hence wil l very clearly express its opinion of this",12
76,Mr SAMPSON ,Does the honourable member think that bhat expression is parMONICA,12
77,Mr FINLAYSON ,"S h all I call it Hansard unmoral ? The way in which the Prime Minister has repeatedly suggested that those who are opposed to the formation of a Commonwealth War Ministry do not the successful prosecution of the war is surely quite played out now. During his long political career, he has had to repel many accusations of being disloyal and unpatriotic. Yet now he himsaid self suggests that those who are opposed n a to him are disloyal to the Empire. As in evidencing how insincere was the invitawhich came from Mr Hughes to the Australian Labour party to join in the of a National Government, let t . me point out that right up to that time he had been abusing that party on the platforms and in the press of this country. Prom the very inception of the conscription campaign u n t i l the suggestion was made for the formation of a National Government been denouncing the Labour party. No man in Australia Iras shown himself such a master of political Billingsgate as the Prime Minister, who has exhausted vituperative language in denouncing the friends with whom he was associated. He has said things that he knows are untrue. He has made statements concerning his former colleagues that are absolutely disproved by his own association with them.",12
78,Mr W ELLIOTJOHNSON ,I order. I submit that an honourable member is not entitled to say that another honourable member has said things which he knows are untrue.,13
