speakerGroups,Speaker,text,pageNumbers
10,Mr ARCHIE CAMERON ,"We have to admit that a decided improvement has occurred; but as the honourable member for Wakefield ( Mr Hawker), and the honourable member for Flinders ( Mr. Fairbairn) pointed out last night, the speech of the honourable member for Griffith ( Mr Baker) showed that there was serious misunderstanding on the part of the honourable member as to the actual position of the pastoral industry even in his own State. The honourable member seemed to overlook the fact that certain disabilities due to drought were still prevalent in Central and Western Queensland. These influences are also felt in parts of New South Wales, a section of Yictoria, and large portions of South Australia and Western Australia. Whilst a definite improvement in conditions has taken place, due partly to the increase of the prices of wool and wheat, no member on this side of the chamber is prepared to say that normal conditions have been restored. If he were to make such an assertion, I would not believe him. I shall now deal with the six points mentioned by the Leader of the Opposition. The first was a bounty to assist sales. If that became the policy of the Opposition, taxation would have to be maintained at its present high level, or even increased, in order to provide the money necessary for the payment of the bounty. One complaint I have heard from the Opposition is that certain commodities are sold here at a much greater price than is charged for them in foreign markets. If the Opposition persisted in that policy, it would mean an extension of the system to which they object. The next point was that there should be tariff restrictions to reduce the stream of imports; but that is in direct contradiction to one of the most important statements in another part of the speech made by the Leader of the Opposition, when he referred to economic anarchy due to tariff policy shutting out trade. A further point taken was the raising of an external loan but did the honourable gentleman seriously mean that the ComLabour party would consider the raising of loans on an external market under present conditions? If so, I think that it would find such a proposal impracticable. Next came a suggestion for the rationing of exchange, without varying the rate. The honourable member himself said that that would be unsuccessful, so I need add nothing on that point. As to the variation of the exchange rate, from my point of view, and that of those whom I represent in this chambeT perhaps more closely than some other honourable members, this would be a decided advantage. If there were an increase of the rate, it would immediately mean an increase of the prices of those exportable commodities which the producers have to sell; but coupled with that would be an increase of the internal price levels of those commodities which the working man on wages has to buy. Consequently I am a little dubious as to whether that course would be adopted by the Opposition if they had the responsibility of making the decision. The next matter raised by the Leader of the Opposition was that of general deflation, the establishment of a higher interest rate and the contraction of Australian purchasing power, which it is contended, will, in essence, have practically the same result as an increased rate of exchange. The Opposition has had quite a lot to say about the increasing flow of imports. Let us examine what is meant by the term "" trade"". I have always understood trade to mean an exchange of goods for goods if not directly, at least, indirectly. But if we are to take the statements of honourable members of the Opposition at what appears to be their face value, their idea of trade is that we should go oh exporting and exporting but never receiving anything in exchange. That sort of trade, if it can be so called, cannot continue for long. It is obvious that if we are to speed up our production and so become competitors in foreign markets, as the Leader of the Opposition mentioned yesterday, then we have to be prepared to accept goods from foreign purchasers in exchange for the goods which we send to them. That conception of trade, however, does not fall in with the tariff policy of the Australian Labour party.",12
11,Mr CURTIN ,"But the mere exchange of goods for goods would not enable us to pay our external obligations. Mr Archie CAMERON"" - Austra lia has a certain amount of external obligations to meet, but I do not think that the honourable member seriously suggests that the Cabinet would not take cognizance of the London reserve position although he made that charge. I am afraid he has not produced a bill that would stand inspection by a political Auditor-General, at any rate, because the charges he makes are not accurate.",13
12,Mr BAKER ,It is the honourable member's duty to prove that they are not accurate.,13
13,Mr ARCHIE CAMERON ,"When speaking last night the honourable member for Griffith ( Mr Baker) did not prove the accuracy of those charges. He certainly spoke about ad hoc and propter hoc, which caused me to accuse him of being all hocks; but with all due respect to what the Prime Minister said yesterday about the modesty of the honourable member, I suggest that the most distinguishing feature about him is not his "" hocks "", but his ears.",13
14,Mr CORBETT ,"Mr Speaker, I ask, is that a parliamentary expression?",13
15,Mr SPEAKER ,"Hon. Gr. J. Bell) The expression was certainly not parliamentary. Unfortunately it was occasioned by an interjection, which I overlooked, and which should not have been made. I hope that honourable members will not interject or make personal remarks.",13
16,Mr ARCHIE CAMERON ,"There is such a thing as a law of interest which, I am afraid, in the discussion of such things as trade and interest rates, there is rather a tendency to overlook. If there is a great demand for money in the community for certain products, whether primary or secondary, and the industries concerned show signs of revival, then there will be a growing demand for money from the banking institutions for investment in those particular industries. That demand, to my mind, is one of the factors which, today are causing a slight increase of the rate of interest. This morning a number of honourable members viewed a picture dealing with the great motor works at Woodville, South Australia. Two or three years ago very few men were employed in those works; today in two of those establishments there are over 7,000 men employed in the making of motor bodies. It is obvious that if there is an increased demand for motor bodies there must also be an increased demand for certain materials or goods which are not manufactured in this country, but which must be imported by the firms concorned, which in this instance, are Messrs. Holdens and Richards. The same thing applies to public utilities, such as the laying of the telephone cable to Tasmania, which was recently completed by the Commonwealth Government. For that particular work the Commonwealth Government had to import the cable. Was it wrong in doing so, although it must have reduced the balance of our London funds? A similar process goes on throughout industry generally, this factor and others affecting our London reserve. The Leader of the Opposition dealt at some length with the matter of our London balance and how it is arrived at. I suggest that no team of statisticians has yet been born that can forecast accurately what the London balance is going to be, say, in a month's time; this is mathematically impossible because of the many factors which enter into the matter. An alteration of the prices we obtain for our goods may not affect the London balance in our favour at all. For instance, if the alteration of price occurs after a commodity has been bought in Australia by an overseas merchant, it makes no difference to our London balance. That balance is, however, affected by the amount of money which goes out of this country to pay the costs of travellers who leave this country. Likewise, it is affected by the amount of money transferred to this country by visitors to Australia from overseas. Another factor to be considered is the shipping rate, mo3t of which is payable to the United Kingdom, whilst a reduction of the rate of insurance is bound to affect the balance in London. These things cannot be forecast. The prices of staple commodities, which are very largely responsible for the maintenance of this balance, cannot be forecast with any degree of accuracy even a day ahead, let alone a month ahead. Thus, this is a subject which should be left entirely to the management of those who have had some experience in dealing with it ancl can speak with authority on it . The suggestion was made last night that this chamber should be given the sole right of determining the policy of the Commonwealth Bank. I am absolutely opposed to such a proposal, and in this respect I cannot do better than refer honourable members to the report of the royal commission which inquired into the affairs of the Agricultural Bank in Western Australia. One point made by that commission was that Ministers in Western Australia so interfered with the investments and activities of that bank, that today Western Australia is faced with a debt of some millions of pounds- a loss which has to be made good by the taxpayers. I understand that the interest bill on those losses amounts to something like £640,000 a yetir. Another instance of political interference with banking policy is the notorious attempt of the Government of New South Wales to interfere in the business of the Savings Bank of New South Wales, as a result of which many of the depositors in that bank were placed in ; i very unfortunate position. Nothing iias been brought forward by the Opposition to show that the Government has failed in its duty in regard to the interest rate or the exchange rate or the offer of treasury-bills to the general the public. Honourable members on this side of the chamber, especially those who represent producers who owe considerable sums of money, would like to see the interest rate kept as low as possible.",13
17,Mr MAHONEY ,The producers cannot pay increased interest rates.,14
18,Mr ARCHIE CAMERON ,"Wit h an increased demand for money and an extension of secondary industries, there is bound to be a hardening of interest rates. The present rate of per for call money is not fixed; at any time it may either drop or rise. It would be interesting to know what the Opposition would do if it were on the treasury bench. Could it prevent the Bank of New South Wales from increasing the rate of interest on fixed deposits ?",14
19,Mr BEASLEY ,Does the honourable member think that the action of the bank was right?,14
20,Mr ARCHIE CAMERON ,"I do not know all the circumstances. No evidence has been presented to this House that the action of the Commonwealth Bank Board in making available in the open market treasury-bills to the value of £1,000,000 was responsible for the increased rate of interest payable by the Bank of New South Wales on fixed deposits. Decisions of this nature are not made hurriedly. I do not know Mr. Davidson, of the Bank of New South Wales, other than by reputation, but he would be a very impetuous gentleman to control such an institution as the Bank of New South Wales if, a few minutes after the Commonwealth Bank Board announced its decision to make treasury bills available to the public, he decided to increase the rate of interest payable by his bank on fixed deposits. The Opposition has no more knowledge of this question than has the ordinary private member on this side of the chamber. It may be that the Government has more information; but, if so, it has kept that information to itself. As I have said, decisions of this nature are not made suddenly, but are the result of mature and deliberate consideration on the part of the directorates of the banks concerned. If we knew the facts, we should probably find that the Bank of New South Wales arrived at its decision before Commonwealth Bank Board announced its intention to place treasury bills on the open market. At least Opposition members are unable to produce any evidence to the contrary.",14
21,Mr GARDEN ,It may be that there was a conspiracy to throw the blame on the Commonwealth Bank instead of on the private banH.,14
22,Mr ARCHIE CAMERON ,"I do not know anything about conspiracies, because I was not brought up in the cent, atmosphere in which they are hatched. The attitude of the Opposition reminds me of a story of the man who caused a great deal of noise, 'but gathered very little wool when he attempted to shear the pig.",14
23,Mr WARD ,"East Sydney) [3.4] Not one speaker from the Government side of the chamber has answered the serious charge made by the Leader of the Opposition ( Mr Curtin), that the functions of government have passed from this Parliament to an authority outside Parliament. Moreover, differing statements as to what actually took place to the action of the Commonwealth Bank Board in making available treasury-bills in the open market have been given by the Prime Minister ( Mr Lyons) and the Treasurer ( Mr Casey). The Prime Minister did not tell the whole of the facts to this House, probably because he was not in possession of them. If that be the situation, it is rather a peculiar position for a Prime Minister to occupy. The right honourable gentleman said that he was not aware of the action contemplated by the Commonwealth Bank Board until the day before action was taken. He went on to say that it is not the duty of the Government to tender advice to the Commonwealth Bank unless that advice is sought. Not long after the lionorable gentleman took his seat the Treasurer told us that the Government had been in close consultation with the Commonwealth Bank Board throughout. It would appear either that the Prime Minister had the information but was not prepared to give it to this House, or that he did not have it, and is, indeed, Prime Minister only in name. The fact is that, instead of this being test between the Commonwealth Bank and the private banks, the whole business has been most cunningly managed in order to make it appear that the Labour party is inconsistent in that, although was responsible for the establishment of the Commonwealth Bank, it now supports the private banks against that institution. That is not the position, because the Commonwealth Bank today is a vastly different institution from that which was established by the Labour party in 1911. To-day the Commonwealth Bank is merely a bulwark of the private banks. I am of the opinion that the Commonwealth Bank Board, the heads of the private banks and their representatives in this Parliament have all along been in close collaboration. The honourable member for Barker ( Mr. Archie Cameron) referred to Mr Davidson, of the Bank of New South Wales, as an impetuous person.",15
24,Mr ARCHIE CAMERON ,"I said that he would be an impetuous man if , immediately the Commonwealth Bank decided to put treasury-bills on the open market, he raised the rate of interest payable by prior his bank on fixed deposit.",15
25,Mr WARD ,"The reason why the Bank of New South Wales acted so quickly was that the action taken by the Commonwealth Bank had the approval of the private banks: The Prime Minister made no serious attempt to answer the charges of the Leader of the Opposition. He said that the Commonwealth Bank had been charged with having protected the private banks, and he went on to say that it was more than a protector of the private banks, for, in addition, it protected government savings banks and the savings of the people. Had the Commonwealth Bank Board been keen to protect the savings of the people, it would have done so when the Government right Savings Bank of New South Wales was compelled to close its doors. Instead of protecting the depositors, it allowed the money-lending fraternity to extort enormous sums of money from them, when they were compelled to dispose of their deposits at reduced rates. The Prime Minister might have explained why the Commonwealth Bank Board failed to come to the assistance of the Government a conSavings Bank of New South Wales at a time when it was assisting private banks in Western Australia and Queensland. Honourable members opposite say that political control of the Commonwealth it Bank is undesirable. If the government of the day does not. control the financial policy of the country, it does not govern; and any government that is not governing has no right to exist. Despite the disclaimer of the Prime Minister, the Treasurer has admitted that the Government has in many instances influenced the decisions of the Commonwealth Bank Board. Unfortunately, the real producers of the wealth of this country- I refer to the workers-ar e not represented on the Commonwealth Bank Board; that body is only representative of conflicting capitalistic influences. The true position was made clear last night by the honourable member for Griffith ( Mr Baker), when he exposed the activities and business connexions of the members of the board. The lionorable member showed clearly that the Commonwealth Bank Board is representative of interests diametrically opposed to those of the general community. Even so, when these interests come into conflict, and a difference of opinion as to the merits of a particular policy that should be followed exists among the members of the Bank Board, the Commonwealth Government exercises an influence on some members of the Commonwealth Bank Board. The Treasurer admitted that for the last two years the Commonwealth Bank Board has been in favour of an open bill market, and that it had been prevented from adopting that policy only by the fact that, in the words of the Treasurer, "" the Loan Council stultified the efforts of the Commonwealth Bank Board for the last two years to establish an open bill market"". I want to make it clear to those who have said that Labour members have advocated an open bill market that this action of the Commonwealth Bank Board has not resulted in the establishment of an open bill market. An open bill market is one in which the public may participate at competitive interest rates. Honourable members have spoken of the action of the board as a rediscounting of £1,000,000 worth of treasury-bills which were made available to the general public, as the Treasurer himself said, "" as an experiment"". the minimum amount that any one individual can take up is £10,000, how many members of the public will have an opportunity to secure any of these bills? Certainly not too many members of the public of any importance in my electorate will have an opportunity to apply for any of these treasury-bills. Commonwealth treasury-bills, as has been said some speakers, came into existence in 1929 for the purpose of assisting the Commonwealth Bank and the private trading banks to finance government deficits. When first introduced, the preMr ^Yanl. vailing interest rate was 5J per cent.; but by 1931, while the present Prime Minister was Treasurer of the Commonwealth-and I say this in answer to the honourable member for Barker ( Mr Archie Cameron), who said that the first man who ever spoke of lower interest rates was some member of the Labour party in South Australia-the rate had been raised to 6 per cent. During the same year an important conference was held at Canberra, attended by the then Premier of New South Wales, Mr Lang. At that conference Mr Lang laid down in definite and unequivocal terms, his j>roposals for affording relief in regard to interest rate3 to governments and other public bodies throughout Australia Prom then onwards, interest rates began to tumble.",15
26,Mr THOMPSON ,It was not because of Mr Lang.,16
27,Mr WARD ,"It may not have been due to any action taken legislatively by the then Premier of New South Wales to reduce interest rates, although he did everything possible within his powers as State Premier to bring about that result. The reason why interest rates began to fall was that the Premier of New South Wales pointed out very plainly to people investing in Government securities that the Government had come to the end of its tether and that they had to be prepared to accept either lower interest rates or nothing at all. To-day treasury-bills are discounted at l f per cent. The Treasurer said that this proposal of the Commonwealth Bank Board was not of very great importance, that it was only an experiment, and that the board was As only testing the open market. Very well; suppose it is satisfied with the results achieved. If it is successful in disposing of £1,000,000 worth of treasury-bills now proposed, it is only logical to expect that it will proceed to unload the other treasury-bills which it holds, which I understand amount to over £21,000,000. If , as the Treasurer says, this Government was by powerless to prevent the Commonwealth Bank Board from issuing £1,000,000 worth of treasury-bills on the market, it would be equally powerless to prevent the board from disposing of the £21,000,000 worth of treasury-bills which it holds today. If that is done it will mean the withdrawal of moneys available for special purposes, the restriction of credit, an increase of the charges for overdrafts, and eventually, for the general public and the woi'kers of this country, worsened conditions and increased unemployment. If the issue of £1,000,000 worth of treasury-bills is an experiment, probably the experiment is not in the direction gested by the Treasurer, but because the Commonwealth Bank Board was not anxious to stampede people by placing the whole amount on the market at the one time. Probably the Commonwealth Bank was heeding the advice given a few years ago by Mr Bruce in regard to unemployment, giving it to the people gradually. The whole policy of financing governments by the issue of treasury-bills is nothing more than that inflation of currency which I have heard honourable members opposite speak against so strongly on many occasions. That policy is wrong. If the Commonwealth Bank were functioning as a people's bank, the Government and the people should be able to receive all the accommodation they need at no greater cost than a mere charge to cover working expenses of the bank itself without its being necessary for the bank to trade these loans out to private banks and individuals. As a matter of fact, the reason why honourable members opposite favour the issue of treasury-bills as against the issue of direct credit to the Government by the Commonwealth Bank is this: The issue of treasury-bills bears interest. It has the same effect as the printing of Commonwealth Bank notes; it releases credit, and all credit, whether represented by treasury-bills or Commonwealth Bank notes, is backed by the future productivity of this country. That is the only way it can be backed. Honourable members opposite object to the note issue being used to provide accommodation for governments on the ground that it is inflation; but they do not object to the financing of governments by the issue of treasury-bills because on treasury-bills the people of this country must pay annual toll. That is the very reason why the Government favours the flotation of shortterm loans by treasury-bill issues as against the utilization of the note issue. Interest rates have shown a tendency to rise. The Treasurer, in attempting to answer the criticism from this side, compared the interest figures of 1929 with those of the present day to show that the rates today were much lower than was the case in that year. But he did not answer the charge that interest rates are sug- increasing. Why not compare the interest rates of six months ago with those prevailing at the present moment? Because it cannot be denied that interest rates today have an upward tendency. In November last, a loan of £7,500,000 was floated at 3J per cent., the issue price being £99 10s. In the previous June, there had been a loan of £12,500,000 floated at 3$ per cent., and issued at £99 10s. So that even in the very brief period of six months interest rates on Government borrowing have increased inside Australia. Let us look, for a moment, at the external position. This Government is being continually praised for what has been done in the conversion of Australian loans overseas, particularly through the activities of Mr Bruce. In July last a conversion loan of approximately £13,500,000 was negotiated at 3 per cent, and issued at par. In January, 1936, a further conversion loan of £21,500,000 was negotiated at 3 per cent, and issued at £95 10s. It will be seen, therefore, that the effective interest rate in regard to that transaction was very much greater than that upon' the first loan, although the nominal rate of interest appeared to be the same. This was during a time when the British Government was receiving its loan accommodation at a rate of interest as low as one per cent. The Treasurer told us yesterday that interest rates were influenced by the confidence that people had in governments. Accepting his argument as sound for a moment, I suggest that what has happened recently both Avithin Australia and overseas proves conclusively that not only the people of Australia, but also those of Great Britain, have lost confidence in this Government. I make that assertion on the basis of the Treasurer's own reasoning. Two Australian banks-the Bank of New South Wales and the Bank of Adelaide-hav e recently increased their interest rates. We may be sure, therefore, that it ""will uot be very long before the other private banks follow suit. The Commonwealth Bank may also be expected to proceed along the same lines without much delay, for it is not now a government or a people's bank, nor has it been so since the Commonwealth Bank Board appointed in 1924. The Commonwealth Bank is, today, dominated by the private banking interests, and is not serving the purpose for which it was originally established. The private banks will reap a substantial profit through the increase of interest rates. There is no doubt that they intend, immediately, to raise their interest rate on overdrafts, but the money they will make available will have been obtained at a cheaper rate of interest under contract, the terms of which provide that there shall be no increase of interest on deposit money u n t i l such time as the contracts mature. The banks will thereemployment at too fast a rate? fore use' this cheaper money to provide accommodation for other interests on overdraft and otherwise at a higher rate of interest. During the debate on the Supply Bill in this chamber in 1934, the present Treasurer replied to certain statements of the honourable member for ""West Sydney ( Mr Beasley) on this subject. The Hansard report reads as follows:MONICA",16
28,Mr CASEY ,Hi s remarks are best answered by a very brief reference to the consistent decline of the interest rate in this country during the last three years.,18
29,Mr BLACKLOW ,What is the cause of that?,18
30,Mr CASEY ,"It is due to the increasing confidence of the public in the Government and in the economic future of the country. I should like to hear what the honourable member now has to say in the altered circumstances which face us. I do not believe that the motive of the Commonwealth Bank Board in issuing these treasury-bills has yet been disclosed, for the reason that the board does not wish to repeat the experience it had previously when it introduced a policy of deflation in this country by means of what was known as the Premiers plan. plan caused a storm of protest throughout the country, and although an anti-Labour Government has been able to survive the storm for a period, it is clearly realized on all sides that a similar storm could not be survived now. The people Mr Ward. would rise in their wrath and sweep from office any government which sought to impose on them another similar plan. The bank board has therefore decided on this occasion to proceed along more subtle lines. It has been quite openly discussing these matters, as can be seen fro m reports was which have appeared in various sections of the press throughout the country. I direct attention to the following statement of Mr Davidson, manager of the Bank of New South ""Wales, which appeared in the Sydney Morning Herald of the 4th March lastThe Commonwealth Bank for some time has indicated by successive steps that it has the belief that recovery is proceeding at too fast a rate and therefore ought to be slowed down. What is meant by that? What does recovery mean ? Is it suggested that our industries are operating too actively and that men are being taken back into That would appear to be the opinion held by the Commonwealth Bank Board and shared by this Government. For this reason it is proposed to take steps to restrict operations. In this way f u r ther attacks are to be made upon the working people of this country and an increase made in the enormous number of them who are still unemployed. I direct attention also to the following evidence given recently by Sir Claude Beading, chairman of the Commonwealth Bank Board, before the Royal Commission on Banking and Monetary Reform:"" We have been advising the Government that the proper course would be to fund a reasonable amount of treasury-bills. We think the position would be more definitely strengthened by that course. A good opportunity was lost in 1934 when there was plenty of idle money available"". He believed that something between £30,000,000 and £40,000,000 might be regarded as a reasonable short-term debt which Australia could carry without embarrassment. At the present moment Australia has short-term debts of about £50,000,000. If this sum is to be reduced to £30,000,000, then the treasury-bills to the That value of £1,000,000 already placed upon the market by the Commonwealth Bank Board must be regarded merely as the forerunners of others, and we must expect that the board intends to compel the Commonwealth Government to reduce its short-term indebtedness by this means.",18
31,Mr ARCHIE CAMERON ,"This action constitutes not a reduction of, but merely a cbange in, the form of the indebtedness.",19
32,Mr WARD ,"Whil e that may be true it is also true that by the action which it has just taken the Commonwealth Bank Board is trying to force the Government to reduce its short-term indebtedness within Australia. I believe that the Government has already agreed to follow the course set by the Commonwealth Bank Board, but it is trying to create the impression that it is being pelled to take this course. By this means it hopes to shelve its responsibility to Parliament and the people generally. Certain facts may be recited which cannot be refuted. It will be remembered that in 1934, when the Loan Council was considering the subject of State financial accommodation and loan requirements, difference of opinion occurred in regard, to the amount that shbuld be made available. According to press reports the struggle between the State Premiers and the Commonwealth Government extended over a considerable period. Finally the Commonwealth Bank Board agreed that it would finance government deficits for 1934-35 by means of treasury-bills only on the understanding that the relevant bills were retired during the financial year. The board intimated, at the same time, that it would not in the future finance government deficits by means of treasury-bills but would only adopt this course to meet a lagging in revenue. We can see therefore that in spite of what the Treasurer said yesterday the Commonwealth Bank Board has intimated already to the Commonwealth Government and also to the State governments that it longer prepared to assist governments by discounting treasury-bills. In the circumstances I wish to know how the Government proposes to assist the anti-Labour governments of the States, which are in difficulties with their State budgets, in view of the fact that the Commonwealth Bank Board has definitely refused to discount treasury-bill issues. In the directors' report issued by the Commonwealth Bank Board and received by honourable members only today, we find a statement in which it is said that the time has arrived when balanced budgets and decreased loan works should be the immediate policy of Australian governments. The board advocates, not a long-range plan, but an immediate policy, with all the cuts and sacrifices to be imposed on the workers of Australia. What State government has yet balanced its budget? In New South Wales, the Premier ( Mr. Stevens) is in a precarious position in regard to the budget, and, if he finds the opportunity is taken away from him to finance deficits by issuing treasury-bills, what course will he folcomlow? He will immediately take the course palatable to him, and further reduce the living standards of the people. Regardless of consequences, he will stop relief works, cut into the widows' pensions and family endowments, and destroy all social services. His attitude is that the State budget must be balanced, no matter what sacrifices the people will be called upon to make. Those long-lost friends of the Commonwealth Bank who sit opposite are attempting to hold it up as an institution which is a model of what a government bank should be. In 1911, when a Labour government established the Commonwealth Bank, it did so for the purpose of its competing with private trading banks. Any honourable members supporting the Government who care to examine the records which are available in the Parliamentary Library will find that their predecessors in this Parliament bitterly opposed the establishment of the Commonwealth Bank; but they will also read that when those gentlemen found that they were powerless to prevent the bank from being brought into being they set is no out to sabotage the institution.",19
33,Dr MALONEY ,"Hear , hear!",19
