speakerGroups,Speaker,text,pageNumbers
10,Mr ENDERBY,"Insuranc e companies and people, whose solvency and liquidity is just not in issue and never could be in issue, for reasons of achieving their purposes put together a corporate device to extend and further those purposes. of When the corporate device failed to serve the made purpose to their convenience, they allowed to happen what did happen. I beheve it can only be thought and said that there is something quite about corporate behaviour or the use of the corporate screen-the limited liability company-in that way when it brings such hardship on so many people. So far as the direct aspect of the honourable member's question is concerned, do not know whether the report was suppressed or not, but certainly it is my belief that it was never made public. 'Suppression' seems to be a fair comment and I believe that such reports should be released and made public so that the public themselves can be better protected. I will be happy to communicate with the Attorneyand put a strong suggestion to him along the lines put by the honourable member. CAPITAL GAINS TAX",19
11,Mr STREET,"My question is directed to the Treasurer. When a farm property passes in direct succession to children or a surviving spouse, will the person or persons to whom the property is assigned be Uable for capital gains tax in addition to estate and probate duties? If such are liable, will the amount of capital gains is tax levied be allowed as a deduction in calculatIs the ing estate and probate duties?",19
12,Mr CREAN,"The other evening when this matter was mentioned in the Budget Speech, I by indicated that a memorandum was available that out in broad detail some of these problems. I Comthink the honourable member will understand that these are matters of some complexity. As for as farm property is concerned, I hope he will appreciate the fact that valuation day was on Budget day. I doubt, listening to the whingeing of farmers, whether any of them anticipate great gains on their properties in the immediate future, but I would suggest that when the relevant Bill is introduced somewhat later in the only session these matters will be dealt with. Mr Snedden-What is your intention? Surely you must be able to say whether capital gains tax will be deducted from the value of the property.",19
13,Mr CREAN,"I am not like the Leader of the Opposition, who makes statements with precision in areas where you cannot be precise. I think the honourable member for Corangamite will acknowledge that he scarcely asked what might be called a precise question. Mr Snedden-I raise a point of order, Mr Speaker. If the Treasurer did not appreciate that the question was precise, perhaps the honourable member for Corangamite could re-ask the question so that the Treasurer can hear that it is cise question.",20
14,Mr CREAN,I would be happy if that were done.,20
15,Mr STREET,"Mr Speaker, I asked: When a farm property passes in direct succession to children or a surviving spouse, will the person or persons to whom the property is assigned be liable for capital gains tax in addition to estate and probate duties? If such people are liable, will the amount of capital gains tax levied be allowed as a deduction in calculating estate and probate duties?",20
16,Dr FORBES ,Eve n I can understand it.,20
17,Mr CREAN,It must be terribly simple. All I am suggesting is that the question is not as simple as that. The capital gains tax would not be payable by the person to whom the property was assigned; it would be paid by the person who presumably had died. Mr Snedden-How could a person who has died pay tax?,20
18,Mr CREAN,"Apparently honourable members oppositefindthis subject to be a matter of jest. I would submit with all respect that the Leader of the Opposition knows nothing whatever about the matter. As has been indicated, I have merely shown in broad outline what the situation will be. There are going to be some difficulties administratively.",20
19,Mr MALCOLM FRASER ,"Mr Speaker, on a point of order: Would it be possible, with the permission of the Treasurer, for the question to be redirected to the Minister for Overseas Trade?",20
20,Mr SPEAKER,Order! No point of order is involved.,20
21,Mr CREAN,"I took it that when the honourable member for Corangamite, whom I respect, asked the question he asked it seriously. I cannot say that I appreciate the tactics of either the Leader of the Opposition or the honourable member for Wannon in relation to my attempt to answer the question. All I am suggesting is that it is not easy to be precise about the matter. The honourable gentleman referred to a property which had been assigned. I am not quite sure when the assignation took place. Then he referred to probate, which implies the death of some party.",20
22,Dr FORBES ,Estat e duty.,20
23,Mr CREAN,"Or estate duty, but not gift duty. The honourable member for Corangamite did not say gift duty; he said estate duty. So at least there has been the death of a party. I am not like a prethe honourable member for Barker; I do not think it is quite as simple as that. From what the honourable member for Corangamite said I am not clear who assigned the farm to whom and at what stage. With all respect I would suggest that it is the sort of question on which the honourable member could have given me some notice or which he could have placed on notice so that I could give him a much more precise reply. Mr Snedden-But you must know whether any capital gains tax paid is deductible.",20
24,Mr SPEAKER,Order! Interjections are out of order. The question has been asked by the honourable member for Corangamite.,20
25,Mr CREAN,"Capita l gains tax, if one wants simplicity, is payable on any realised gain from 18 September. I am suggesting that the matter is not clear-at least it is not clear to me. I may be duller than most, and maybe it is my understanding rather than his phrasing that has caused the difficulty, but from the question asked by the honourable member for Corangamite, it is not clear to me at what point and in whose hands the capital gain is supposed to have crystallised. The honourable gentleman went on further to talk about an estate duty, presumably also in relation to the same capital gain. I must say that I am not clear from the question what I am being asked. COMMUNIST PARTY OF AUSTRALIA",20
26,Mr ANTHONY,"I ask the Prime Minister What action has he or his Government taken in response to the announcement by the President of the Communist Party of Australia, Mr Mundey, that the Communist Party is planning a national strike next year? Is a close watch being made of the Party's activities?",20
27,Mr WHITLAM,My colleagues and I gave the declaration as much attention as it deserved. The communist parties-ther e are about 3 in Australia at the moment-hav e never been so poUticaUy insignificant and we beUeve that the trade union movement has never been in better hands. HOUSING INDUSTRY ACTIVITY,20
28,Mr REYNOLDS,Has the attention of the Minister for Housing and Construction been NA the Housing Industry Association that there is a serious downturn in activities in the building industry? Does the Minister's assessment of the situation coincide with that of this gentleman?,21
29,Mr LES JOHNSON,"I have seen the stateNA enough to send it to me together with a personal letter, which I appreciated. He contended that there is a serious downturn, as the honourable gentleman suggested. In fact he has been contending that for a longtime-virtually since this Government came into office. There is a tendency for people to project such dire developments and consequences for the building industry prematurely. The facts of the matter are that we have just recently concluded afinancialyear in which more houses were built than have ever been built before in one year in Australia's history. That is the fact of the matter. Indeed, the first 18 months of this Government's period of office have been responsible for a very great output ofhouses. Mr Snedden- Mr Speaker, the Minister should make a statement about this matter after question time. We would be quite prepared to give him leave to make a statement. Why should he take up question time with false propaganda?",21
30,Mr SPEAKER,I have repeatedly made appeals in this House for questions and also answers to be shortened. I ask the Minister to be as brief as possible in his answer.,21
31,Mr LES JOHNSON,"It is very difficult to be very brief and give a meaningful answer on this matter. I shall certainly make it as brief as I can. I can understand the honourable gentleman's sensitivity. We could take a great range of figures under various headings-approvals , commencements, houses under construction and completions-and under every one of those headings the performance of this Government is superior to that of our predecessors. This is why the honourable gentleman does not like to hear too many facts. Just in regard to completions, in the financial year 1973-74 under this Government 153,000 houses were completed. In the previous year under the previous Government, 143,000 houses were completed. I believe there is a downturn in the building industry. The Government believes that this is the situation. As a result steps have been taken stimulate the industry with massive injections funds. This has been done firstly through the Commonwealth-State Housing Agreement. It has been done certainly in respect of Defence Service, Aboriginal housing, housing in the Territories, aged persons' housing and in many other ways, including the proposal to establish a new housing development corporation. Many initiatives are being taken by this Government to meet the situation as described by Mr Snedden- Mr Speaker, clearly the Minister is defying your ruling to keep answers short. I said that he could have leave to make a statement. He can speak for an hour if he wants to after question time.",21
32,Mr SPEAKER,Order! I would remind the Leader of the Opposition that I did not give a ruling but made a request. No Speaker has had the power to ask anyone answering a question to terminate that answer. I can only appeal to the Minister to keep his answer as brief as possible. I again appeal to the Minister for Housing and Construction to keep his answer as brief as possible and to terminate it as quickly as he can.,21
33,Mr LES JOHNSON,"As is my custom, Mr Speaker, I will be very pleased to do so. Finally, I draw attention to the announcement made by the Treasurer to the effect that bank lending will be eased as a result of the proposed change in the 60-40 ratio which I understand will release some $ 1,200m for home lending over the long term and that in the shorter term still more money will be made available by the reduction from 10 per cent to TA per cent of funds required to be held by the Reserve Bank of Australia. So I can see some stimulation coming through these initiatives. If necessary the new housing corporation will have the facility to inject more funds to sustain the buoyancy of the housing industry. PORT OF NEWCASTLE",21
34,Mr OKEEFE ,"Can the Minister for Transport tell me whether there has been a considerable and unreasonable delay in loading and unloading ships and tankers in the port of Newcastle? Has this been caused by strike action of key unions involved? Is it a fact that as a result of this action transport and industry in northern New South Wales have been paralysed through lack of fuel, and valuable export income from grain and other produce has been threatened? What future action do the Minister and the Government intend to take to improve the turnround of shipping in the port of Newcastle?",21
35,Mr CHARLES JONES,I have made the to statement on numerous occasions that the Ausof tralian Government is prepared to accept responsibility for the operation of Australia's ports. If the honourable gentleman refers his question to his own Party which is in government in New South Wales and which is completely and totally responsible for the operations of port activity in Newcastle and in every other port in New South Wales he might get his answer. Until such time as the New South Wales Government is prepared to transfer its responsibility to this ment I am afraid that it will be responsible for the turnround of ships and the operation of the ports. EDUCATION: NON-GOVERNMENT,21
36,Mr LUCHETTI,Has the attention of the Minister for Education been directed to criticism of the Australian Government in respect of nongovernment schools and charges of discrimination which should be answered? Are these charges vahd and will the Minister make a statement in reply to the criticism?,22
37,Mr BEAZLEY,"In the lastfinancialyear the Australian Government's expenditure on nongovernment schools was $70m. In the estimates of the grants to the States-an which grants are made to non-government schools-the expenditure for this financial year is $120m. This is a rise of $50m, which is an way of discriminating against these schools. In addition there is $20m unallocated as between government and non-government schools in this nnanciai year compared with $2m in the nnanciai year- a tenfold increase. The amount going to either sector will depend very upon innovations. There is also another important non-government sector of educationdraw mission schools. In the last financial year the grants to them were $295,000. In year they will be $1,282,000. The honourable member making these criticisms was burking the issue, but I do not want to accuse him of modelters ling liimself on his hero, Edmund Burke. GEORGI ERMOLENKO",22
38,Mr KILLEN,"I address my question to the Prime Minister. I ask the honourable gentleman: Poes he hold the belief that Ministers in his Government are bound by the rule of law and obliged to respect the processes of the law? If honourable gentleman holds that belief, what explanation is forthcoming to explain why a son, namely Georgi Ermolenko, was taken out of the jurisdiction of the Supreme Court of Western Australia when habeas corpus proceedings before that Court, and Ministers knew it?",22
39,Mr WHITLAM,"As to the first part of the question, yes, of course I hold that beUef. the second part, this matter was very fully debated in the Senate yesterday and a motion expressing the view of the questioner was not carried. The situation is that the Western Australian Supreme Court- I forget all the details-clearl y could take any action it saw fit against any person in Australia, including an Australian GovernGovernment Minister. The Supreme Court of Western Australia has not seen fit to take such action. MAINLINE CORPORATION",22
40,Mr INNES,"Is the Minister for Housing and SCHOOLS Construction aware of claims by Mr R. C. Baker, Managing Director of the Mainline Corporation, that the Government did not try to save the Corporation because the Government is opposed to free enterprise?",22
41,Mr LES JOHNSON,I saw the statement. I resent it because the facts areMONICA,22
42,Mr LUSHER ,"I take the point of order, Mr Speaker. The question asked requires a yes or no answer. The question was whether a statement d that is the way in was made.",22
43,Mr SPEAKER,Order! The honourable gentleman will resume his seat. A Minister may odd answer a question in whatever way he chooses.,22
44,Mr LES JOHNSON,"The statement is resented because a number of Ministers, including the Prime Minister, the Deputy Prime Minislast ter, the Minister for Urban and Regional Development and myself took a great interest in much this matter. Some of them, with theirMONICA",22
45,Mr WENTWORTH ,"On a point of order, Sir, I attention to standing order 145 which is, this financial very succinctly, reads: An answer shall be relevant to the question.",22
46,Mr SPEAKER,Order! All answers by Minismust be relevant to the questions. I ask the Minister to keep to the relevancy of the question.,22
47,Mr LES JOHNSON,"Not only those Ministers to whom I referred worked assiduously on this matter but also a number of departmental heads were concerned. The Government had a very great interest in trying to save this company. The view was taken that we should try to rescue the the construction part of the company, but the accounts and other factual material relating to perthe company were kept in such an unintelligible way that it was very difficult to find the information we required to enable us to rescue the conwere struction part of the company. We made a number of proposals. At one stage the receiver, Mr Jamieson, came As to to see me and in fact made an announcement to the effect that he would stave offthe date of the company's going into Uquidation so that the Government's good intent could be further examined and our efforts could proceed. We actuaUy studied the prospect of making funds avaUable to sustain Mainline's construction mdustry. All that was offered to us was an openended proposition which no government could justify. I regard the statements made by Mr Baker as a very cruel Ubel in the circumstances where the Government made every possible endeavour to bring about the satisfactory rescue operation. If his own affairs had been more conducive to the rescue of the company our efforts could have been successful. ACADEMIC SALARIES",22
48,Mr CONNOLLY,Did the Special Minister of State issue a Press statement on academic salaries on 14 July last in which he stated that: . . . the Government had agreed that Mr Justice Campbell would undertake an interim review of salary of academic staff in universities. Did the Press release conclude with the following statement: The Minister said that the Government expected to consider Judge Campbell's interim Budget discussion.,23
49,Mr SPEAKER,I remind the honourable gentleman that he is not permitted to quote from a newspaper report in asking a question.,23
50,Mr CONNOLLY,It is a Ministerial Press release.,23
51,Mr SPEAKER,"WeU, who is going to substantiate whether it is the correct statement made?",23
52,Mr CONNOLLY,I have the text in front of me.,23
53,Mr SPEAKER,Ver y well.,23
54,Mr CONNOLLY,"Would the Minister advise the House why he and the Prime Minister failed to give Mr Justice Campbell specific terms of reference in July last, thus effectively delaying the mquiry? Why did he promise to consider academic salaries in the context of a pre-Budget discussions if this was clearly not his intention? Is the interim inquiry presently considering academic salaries? When does the Minister expect the report to be tabled in Parliament?",23
55,Mr LIONEL BOWEN,"The significant factor and of the whole of the report of the Remuneration Tribunal is that it was disallowed in another House. No doubt the honourable member took part in a ballot in his own Party would do in relation to that disallowance. NaturaUy, when the report was disallowed, Mr Justice CampbeU felt it would be improper and inappropriate to proceed with any determination without statutory support. The reason nothing has been done with respect to academic salaries is due directly to the activities of the Opposition. It is because of that, as the honourable member would know if he looked at today's notice paper, that we are to introduce a Bill to amend the Remuneration Tribunal Act, which will allow for academic salaries to be so determined. I am very confident that if the Opposition wiU give its support and the proposed legislation becomes law His Honour will then proceed with that interim determination. PROPOSED FUEL AND ENERGY LEGISLATION IN WESTERN AUSTRALIA",23
56,Mr BENNETT,"My question is directed to levels the Minister for Manufacturing Industiy who represents the Attorney-General in this chamber. Is the Minister aware of the tragic situation in Western Australia with respect to the proposed provisions of the Fuel and Energy Bill now before the Western Australian State Liberal report in the context of its Government's Parliament which, it is alleged by the Law Society of Western Australia, State politicians and community leaders in that State, will remove civil liberties of Australian citizens? WUl the Minister clarify how the provisions of this Bill affect the civil liberties of Australian citizens? Will the Minister clarify what protection is afforded the legal and civil rights of Australian citizens acting in Western Australia in disputes under direction by Federal organisations in respect of national decisions which cause the invoking of the penal provisions of that Fuel and Energy Bill? What protection can be offered to Australian citizens who go to Western Australia to carry out duties on behalf of a national body from the threat of the appUcation of the provisions of the West Australian Act arising from the duties which they perform?",23
57,Mr ENDERBY,"I have had an expression of concern made by the CouncU of the Law Society of Western Australia brought to my notice by the honourable member, and I thank him for it. It has also been brought to the attention of the Attorney-General. The facts seem to be that this proposed legislation would have very serious adverse effects on the whole question of civil liberties were it to become law. The time has not been available to enable it to be analysed or studied in detail, but some aspects can be as to what it touched on briefly. For example, the Bill is drafted in extremely wide and vague terms such as certainly would not survive close scrutiny in our Senate. In addition, it makes provision for inspections of premises without warrant. The questioning of persons is also provided for in it. It has certain unsavoury retrospective elements which would constitute an attack on civil liberties. If it law in its proposed form some acts done before the making of regulations would be rendered criminal subsequently. I understand that the Bill also contains provisions for declarations of states of emergency. It has to be said, however, that there is talk of amendments, so one can only hope that flexibility and good sense will prevail. As far as national organisations are concerned, the honourable member's fears are quite correct in that those organisations would be caught by the provisions were they to become law. It should also be said that the proposed law would certainly be in breach of many of the provisions of the international covenant on civil and political rights. ACCOMMODATION FOR THE AGED",23
58,Mr HEWSON,"I ask the Minister for Social Security whether he has given any consideration to the present plight of committees of management of homes for the aged or institutions which are in the process of building home units for the aged. Is he aware that the upper cost Umit is preventing further units being built because of the inflationary tender prices being obtained and that the Umit is also making the increase of the government capital subsidy from $2 for $1 to $4 for $1 of almost no benefit at this stage? Has the Minister made any decision to bring the upper cost subsidy Umit up to the reaUstic figure so that plans and specifications already tendered can proceed? If so, what is that figure?",24
59,Mr HAYDEN,"I will be even more emphatic that the movement of the subsidy from $2 for $1 to $4 for $1 is of absolutely no benefit at this stage, because it has not been introduced yet. I released a statement in Perth at the weekend indicating that the Government was considering these matters and that a working party from Treasury and the Department of Social Security was investigating the problems which were confronting voluntary agencies providing this sort of accommodation. When the report comes to hand- I hope it will be quite soon-the Government can give consideration to the assessment that is presented and make a pokey decision then. ELECTORAL ACT",24
60,Mr RIORDAN,My question is directed to the Minister for Services and Property. Has his attention been drawn to certain reports criticising proposed or suggested amendments to the Electoral Act deaUng with optional preferential voting and redistribution of electorates? I ask the became Minister: Is there any substance in the allegations which have been made?,24
61,Mr DALY,"It is true that the Government proposes to announce shortly that a redistribution of electorates will take place and that there will also be proposals for the introduction of optional preferential voting. It is also true to say that the Leader of the Country Party has criticised these proposals in a most unjustified way. Dealing with redistribution of boundaries, the last redistribution took place in 1968. Another one should have foUowed the census of 1971, but the LiberalMONICA",24
62,Mr ANTHONY ,"It should not. He is dishonest, this fellow.",24
63,Mr SPEAKER,Order! The Leader of the Country Party will contain himself. Mr Katter-Why does he not tell the truth?,24
64,Mr SPEAKER,Order! The honourable member for Kennedy will withdraw that statement. Mr Katter- I withdraw the statement.,24
65,Mr DALY,"Anothe r redistribution was due after the 1971 census but the Liberal-Country Party, at the instigation of the Deputy Prime Minister at that time, decided to sidestep the redistribution and even denied Western Australia the additional seat to which it was entitled. Western Australia did not get that additional seat until Labor came into office. The situation is that nearly every electorate in Australia is out of kilter. For instance, in New South Wales, MitcheU has 83,000 on the roll and Darling has 47,000; in Victoria, Diamond Valley has 87,000 and Wimmera 49,000; in Queensland, MCPherson has 91,000 and Maranoa 47,000. Those figures give an indication of the disparity that exists in electorates. Undoubtedly, because of the faUure of the previous Government to take action in this regard, a redistribution is a longtimeoverdue. I might say, in answer to the Leader of the Country Party, that a redistribution commission is to be appointed. The commission will be appointed in accordance with the Act, which has not been changed in respect of the appointment of commissioners since the Liberal-Country Party was in government. Men of the highest personal integrity will be appointed on the same basis and by the same methods as were adopted by the Liberal and Coimtry Parties. In these circumstances it is strange to hear the Leader of the Country Party rejecting the proposals before they have been announced. This only goes to show that the Country Party will go to any length to maintain the malapportionment of electorates in the interests of political survival irrespective of democratic principles.",24
66,Mr MALCOLM FRASER ,"Mr Speaker, I rise on a point of order. There is a widespread understanding that the Minister already has been responsible for draft maps being drawn and if that is soMONICA",25
67,Mr SPEAKER,That is not a point of order. The honourable member willresumehis seat. Mr Nixon- I take a point of order. My point orderrelatesto the fact that on his return from Canada the Minister said what the boundaries were going to be.,25
68,Mr SPEAKER,The Chair is not in a position to know what is said by Ministers or their ments. No point of order is involved.,25
69,Mr DALY,The Leader of the Country Party would be better advised to inform the House how his Party perpetrated the greatest gerryvotes mander in history and elected in Queensland a Country Party Premier whose Party secured only 19 per cent of the votes. He should do this instead of criticising. He could also explain the Liberal-Country Party Government in New South Wales has maintained itself in office by the gerrymandering of electorates based on the Queensland set-up. I turn now to optional preferential voting. The Leader of the Country Party quoted the case of Great Britain and gave certain figures. Great Britain has a past the post system.,25
70,Mr ANTHONY ,It is the same as you are doing.,25
