speakerGroups,Speaker,text,pageNumbers
10,Mr SYDNEY SMITH ,"Macquarie) I desire to bring under the notice of honourable members a matter of very great importance. I asked the Attorney-General a question some days ago with reference to the case of Mr Goldring, and the Minister in his reply mentioned that the case was then sub judice, because certain proceedings had been instituted against the Government. I have since consulted the honourable and learned member for Illawarra, the honourable and learned member for Parkes, and the honourable and learned member for South Australia, Mr Glynn, and others, who assure me that until a writ is issued a case cannot be said to be sub j u - dice. In order to make sure that no writ had been issued, I telegraphed to Sydney yesa terday, and received a reply that matters had not yet reached that stage. I understand an application has been made in respect to an overpayment of duty, and it has been necessary to adopt this course, because if the overpayment is not claimed within six months it will be forfeited. I mention these facts in justification of my present action in bringing this matter before honourable members. So far as the merits of the case are concerned, I can only give the facts as they are submitted to me. Honourable members must see from the petition presented today that a very strong case has been made out against the Government. Mr Goldring does not fear to have his case debated, in the full light of day. He has repeatedly appealed to the Customs authorities, and has also asked the law courts to insist that the Government should return his books and papers, or give some reason for retaining them. The Government instructed Sir Julian Salomons to undertake - their defence, and to raise the point that the courts had no jurisdiction, and as the court supported that view Mr. Goldring was unable to obtain any redress. I have a summary of the whole of the facts of the case which I shall proceed to lay before honourable members. It is as follows :17fch November, 1902 - Enta y tendered for goods ex Australia on the Melbourne Customs, and duty paid, £2fi 10s. 3d. 2.1st November - Invoice s and books demanded by Customs officers in Sydney, .and same handed to bhem. 22nd November - Attended acbing-collector with batch of invoices to arrive; requested to know what was the trouble. Unable to get reply. Made appointmenb for 24bh. 24th November - Calle d on acting-collector, when he stated he could give me no relief, and informed me that I could not get any goods. Pointed out the hardship. Made many suggestions to get the goods, as Christmas was at hand. Ofllered guarantee or deposit to any amount required. Was promised that offer would be forwarded on to Melbourne, and would ask for reply by wire, as they could not entertain any offer in Sydney. 24th Novemberto 1st December - Called almost daily, but wibh no resulb. 1 st December - Extrac t from agenb's letter respecting goods of 17th November:-""Did hot know reason why goods stopped. Commissioners will not receive personal interviews, and to write to Department."" 5th December - Lette r to Commissioner for Customs, Melbourne, asking to be allowed to clear goods to prevent business from being brought to a standstill, on such conditions may be disposed to allow, and asking for information how to get the goods. (Never replied bo.) Mr Sydney Smith. 9th December - Wir e to Minister for Customs, Melbourne : "" Waiting reply ; business brought; bo standstill."" (No reply.) 11th December - Wire , Minister for Customs, Melbourne - '' When may I expect reply to letter ?"" (No reply.) 17th December - Letbe r to Commissioner for Customs, that letters unanswered ; pointing out hardship and offer to Collector of Customs, Sydney. (See November 24th.) (No reply.) 19bh December - Sighb entries passed on cerbain goods in Sydney which were obtained and brought inbo warehouse. Values fixed the same as in our invoices. 20th December - Waite d on b3' two officers and threatened unless I handed them over goods, a search warrant would be issued and the goods seized. Poinbed out bhat I had made various offers to give bond or guarantee. Was then threatened with immediate seizure unless bond signed.",13
11,Sir WILLIAM MCMILLAN ,W as that after the sight entry had been passed ?,14
12,Mr SYDNEY SMITH ,Yes .,14
13,Sir WILLIAM MCMILLAN ,This is surely not a civilized country 1,14
14,Mr SYDNEY SMITH ,"It looks as if we were under the law of Russia and not of a free country. I now ask honourable members to listen to the next statementExecuted bond;-The form of bond demanded was:-"" I hereby deposit--- , being amount of duty shorb paid."" The endeavour was to make me incriminate myself. I refused to sign in that form, and it was then altered by inserting word ""claimed."" Will honourable members notice that the Customs authorities endeavoured to make Mr Goldring incriminate himself, but he refused to sign the bond, and its form was altered by the omission of the word "" paid,"" and the substitution offcheword ""claimed."" They endeavoured fco induce Mr Goldring to incriminate himself",14
15,Mr KINGSTON ,Nonsense .,14
16,Mr SYDNEY SMITH ,The Minister will have an opportunity of contradicting me if he can.,14
17,Mr LE GROOM ,Who Was the officer concerned 1,14
18,Mr SYDNEY SMITH ,"I have not the name of the officer, but that is a matter of no importance, because the Minister is responsible. Mr Golding has not been able to obtain any satisfaction from the Customs authorities, and he is now appealing to the House tp grant him redress, and has the as the\' same right in that respect as any other citizen who may consider himself aggrieved. I did not meet Mr Goldring until after the facts of his case had been reported in the newspapers. When I referred to this matter some weeks ago, I did not even know who Mr Goldring was. From the facts published in the press, however, I gathered that he had been very harshly treated, and subsequent]}' I obtained the information which I am now giving to honourable members20th December - Waite d on by two officers and threatened unless I handed them over goods a search warrant would be issued and the goods seized. Pointed out that I had made various offers to give bond or guarantee. Was then threatened' with immediate seizure unless bond signed. Executed bond. The form of bond demanded was : - I hereby deposit amount of duty short paid. This endeavour to make me - incriminate myself. I refused to sign in that form, and it was then altered by insertion word ""claimed."" 20bh December - Lette r to Melbourne agent to clear goods and offer bond. 24th December - Repl y from Melbourne agent, "" Authorities could not accept, as matter not finally settled."" That was on the 24th December.",14
19,Mr CONROY ,Of last year 1,15
20,Mr SYDNEY SMITH ,"Yes . . 24th December, 1902, to 27th January, 1903 Business brought to a stand-still. Numerous representations to Customs in Sydney, but they either would not or could not afford any information. . 27th January - Sent certain invoices to Customs with the, request to be 'supplied with bond to enable goods to be cleared. Offer refused. 29th January - Sent invoices to Customs, ney, and asked if duty paid on same could I obtain delivery. Was told "" Uo."" Asked for reasons. Was told that under instructions from Melbourne I was not to be allowed to clear any goods. 2nd February - Presente d entry and duty for goods mentioned above. Duty was retained but entries returned. Letter from from my solicitor to Collector of Customs pointing out extreme hardship, asking for reasons for action, and that goods may be cleared on any reasonable agreement. Letter not replied to. 11th February - Lette r from solicitor to Collector of Customs complaining that letters not replied to, and threatening proceedings by mandamus ot detention. 12th February - Lette r from collector to solicitor asking me to attend to answer questions. 16th February - Attended collector and answered questions, and requested that some assistance should be given me to enable, me to carry. Was given to understand there was no reason why I should not get my goods. I ask honourable members to take special notice of that.",15
21,Mr CONROY ,"What was the personal enmity between him and the Minister for Trade and Customs ? 17th February - Presente d entries for furtner goods and paid duty. Certain goods were free. Samples were taken out and shown to customers with particulars of invoiced prices. 19th February - Deliver y refused of free goods unless bond entered into. Letter to collector, Sydney, asking if bond required for free goods, and protesting ogiiinst detention of same, also protesting against goods being shown to competitors. No reply to letter. That is to say, he complains that the invoices of his goods were shown to hiscustomers.",15
22,Sir WILLIAM MCMILLAN ,Did the Customs authorities show the cost price of the goods to his customers 1,15
23,Mr SYDNEY SMITH ,"I am informed being that they did. I am simply stating the facts as they have been presented to me. Honourable members will then be able to arrive at their own conclusions after hearing the reply of the Minister for Trade and Customs. 23rd February - Lette r to collector, S3'dney, asking for reply. 25tn February - Lette r from collector that goods would be delivered on security. I pause here, because it may be said that the Department agreed to accept a bond in connection with the goods; but I would point out that the letter of the 25th February relates onlyfcocertain jewellery and some free goods, and has no reference whatever to the watches. Ifc has no reference to the original seizure, but was written in reply to a communication with Sj'd- regard to free goods and certain jewellery25th February cable from principals-Foreig n Office will intervene at the request of SwissMinisters."" That is to say, this firm actually had to appeal to the Swiss Minister- a large quantity of the goods came from Switzerland-to request Lord Lansdowne to intervene and see fchafc justice was doneThe Swiss Minister communicated with Lord Lansdowne, asking him to see that the business carried on by the firm in Australia was not interfered with and practically closed for seven or eight months.",15
24,Mr THOMSON ,"Goldrin g could not get his goods, nor any reason for the withholding of them, notwithstanding that the Department would not take action against him.",15
25,Mr DEAKIN ,These ' are all ex-parte statements.,15
26,Mr SYDNEY SMITH ,"I repeat that I am detailing the facts as they have been presented to me. The action of the Customs authorities during the last few days goes to show that it does not think that Goldring should be proceeded against criminally. As I stated in the discussion which took place upon the Address in Reply, if he has been guilty of any fraud I would not attempt to justify him, and proceedings should be instituted against him. But certainly his goods should not be seized and his books detained for eight months without any reasonable cause.",15
27,Mr CONROY ,No doubt - the Minister for Trade and Customs has had a quarrel with him.,16
28,Mr SYDNEY SMITH ,"I have no date? desire fco introduce the personal element into this debate. Mr Goldring has appealed to the Law Courts in vain, and now he appeals to fchis House. I repeat that the bond which was asked for by the Department could not possibly have any reference to the consignment of watches, because upon the 25th March",16
29,Mr THOMSON ,He had offered to enter into any bond fchafc the Department might require.,16
30,Sir WILLIAM MCMILLAN ,"U p period, was an embargo placed upon the whole of his watches?",16
31,Mr SYDNEY SMITH ,"Yes ! So seriously did the action of the Customs Department interfere with his business, that I understand he communicated with the London firm advising them not to send any more goods to Australia until this matter had been settled. Still quoting from the document, which I hold in my hand, find thafcOn 25fch March, duty piid on further parcel watches, but entry refused.",16
32,Mr THOMSON ,The duty was tendered.,16
33,Sir WILLIAM MCMILLAN ,Where the goods 1,16
34,Mr SYDNEY SMITH ,"They were eightmonths, held by the Customs.",16
35,Sir WILLIAM MCMILLAN ,What was assigned for their action 1,16
36,Mr SYDNEY SMITH ,"No reason suance whatever was assigned. 26th March, duty paid on further parcel of watches, bub entry refused. 31st March, .attended to obtain watches, informed that matter referred to the Compthe troller-General. Sfch April - Attendanc e bo demand passage of enbries as above, and I was informed matter would be referred to Melbourne. I insisted should refuse or pass them, and finally not ing collector said he would nob pass further'said he could give no answer or reason why the goods were detained.",16
37,Sir WILLIAM MCMILLAN ,That means the Collector of Customs in Sydney ?,16
38,Mr SYDNEY SMITH ,"Yes . 1st May - Watches , consignment, duty paid. 19th May - Wrot e to ask if I could get certain goods or bond. 21st May - Reply-""AV e refer }'ou to Crown Solicitor."" Then Mr Cargill, the Crown Solicitor, informed Mr Mitchell, who was Goldring's solicitor, that he knew very little about the matter.",16
39,Sir WILLIAM MCMILLAN ,Upo n what,16
40,Mr SYDNEY SMITH ,"I cannot give the exact date, but it was after Goldring had been referred fco the Crown Solicitor. On 6th June - Arrangement s made in Melbourne wibh Mr Smart, who was instructed by Comptroller to inquire into matter, and goods held since'17th November, 1902, were allowed to go through on simple security bond being given for the invoice value without any deposit.",16
41,Mr THOMSON ,That was offered afc first.,16
42,to this Mr SYDNEY SMITH ,"It was offered and I think paid in November, 1902, notwithstanding which the Department held the goods t ill the 6th June of the present year, and then informed Goldring that they would accept the duty without any further payment. After holding and preventing the delivery of the goods for eight months, they delivered the goods.",16
43,Sir WILLIAM MCMILLAN ,Thereb y they I abandoned even the suspicion of fraud.,16
44,Mr SYDNEY SMITH ,"Exactly . There of could have been no suspicion of fraud, otherwise the Minister for Trade and Customs would have seized the goods. But were instead, the Department, after holding Goldring's goods, books, and invoices for intimatedfchafcifc was quite willing to allow delivery of the goods reason practically under Goldring's own terms. Mr Goldring went to Sydney, and, in purof the agreement entered into in Melbourne with Mr Smart, made application for the goods in possession of the Sydney Customs authorities to be handed and over to him. The goods in Sydney were of same value as those which in Melbourne had been delivered ; but Mr Lockyer in Sydney demanded security equal to 25 per cent, he on the invoice value, and a cash deposit of the 25 per cent, extra, refusing to adopt the ; and course which had been followed in Melbourne. On the 12th of June a letter was received by Mr Goldring in reply to the letter of the ' 9 t h of that month, stating that the matter had been referred to the Attorney-General in M e l b o u r n e ; and, I believe, that last Friday , the 19th inst., the Melbourne Collector of Customs advised the Sydney Customs officers that they should accept the value placed on the goods by Mr Goldring, plus 10 per cent. Mr Goldring, as I have said, was referred to the Crown Solicitor on several occasions, and on 9th May of this year Mr Goldring wrote the following letter to the Collector of Customs :lie entry for one box watches. Duty paid 1.5,03-W . 17.1. Having called repeatedly since 4.5.03 respecting these goods, must now ask you to kindly favour us with reply as to whether we can obtain delivery of them or not. On 11th May , Mr Lockyer, the of Customs, replied as follows :I beg to acknowledge receipt of j'our letter of the Sth instant relative to a box of watches which formed the subject of previous correspondence, and would suggest that you communicate with the State Crown Solicitor. MY. M it c h e l l , acting for Mr Goldring, communicated with the Crown Solicitor in the following terms :My client, Mr Goldring, has been writing to the Collector of Customs with respect to the further stoppage of his goods, and in a letter to him by the Collector of Customs of the 21st instant he has been referred to you. I understand that the Collector made some remark to his clerk about the inability to get the goods on getting some bond ; but my client, writing for particulars, he was only referred to you. May I ask you to furnish a reply to my client's letter ? Mr M it c h e ll had been referred to the Crown Solicitor some days previously, and, on the 4th of the month, he wrote this second least letter to that officialOn the 27th ulto., I wrote you for information respecting Mr Goldring's goods which were being detained at the Customs. I sent this letter on to you, as my client was referred to you by the Collector of CustomsMay I ask for the favour of un immediate reply. I am writing to the Collector of Customs also on the matter. On 4 t h June Mr ' M it c h e ll addressed the following letter to the Collector of Customs :Mr Goldring handed me your letter of the 21st ulto., wherein you referred him to the Crown Solicitor. 1I have written to the Crown Solicitor, and am writing him again today. May I ask the favour of a reply to my client's letter, either by yourself or by the Crown Solicitor without further delay. I may mention that my client endeavoured to get his goods in Melbourne and offered a bond, but his agents, after repeated inquiries, were informed that although the goods could be got upon giving a bond, they could not furnish a bond or particulars, as the papers were with the Crown Solicitor, and they could nob see bheir wa3' clear bo geb bhem. On 6 t h June Mr Lockyer replied as f o llows :I beg to acknowledge receipt of j'onr letter of the 4th inst.,'relative to a letter addressed from this office to Mr Magnus Goldring in which he was refeired to the Crown Solicitor bo whom I have forwarded j'our letter. That is all the in for m at i o n which could be obtained from the Crown Solicitor. Ifc will be observed that in the first instance Mr . Goldrin g was referred to Melbourne for in formation, and when he there applied to the Minister, he was told that the matter was in the hands of the Crown Solicitor, who, in turn , admitted that he knew very l it t l e Collector of the circumstances. It will be f u r the r observed that Mr Goldring could not obtain replies to his letters. Mr Goldring sums up his complaints against the M in is t er for Trade and Customs, or the Customs authorities, as f o l l o w s : 1. That letters and telegrams of the utmost then importance have never been answered or even acknowledged. 2. That they seized my books and invoices seven months ago, and are still detaining them, without giving any reason for so doing. 3. That they sbopped my imports throughout the Commonwealbh, refusing or ignoring my offers of cash deposit, bank guarantee, or bo suggest any bernis on which I could obbain delivery bo enable me bo carry on my business. 4. That they, without my knowledge or consent, opened my goods in bond and extracted samples bherefrom. Goods referred to-X over 1272, case jewellery, ex Omrali. 5. That in order to obtain valuations they have exposed my imports, prices, and trade secrets to my competitors and clients, and in one case at have resorted bo absolute falsehood to obtain their ends.",16
45,Sir WILLIAM MCMILLAN ,The r e is an indictment! - .,17
46,Mr SYDNEY SMITH ,"It is an indictment which the Minister will have to answer. Mr Goldring's summary' of his complaints proceeds6. Under clause 38, I have had to attend the Collector of Customs, - at the Sydne3' Customs House (16th February), and though no reason was given, was put through severe cross-examinabion-Reporte r being present behind screen. 7. That an endeavour was made to force me into signing, under threats of seizure, a guarantee form as follows :"" I herebj' deposit £ being amount of duby short paid,"" by which the depositor incriminates himself. This I refused, to do, and I finally secured the addition only of the word "" claimed"" before signing. Ifc - will be seen that in the first place an attempt was made to get Mr Goldring fco incriminate himself, and, that attempt failing, the Customs authorities altered the guarantee form in the manner indicated. S. That the actions of the Department were such fchafc they must have been aware that it would be ruin to the commercial interests and reputation of the firms I represent and myself. If Mr Goldring had signed this guarantee form the Minister would be in a position to say that he had admitted short payment in the duty, and had thus incriminated himself as a person who had attempted to commit, a fraud on the Customs Department. But Mr Goldring refused to do anything of the kind ; and eventually the Customs authorities altered the words of the guarantee form.",17
47,Sir WILLIAM MCMILLAN ,They accepted Mr Goldring's word.,18
48,Mr SYDNEY SMITH ,That is so.,18
49,Sir WILLIAM MCMILLAN ,Then why did Mr Goldring not get the goods?,18
50,Mr SYDNEY SMITH ,I understand thatfchisis one of the cases in which Mr . Goldring did get the goods; but the Customs authorities subsequently made a demand for the goods to be returned.,18
51,Sir WILLIAM MCMILLAN ,But Goldring was willing to give a bond in every case.,18
52,Mr SYDNEY SMITH ,"Mr Goldring was willingfcogive any bond, but he could not get the goods. Mr Goldring's summary proceeds9. That for a period extending over nearly twelve months, tliey have collected invoices, & c , from my customers, without giving any reason. Having started in Tasmania in July last, fchey have pursued this course through South Australia, Victoria, New South Wales, and Queensland.",18
53,Sir WILLIAM MCMILLAN ,The Customs authorities seem to have a regular criminal jurisdiction.,18
54,Mr SYDNEY SMITH ,"Mr Goldring further states- . As recently as March last, they were heard of in Mackay and Bundaberg, although since 17th November last fchey have held my private stock book, which gives them every detail, viz., cost and selling prices, when and to whom sold, and although both the firms whom I represent and I have ottered the fullest information and courted every inquiry both here and in London. 10. That they have unlawfully detained free goods for days, and have endeavoured to force me to give a security bond for tbem. Of course it is difficult, if not impossible, for a private member to make as full an inquiry as can be made by the Customs authorities into matters of this kind. What I complain of is, that the Customs authorities, as far back as 17th November of last year, seized Mr Goldring's goods, and have since refused either to give them up or state any reason why they are detained, although Mr Goldring has throughout been willing to deposit any reasonable amount, or to enter into any reasonable bond.",18
55,Sir WILLIAM MCMILLAN ,If Mr Goldring had committed an offence the Customs authorities ought to have prosecuted.,18
56,Mr SYDNEY SMITH ,"I am now speaking on the authority of the information at my disposal; and honourable members know wellfchafchad Mr Goldring been guilty of any fraud, it is not likely that the invoices submitted in November last year would have been accepted on 6th June this year, unless the authorities were satisfied fchafc his conduct was honourable and straightforward. If Mr Goldring had undervalued the goods, or had attempted any kind of fraud, it wasfcheclear duty of the Customs authorities to immediately inquire into the case, and to institute a prosecution. But Mr. the Customs authorities never attempted to do anything of the kind, and have afforded no reasons whatever for the course they adopted. The papers to which I have referred show that Mr Goldring applied, not once or twice, but dozens of times to the Customs authorities, and, in asking for delivery, offered, as I have said, to make any reasonable cash deposit or enter into any bond which might be desired. Prom the Customs authorities Mr Goldring applied to the Supreme Court, which was the only tribunal available, as Parliament was not in session; and the Attorney General instructed Sir Julian Salomons, the leading counsel in New South Wales, to raise the question of no jurisdiction, and by this means prevented Mr Goldring from » obtaining redress. The position taken up by Mr Goldring was that the Customs authorities must either return the goods or give reasons for detaining them. All he asked the Government to do was to allow an impartial tribunal to go into the whole facts, and, if satisfied that there had been no fraud, but that his conduct had been perfectly straightforward, to order the return of the goods. If the Court was not satisfied that Mr Goldring's conduct had been honest and straightforward, he asked that reasons should be given for any dissatisfaction.",18
57,Sir WILLIAM MCMILLAN ,It is common robbery.,19
58,Mr SYDNEY SMITH ,"Mr Goldring took up what was a fair position for a busiin ness man to assume, but the Customs authorities said-""We will not allow the courts to deal with this matter. We take the objection that they have tion."" The result was that he could not proceed with his case. That happened each port. about the date of the meeting of Parliament. I saw in the newspapers an account of the proceedings, and a report of the cision of the Judge, and on the face of it the case seemed such ahard one that, although I did not at the time know Mr. Goldring, I felt, it my duty, when speaking on the motion for the adoption of the address in reply, to bring forward the whole matter for the consideration of the Government, and to ask that might be inquired into, so that any wrong which might have been done might be rejeweller dressed as early as possible. Mr Goldring, seeing that I had brought the matter before the House, wired to me to .ask if I would grant him an interview, and I felt i duty to accede to his request. I think it our duty as Members of Parliament to listen to the grievances of those, no what their position in life, who assert injustice has been done to them for they cannot obtain redress from the ment or from the Law Courts, and, think necessary, to bring their cases before Parliament. I thereupon looked through all the papers in the case, and i peared to be a very hard one. Mr Gold Mr. ring's action throughout shows that was not afraid to submit his case to the light of day. Had he been afraid to do he would not have appealed to the Courts and to Parliament' for redress. came to Melbourne at considerable expense, and while here interviewed the Customs authorities, who, after a detention of his goods for seven months, and having made 'inquiries of his customers and competaken titors as to the correctness of his invoices' thus practically branding him as a criminal throughout Australia-were forced, on' the interfered with Mr Goldring's business. 6 th June, to admit that the valuation he made on the 17 th November was correct, and gave him delivery of his goods without any extra bond or duty. 4x",19
59,Sir WILLIAM MCMILLAN ,Have all his goods now been delivered to him ?,19
60,Mr SYDNEY SMITH ,"No . He then went to Sydney, and endeavoured to obtain the same terms there. He told the Customs officials in Sydney what had been done Melbourne, but they refused point-blank to be. guided by that, and demanded an extra bond of 25 per cent., and an extra cash payment of 25 per cent., before the deno jurisdiclivery of the goods.",19
61,Mr THOMSON ,A different treatment in,19
62,Mr BAMFORD ,Did not the Customs authorities in Melbourne acquaint the Syddeney officials with what had been done ?,19
63,Mr SYDNEY SMITH ,"If I were Minister for Trade and Customs I should be able to tell the honourable member all the facts; but, as it is, I cannot answer fchafc question. I broughtfchematter up in the House some weeks back, and I think that an inquiry should have been made by this it time. Mr Goldring's business has been practically ruined. I happened to meet a in the town of Penrith, in which I reside- a Mr Tennant-wh o waited upon me, and said- "" I notice that you brought Goldring's case before the Hoiise the other t my day."" I said-""Yes ; what do you know is about it I "" He said- "" I have been dealing with Goldring for a number of years, and matter have always found him an honourable and that straightforward man. I gave him an order which as far back as July last for - a numGovernber of Boehm and Co.'s watches. These if we watches are in port rfow, and have ray name printed on their dials, but I cannot get delivery of them; though my cust aptomers are waiting. I have appealed to Goldring, but he tells me that - i the is impossible for him fco take any action in the matter, because the Customs authoso, rities have seized all his goods, includLaw ing those indented to my order."" Mr. He Tennant added that, although he had been buying Boehm and Co.'s watches for a number of years, he could not neglect the interests of his customers, andfchattherefore he would be forced, if some action were not immediately, bo go elsewhere in future. Honourable members can see from that statement how seriously these proceedings have I which ask honourable members to place themselves in his position. He is an importer of watches, with customers all over Australia. But if in these days of keen competition he cannot supply his customers with what they want, they will go elsewhere, and he will then lose their business. So serious has the matter become, that I have been told that Mr Goldring, finding that he could not get redress, either at the hands of the Minister or from the Law Courts, has asked Messrs. Boehm and Co. not to send out any more watches until the matter has been settled.",19
64,Sir WILLIAM MCMILLAN ,How tected by insurance in regard to the goods while they are in the possession of the Customs 1 Has he fco take all risk of fire and damage 1,20
65,Mr SYDNEY SMITH ,"I do not know what his position is in that respect. Prom whatever aspect the case is viewed, it is a most serious one, and demands the most prompt and searching inquiry. I have been told that the firm of Boehm and Co. is one of the largest in London, and I do not think it would be a breach of confidence if I were to refer to a letter in my possession, to show its reputation in the country whence most of these goods come. The letter to which I refer was sent by a member of the Swiss Government to Lord Lans-' downe, and it shows that the firm is of very high standing. I am told further that this Government have received a communication from the Imperial Government, asking that the whole matter may be inquired into, so that justice may be done. If Goldring has been guilty of fraud I , and every member of the House, will support the Minister in punishing him. Mr THOMSON.*-But we cannot countenance the long drawn-out process which he has adopted.",20
66,Mr SYDNEY SMITH ,"No . If fraud is alleged the Government should have taken action long ago. They have had Mr Golduing's papers, books, and invoices in their possession since the 17fch November. When the Customs officers went to his office, he said to his clerk- "" Give them everything they require. I do not want to handle the papers myself, because I have nothing to conceal. Let them go through my books, and do what fchey like in regard fco them.""",20
67,Sir WILLIAM MCMILLAN ,"But understand that the Customs authorities, after taking possession of his books, refused to supply him with copies of their contents 1",20
