speakerGroups,Speaker,text,pageNumbers
14,Mr SYDNEY SMITH ,"I wish to move the adjournment of the House for the purpose of asking that Mr Wade, ' Chief - Engineer of Water Conservation for New South Wales, who is now in Melbourne, be called upon for a full .report in regard to the water supply available at or near Lyndhurst.",13
15,Mr SPEAKER ,"I have received an intimation from che honourable member for Macquarie that he desires to move the adjournment of the House, to discuss a definite matter of urgent public importance, viz.. "" The desirability of obtaining further information from Mr Wade, Chief Engineer of Water Conservation in New South Wales, who is now in Melbourne, concerning the volume and cost of water supply at or near Lyndhurst."" Five honourable members having risen in their places, Question proposed:",13
16,Mr THOMAS ,Is the honourable member stone-walling the Seat of Government Bill?,13
17,Mr SYDNEY SMITH ,"I take all re- sponsibility for tr,y actions in this Chamber. All I ask is that the same courtesy may be extended to me in making this request for information as I should be ready to extend to any other honourable member. adThe question I wish to discuss is a veryimportant one. Misleading statements have been made, both publicly and privately, by the advocates of other sites, for the purpose of damaging the chances' of the Lyndhurst site, and I feel that' in the interests of all - concerned the Chief Engineer of Water Conservation in New South Wales, who has been sent to Melbourne by his Government to give honourable members full information in regard to the possibility of conserving water in the district, should be examined at the Bar of the House, or by a Select Comhim mittee, on his report, which I put before the House last night, so that all the facts relating to the matter may be ascertained.' My action proves that I am desirous that the fullest publicity shall be given to all matters relating to the Lyndhurst site.",13
18,Mr THOMAS ,The honourable member made a long speech on this subject last' night.,13
19,Mr SYDNEY SMITH ,"Yes , but the accuracy of many of the statements which I then made on the authority of Mr Wade were questioned by certain honourable members. I believe that a majority are desirous of knowing the truth, and, therefore, I wish to give the House an opportunity to examine Mr Wade in a most public manner, both on every statement which I"" have made, and in regard to other matters bearing on the question at issue. Mr Wade has submitted a report which shows that a gravitation supply capable of supplying 100,000 people with 100 gallons per day throughout the year can be obtained at Lyndhurst, the rate of consumption provided for being twice that of Melbourne and Sydney combined, and Mr Wade has allowed for 8 per cent, to run off in the course of a dry year.",13
20,Mr SPEAKER ,"The honourable member is not asking that further information shall be supplied, but is quoting statements in a report which he says is now available. I hope that he will confine himself to the terms of his motion.",14
21,Mr SYDNEY SMITH ,"Certai n statements have been made, and I am anxious that Mr Wade shall be asked to give the - House full and complete information on the whole question. I wish other honourable members to have the same opportunity to examine him as I have had, so that the full light of day shall be shed on the subject. In a report which Mr Wade has written to - rnei and which is now in my possession, he says that a gravitation scheme can be obtained at Lyndhurst which would supply 100,000 people at the allowance I have already named; and that if more water were required, a storage reservoir could be constructed on the Lachlan, just below the junction of Wyangala Creek. The cost of the work has been estimated at £581,200, which includes the cost of twenty-two miles of steel main, one-tenth of the cost of the dam, and the cost of buildings, pumps, boilers, engineering, and contingencies. Making provision for fuel and stores, maintenance, and interest and sinking fund at 6 per cento the supply would cost 7jd. jDer 1,000 gallons. At the present time the water supplied in Sydney and in Melbourne costs is. per 1,000 gallons, while in some places where there are pumping schemes the cost is as high as is. 6d. per 1,000 gallons. A weir to supply the requirements of a Capital City, estimated at 9,000,000 gallons per day, could be constructed for £100,000.",14
22,Mr SPEAKER ,"The Standing Order prevents any discussion which anticipates debate oh an item of business already appearing on the notice-paper, and, therefore, nothing can be said now which could be said in Committee on the Seat of Government Bill. The honourable member must confine himself wholly to the matter to which' his notice refers, the desirability of examining Mr Wade at the Bar, or before a Select Committee, to obtain further information from him regarding the possibilities of water supply at Lyndhurst. He will not be in order in saying now anything which could be said in Committee on the Bill. His present remarks are clearly such as Could be made at that stage, and, therefore, they are not in order.",14
23,Mr SYDNEY SMITH ,I am merely endeavouring to justify my contention that Mr Wade should be examined at the Bar of the House.,14
24,- Mr SPEAKER ,I would point out that every word which the honourable member has uttered during the. past two or three minutes could be appropriately uttered upon the Seat of Government Bill. He seems rather to be showing the want of necessity to examine Mr Wade before the Bar of the House than the necessity to do so. I must .ask the honourable member to confine his remarks to the question before the Chair.,14
25,Mr SYDNEY SMITH ,I shall endeavour to do so. I merely desire to point out that the figures supplied by Mr Wade in connection with the water supply at Lyndhurst have been questioned by honourable membeis.,14
26,Mr SPEAKER ,"Of course, it is not my business to indicate to the honourable member what he ought to say, but I would suggest to him a line of argument which would be in order, so as to contrast it with a line of argument which is not in order. Upon a motion such as this, it would be perfectly competent for the honourable member to argue that Mr Wade knew all about the locality in question, and .that his opinion was worth having. Any such line of argument would be perfectly in order, but the line of argument which he is following is not in order.",14
27,Mr SYDNEY SMITH ,"I thoroughly realise the difficult position which I occupy. My only desire is to direct attention to the important statements which have been made by Mr Wade, the Chief Engineer of Water Conservation in New South Wales, in connection with the water supply at Lyndhurst That officer has reported upon all the sites.",14
28,Sir WILLIAM LYNE ,Did he appear before the Commissions ?,14
29,Mr SYDNEY SMITH ,Yes . Nearly all the information upon which the Commissioners based their report concerning the question of water supply was obtained from him.,14
30,Sir WILLIAM LYNE ,Is not that information contained in their report?,14
31,Mr SYDNEY SMITH ,"No , because it is only recently that surveys have been made in connection with the Lyndhurst site. Mr Wade shows very clearly that by constructing a weir upon the Lachlan he could conserve",14
32,Mr MCWILLIAMS ,Whei e is Mr Wade now ?,14
33,Mr SYDNEY SMITH ,He is in Melbourne.,15
34,Mr AUSTIN CHAPMAN ,Why is,15
35,Mr SYDNEY SMITH ,I requested the Premier of New South Wales to in struct him to visit Melbourne. Honorable MEMBERS - Oh !,15
36,Mr SYDNEY SMITH ,"The honorregard able member for Hume and the honourable member for Eden-Monaro made certain statements in connection with the Lyndable hurst water supply which I knew to be unthe reliable, and I wished to have Mr Wade water-holes. here so that he might be able .to furnish honourable mqmbers with the fullest inbasis formation. All I ask is that he should called to the Bar of the House, and amined upon this important question. In gallons per dav. one of his reports, Mr Wade states that, even in the driest season upon record, the Lachlan River can be made to supply discussion. 135,000,000 gallons per day.",15
37,Mr SPEAKER ,Order ; the honorwith able member is again anticipating the deto bate upon the Seat of Government Bill .,15
38,Mr SYDNEY SMITH ,I merely menthe tion that fact in support of my contention that honourable .members should be an opportunity of examining Mr Wade at the Bar of the House.,15
39,Mr CULPIN ,Can he give more informabottle ? tion than he has alreadv supplied?,15
40,Mr SYDNEY SMITH ,"No ; but last night, upon the authority of Mr Wade, made a statement, the accuracy of which was questioned.",15
41,Mr DUGALD THOMSON ,Who questioned anxious it?,15
42,Mr SYDNEY SMITH ,"It was quesbeing tioned by the honourable member for Hume, and the honourable member for EdenMelbourne, Monaro.",15
43,Sir WILLIAM LYNE ,What did I say in reference to it?,15
44,Mr SYDNEY SMITH ,"The honourable member attempted to disparage the report of Mr Wade. I say that that officer should be examined at the Bar of the House, in order that honourable members may suppled with full and accurate information.",15
45,Mr AUSTIN CHAPMAN ,The more information we obtain in regard to Lyndhurst the has no right to say that. less number of votes will be recorded in favour.,15
46,Mr SYDNEY SMITH ,"That imay the honourable member's view, but I am satisfied to rest its claims upon possible publicity. If my statements cannot be substantiated",15
47,Mr KELLY ,The honourable member is willing to pit Mr Wade against the writers he here ? ' of anonymous letters.,15
48,Mr SYDNEY SMITH ,I am prepared to do that at any time. I feel sure that the Prime Minister does not object to the most complete information being supplied into all sites. I do not ask honourable members to accept my statement,15
49,Mr DAVID THOMSON ,But the honormember must admit that in dry seasons Lachlan River is merely a succession of,15
50,Mr SYDNEY SMITH ,"Upo n the of the driest year ever experienced, be namely 1901-2, Mr Wade declares that he excould supply Lyndhurst with 135,000,000",15
51,Mr SPEAKER ,Order . The honourable member is again anticipating another,15
52,Mr SYDNEY SMITH ,"In dealing this question it is very difficult for me keep within the strict limits prescribed by parliamentary rules. I did not accept verbal statement of Mr Wade in connection with this matter, but requested him to afforded submit his views in writing.",15
53,Mr MCLEAN ,H as he brought the Lyndhurst water supply with him in a,15
54,Mr SYDNEY SMITH ,"The honourable member will be able to examine him if he I is summoned to appear at the Bar of the House. It is really wonderful to note how keen are some honourable members, who are that a site shall be selected upon the Victorian border, to prevent full publicity given to all the facts connected with this question. Mr Wade is at present in with the consent of the New South Wales Government, whom I have to thank for placing his services at our disposal. He is prepared to be examined at the Bar of the House upon the statements which he has made concerning the water supply at Lyndhurst. That fact shows that I do not fear the fullest light being thrown be by experts upon my contentions.",15
55,Mr BATCHELOR ,-Not if the honourable member's own experts are called.,15
56,- Mr SYDNEY SMITH ,"The Minister In advocating its his own scheme, the honourable gentleman is relying upon the report of this very officer. be Mr Wade is no expert of mine. NA the fullest ber admitted it just now.",15
57,Mr SYDNEY SMITH ,I asked the Government of New South Wales to grant honourable members the assistance of that officer in dealing with this question. NA hurst.,15
58,Mr SYDNEY SMITH ,"Seein g that misrepresentations have been made concerning the Lyndhurst site, I was perfectly within my rights in making that request to the New South Wales Government. NA able member disown his action?",16
59,Mr SYDNEY SMITH ,"I do not disown it. The fact that I asked' the New South Wales Government to send Mr. Wade to Melbourne does not make him an expert of mine. Because the honourable member for Hume appointed certain gentlemen as Capital Sites Commissioners, should I be justified in affirming that they were his Commissioners?",16
60,Sir WILLIAM LYNE ,The member did so.,16
61,Mr SYDNEY SMITH ,"If I did, I was probably quite right in one or two instances. As a matter of fact, I believe that Mr Wade was appointed by the honourable member for Hume.",16
62,Sir WILLIAM LYNE ,I think was.,16
63,Mr SYDNEY SMITH ,Then upon' the argument which - has been advanced that officer must be the expert of the honourable member. He was appointed by the honourable member as the best officer available to make a report.,16
64,Sir WILLIAM LYNE ,I am not quite sure that I did appoint him.,16
65,Mr SYDNEY SMITH ,"I believe that sional indignation? the honourable member did. I know, at all events, that he has a very high opinion Mr Wade's ability.",16
66,Sir WILLIAM LYNE ,That is so.,16
67,Mr SYDNEY SMITH ,"That is suffipaid cient for mv case. Mr Wade is no more a friend of mine than is any other officer able information. in the Public Service of New South Wales. When I requested the New South Wales Government to send an expert to bourne, I asked, not for Mr Wade, for Mr Bloomfield, who made the original report.",16
68,Mr AUSTIN CHAPMAN ,Why not have NA,16
69,Mr SYDNEY SMITH ,"I should like him to be called. The New South Wales Government have considered it desirable to offer us the assistance of their Chief Engineer, and I ask that he should be who examined at the Bar of the House. Bloomfield has furnished us with valuable 2 information, and has shown that by means of a gravitation scheme, an adequate water supply could be secured at Lyndhurst for a population of 87,000. Mr Wade has been in communication, not only with myself, but with the Prime Minister, and the Minister of Home Affairs, who have had an opportunity to question him on this subject; and every honourable member should be afforded equal facilities to examine him. Damaging statements against Lyndhurst have been made by opponents of that site, and Mr Wade, in the interests of fair play, should be examined at the Bar, in order that those statements may be proved or disproved.",16
70,Mr WILKS ,"Dalley) - I should not have risen to address myself to this question but for the seriousness of the issue. During the debate last night some warm exchanges took honourable place, and unless honourable members guard themselves, feeling is likely to run very high before a site is selected. NA the evidence of outside experts.",16
71,Mr WILKS ,"In Mr Wade we have an engineer who is at the head of the New that he South Wales Department of Water Conservation, and who holds high rank among the members of his profession in Australia. It is, therefore, very desirable that we should have an opportunity to examine him. I do not wish to suggest that the honourable member for Macquarie is not a good engineer, but his engineering skill does not relate to water conservation.",16
72,Mr AUSTIN CHAPMAN ,Is this profesMONICA,16
73,Mr WILKS ,"The honourable member of who interjects is an engineer of another type; his skill is related more particularly to underground work. Mr Wade is not the emissary of any party, and he would be able to supply the House with very valuSo far, the debate on this question has been characterized by a broad Federal spirit, but there is-a danger Melthat the honourable member for Edenbut Monaro, the honourable member for Hume, and others may, in a weak moment, be tempted to urge, from a merely provincial stand-point, the merits of the sites which they respectively favour. We must avoid partisanship, and I think that by examining Mr Wade we shall remove many doubts that have been created in the minds of honourable members by the assertions of those are opposed to the Lyndhurst Mr site. The honourable member for Macquarie simply desirea that Mr Wade shall be called, in order that the allegations which have been made against the Lyndhurst water supply may be shown to be without foundation. No one would suggest that that officer would be guilty of the improper advocacy of any site. The only objection that can be urged is that if Mr Wade were called the supporters of other sites might demand that many other experts should be examined at the Bar of the House. have, nevertheless, to ask ourselves whether we are in possession of all the information necessary to enable us to come to a wise decision. It seems to me that we are not. The honourable member for Macquarie admits that he is at a disadvantage in dealing with the claims of Lyndhurst, in the absence of the expert evidence which Mr. Wade would be able to afford the House.",16
74,Mr MCLEAN ,D i d he not supply report to the Commissioners?,17
75,Mr JOSEPH COOK ,It is desired to examine him on a further report.,17
76,Mr WILKS ,"The paper submitted to the House last night by the honourable member for Macquarie is merely a - precis of Mr. Wade's views, in regard to the cost of providing Lyndhurst with an adequate water supply. The information which it gives is necessarily curtailed, and honourable members are not able to full y grasp the figures. If Mr Wade were summoned to appear at the Bar of the House, we should obtain the fullest information from him, and I trust that honourable members who wish to see this matter dealt with solely from an Australian point of view will not hesitate to agree to the request.",17
77,- Mr AUSTIN CHAPMAN ,"Eden Monaro) - I offer no objection to the proposal made by the honourable member for Macquarie, although I think that by yielding to it we might create a rather dangerous precedent. No charge has been made against Mr Wade, and, so far as I am aware, there is no very special reason why he should be called. I understand that the honourable member - for Macquarie takes serious .exception to one or two interjections, in reference to the water supply of Lyndhurst, which were made last night whilst he was speaking in Committee.",17
78,Mr JOSEPH COOK ,Somethin g much more serious than interjections.,17
79,Mr AUSTIN CHAPMAN ,Then the honourable member ought to say what it is.,17
80,Mr SPEAKER ,The honourable memone ber will not be in order in referring to another debate.,17
81,Mr SYDNEY SMITH ,"That was my difficultv. M i . AUSTIN CHAPMAN - I know that Mr Wade is a first-class engineer, but I ask whether it is desirable that we should call to the Bar of the House only a gentleman who has furnished a report favourable to the selection of a certain site.",17
82,Mr SYDNEY SMITH ,I do not know any- We thing about his views in that respect. That statement is hardlv fair.,17
83,Mr AUSTIN CHAPMAN ,The reports supplied by Mr Wade are favourable to the selection of a certain site.,17
84,Mr SYDNEY SMITH ,The v are fair.,17
85,Mr AUSTIN CHAPMAN ,He has expressed a very favourable opinion in regard to the water supply of Lyndhurst.,17
86,Mr KELLY ,An honest opinion.,17
87,Mr WATSON ,That goes without saying.,17
88,Mr AUSTIN CHAPMAN ,I do not accept the honourable member for Wentworth as an authority on this subject.,17
89,Mr SYDNEY SMITH ,Mr Wade has also favorablv reported on Tumut.,17
90,Mr AUSTIN CHAPMAN ,"He has made a favourable report on Lyndhurst, and for that reason the honourable member for . Macquarie proposes that he shall be examined. I have no. objection to the adop : tion of that course, because I am satisfied that Mr Wade would not make a report in favour of any site unless he were convinced that it was right to do so. If we are going to question the value of the various reports which have been submitted to us, we ought to examine not only Mr. NA and other gentlemen having equally high reputations. Surely we are not going to cast a slur on the high officials who have furnished us with reports? The honourable member for Macquarie. telegraphed to the Government of New South Wales to secure the attendance of Mr Wade in Melbourne, and, knowing that that gentleman is prepared to speak in favour of the selection of Lyndhurst, he desires that he shall be called. Is Mr Wade to be singled out as the one engineer to give evidence at the Bar of the House? I should like to drawattention to the fact' that the New South very Wales Engineering Department has been responsible for some terrific blunders in connection with water supply. Every one in New South Wales is aware that some in that Department must be held responsible for serious mistakes in connection with the water supplies of Bathurst, Orange, Goulburn, and Armidale. I do not say it was Mr Wade, but if we are to discuss the relative merits of engineers, we should have some information as to who was responsible for those schemes.",17
91,Mr WATSON ,Mr Wade has only recently become Chief Engineer.,18
92,Mr SYDNEY SMITH,It is a very unfair way in which to try to damage a public officer's reputation.,18
93,Mr AUSTIN CHAPMAN ,"If we are to decide this question by bringing men to the Bar of the House, we should bring a number of men, because it is a well-known fact .that in' connection with the schemes for water supply for the places I have mentioned, most glowing reports were issued, by the Department in New South Wales, as to what the rainfall would be, what the conservation would be, and we really had in respect to those schemes much the same story as we were told last night. The places to which I refer have had water supplies provided for them on the authority of some engineer in New South Wales, and in every case they have proved dismal failures. At Orange, where we are told there is such an enormous catchment area for a water supply, the people of the little town had to be put on half supply in the summer before last. The mistakes in these cases should be inquired into, and we should know who >vas responsible for them. It would be a calamity to us if we were guided by the report of engineers who are incompetent. I do not doubt the figures which were given to us last night, but we want something more tban figures; we should have facts.",18
94,Mr SYDNEY SMITH ,Some honourable members do not want the facts.,18
95,Mr AUSTIN CHAPMAN ,"I have not am the .slightest objection to hear them, we are to have an officer sent here specially by. the New South 'Wales Government to make, at the Bar of this House, certain statements regarding a particular site, should also have an opinion from other' officers with regard to other sites, and should saddle the responsibility for the takes made in New South Wales in this connection on the right shoulders. not believe that Mr Wade would make such mistakes, but I refuse to allow the honourable member for Macquarie to inferenas tially saddle engineers who have reported favourably of sites other than Lyndhurst with that responsibility. If Mr Wa.de to be brought to the Bar of the House, NA reputation as his should also be heard. From NA as to what can be done at Lyndhurst. There is no running water there, and the suggestions as to what can be done there in the way of water supply are all dependent on conditions and circumstances. . If the intention is to pit one public officer against another, they should all be given fair play. The honourable member for Macquarie cast some reflection upon the Commission appointed by the honourable member for Hume, only because that Commission did not supply him with as good a report on Lyndhurst as he could get from Mr. Wade's figures. The last thing we should try to do in this House is to pit one public officer against another. If I do not agree that what Mr. Wade has done is right, that is no reason why I should try to cast the slightest doubt upon his ability or his honesty. No one who knows Mr Wade would think of doing so; but he should not be brought here as a kind of special pleader for one site. That would put Mr Wade in a very false position. The very fact that the honourable member for Macquarie telegraphed to have this officer brought here should be enough"" to induce honourable members to hesitate before they agree to what has been proposed. We were told by the honourable member that Mr Wade reported that at Lyndhurst there is not only a Sufficient water supply for the Federal City, but that there could be procured 135,000,000 gallons a day for irrigation purposes. All I can say is that many of us who could not get even a drink of cold water there, would be very glad to get such information from Mr Wade. I disposed to think that there is one good but if reason why that gentleman should be . brought to the Bar of the House. He has just returned from America, and the honourable member for Barrier is under the we impression that the report quoted must be upon the Mississippi, and not upon we Lyndhurst, and I think it is well that that misshould be cleared up. I am quite certain that any report by Mr Wade would be I do an honest one. In my opinion, he is a very competent engineer, but if he' is to be brought before the Bar of the House' the special pleader for a particular site, in _ justice to other sites, we should also' have here some of the is engineers who have told us that' unless We are prepared to spend millions, it a will be almost a matter of impossibility to get a water supply at Lyndhurst. We might get water to the moon, if we spent enough money. If Mr Wade is to be brought to the Bar of the House, another telegram should be sent to Sydney to some other engineer, whose reputation is just as good as is Mr Wade's, and who will tell us that unless we go to the expenditure of millions there is a risk that at Lyndhurst we should have more whisky than water.",18
96,Mr JOSEPH COOK ,"Parramatta) The honourable member for Eden-Monaro has told us that he has not the slightest objection to Mr Wade appearing at the Bar of the House, and he has further said that he believes that gentleman to be a competent engineer, who would give an honest opinion. If that be so, may I ask what we should gain by questioning Mr. Wade as to the engineering failures that have occurred at different places in New South Wales in connection with small water supplies.",19
97,Mr AUSTIN CHAPMAN ,He might give us some information in respect to them.,19
98,Mr JOSEPH COOK ,"He might, but what would be the advantage gained by asking Mr Wade's opinion upon matters which did not concern him, and which are not connected with the question before us in any way ? The object could only be to try to influence the minds of honourable members adversely to Mr Wade's opinion. At one moment the honourable member says that Mr Wade is an honest man, and in the next he says that we should have him here"" that we may ask him about these failures.",19
99,Mr MCLEAN ,An honest man may make a mistake.,19
100,Mr JOSEPH COOK ,"The honourable NA should be brought here if Mr Wade is to be consulted. I should like to point that the figures quoted by the honourable NA ham's figures. Mr Wade has taken Mr. Pridham's figures, and on them he has based his report. NA ham's figures, he is the engineer consult, and not Mr Wade. NA has said that Dalgety has a better water torate ? supply than Lyndhurst can ever have, and Mr Wade does not agree with that.",19
101,Mr JOSEPH COOK ,"That is not the question at all. I am prepared to admit hold the same opinion of Lyndhurst. that there is a better water supply at Dalsubmit gety than at Lyndhurst; but what we are concerned about is to establish the fact that an adequate water supply may be obtained at Lyndhurst for all the purposes c f a Federal Capital. I am not concerned to deny that there may be better water supplies found elsewhere in New South Wales. What we say is that in this neighbourhood, which has been so rryjch maligned by some honourable members in this particular respect, there is an abundance of water, and more than the Federal Capital will ever require. It is the more advisable that we should take advantage of Mr Wade's engineering skill, as he is already in Melbourne, and we can secure his advice without delay to the final determination of the question before us.",19
102,Mr AUSTIN CHAPMAN ,He is in Melbourne at the request of the Lyndhurst site supporters.,19
103,Mr JOSEPH COOK ,I do not know who brought him here.,19
104,Mr AUSTIN CHAPMAN ,The honourable member for Macquarie says that he telegraphed for him.,19
105,- Mr JOSEPH COOK ,"I am prepared to admit that. I hope the honourable member did ; it would be but evidence of his industry and enterprise in this matter. May I remind honourable members that the Government of New South Wales are in favour of the Lyndhurst site? I submit respectfully that a site which is recommended by the Government, and is to be recommended by the Parliament of New South Wales, is entitled to their serious consideration.",19
106,Mr AUSTIN CHAPMAN ,The New South Wales Government are not in favour of it .,19
107,Mr JOSEPH COOK ,All I have to say to that is that the Premier of New South Wales announced to the country only the other day that if returned to power he out would ask the Parliament of New South Wales to recommend Lyndhurst to the,19
108,Mr AUSTIN CHAPMAN ,He said he would leave it an open question.,19
109,Mr JOSEPH COOK ,The honourable we should member is quite wrong.,19
110,Mr AUSTIN CHAPMAN ,Why not be f a i r state that Lyndhurst is in his own elecMONICA,19
111,Mr JOSEPH COOK ,"Not only Mr. Wadclell, but all the influential members of the late Government in New South Wales I that a site favoured by the Government of the State which has to grant the land, and which has spent a very large sum of money in facilitating the object we have in view> should be considered. The New South Wales Government have sent over an engineer with a special report upon the water supply at Lyndhurst, and we should, in courtesy to them, hear what this engineer has to say. It is the more important that we should hear him since we had last night an expert opinion adverse to Lyndhurst as a site from the right honourable member for Swan. Nothing more damaging to the character of Lyndhurst as a suitable site for the Federal Capital could be urged than the opinion offered by the right honourable member.",19
112,Sir JOHN FORREST ,It was offered some time ago; the report has been on the table for some time.,20
113,Mr JOSEPH COOK ,I am referring to the right honourable member's remarks last night. He told us that it would be absolutely dangerous in summer time i scheme suggested by this engineer were carried out.,20
114,Sir JOHN FORREST ,I do not said that.,20
115,Mr JOSEPH COOK ,"The right honourable member told us that the water stored would become polluted in summer, and would be a source of danger.",20
116,Sir JOHN FORREST ,I referred to artificial lake suggested.,20
117,Mr JOSEPH COOK ,I could not imagine a more severe condemnation of the scheme than we had from the right honourable member.,20
118,Sir JOHN FORREST ,The lake need not be made.,20
119,Mr SPEAKER ,I think the honourable member for Parramatta must see that the remarks he is making now are really but a continuation of the debate upon another question. The mere fact that he is replying to some remarks made in that debate is a proof that the honourable member is transferring to this question debate which should take place in Committee. I must ask the honourable member not to anticipate the debate in Committee.,20
120,Mr JOSEPH COOK ,"I do not. quite see how I can avoid it. I quite admit what you say, Mr Speaker, but. on the other hand, the very purpose of moving the motion for the adjournment of the House is to ask that special engineering skill shall be made available for the purpose, amongst other things, of furnishing information concerning statements made during the course of the debate in Committee. While I know the rule of Parliament that an honourable member cannot, upon a motion for the adjournment, allude to a debate proceeding at another time and place, in this instance it is almost unavoidable. However, I will not further transgress. But I do say that, in view of the very serious statements imade by the right honourable member for Swan on the question of the water supply of Lyndhurst, it is of the very utmost consequence that the House should avail itself of every opportunity to test their truth. Leaving out of sight the advocates, or partisans, as they have been called, of Lyndhurst-and I do not object to the term - I urge that the fact that this site is about to be officially recommended for consideration by the Government of New South Wales",20
121,Mr AUSTIN CHAPMAN ,That is absurd; f thehalf the members of the New South Wales Government are against it. The honourable member knows that himself.,20
122,Mr SYDNEY SMITH ,We know nothing of the kind.,20
123,Mr DAVID THOMSON ,Lyndhurs t is in Mr Waddell's electorate.,20
124,Mr JOSEPH COOK ,"I know that, but what has it to do with the question ? Why the does not the honourable member make a similar interjection concerning sites which are in the electorates of other honourable members?",20
125,Mr DAVID THOMSON ,The remarkapplies to them in just the same wav.,20
126,Mr JOSEPH COOK ,"Honourable members opposite imake such interjections with regard, to those who favour Lyndhurst, but not concerning the advocates of other sites, who all along have been doing their best for their electorates. More power to them; I do not criticise them on that account. I do not see what point there is in the interjection that Lyndhurst is in the electorate of the Premier of New South Wales. Of course it is. But that fact would go for nothing if the people of New South Wales were not behind the site. Since the practicability of this site has been challenged by an expert of the character of the right honourable member for Swan, who believes that to construct there artificial works for conserving water will be to menace the health of the people in the district, we ought to have the benefit of all the available engineering skill which has been devoted to the investigation of such questions. With respect to the opinions of other engineers, who would probably report adversely, I would remark that that could not be so in the case of Pridham, because he furnished the figures which, after checking, have been adopted by Mr Wade in the preparation of the case submitted last night by the honourable memvernment ber for Macquarie.",20
127,Mr BATCHELOR ,"Boothby-Minister of Home. Affairs) - I do not know that Government can complain altogether of delay in the transaction of business which has been caused by this debate. the other hand) it is certain that the Goquest. vernment are not getting quite as much support in their endeavour to push forward .the settlement of the Capital Sites question, as, perhaps, they had a right to expect from some quarters. A request has submitted today, which, it seems to the honourable member for Macquarie canmight not reasonably think that the House is likely to grant.",21
128,Mr SYDNEY SMITH ,"I do not see why the House should not, if we are to have fair settle the matter? play.",21
129,Mr BATCHELOR ,"Such a request should only be granted in the event of very serious misstatements having been made. I am expiessing my individual examine him. opinion in this respect, but my view certainly is that only in the case of very ous misstatements would it be advisable call any person to the Bar of the House. sites. It is a most unusual procedure, and is very seldom adopted by any Parliament. I have never heard of its being adopted for the purpose of rebutting statements made way of interjection in the course of bate. 11 is a most remarkable request. All kinds of statements have been made in terjections and in speeches about each of information. the suggested sites.",21
130,Mr SYDNEY SMITH ,The honourable gentleman made a statement himself.,21
131,Mr BATCHELOR ,Does the honourable member for Macquarie suggest that I made any statement that was unfair to Wade? I can assure him that I did not is for a moment mean to suggest that Mr. Wade was a partisan of any site.,21
132,Mr SYDNEY SMITH ,I do not know his opinion.,21
