speakerGroups,Speaker,text,pageNumbers
10,Mr BLAKELEY ,The language Ls not strong enough.,22
11,Mr SPEAKER ,I would point out honourable to the honourable member that language can be forcible without being extravagant and grossly offensive.,22
12,Mr MAHONY ,But women and childetermined. dren are starving ! ' . Mr . . $ PEAKER - 4: ask the member for Dalley ( Mr Mahony) not interject while the Speaker is on his feet.,22
13,Mr MAHONY ,"Why do not the Go-, vernment do something?",22
14,Mr SPEAKER ,The honourable member immediately repeats his breach of Standing Orders. I name the honourable member for Dalley for his persistency in defying the Chair.,22
15,Mr MAHONY ,I do not care.. Women and children are starving.,22
16,Mr BLAKELEY ,The Government are set of canting humbugs and hypocrites.,22
17,Mr SPEAKER ,"I ask the honourable member for Darling ( Mr Blakeley) cease his interjections. member for Dalley has had a few moments to reflect, and I wish to give him opportunity to apologize to the House.",22
18,Mr WATT ,"W it h your Mr Speaker, may I interpose. regret that I was absent when the incident to which my attention has Darling been directed took place. tirely ignorant of its nature except I am given to understand by my honorI able colleague ( Mr. interjections have been made in defiance of the order of the Chair. That is not uncommon when feeling runs high. But it is also a very common incident that: when honourable members have had time to reflect, they see the wisdom of obeying the Chair, no matter on what side of the House they sit. I take this opportunity, Mr Speaker, to supplement your appeal to the honourable member that he will obey the ruling of the Chair, as all honourable members from the Leader of the House downwards have to do.",22
19,Mr MAHONY ,I feel that I cannot withdraw from the attitude that I have taken up. There are thousands of women and children starving in this country and the Government are doing nothing. I ' absolutely refuse to withdraw from the position taken up by me.,22
20,Mr SPEAKER ,"I would remind the member and the House, generally that, whatever the reason may be for the action taken by him, it is entirely apart from the question to beThe rules of the House are being flagrantly ignored and disregarded,, honourable and I must look to the support of to honourable members in demanding their, due observance. I hope that the honourable member will recognise that it is his' duty to withdraw from the attitude he has^ adopted. .",22
21,Mr MAHONY ,"No , I am not goingj the to withdraw. The welfare of the womenand children is more to me.",22
22,Mr WATT ,"May I offer a few additional words. I am not permitted, nor is any honourable member, to discuss the merits of the views of the honourable a member for Dalley ( Mr Mahony) as expressed in 'his interjection. If I were I would tell 'him that the Government has to done and is prepared to do a great deal, The honourable .as the Leader of the Opposition ( Mr . Tudor) himself knows. That, however, is an not the question before the House.",22
23,Mr BLAKELEY ,"The trouble is that concurrence, you have done nothing.",22
24,Mr WATT ,It would be very much better if the honourable member for ( Mr Blakeley) would al'ow this I am enmatter to be settled as beween the Chair that and the honourable member concerned. t is only a question now of obedience to Groom) that the invariable traditions of the Chair and of orderly conduct. If the honourable member were the occupant of the Chair; he would have to enforce the rules of debate even against members of his own political views.,22
25,Mr MAHONY ,"If you tell me that you are going to do something to relieve the distress, I will withdraw.",23
26,Mr WATT ,I cannot obtrude the merits of the question at this stage.,23
27,Mr MAHONY ,Then I ehall not withdraw.,23
28,Mr WATT ,"But the Leader of the Opposition knows that the door is open to him, and all those associated with him, to put views of that kind in a proper way to the Government. If they are so put, they will be duly considered, promptly attended to. I appeal to the better judgment of the honourable member for Dalley to respond to the direction of the Chair.",23
29,Mr MAHONY ,I shall not withdraw.,23
30,Mr SPEAKER ,Then I have no alternative but to call upon the Leader of the House to take the necessary action to enforce observance of the Standing Orders of the House.,23
31,Mr WATT ,"The very unpleasant duty is cast upon the acting head of the Government of movingThat the honourable member for Dalley '( Mr. Mahony) be suspended from the service ot the House. I take this action very reluctantly, because I am sure the honourable member and his colleagues feel that this incident is unfortunate, and should not be pursued. However, no alternative is left to me, and ' I move accordingly.",23
32,Mr BLAKELEY ,The condition of these women and children is more unfortunate.,23
33,Mr SPEAKER ,"Before putting the question, I should like to give the honourable member for Dalley another opport u n it y to consider his position.",23
34,Mr TUDOR ,Withdraw .,23
35,Mr MAHONY ,"No , I wil l not.",23
36,Mr SPEAKER ,"Then I have tion but to put the question. Question put. The House divided.' Ayes .. .. Noes . . .. Majority AYES. Archibald, W. O. Lamond, Hector Bamford, F. W. Lynch, j . Bayley, J. G. Mackav, G. H. Bn'rchcll, B. J. Maxwell, G. A. Chanter, J. M. MCWilliams, W. J. Corser, 13. B. C. Pigott, H. R. M. Fleming, VV. M. Poynton, A. Foster, Richard Rodgers, A. S. Fowler, J. M. Sampson, S. Gibson, W. G. Smith, Laird Glynn. P. MCM. Watt, W. A. Greene, W. M. Wise, Xi. H. Gregory, H. Groom, L. E. Tellers : Jowett, 15. Story, W. H. Kelly, W. H. Thompson. John and NOES. Blakelcv, A. Tudor, F. G. Charlton, M. Wallace, C. Considine, M. P - Watkins, »D. Fenton, J. E. West, J. E. Higgs, W. G. Yntes, G. E. Mahony, W. G. Tellers: Mathews, J. Paste. J. MCDonald, C. Riley, E. In division: NA to the fact that the honourable member for Henty ( Mr Boyd) entered the chamber, and took his seat on your right after you had given orders for the doors to be locked.",23
37,Mr SPEAKER ,"The honourable member for Henty will withdraw. Question so resolved in the affirmative. The honourable member for Dalley ( Mr . Mahony) was therefore, understanding order 59, suspended for the remainder of the sitting, and withdrew from the chamber.",23
38,Mr SPEAKER ,Hon. W . Elliot Johnson) - I now ask the honourable member for Barrier ( Mr Considine) to withdraw the words which were complained of at the time that this interruption took place.,23
39,Mr CONSIDINE ,"Wit h all due respect to your office, sir, I think the condition of the workers, whom I claim to represent, is so serious that it 13 impossible for no opme to withdraw the statement.",23
40,Mr SPEAKER ,"I remind the honor' able member that he cast, a very gross and . . 30 ' offensive reflection npon the Government . . 15 of the country by describing them as '* a murdering gang of thieves.""",23
41,Mr BLAKELEY ,"It is hypocritical cant for them to say they are doing something to relieve the distress, when they have done nothing.'",23
42,Mr SPEAKER ,"Order ! I remind the House Several honourable members jecting,",24
43,Mr SPEAKER ,'Order ! I suspend the sitting of the House for fifteen minutes. (Sitting suspended from 11.25 to 11.40 a.m.),24
44,Mr SPEAKER ,"In the interests of decorum and the reputation of the House, I took the somewhat unusual course of suspending the .sitting",24
45,Mr BLAKELEY ,"Thes e are unusual times, sir.",24
46,Mr SPEAKER ,"Order ! I took the Somewhat unusual course of suspending the sitting in order to afford some honourable members sufficient time for calm reflection in the hope that they would recognise the seriousness of the position that was developing. One of the duties imposed upon me, as the presiding oflicer of the House, is to see that the rules spected. ' I must therefore ask the honourable member for Barrier ( Mr Considine), now that he has had ample time for reflection, to withdraw the words of which complaint was made at the time of the interruption of our proceedings. Mr Cor. srDiNE - I am very sorry, sir, T that I cannot see my way clear to comply with your request, because I consider that the condition of the people outside this House warrants any breach of our parliamentary procedure in order to draw attention to it.",24
47,Mr SPEAKER ,"I do hope that the honourable member will not continue to adopt that attitude. I would rather not have to proceed to extreme measures, tlierefore I will give the honourable memto live. ber another opportunity to withdraw before calling on the Acting Prime Minister ( Mr Wiatt) to take action.",24
48,Mr WATT ,"May I be permitted, with the consent of the House, to add just few words to the appeal which you, sir, agents. have made. The honourable member for Barrier knows perfectly well that the relating to the preservation of order imperative in a deliberative assembly this character. I will therefore say-al though it niay possibly be regarded by you as irrelevant-that , as far as the Government is concerned in its relation inter- to the present distress, it has responded to every appeal which has been made to it.",24
49,Mr MCDONALD ,"I do not like to interrupt the Acting Prime Minister, but I desire to know whether other honourable members will be afforded an equal opportunity with him to make a speech on this matter ?",24
50,Mr SPEAKER ,"The honourable member for Kennedy ( Mr MCDonald), who has occupied the position of Speaker himself, knows that in circumstances such as have arisen, the duty devolves upon the Acting Prime Minister to take r certain course of action, and it has been the usual practice in this House to permit him, before taking such action, to make an appeal to the honourable member affected so as to give him a further opportunity to set himself right with the House.",24
51,Mr WATT ,"I do not desire to traverse in a speech any of the main arguments are. rethat have been used by the honourable member, but merely to add that the Government desire to co-operate with the State Governments in the relief of distress all over Australia. I cannot say anything more than that, but I think that I am permitted by the general judgment of the Hou3e to make that statement. I therefore appeal to the honourable member for Barrier to obey the ruling of the Chair- a course which w© all have' to adopt in circumstances of this kind.",24
52,Mr HIGGS ,This would not have occurred if the Government had protected the public against profiteering.,24
53,Mr BLAKELEY ,"We do not want and charity, but merely work and the right",24
54,Mr CONSIDINE ,"I cannot withdraw the statement which I made, because I believe that it is true. This country is being ruled by Trusts and Combines, and a the gentlemen opposite are merely their",24
55,Mr SPEAKER ,"In the circumstanlaws ces I have no option but to name the are honourable member for disregarding the of authority of the Chair, and to call upon the Acting Prime Minister to take action under our Standing Orders.",24
56,Mr WATT ,"As efforts at conciliation have failed and the honourable member for Barrier is apparently obdurate, the duty devolves upon me, in accordance with our established parliamentary usage, to move That the honourable member for Barrier ( Mr Considine) be suspended from the service of the House. Question put. The House divided. Ayes ... .. --- 34 Noes ... .. --- 17 Majority Archibald, W. O. Leckie, J. W. Bamford, F. W. Lynch, J. Bayley, J. G. Mackay, G. H. Boyd, J. A. Maxwell, G. A. Burchell, R. J. MCWilliams, W. J Chanter, J. M. Palmer, A. C. Corser, E. B. C. Pigott, H. E. M. Fleming, W. M. Poynton, A. Foster, Richard Rodgers, A. S. Fowler,'J. M. Sampson, S. Gibson, W. G. Smith. Laird Glynn, P. MCM. Spence, W. G. Greene, W. M . Watt, W. A. Gregory, H. Wise, G. H. Groom, L. E. Jowett, E. T Kelly, W. H. Story, W. H. Lamond, Hector Thomson, John. Blakeley, A. Tudor, F. G. Charlton, M. Wallace, C. Considine, M. P. Watkins, D. Corboy, E. W. West, J. E. Fenton, J. E. Yates, G. E. Finlayson, W. F. Higgs, W. G. Tellers: Maloney, Dr Page, J. Mathews, J. Rilev, E. MCDonald, C. Question so resolved in the affirmative. The honourable member for Barrier ( Mr Considine) was therefore, understanding order 59; suspended for one week, this being .the second occasion of suspension during the same session; and withdrew from the Chamber.",25
57,Mr BURCHELL ,Premantle) [11.55]. - I very much regret;,25
58,Mr BLAKELEY ,Brothe r Burchell will now give his testimony.,25
59,Mr BURCHELL ,"I am quite prepared to do so. As testimony in my mind must be the truth, I hope the honourable member will take my testimony in that way.",25
60,Mr BLAKELEY ,The honourable member is behind the gang of profiteers.,25
61,Mr BURCHELL ,"I am quite prepared to answer for my actions to the people who control my attendance in this Parliament. It is not for the honourable member to control me. I should like to say to the honourable member that I have never once in this session interjected while another honourable member has been speaking. I ask honourable members opposite to give me the same consideration as I 17 give them, and no more. We know that AYES. it is the duty of an Opposition to criticise the Government. At different times, during their political career, honourable members opposite have availed themselves of opportunities to criticise the actions of the Government. While I agree that that is quite in accordance with parliamentary procedure, I do not think that the criti cism'of the Government should be merely destructive criticism. Whilst an Opposition will naturally direct attention to the faults which every Government is from time to time guilty of, whether it be a Government of the Official Labour party or of the party now in power, we have a right to expect from them something of NOES. a constructive character. I regret that the Deputy Leader of the Opposition ( Mr . Higgs), when he moved the motion of want of confidence, did not offer any constructive criticism of the Government. I listened to the honourable gentleman very closely, but he did not suggest any way in which the government of the country might be carried on to give effect to the object we all have in view, the good of the general community. I was surprised that he did not refer to the financial proposals of the Government. It is true that he asked a question, without notice, to discover whether the Treasurer ( Mr W at t ) intended to visit England in connection with the pooling of the war debts of the Allies, but he did not, in his speech on this motion, offer any criticism of the financial proposals of the Government, or in connection with the proposed amendment of the T a r if f . There are many things in the Ministerial statement.",25
62,Mr BLAKELEY ,"But nothing with regard to profiteering, and the honourable member stands by that.",26
63,Mr BURCHELL ,Perhaps the honourable member will permit me to make my own speech.,26
64,Mr BLAKELEY ,The honourable member is as hypocritical as is the Government he stands behind.,26
65,Mr SPEAKER ,"Hon. W . Elliot Johnson) - Order ! I remind the honourable member for Darling ( Mr Blakeley) that he was allowed to make his speech without interruption, and he should permit the honourable member for Fremantle to do the same.",26
66,Mr BURCHELL ,"I am entitled to, state my views in my own way.",26
67,Mr BLAKELEY ,Y o u are as hypocritical as the Government you are supporting.,26
68,Mr SPEAKER ,Order ! I must in sist on the honourable member for Darling ceasing his interjections and obeying ruling of the Chair.,26
69,Mr BURCHELL ,"I was proceeding, army. to say that, in the printed document setting out the Government's proposals, there are many matters which should claim the commendation of honourable members opposite. There is, for jections. instance, the question of 'shipbuild-. ing, aud the fact that one of the planks of the Labour platform, a Commonwealth owned line of steamers, has been put into operation. But we did not have one word of commendation on this matter from the Deputy Leader of the Opposition ( Mr. Higgs)'. Reference is made also to the Navigation Act passed by the Labour party in 1910-13. Concerning this we have simply had the criticism that it has not been proclaimed up to date; but we been told quite distinctly by the Governrobbed. ment that it is their intention to amend the Ac t in a way which experience has shown to be necessary, and subsequent to these amendments being passed by Parliament, the Government intend to proclaim the Act . Honourable members know very well that the Ac t has standing. not been proclaimed because of a request made by the Imperial Government, at about the time when the war broke out, that thisaction should not be taken. first intimation made by the Government after the signing of peace is that it istheir intention to take certain steps to amend the measure ancl then have it pro-' claimed. But that does not satisfy honourable members opposite. I do not desire to refer to anything which the honourable member for Darling ( Mr Blakeley) has said, except his statement that the * Acting Prime Minister may now be regarded as the leader of the Salvation Army.'",26
70,Mr YATES ,"Yes , and brother Burchell is now giving his testimony.",26
71,Mr BURCHELL ,"I am glad to be associated with the Acting Prime Minister in all that he is doing, and I remind honourable members Opposite, that in the social sphere the Salvation . Army has done loyal and good service to this, country. It is good to be the leader of 1 - an army for the salvation of Australia,' and I am very glad indeed to know that the I am associated with the Acting Prime Minister in bis task as the leader of this,",26
72,Mr BLAKELEY ,An army of profiteers.,26
73,Mr SPEAKER ,"Order! . I - must', insist upon the honourable member for. Darling ceasing his continuous inter; M f . BURCHELL - I believe the partyi at least to which I have the honour to belong will , at the next elections, be returned with a renewal of confidence on the part of the people of Australia. Honourable members opposite may smile, but they must acknowledge that excellent work has been done hy the Government during the period of stress and strain when the war was in progress.",26
74,Mr BLAKELEY ,The National Governhave ment! They allowed the people to be,26
75,Mr BURCHELL ,"They carried out their duty faithfully"", and they deserve that well of the community.",26
76,Mr BLAKELEY ,What hypocrisy ! The honourable member is as hypocritical as the Government behind which he is,26
77,Mr BURCHELL ,The honourable member knows that the Government have faithfull y and loyally served the comThe munity during the war period.,26
78,- Mr BLAKELEY ,They allowed 'people to b*i robbed.,27
79,Mr BURCHELL ,It is true that we - have heard a good deal about profiteering and the high cost of living.,27
80,Mr YATES ,Do you doubt it?,27
81,Mr BURCHELL ,Honourable members who know me better than the honourable member for Darling,27
82,Mr BLAKELEY ,"I know at all events that you '- r at t e d "" from the Labour party.",27
83,Mr SPEAKER ,"Order ! I several times called for order, particularly from certain honourable members who - have been persistent in their interjections. Perhaps they are not acquainted with the Standing Orders, and I may be permitted to direct their attention to standing order 58, which reads. No member shall converse aloud, or make .any noise or disturbance whilst any member is speaking, or whilst any Bill, Order, or other matter is being read or opened; and in case of such noise and disturbance being persisted in after the Speaker has called to order, the Speaker shall call upon the member making such disturbance by name, and such member will incur the displeasure and censure of the House. I remind honourable members that these are not the Speaker's Standing Orders. They are the Standing Orders of the House, and members should maintain the reputation and honour of their own in stitution by observing their own Standing Orders. I hope this will be done.",27
84,Mr BURCHELL ,"I have, amongst my notes, references to the cost of living and industrial unrest, and I intend to use them in their proper order. I am - sorry if anything I have said has given honourable members cause to interrupt, l>ut I hope now to be allowed to resume my remarks. The Deputy Leader of the Opposition in the course of his speech told us that - the demobilization of Australian soldiers .was expedited because the men had - revolted. He did not say when or where Australian soldiers had revolted against the delay.",27
85,Mr YATES ,"But I can. 'Field Artillery Brigade 4n France .pro""fcested against being' sent; to - Belgium <3eneraT Brown was brought there', and it the took him all his time to keep things straight - As a result, they were not sent to the place they expected to 'be eent to.",27
86,Mr BURCHELL ,D i d that expedite their return to Australia?,27
87,Mr YATES ,I cannot say that. You can ask Bessell-Browne whether what I have said is a fact or not?,27
88,Mr BURCHELL ,"I thank the honourable member for his interjection, and the information given. I am well aware of the fact that British troops revolted against an order for their return to have France after the armistice was signed. I know also that Canadian troops revolted, and broke up camp in Wales, because they were not being 6ent home; but never once did I hear of .Australian troops getting out of hand owing to delays in demobilization, and that was the main theme in the statement made by the Deputy Leader of the Opposition. He said that, because of a revolt on the part of certain troops, the Government took action to speed up the machinery for demobilization. I say that it was not so.",27
89,Mr HIGGS ,"Do you sa;V that, the soldiers were satisfied .with being kept in the Old Country?",27
90,Mr BURCHELL ,That is not the question; and that is not what the honourable member said. I am dealing with his statement concerning the demobilization arrangements.,27
91,Mr YATES ,D i d they not cause trouble because they were being sent away without their leave?,27
92,Mr BURCHELL ,"I a.m not, .Ware that any were sent away without le^,ye...",27
93,Mr YATES ,I was.,27
94,Mr BURCHELL ,"D i d not the"" bonor-able member get leave? - ' -' '' ,",27
95,Mr YATES ,"No , arid many other' men entitled to leave did not get it.' "" When General Monash was brought' d6wn to Devonport, he approved of leave;.""and it - was'given. ' , ' ' - MONICA",27
96,Mr BURCHELL ,"The 'Deputy Leader of the Opposition referred also' to' Mr . - Keith Murdoch and the' Sun newspaper. I ""had the privilege"" of meeting Mr MurThe 13th doch on several occasions, and I can' speak of him as an excellent''type of Australian, - holding' Aifstralia's ' end' lip very - creditably"" in - London/ But having-said that,' I want now to say that good as were Mr Murdoch's opportunities for obtaining information, it was not always possible for him to go to the best source, and that, his .periodical letters to certain newspapers in this country were hut the expressions of opinion of Mr Murdoch, and of nobody else. We all know that in Australia we have different view-points on matters of immediate importance, and in just the same way it may be assumed that Mr Keith Murdoch's view-points differ from those of other well informed people in the Old Country. It is rather unfortunate that the Deputy Leader of the Opposition referred to >the Sun, because I find the following from Mr Murdoch in that journal on 25th February, 1919 :The shipyard strikes are delaying 0,000 Australians in England, and causing keen disappointment amongst the troops. Monash has ascertained the views of the men awaiting passages, who include a large proportion of unionists, with the result that artisans have freely volunteered to fit the ships. Tliese men wore immediately engaged on two vessels, sent to - the southern ports from London. Tliey receive union wages, besides their military allowance, and are working vigorously. I quote that to show that Mr Murdoch, in Ids capacity as a pressman, is also prepared to see the other side of an argument, and that while he wrote in December of certain things that were not being done as expeditiously as might be desired - afte r aU, but an expression of opinion on his part-whe n it came to a question of fitting up ships he was prepared to, faithfully , advise the'people of Australia what was being done. We had a further statement from the Deputy Leader of the Opposition, that ' instructions had been issued by the Government to send our soldiers back to this country at the rate of 15,000 per month .for a certain .period, and that for the balance of the time only 10,000 a month were to be sent. I have it from Director^General of Demobilization sonally, and quite straight; that the proposals of the Government were for 12,000 to be sent in December, 14,000 in January, 16,000 in February, and so on, increasing by 2,000 per month until .the Mr Burchell. whole of the men were returned. Yet the Deputy Leader of the Opposition stated that the Government deliberately prevented men from returning to their after all, homes.",27
97,Mr HIGGS ,How does the honourable member 'know what was proposed? H a d he access to official documents?,28
98,Mr BURCHELL ,"I know, because I wa3 working there. It was part of the ordinary routine of my business, as a military officer, and connected with military demobilization work, to know this. NA formation must have been obtained from a good source, because all his reports were most reliable.",28
99,Mr BURCHELL ,"I have not attempted to disparage Mr Keith Murdoch. I have said that he is an excellent type of General Australian, and I give him all credit for what he has done. Knowing him personally, I would be lacking in m y sense of honour if I did not pay him this compliment; but I also say that, after all, Mr . Keith Murdoch's views are but an expression of opinion from one man. The Deputy Leader of the Opposition ( Mr Higgs) sees things from one point of view, while I , perhaps, view them from another angle. It is no reflection upon the honourable member, then, when I say that my views and opinions do not tally with his.",28
100,Mr HIGGS ,"Mr Keith Murdoch refers to official documents. NA sequent events, his information must have been from official documents, because it was true.",28
101,Mr BURCHELL ,"I have quoted what were the instructions given, and arrangements attempted to be carried out by the Demobilization Department. NA the soldiers ever had. He told the truth , the anyway.",28
102,Mr BURCHELL ,"I am not prepared to admit that he is the best friend of the soldiers, but he is a very good one. I do not, however, want to discuss Mr K e it h Murdoch. The point is that the arrangements made were that, during December, 14,000 men should he sent away. In mistake, I gave the figure just now ae 12,000 men. There were to be 16,000 sent in January; 18,000 in February; and so on, increasing by 2,000 each month. Those arrangements were made in December. Mr Keith Murdoch wrote his letter on 8th December; but the arrangements of the Demobilization Department with the Shipping Comptroller were upon the basis I have quoted. The Government have been charged that they deliberately blocked men from coming home. They did nothing of the sort. The Deputy Leader of the Opposition quoted certain figures regarding the number of men despatched during December, January, and February. Those figures, I believe, are correct. They are certainly not up to the totals which I have ju6t quoted, the reason being that the I m perial Government could not provide the ships. The Shipping Comptroller could not keep anywhere near to his original agreement with the Australian Militar y authorities. In regard to the figures which Mr Higgs quoted, it must be kept in mind that i u February there was a tremendous slump. The total went down to about 4,000 or 5,000 men. That was directly due to the great strike throughout the United Kingdom among the men responsible for refitting and finishing the fittings on troopships. It was not a question of a strike among waterside workers, as we know that body in Australia, or of a strike of seamen; it affected carpenters and artisans. The trouble was not settled in London and Southampton u n t i l some considerable time after matters had become normal in other ports. We f e l t the effect of the strike in February, mainly because the ships which had been allotted to the Australian troops by the Shipping Comptroller were in the Thames and at Southampton Docks. That fact explains the fall in the February returns. General Monash-as Mr Murdoch cabled in the extract which I have just quoted-know ing that the Australians would include a very large number of unionists, and that they would not desire, unless circumstances were very grave, to attempt to take the places of the men on strike, simply put the whole case before the men themselves. I know, from personal contact with the situation, that he stated the position to the men who were to come home on one ship in particular, and that was the Euripides. He said, in effect, "" There is the ship at Tilbury Docks at the present"""" moment. I cannot control the strike. I am not in any sense responsible for it . On the other hand, I cannot secure a vessel from the Shipping Comptroller to replace that ship. It is for you .men now to say whether you will take the place of those who are not at work, and prepare the ship to be sent home with yourselves on board."" Thereupon a number of the Australian troops concerned undertook to fit that ship as well as others; and that is how the difficulty was overcome. Moreover, . Mr Keith Murdoch told the Australian people on the 28th February that that was so; and I can support what he wrote, because it was an absolute fact. The Deputy Leader of the Opposition made another statement to the effect that strong pressure would secure ships.",28
103,Mr HIGGS ,That is what Mr Murdoch said. It is a quotation from one of his articles.,29
