speakerGroups,Speaker,text,pageNumbers
44,Mr CLYDE CAMERON ,Who has said that we are not? Mr ERIC J. HARRISON - The Liberal party of Australia is not affiliated with any other political party in the world. VICTORIAN CENTENARY CELEBRATIONS.,19
45,Mr KEON ,"During the week after next Victoria will celebrate the glorious event of its emancipation from the control of New South Wales. In view of the record progress made by Victoria durinsr the 100 years that it has been so emancipated, will the Vice-President of the Executive Council indicate whether the Government proposes to be represented at those celebrations? Can the Minister give honourable members any inkling of the Government's programme of business in this House, in order that Victorian members of the Parliament who desire to return to that garden State for the celebrations may be in a better position to know whether they can accept the invitations that have been extended to them by the Premier of Victoria ? Mr ERIC J. HARRISON - I have recently received the impression that a great number of the people of Victoria, because of the present regime in that State, would welcome a' return to New South Wales control. However, I may be mistaken about that. The Government docs not intend to allow any local dispute or local celebration to interfere with the important work of the National Parliament of Australia. TELEPHONE EXCHANGE, SOUTHPORT, QUEENSLAND. REPORT OF PUBLIC WORKS COMMITTEE.",19
46,Mr MCDONALD ,"As Chairman, 1 time present the report of the Public Works Committee on the following subject:Automatic telephone exchange and postal building at Southport, Queensland-pro posed erection. Ordered to be printed. INCOME TAX AND SOCIAL SERVICES CONTRIBUTION BILL 1951. In Committee of Ways and Means: Consideration resumed from the 13th October (vide page 535), on motion by",19
47,Sir ARTHUR FADDEN,"NA INCOME TAX ANO SOCIAL, SERVICES CONTRIBUTION Definitions. That, in this resolution10 - (1.) That there be imposed upon the taxable income of a company . . . . (2.) That this paragraph do not apply to(a) A private company; - - - - . (Vide page 525.) Mr ERIC J. HAEEISON (Wentworth - Vice-Presiden t of the Executive Council and Minister for Defence Production) [4.43] - On behalf of the Treasurer ( Sir Arthur Fadden), I moveTliat, in paragraph 10, after clause (a) of sub-paragraph (2.), the following clause be inserted:"" (aa) so much of the taxable income of a company which is a non-resident as consists of income fruin dividends; "". Paragraph 10 of the motion before the committee proposes the. imposition of an additional rate of tax of 2s. in the f 1 upon the taxable income of public companies. Certain exemptions from this special levy are proposed and they have been described in the explanatory memorandum circulated to honourable members. The amendment that I have just moved wiil exempt companies resident outside Australia from the special levy of 2s. in the f . l in respect of dividends included in the taxable income. The omission to"" provide for this exemption in the motion was due to inadvertence - .. . The dividends which the amendment proposes to exempt from the.special levy will generally be paid out of profits subjected to that levy, and it would be inappropriate to impose the levy a second when dividends are paid. Moreover, the severity of the total burden of tax on the nrofits aiid on the* dividends paid ov^t of those pronts would be a serious deter- rent to the investment of overseas capital by means of subsidiary companies operating in this country. A corresponding freedom from the special levy in the case of dividends paid to companies resident in Australia is achieved through the allowance of the tax rebate already provided for by the income tax law. The amendment now proposed will establish uniformity in this regard between resident and non-resident companies. Amendment agreed to. Hr. TOM BURKE .(Perth) [4.45]:- - of The object of the motion is to give effect to the increases of the rates of that have besn outlined in the budget. The Opposition believes that the proapproximately cedure that the Government now proposes to follow is inequitable and that it will not achieve the results that the Governcreased ment claims that its financial policy been designed to achieve. The Governof ment proposes, first, to impose a flat increase of 10 psr cent, on all taxable incomes derived from personal exertion. It thereby proposes to abandon all ordinary principles of taxation that have been observed in the past. Although under 'this flat rate increase taxpayers will pay varying amounts, the increase will be in the same proportion in respect of all incomes from ths lowest to the highest ranges. Such a procedure is inequitable, and it is wrong in practice. The Opposition urges the Government to desist, even at this stage, from followture ing such a procedure. What is the it reason for the Government's proposal? After persistent questioning by the OppoParliament. sition, the Postmaster-General ( Mr. Anthony) gave the astonishing explanatax, tion that the Government believes that it will be easier to remove an increase that is imposed at a flat rate on all able incomes than it would bs to remove an increase that is imposed proporin tionately according to income ranges. That is an ingenuous and unrealistic approach to this problem. Evidence is not wanting that the Government poses to adopt this method because it will make it easier later to increase the income tax still further. It is likely that under the next budget that the Government introduces the rates of tax will be further increased not by another 10 per cent, by 15 per cent, or 20 per cent, but 100 per cent. The Opposition cannot accept the reason that the Government has given for this imposition of a flat rate increase of 10 per cent. Last week, the honourable member for Port Adelaide ( Mr. Thompson) pointed out that whilst the as imposition of a flat rate increase of 10 per cent, on the tax payable by taxpayers in the lower ranges of income will not ; amount to very much, the basic wage is increasing to such a degree, as the result the normal processes of cost rises, that such taxpayers are being lifted progrestax sively into liigher tax ranges. Whereas a few years ago the basic wags was £6 a week, it is now over £10 a week; and it is probable that within the next six months it will be into approximately £12 a week. As has ths result of the quarterly adjustments the basic wage persons who are earnrate ing incomes that are considered to be merely sufficient to provide a minimum standard of frugal comfort for a man the and his family are being taxed at increasingly greater rates. In addition to that, the Government now sees fit to impose this inequitable and unjust 10 per cent. levy. It is an imposition which cannot be justified. The ultra-simple statement has been made that it is being imposed because it will be easy to remove. Government commitments and expendiare increasing from day to day, and is certain that the next budget will be larger than that at present before the I suggest that instead of this tax ""being removed, further impositions of possibly up to 100 per cent., will be made by this new and unjust method. The Government has again indicated taxthat it considers that the only persons the community who are responsible for rising prices are, first, wage-earners, whom it endeavours to attack on every possible occasion, and, secondly, prothe primary producers. By means of this motion, the Government proposes to go back to a completed financial year, during which farmers budgeted for their commitments and their normal outgoings, and to impose a heavy additional tax or upon them. I suggest that under this by measure an added impost may be placed upon taxpayers generally, including primary producers. The immediate effect of the motion will be to bring in additional revenue estimated at £47,000,000. I have no doubt that the Government considers that that is a small amount of money in view of its belief that the farmers have far too much money at the present time. That will be retrospective taxation, which is always bad taxation. It will be retrospective not only to the few months of the current nnanciai year, but also to the previous financial year. The Government now asserts that the averaging system no longer applies and that primary producers will pay tax for the year ended the 30th June, 1951, under the ordinary principles of taxation. The Treasurer ( Sir Arthur Fadden) has stated that there are some unsatisfactory as.pects of the averaging system of taxation. I suggeat that it has taken the right honourable gentleman a long time to arrive at that conclusion. I contend that the averaging system is not a bad method and is capable of expansion in order to include other categories of taxpayers who receive in one year a large income which has been earned over a period of years. I do not agree that the averaging system is bad and should be avoided. I consider, rather, that it should be far more thoroughly vestigated before it is done away with in the summary manner proposed by the Government. It seems clear that the members of the Government are resentful of the attitude that was adopted by farmers towards the infamous wool stabilization scheme. It has found that it qualified. must repay to the wool-growers £45,000,000, and has now conceived means by which that £45,000,000 may be recovered. The Government has taken from the wool stabilization fund money belonging to the taxpayers and has used it for its own purposes. In addition to recovering the £45,000,000 by means of this motion, a fine of £2,000,000 will be imposed on the farmers, because they had the temerity to vote against the Government's stabilization scheme. I do not wonder that members of the Australian Country party are restive, because this proposal is a new attack upon the people whom they claim, quite wrongly, to represent. Members of the Australian Country party, if they genuinely claim to be the representatives of the farmers, tliould stand for them.",19
48,The CHAIRMAN ,Order ! The honourable member's time has expired.,21
49,Mr LESLIE ,"Moore) [4.50] - The speech by the honourable member for Perth ( Mr Tom Burke) is typical of all the attempts that have been made to deceive the people about this budget. I do not know whether the honourable gentleman is completely ignorant of the meaning of the motion that has been submitted by the Treasurer ( Sir Arthur Fadden) or whether he has, with malice aforethought, distorted it. Mr ERIC J. HARRISON - He is reading the motion now, for the first time.",21
50,Mr LESLIE,"He probably is, because his speech revealed that he did not seem to understand it.",21
51,Mr BEAZLEY ,"In that case, the Chairman does not know the contents of the motion.",21
52,The CHAIRMAN ,"Order ! If the honourable member for Fremantle ( Mr. Beazley) has reflected on the Chair, he must withdraw his remark.",21
53,Mr BEAZLEY ,"I withdraw the reflection on the Chair, but I point out that, when I interjected, I thought that the in- honourable, member for Moore ( Mr. Leslie) had reflected on the Chair.",21
54,The CHAIRMAN ,Order ! The honourable member for Fremantle will withdraw his remark-unqualified .,21
55,Mr BEAZLEY ,I withdraw it-un MONICA,21
56,Mr TOM BURKE ,"I rise to order. I point out, Mr Chairman, that the honourable member for Fremantle said that the honourable member for Moore had reflected on the Chair when hs suggested that I was permitted to speak about matters which were not-relevant to this motion. Mr BE'AZLEY - Of course, the statement by the honourable member for Moore was a reflection on the Chair. The 'CHAIRMAN - There is no point of order.",21
57,Mr LESLIE ,"The honourable member for Perth referred to the proposal to increase by 10 per cent, the tax that will be levied on incomes during the current financial year. He said, in no uncertain terms, that ths. Government intended to apply that increase of tax retrospectively to the incomes of primary producers.",21
58,Mr BOWDEN ,Shame !,22
59,Mr TOM BURKE ,The honourable member for Moore does not know what he is talking about.,22
60,Mr LESLIE ,"The honourable member certainly conveyed that impression not only to me but also to a considerable number of honourable gentlemen on this side of the chamber, who will confirm my statement. I attempted, by signs, to correct the honourable member for Perth when he was making that erroneous statement, but he ignored me. I desire to make it perfectly clear that the proposed increase of income tax will not be applied retrospectively to the incomes of primary producers. In fact, none of ths current taxation proposals will operate retrospectively. The increased tax will apply to the incomes of the primary producer, the wage earner, the salary earner, the business man and the professional man during the current financial year. No section of the community has been singled out for special treatment. Frankly, I prsfer the imposition of a special tax, when the Government requires increased revenue, because that levy can be abolished more easily at the appropriate time than a general increase of rates of income tax can be reduced. The Government will be able to abolish the special imposition of 10 per cent, more quickly if various sections in . this country can be persuaded to co-operate in the national interest. Labour governments in the past, when they required additional revenue, preferred to increase the general rates of income tax, and private members subsequently had the greatest difficulty in persuading those governments to reduce them. The honourable member for Perth also discussed the Government's wool stabilization scheme, although that subject is not specifically referred to in this motion. I point out to the honourable gentleman, for his information, that the Government did not have a wool stabilization scheme. I shall deal briefly with the position, it requires clarification. The Government., at the request of the wool-growers, placed mpfins at their disposal to enable them, if they so desired, to have a stabilization scheme. That action was in conformity with the policy of the Australian Country party, which is to provide legislation to enable the wool-growers and other primary producers themselves to make the necessary arrangements for the operation of marketing schemes, if they so desire. A Labour government would have taken the management of their affairs out of their hands and attempted to control their industry in accordance with socialist principles. That is the vital difference between the policy of this Government and that of the Labour party. Wool stabilization was not a government scheme. This Government was prepared to implement a decision of the wool-growers if they were in favour of stabilization, but a majority of them decided that they did not want it. Honourable gentlemen on this side of the chamber are not worried about that decision, because it does not interfere in any way with the Government's proposals. The levy of 7£ per cent, was made at the request of the wool-growers, and the Government' promised that the proceeds of it would be refunded to them as soon as the necessary arrangements could be made in that direction. Those facts should be made known to the people.",22
61,Mr MCLEOD ,What is the honourable gentleman complaining about?,22
