Speaker,Text,pageNumbers
NA,vernment by Mr Cole. I t is now being,13
NA,considered by an inter-departmental com-,13
NA,mittee that has been established for the,13
NA,purpose of making recommendations re-,13
NA,garding the implementation of Mr Cole's,13
NA,proposals i f they are considered to be,13
NA,appropriate to the Australia]! Capital,13
NA,Territory. I t is too early to say what will,13
NA,be the outcome of the very comprehensive,13
NA,report that Mr Cole has prepared. I,13
NA,have not yet received the recom-,13
NA,mendations of the inter-departmental,13
NA,committee to which I have re-,13
NA,ferred. The honorable gentleman has,13
NA,asked whether councils will be estab-,13
NA,lished in Darwin and Alice Springs,13
NA,if one is established in Canberra. That,13
NA,"matter will be considered, i f neces-",13
NA,"sary, at a later stage.",13
NA,TRUSTEESHIP TERRITORIES.,13
Mr BEASLEY ,"M y question, which",13
NA,is addressed to the Minister for,13
NA,"External Affairs, in the absence of",13
NA,the Minister for External Terri-,13
NA,"tories, relates to the criticism of the",13
NA,administration of Australian trusteeship,13
NA,territories that was voiced by the,13
NA,Russian delegate at a recent meeting of,13
NA,the Trusteeship Council of the United,13
NA,Nations. The Russian delegate stated,13
NA,that no steps have been taken by the Aus-,13
NA,tralian Government to place natives in,13
NA,charge of any aspect of the administra-,13
NA,tion of its trusteeship territories. Is,13
NA,the Minister in a position to inform,13
NA,me whether that statement i9 true?,13
NA,If natives have not yet been,13
NA,appointed to any significant posts,13
NA,"in the administration, are any steps",13
NA,being taken to so appoint them? Are any,13
NA,natives being trained for such purposes?,13
NA,"I f they are, what is the nature of the posts",13
NA,to which they may be appointed,13
NA,and where is the training taking place?,13
Dr EVATT , I am aware of the,13
NA,por- general nature of the attacks to which,13
NA,the honorable gentleman has referred.,13
NA,They were made not only by Russia but,13
NA,also by other countries. The Australian,13
NA,delegates at Lake Success replied to them.,13
NA,I cannot say offhand the present stage of,13
NA,the plans of the Minister for External,13
NA,Territories to provide for natives hearing,13
NA,some degree of administrative responsi-,13
NA,bility in the territories. I shall obtain,13
NA,the information for the benefit of the,13
NA,honorable gentleman and inform him,13
NA,accordingly.,13
NA,SOMERS CAMP.,13
Mr RYAN ,M y question relates to a,13
NA,recent transaction in which the Govern-,13
NA,"ment purchased for £145,000 a property",13
NA,known as Somers Camp and which they,13
NA,"sold two years ago for £20,000. Is",13
NA,the Minister for the Interior aware that,13
NA,the shareholders of the company that,13
NA,bought the property two years ago have,13
NA,"made a profit of 100 per cent, in the",13
NA,transaction ? Were they enabled to do so,13
NA,as a result of the actions of the Depart-,13
NA,ment of the Interior? Does this profit,13
NA,come out of the public funds? Will the,13
NA,Minister lay on the table the file relative,13
NA,to the transaction?,13
Mr JOHNSON , I have already ex-,13
NA,plained very fully the whole of the circum-,13
NA,stances of the acquisition of the property,13
NA,in Victoria that is known as Somers,13
NA,Camp. The business was carried out,13
NA,under the provisions of the Lands,13
NA,Acquisition Act. When properties,13
NA,are to be acquired by the Com-,13
NA,"monwealth, sworn valuators are engaged",13
NA,by the Australian Government to value,13
NA,the property that is to be acquired. Those,13
NA,valuations are then checked by the Com-,13
NA,missioner of Taxation or by some of his,13
NA,officers. When there is a divergence in,13
NA,"valuations, a conference of the valuators",13
NA,is held before any recommendation is,13
NA,made to me by my officers. I shall,13
NA,make the file available to the honorable,13
NA,member for Flinders because the valua-,13
NA,tions were sound and there is nothing to,13
NA,hide. After a question was asked in the,13
NA,House recently concerning this matter T,13
NA,examined the papers with an officer of,13
NA,"tlie Department of the Interior, and",14
NA,am convinced that the purchase of the action,14
NA,land at the figure quoted by the honorable,14
NA,member for Flinders was quite justified.,14
NA,PROPOSED MINISTRY OF,14
NA,HOUSEKEEPING.,14
Mrs BLACKBURN,Ca n the Prime submit,14
NA,Minister say whether he has received,14
NA,request from the Federated Association,14
NA,of Australian Housewives in terms of a,14
NA,resolution passed by the members of that,14
NA,body at a recent conference advocating,14
NA,the establishment of a department of,14
NA,housekeeping and the administration of,14
NA,that department by a woman Minister?,14
NA,Can the right honorable gentleman inform,14
NA,the House of the details of similar action,14
NA,taken in Denmark and in other European,14
NA,"countries? Does he agree that, in place",14
NA,of concentration on various matters,14
NA,"ing the war, for the administration",14
NA,which Commonwealth departments were:,14
NA,"established but have now ceased to exist,",14
NA,our domestic problems should receive a,14
NA,high priority?,14
Mr CHIFLEY , I bave received remost,14
NA,"presentations from' one, and maybe",14
NA,organizations advocating the appointment,14
NA,of a Minister for housekeeping or thc,14
NA,allocation to such a service of a Minister,14
NA,with some similar appropriate title.,14
NA,head of the Government charged with,14
NA,"the duty of allocating portfolios, I",14
NA,"given consideration to the matter, but at to the honorable member that the",14
NA,the moment I cannot approve of the,14
NA,establishment of such a portfolio. I n any,14
NA,"event, honorable members would probably",14
NA,refer to the holder of the suggested,14
NA,"portfolio by such a term as "" Mother",14
NA,"Hubbard"" or by some similar colto",14
NA,loquialism. Whilst I understand that,14
NA,"in one or two countries, notably",14
NA,"Denmark, action has been taken along",14
NA,the lines indicated hy the honorable,14
NA,"member, I shall ascertain exactly what",14
NA,has been done in this aspect of social,14
NA,and when I have obtained that informathe,14
NA,tion I shall give further consideration,14
NA,the honorable member's request.,14
NA,NATIONAL WORKS PROGRAMME.,14
Mr BERNARD CORSER , An-,14
NA,nouncements are made from time to time,14
NA,that particular works in the works,14
NA,grammes of the States have been approved,14
NA,by the National Works Council. Will,14
NA,I the Prime Minister indicate what local,14
NA,is necessary for local authorities to,14
NA,"have proposed works, such as the con-,",14
NA,struction of shipping ports and the pro-,14
NA,"vision of water facilities, included in the",14
NA,national works programme?,14
Mr CHIFLEY ,Loca l authorities,14
NA,particulars of projects that they,14
NA,a desire to have included in the national,14
NA,works programme to State governments in,14
NA,the first instance. The projects are then,14
NA,referred to the co-ordinator of works in,14
NA,each State. I think that Mr Kemp is,14
NA,the co-ordinator of works in Queensland,14
NA,and that Mr Swift is the co-ordinator of,14
NA,works in New South Wales. I n the other,14
NA,States various officers have been appointed,14
NA,by the State governments to co-ordinate,14
NA,the works programmes of the States. Con-,14
NA,sultation then takes place between the,14
NA,durState co-ordinator of works and the,14
NA,of Commonwealth Co-ordinator-General of,14
NA,"Works, and those officials are guided in",14
NA,their deliberations very largely by the,14
NA,availability of materials and labour. Thfty,14
NA,"then set out what, in their view, are the",14
NA,"urgent works, and the Co-ordinator-",14
NA,"two, General of Works makes reports and",14
NA,recommendations to the National Works,14
NA,Council of the order of urgency that,14
NA,"should be given to the various projects,",14
NA,"As always, of course, on the understanding",14
NA,that money is available to carry out the,14
NA,have works. Perhaps I should make it clear,14
NA,v,14
NA,Premiers themselves do not desire the,14
NA,general publication of all the lists of works,14
NA,"that have been approved, because from",14
NA,time to time they may wish to alter the,14
NA,order pf priority that has been allotted,14
NA,projects in the respective States. The,14
NA,Commonwealth Co-ordinator-General of,14
NA,Works is guided by the State co-ordi-,14
NA,nators of works. J f a State body desires,14
NA,"to have certain proposals considered, its",14
NA,representations should be made to the,14
NA,"life, State Government and be dealt with by",14
NA,State co-ordinator before the matter is,14
NA,to raised with the Commonwealth Co-,14
NA,ordinator-General of Works.,14
NA,PETROL.,14
Mr GEORGE LAWSON ,Wil l the,14
NA,proPrime Minister infonn me whether,14
NA,"it is a fact, as reported in the",14
NA,"Melbourne press last Saturday, that",14
NA,he has received advices from the Act-,15
NA,ing High Commissioner for Australia in,15
NA,"the United Kingdom, Mr Norman",15
NA,"Mighell, to the effect that the Polish",15
NA,Government has refused to supply petrol,15
NA,"to Australia? I f that is a fact, has the",15
NA,Tight honorable gentleman any comment,15
NA,"to make upon the matter, particularly in",15
NA,view of the many statements that have,15
NA,been made by leaders of the Opposition,15
NA,parties in the tory press that petrol was,15
NA,available from Poland for the asking?,15
Mr CHIFLEY , I made a comment,15
NA,"earlier about the matter, and I have no",15
NA,-desire to add to i t now. The position is,15
NA,.thait an Australian company submitted,15
NA,.a request to the Commonwealth for a,15
NA,licence to import petrol from Poland.,15
NA,"-Speaking from memory, I believe that",15
NA,the petrol was to be loaded at Stettin.,15
NA,We were not quite sure about the currency,15
NA,"position, and, naturally, we consulted the",15
NA,Bank of England and the United King-,15
NA,"<d©in Treasury, which are the British",15
NA,authorities responsible for exchange con-,15
NA,"trol in regard to dollars, in order to",15
NA,ourselves about the situation. We inti-,15
NA,mated to the applicant company that i f,15
NA,"it could buy petrol for sterling, and pay",15
NA,the freight and insurance charges in,15
NA,"sterling, the import licence would be",15
NA,"granted. Later, I received from the",15
NA,Acting High Commissioner for Aus-,15
NA,tralia i n the United Kingdom a,15
NA,cable i n which he said that the,15
NA,representatives of the applicant com-,15
NA,pany had approached him on the subject.,15
NA,They had found that a difficulty had,15
NA,arisen in obtaining an export licence,15
NA,"from the Polish Government, and they",15
NA,asked whether the Australian Govern-,15
NA,ment would make representations to the,15
NA,Polish Government about the matter. I,15
NA,sent to Mr Mighell a icable in which I,15
NA,asked him to inquire of the Polish repre-,15
NA,"sentative the reasons, i f there were any",15
NA,"reasons, for his Government's decision not",15
NA,to grant the export licence for the petrol,15
NA,"which, the company had said, could be",15
NA,bought in Poland. The Polish Government,15
NA,has briefly informed us that it was not,15
NA,able to grant the export licence. We,15
NA,already knew that it had to bring,15
NA,"crudes from the Persian Gulf to Stettin,",15
NA,and then take them inland for refining.,15
NA,The petrol would be extremely expensive,15
NA,in such circumstances. I understand that,15
NA,Poland has not sufficient petrol to meet its,15
NA,own requirements. The Polish Govern-,15
NA,ment has made it clear that the only,15
NA,reason for its refusal to grant the export,15
NA,licence is the unavailability of petrol.,15
Mr MCEWEN , I ask the Prime,15
NA,Minister whether it is true that the petrol,15
NA,consumption of Commonwealth depart-,15
NA,ments and instrumentalities amounted to,15
NA,"800,000 gallons in June and 942,000 gal-",15
NA,"lons in July, compared with an average",15
NA,"monthly consumption of 680,000 gallons.",15
NA,As the coal strike did not affect consump-,15
NA,"tion in June, what was the reason for the",15
NA,big increase in that month? Will th»,15
NA,Government instruct departments that,15
NA,they must keep their consumption within,15
NA,"the quota of 800,000 gallons a month,",15
NA,which the Prime Minister told the,15
NA,premiers was the Commonwealth's petrol,15
NA,"allocation, just as all other fuel users are",15
NA,compelled to limit their consumption of,15
NA,petrol to quotas? Is it a fact that,15
NA,"numerous new inspectorial activities,",15
NA,which were not previously considered to,15
NA,"satisfy be necessary, are being undertaken by",15
NA,departmental officers with the use of,15
NA,"motor cars, thereby increasing the Com-",15
NA,monwealth's use of fuel?,15
Mr CHIFLEY ,I t is true that the,15
NA,consumption in June was higher than in,15
NA,previous months. I have taken the trouble,15
NA,to make a personal examination of returns,15
NA,which show the use of petrol by Common-,15
NA,wealth departments and by Ministers,15
NA,which have been supplied to me by the,15
NA,Minister for the Interior. I have also,15
NA,asked the Public Service Board to direct,15
NA,its inspectorial staffs in the various States,15
NA,to ensure that petrol is not used for other,15
NA,than what can be reasonably regarded as,15
NA,essential or reasonably essential pur-,15
NA,poses. I made an inquiry into the,15
NA,reason for the increased petrol con-,15
NA,sumption in June and learned that prac-,15
NA,tically all of the fuel was used for,15
NA,"absolutely essential services, mainly in",15
NA,connexion with the carriage of materials.,15
NA,The honorable gentleman mentioned the,15
NA,coal strike. Before the strike actually,15
NA,"commenced coal was being rationed, and",15
NA,the New South Wales Railways Depart-,15
NA,ment had reduced the number of goods,15
NA,trains engaged in the carrying of building,15
NA,"materials, &e. I examined details of the",15
NA,"use of petrol for the month mentioned,",15
NA,and found that at least 90 per eent. was,15
NA,used iu tiie maintenance of essential,16
NA,"services, and in the carrying of neces-",16
NA,"sary materials. That being so, there",16
NA,was no justification for taking anj,16
NA,action against departments or depart-,16
NA,mental officers. I told the Premiers,16
NA,what quantity of petrol was being,16
NA,"used by Oommonwealth departments,",16
NA,but I cannot remember telling them,16
NA,that that quantity -would not be exceeded.,16
NA,I t is obvious that i f there were a com-,16
NA,plete cessation of railway traffic to Can-,16
NA,"berra, where much building is in progress,",16
NA,it would be necessary to use motor lorries,16
NA,to bring cement here from the factories.,16
NA,"Indeed, it is even now very difficult to get",16
NA,cement carried by the railways because of,16
NA,the shortage of trucks. I assure the honor-,16
NA,able member that I have examined,16
NA,particulars of mileages covered by Com-,16
NA,"monwealth vehicles, and the quantity",16
NA,"of petrol consumed. Upon occasions, I",16
NA,have had to take up cases with the Minis-,16
NA,"ters in charge of departments, when",16
NA,I thought that there had been excessive,16
NA,"travelling by administrative officers, and",16
NA,I have asked Ministers to make persona],16
NA,inquiries. There will be no unavoidable,16
NA,use of petrol by Commonwealth,16
NA,departments.,16
NA,Mr ABCHI E CAMEEON -Th e,16
NA,Prime Minister has stated that people who,16
NA,hoard petrol will be dealt with. Since,16
NA,the Commonwealth has no power to,16
NA,"ration petrol, can the Prime Minister say",16
NA,whence it will derive power to prevent,16
NA,"people from hoarding petrol, or to punish",16
NA,them for doing so?,16
Mr CHIFLEY ,Th e point that the,16
NA,honorable meniber has put is that i f some,16
NA,persons-an d the practice has been par-,16
NA,ticularly pronounced among certain,16
NA,wealthy primary producers-hav e hoarded,16
NA,"excessive quantities of petrol, the Go-",16
NA,vernment has no power to take action,16
NA,against them.,16
Mr ARCHIE CAMERON , I ask whenco,16
NA,the Government would obtain power to,16
NA,deal with persons who hoard petrol.,16
Mr CHIFLEY ,Tha t question has,16
NA,been closely examined. Certain legal,16
NA,"difficulties are associated with the matter,",16
NA,but we believe that they can be overcome,16
NA,"not, perhaps, in the way that the honor-",16
NA,"able member thinks, but i n an indirect",16
NA,"way, in the distribution of future supplies",16
NA,of petrol. I shall arrange to have that,16
NA,aspect of the matter explained to the,16
NA,honorable member when there is a law on,16
NA,the subject.,16
NA,CIVIL AVIATION.,16
Mr WHITE ,Ha s the Minister for,16
NA,Civil Aviation seen reports to the effect,16
NA,that Melbourne is likely to be bypassed,16
NA,"in the international air race, which has",16
NA,been organized by New Zealand to taka,16
NA,"place in 1953, because there is no inter-",16
NA,national airport in that city? As Essen-,16
NA,"don is the busiest airport in Australia,",16
NA,and as there is accumulating evidence,16
NA,of disability caused by the lack of inter-,16
NA,national aircraft landing facilities i n,16
NA,"Melbourne, will the Minister review the-",16
NA,decision not to make Melbourne an inter-,16
NA,national airport?,16
Mr DRAKEFORD , I have not read;,16
NA,the reports to which the honorable mem-,16
NA,"ber has referred, but I can quite under-*",16
NA,stand the reasons for the decision not fd,16
NA,make Melbourne a point on the route,16
NA,of the international air race to New Zea-,16
NA,"land. So far as I am aware, that city",16
NA,would not be on the direct track to that,16
NA,"dominion, and competing aircraft would",16
NA,need .to make a diversion in order to pass,16
NA,over Melbourne. The honorable membei,16
NA,has also suggested that Melbourne should,16
NA,also be made an international airport.,16
NA,The explanation why that has not been,16
NA,"done already has been made before,",16
NA,but I repeat it now for the honorable,16
NA,gentleman's information. The agree-,16
NA,ment between the United States of,16
NA,America and Australia provides for an,16
NA,international airport at each terminal.,16
NA,Airports have been established in,16
NA,"accordance with that agreement, and any",16
NA,proposal for a variation of the agreement,16
NA,would have to be made by either the,16
NA,Government of the United States or the,16
NA,"Australian Government. Personally, I",16
NA,see no necessity for such a variation. The,16
NA,net result of making Melbourne an inter-,16
NA,"national airport, and of permitting any",16
NA,international service to terminate at Mel-,16
NA,"bourne, would be that the designated air-",16
NA,"line of the United States of America,",16
NA,"Pan-American Airways, which might be",16
NA,more heavily subsidized than Australian,16
NA,"airlines, would be able to send their air-",16
NA,"craft to Melbourne, and compete with Aus-",16
NA,tralian National Airways Proprietary,16
NA,"Limited, Ansett Airways Proprietary",17
NA,Limited and Trans-Australia Airlines,17
NA,causing a total loss in revenue to the,17
NA,Australian airlines of £400 to £500 a,17
NA,week. No doubt it would cause the,17
NA,honorable member for Balaclava and his,17
NA,associates in the Opposition a great deal,17
NA,of satisfaction i f Australian airlines wero,17
NA,to incur such losses.,17
Mr DUTHIE , I have received repreCasas,17
NA,sentations from the Tasmanian Farmers,17
NA,Federation and from individual farmers,17
NA,who have made overtures to Titan Nail,17
NA,"and Wire Proprietary Limited, of Hobart,",17
NA,in respect of their urgent requirements of,17
NA,"feed wire, which is used in the production",17
NA,of barbed wire and staples. The company,17
NA,"also manufactures nails, and is a great",17
NA,asset to Tasmania's expanding economy.,17
NA,Will the Minister representing the Minis-,17
NA,ter for Supply and Development take,17
NA,action to ascertain whether there is any,17
NA,possibility of increasing Tasmania's quota,17
NA,"of wire feed, which is manufactured at",17
NA,Ryland's works at Newcastle?,17
Mr DEDMAN ,"Unti l recently, the",17
NA,distribution of supplies of wire for the,17
NA,manufacture of nails was under .the juris-,17
NA,diction of the Division of Industrial,17
NA,Development of the Department of Post-,17
NA,"war Reconstruction. However, because",17
NA,the Government was advised that it no,17
NA,longer had any constitutional authority to,17
NA,decide what allocations should be made,17
NA,"to the respective States, it informed the",17
NA,"State governments that, as from the",17
NA,"lst July, it could no longer undertake the",17
NA,task of allocating materials to the States.,17
NA,Although the Commonwealth has no,17
NA,"power in this matter, the Department of",17
NA,Post-war Reconstruction has referred to,17
NA,the manufacturers various representations,17
NA,that have been made to it from time to,17
NA,"time, and the manufacturers have been",17
NA,able to accede to many of those requests.,17
NA,I shall be happy to make representations,17
NA,to the company with a view to securing,17
NA,greater supplies of wire for Tasmania.,17
NA,DEPORTATIONS.,17
Mr LANG ,A t the beginning of this,17
NA,"year, I addressed a question to the Minis-",17
NA,ter for Immigration about Tunica y Casas,17
NA,and his wife. Tunica y Casas was,17
NA,formerly secretary of the Communist,17
NA,"party in New Caledonia, and a contact",17
NA,man for the Communist party in South,17
NA,blast Asia. The Minister stated that they,17
NA,had been given until the end of May to,17
NA,leave Australia. He added that i f they had,17
NA,not left by then they would be deported.,17
NA,"Have they yet left Australia ? I f not, has",17
NA,any order been served on them? Were,17
NA,representations made on their behalf and,17
NA,"if so, by whom ? Has the Minister stayed",17
NA,WIRE. his hand i n this case because Tunica y,17
NA,and his wife are an embarrassment,17
NA,"to their landlords, or is he trying to help",17
NA,their landlords? Have reports been re-,17
NA,ceived about visits paid to these people by,17
NA,native crews of ships that come from New,17
NA,Caledonia and Indo-China? Did the,17
NA,Australian Security Intelligence Organi-,17
NA,zation recommend the deportation?,17
Mr CALWELL , I remember when,17
NA,the honorable member asked me a series,17
NA,"of questions about these people, and I",17
NA,remember the answers I gave. On that,17
NA,"occasion, I stated that these people occu-",17
NA,"pied a building in Ash-street, Sydney.",17
NA,This particular partnership of sandwich,17
NA,suppliers occupied the cellar and the,17
NA,Liberal party occupied the garret. I f,17
NA,members of native crews have been visit-,17
NA,"ing the place, they may have been coming",17
NA,to join the Liberal party. I shall make,17
NA,"inquiries, and answer at a later date the",17
NA,various questions asked by the honorahle,17
NA,member.,17
NA,PASSPORTS.,17
Mr HAMILTON,Ha s the attention,17
NA,of the Minister for Immigration been,17
NA,"drawn to a report that John Brownlee, the",17
NA,"well-known tenor, and his wife were barred",17
NA,by French authorities when they,17
NA,attempted to enter France on a new Aus-,17
NA,"tralian passport, and that they were",17
NA,escorted back to their boat and returned to,17
NA,England the following day? I t is a fact,17
NA,that every person who desires to enter,17
NA,Italy on a new Australian passport is,17
NA,obliged to pay 50s. Australian for a vise,17
NA,"and extra passport photograph, whereas",17
NA,"until the word "" British"" was deleted",17
NA,"from the passport, such persons were",17
NA,admitted free to that country ? Is it a fact,17
NA,that whilst British people have no diffi-,17
NA,"culty in entering Spain, Australians can-",17
NA,not obtain Spanish vises in London ? Will,17
NA,the Minister take appropriate action to,17
NA,end this humiliation of Australians?,17
Mr CALWELL , I take i t that the,18
NA,honorable member can vouch for the,18
NA,accuracy of the statements to which he has,18
NA,referred.,18
Mr HAMILTON ,The y have been pub-,18
NA,lished in newspaper reports.,18
Mr CALWELL ,Tha t is the best of,18
NA,evidence that the statements are entirely,18
NA,incorrect. The report to which the honor-,18
NA,able member has referred is the sort of,18
NA,stupid report upon which the honorable,18
NA,gentleman would base a question. I,18
NA,heard from somebody a few days,18
NA,ago that there had been some com-,18
NA,plaint of the sort that the honor-,18
NA,able member has voiced. The truth of the,18
NA,matter is that Australians experience no,18
NA,difficulty in entering any country pro-,18
NA,vided they make arrangements to obtain,18
NA,"vises. However, Great Britain and a",18
NA,number of European countries have,18
NA,entered into an agreement whereby they,18
NA,mutually agree to discard the use of,18
NA,vis6s. Australia was asked .to become a,18
NA,party to that agreement. Switzerland was,18
NA,one country that asked us to do so.,18
NA,"Certainly, Italy was not a party to any",18
NA,"agreement, because at that particular time",18
NA,the peace treaty in respect of Italy had,18
NA,"not been concluded. Thus, I do not know",18
NA,what Italy's position would be. I ex-,18
NA,plained this matter when it was raised by,18
NA,the honorable member for Parramatta,18
NA,after he returned from a trip abroad. I,18
NA,"then pointed out that for security reasons,",18
NA,"it is not desirable that Australia, which",18
NA,"situated 13,000 miles from Europe, should",18
NA,permit persons to enter this country with-,18
NA,out a proper vise. As we are not prepared,18
NA,to allow other nationals to enter this,18
NA,"country without vises, we cannot expect-",18
NA,other countries to allow entry to our,18
