Speaker,Text,pageNumbers
NA,"soldier, will the Minister consider",16
NA,making provision in the preference-to-,16
NA,legislation that this position,16
NA,t shall be declared vacant so that the,16
NA,party will have to give preference,16
NA,to servicemen when filling any posi-,16
NA,of tions which are created in its new,16
Mr DEDMAN ,"Yes , I am aware",16
NA,"that the appointment has been made,",16
NA,had the position become vacant after,16
NA,the passing of certain legislation that is,16
NA,"to be brought jbef ore the House, i t would",16
NA,have been obligatory on the Liberal party,16
NA,to appoint an ex-serviceman. I cannot,16
NA,"say whether the legislation, i f passed,",16
NA,"can be made retrospective, but I shall",16
NA,meet give the matter consideration.,16
NA,PRICE OF MILK .,16
Mr ABBOTT ,Mor e than a fort-,16
NA,"night ago, I asked the Prime Minister,",16
NA,"on notice, to arrange for the holding of",16
NA,an independent inquiry into the cost to,16
NA,dairymen of producing milk i n the,16
NA,"Sydney and Newcastle zones, and I asked",16
NA,the price recommended by the,16
NA,authority appointed for this purpose be,16
NA,accepted by the Prices Commission as the,16
NA,are amount to be paid to dairymen. As,16
NA,"matter' is urgent, I ask the Acting",16
NA,of the House to see that the,16
NA,"shall be, i f possible, answered",16
Mr CHIFLEY , I shall arrange for,17
NA,"an answer to be given, as soon as possible.",17
NA,RAIL TRANSPORT.,17
NA,ACCOMMODATION FOR MEMBERS OF,17
NA,PARLIAMENT-RESTRICTION S ON INTER-,17
NA,STATE TRAVEL.,17
Mr BRYSON ,Whe n I was travel-,17
NA,ling from Melbourne to Canberra yester-,17
NA,day I was given a seat at Albury in,17
NA,an obsolete second-class railway carriage,17
NA,of the kind that is normally used for,17
NA,carrying passengers between intermediate,17
NA,stations. A bus capable of seating 36,17
NA,passengers was provided to carry four,17
NA,members of Parliament from Yass to,17
NA,"Canberra, and took two hours to make",17
NA,the journey of less than 40 miles. A,17
NA,private car was waiting for another,17
NA,member. I ask the Minister for Trans-,17
NA,port whether he can make immediate,17
NA,arrangements to provide a sleeping-car,17
NA,for the journey between Albury and,17
NA,"Canberra. I f not, will he arrange for",17
NA,some other suitable method of transport,17
NA,to replace the present one?,17
Mr WARD ,Mor e than one authority,17
NA,is involved in arranging transport to and,17
NA,"from Canberra. The State railways, as",17
NA,"the honorable memiber is aware, still",17
NA,remain under the direct administration,17
NA,of State authorities. The provision of,17
NA,a bus service between Yass and Canberra,17
NA,is the concern of the Minister for the,17
NA,Interior. As for the suggestion that sleep-,17
NA,ing cars be restored in order to suit the,17
NA,"convenience of members of Parliament,",17
NA,I regret that I cannot favorably con-,17
NA,sider any proposal for discriminating in,17
NA,favour of members of Parliament as,17
NA,compared with the general public.,17
NA,The question of the restoration of sleep-,17
NA,ing cars is to be considered at the next,17
NA,"meeting of the War Railway Committee,",17
NA,and it is hoped that arising out of its,17
NA,deliberations a decision to restore sleeping,17
NA,cars at an early date will be. made.,17
Mr SHEEHAN ,Ca n the Minister,17
NA,for Transport say whether the War Rail-,17
NA,way Committee at its forthcoming con-,17
NA,ference will give consideration to the,17
NA,lifting of restrictions on interstate rail,17
NA,"travel? I f not, will he arrange to have",17
NA,this matter placed on the committee's,17
NA,agenda?,17
Mr WARD ,Tha t matter is included,17
NA,"in the committee's agenda, and judging",17
NA,from the latest reports I am very hopeful,17
NA,that some of the restrictions will be lifted.,17
NA,QUESTIONS.,17
Mr HOLT ,Ha s the Acting Leader,17
NA,of the House any information to give to,17
NA,honorable members regarding press,17
NA,reports that the practice which has existed,17
NA,for many years in dealing with questions,17
NA,without notice is to be changed? Is it,17
NA,intended tbat the proposed change shall,17
NA,apply only to questions directed to the,17
NA,"Prime Minister, and, i f so, does the right",17
NA,honorable gentleman propose to nominate,17
NA,a deputy in this House to deal with,17
NA,matters concerning his own administra-,17
NA,tion when put to him by private members ?,17
NA,Can he say whether it is proposed to,17
NA,extend the new practice to Ministers,17
NA,other than the Prime Minister?,17
Mr CHIFLEY ,A s the result of,17
NA,what appears to be a growing practice of,17
NA,"asking, without notice, questions which",17
NA,are not of urgent public importance,17
Mr SPEAKER,Order ! The Chair,17
NA,at all times determines the importance,17
NA,and urgency of questions. I hope that,17
NA,the Treasurer is not reflecting on the,17
NA,Chair.,17
Mr CHIFLEY , I had no intention to,17
NA,"reflect on the Chair, Mr Speaker. I was",17
NA,merely expressing the Prime Minister's,17
NA,"opinion that some questions, without",17
NA,"notice, do not seem to him to be of urgent",17
NA,"public importance, and that the number",17
NA,of such questions is increasing.,17
Mr MENZIES , Questions without,17
NA,notice are not more numerous than they,17
NA,were ten years ago.,17
Mr SPEAKER ,Order ! I cannot,17
NA,allow a debate on the subject.,17
Mr CHIFLEY ,Whe n Mr Bruce,17
NA,was Prime Minister he referred to this,17
NA,"matter in, I think, 1929. The Prime",17
NA,Minister proposes to give direct answers,17
NA,only to questions which are addressed to,17
NA,"him by party leaders in the House, and",17
NA,then only i f he is able to answer them,17
NA,with the information at his disposal.,17
Mr HOLT ,Ar e questions by private,17
NA,members to be addressed to a deputy of,17
NA,the Prime Minister?,17
Mr CHIFLEY ,"Generall y speaking,",17
NA,the Prime Minister's intention is to,17
NA,confine his answers to questions addressed,17
NA,to him by the leaders of the parties,18
NA,the House. As to questions addressed,18
NA,"private members to other Ministers,",18
NA,is hoped that i f they are of an urgent,18
NA,"character and can be answered readily,",18
NA,Ministers will continue to reply to,18
NA,I t is proposed to ask that long questions,18
NA,which obviously the Ministers to whom,18
NA,they are addressed cannot answer such,18
NA,off hand shall be placed on the noticeof,18
NA,paper.,18
Mr MENZIES ,Th e Prime Minister is,18
NA,also Minister for Defence. Should,18
NA,-private member desire to ask a question,18
NA,"touching the Department of Defence, to",18
NA,what Minister should he direct it?,18
Mr HOLT ,Th e Prime Minister also House?,18
NA,will deputize for the Minister for the,18
NA,Army during the absence of the latter,18
NA,from Australia.,18
Mr CHIFLEY ,Tha t is a matter to may,18
NA,"which I have not given much thought, to",18
NA,and I do not know the Prime Minister's lating,18
NA,views concerning it.,18
Mr SPENDER ," I ask you, Mr.",18
NA,"Speaker, whether it is competent for any",18
NA,Minister to state as a matter of practice,18
NA,that he will not answer any. questions,18
NA,in respect of a matter of public,18
NA,portance and urgency ? Is i t not for you,18
NA,to permit any private member to put any,18
NA,question on any matter of public,18
NA,urgency to a Minister? Can there,18
NA,any preclusion of that right?,18
Mr SPEAKER ,A n honorable mem-,18
NA,ber has the choice of asking a question,18
NA,"either orally or in writing, upon notice,",18
NA,"in his own way, provided always that forthwith.",18
NA,he keeps within the 'Standing Orders;,18
NA,and it then rests with the Minister,18
NA,whom the question is asked to decide ing a question?,18
NA,"whether he will answer it orally, or re-",18
NA,quire that notice of it be given. How-,18
NA,"ever, i t is a well-established practice,",18
NA,"for which they are many precedents,",18
NA,that a Minister need not answer any,18
NA,"question, and it is totally disorderly",18
NA,an honorable member to insist that,18
NA,given an answer.,18
NA,Later:,18
Mr ABBOTT ,Standin g Order 92,18
NA,relates to the asking of questions reto,18
NA,specting public business. I n view of the answer.,18
NA,in statement of the Acting Leader of,18
NA,"by the House, will you, Mr Speaker,",18
NA,it rule as to whether or not the Prime,18
NA,"Minister, or any other Minister,. has",18
NA,any power under the Standing Orders,18
NA,them. to refuse to accept a question that,18
NA,is put to him by an honorable,18
NA,"member? I f no such power exists, and",18
NA,a refusal would constitute a breach,18
NA,the Standing Orders and of the rights,18
NA,"and privileges of honorable members, will",18
NA,"you, as the custodian and guardian of",18
NA,"those rights and privileges, submit to the",18
NA,a Prime Minister a memorandum explain-,18
NA,ing their nature? Will you also ensure,18
NA,that there shall not be a breach of the,18
NA,rules and procedure of this honorable,18
NA,"Mr SPEAKER,-Standin g Order 92",18
NA,provides-,18
NA,"After Notices have been given, Questions",18
NA,be put to Ministers of the Crown relating,18
NA,public affairs; and to other Members re-,18
NA,"to any Bill, Motion, or other public",18
NA,matter connected with the business on the,18
NA,"Notice Paper, of which such Members may",18
NA,have charge.,18
NA,I t will be noted that honorable members,18
NA,have the privilege of asking Ministers,18
NA,questions. The practice has been for a,18
NA,imMinister either to answer a question,18
NA,orally or to require its submission in writ-,18
NA,"ing, in order that a written reply may",18
NA,be made. I have already informed the,18
NA,be honorable member for Warringah that,18
NA,there is not the slightest doubt that,18
NA,although an honorable member is pri-,18
NA,"vileged to ask a Minister a question, the",18
NA,Minister is not bound to answer i t,18
Mr ABBOTT ,Bu t a Minister cannot,18
NA,of prevent an honorable member from ask-,18
Mr SPEAKER , The honorable,18
NA,member is answering his own question.,18
NA,I am pointing out to him that nothing,18
NA,which the Prime Minister or any other,18
NA,for Minister may do can prevent an honor-,18
NA,he able member from asking a question. At,18
NA,"the same time, every Minister has the",18
NA,right either to answer or to decline to,18
NA,"answer it and, should he decline, it would",18
NA,be disorderly were an honorable member,18
NA,endeavour to insist upon an immediate,18
NA,DISCHARGED SERVICE,19
NA,PERSONNEL.,19
NA,VOCATIONAL TRAINING-UNIVERSIT Y,19
NA,TRAINING ALLOWANCES.,19
Mr DEDMAN ,"Las t Wednesday, the",19
NA,honorable member for Wentworth ( Mr.,19
NA,Harrison) asked for certain information,19
NA,relating to the vocational training of dis-,19
NA,"charged service personnel, and I under-",19
NA,took to furnish it.,19
Mr SPEAKER ,Order ! Does the,19
NA,Minister desire to read an answer to a,19
NA,question?,19
Mr DEDMAN ,Yes .,19
Mr SPEAKER , I have ruled that,19
NA,leave of the House must be obtained in,19
NA,such circumstances.,19
Mr DEDMAN ,b y leave--The total,19
NA,number of ex-servicemen who have,19
NA,applied and have been accepted for full-,19
NA,"time training of all types is 1,190. Two",19
NA,methods of training are provided for in,19
NA,the scheme-,19
NA,(a) Training in technical schools until,19
NA,the trainee attains a standard of,19
NA,proficiency equal to an earning,19
NA,capacity of not less than 40 per,19
NA,"cent, of the appropriate award",19
NA,minimum wage payable in the,19
NA,calling for which he is being,19
NA,"trained, as assessed by appro-",19
NA,priate Industrial Committees,19
NA,set up under the Common-,19
NA,wealth Reconstruction Training,19
NA,"Scheme. This period will, in",19
NA,"general, vary from three to",19
NA,"twelve months, according to the",19
NA,"calling, and the initial qualificaservicemen",19
NA,"tions, aptitudes and progress of",19
NA,the trainee.,19
NA,(b) Training in industrial establish-,19
NA,ments which are approved by the,19
NA,appropriate Industrial Commit-,19
NA,"tee representative of employers,",19
NA,employees and technical educa-,19
NA,tional authorities as suitable,19
NA,establishments for basic training,19
NA,purposes until the trainee,19
NA,attains a proficiency of 4'0 per,19
NA,cent.,19
NA,To a slight extent the commencement,19
NA,of training has been delayed while,19
NA,arrangements are being made for build-,19
NA,ings to be transferred and the release,19
NA,from the services obtained of teachers,19
NA,selected for the job. The difficulties will,19
NA,continue as long as the present man-,19
NA,"power shortage exists, but every step is",19
NA,being taken to hasten the release of suit-,19
NA,able instructors.,19
NA,"I n each case, all training allowances,",19
NA,"which vary from £3 5s. to £5 5s. a week,",19
NA,and benefits such as books and tools of,19
NA,trade are paid by the Commonwealth,19
NA,"until not less than 40 per cent, pro-",19
NA,"ficiency is attained, when the trainee is",19
NA,placed in employment at full award rates,19
NA,"by the placement authority, the Man",19
NA,"Power Directorate, which works closely",19
NA,in co-operation with the Industrial Com-,19
NA,mittees. The Commonwealth reimburses,19
NA,the employer the difference between the,19
NA,award rate and the periodical assessment,19
NA,value of the trainee's efficiency. During,19
NA,this period until the trainee readies 100,19
NA,"per cent, proficiency, he is receiving",19
NA,further training on the job and gaining,19
NA,experience and speed.,19
Sir EARLE PAGE ,Ha s the Minis-,19
NA,ter for Repatriation seen a report in this,19
NA,morning's press of a statement by Mr.,19
NA,"Woodward, president of the Universities",19
NA,"Services Club, headed "" Low Pay for Ser-",19
NA,"vice Students "", in which he claims that",19
NA,many soldiers may have to abandon their,19
NA,rehabilitation training course at Aus-,19
NA,tralian universities because of the low,19
NA,living allowance paid to them by the,19
NA,Government-rangin g from £2 a week,19
NA,for a student w'ith no dependants to,19
NA,£5 5s. a week for a student with two or,19
NA,"three dependants, less deductions for any",19
NA,money earned in spare time? I f these are,19
NA,"the facts, will the Minister ensure that",19
NA,shall be treated at least as,19
NA,well as students attending universities,19
NA,under the Universities Commission's,19
NA,scheme?,19
Mr FROST , I shall have inquiries,19
NA,made?,19
NA,PARTY DESIGNATIONS .,19
Mr CONELAN ,I s the Minister for,19
NA,Information aware that the Leader of,19
NA,the Queensland Peoples party and Lord,19
NA,"Mayor of Brisbane, Alderman Chandler,",19
NA,"said last night, ""The Queensland",19
NA,Peoples party is prepared to co-operate,19
NA,"with the Liberal party, but it is not pre-",19
NA,pared to commit suicide in order that,19
NA,"the Liberal party might live "" ? I n view",19
NA,of the announcement by the Leader of,19
NA,the Opposition that the name of his party,19
NA,has been changed from the United Aus-,20
NA,"tralia party to the Liberal party, can the",20
NA,Minister inform me what is the position,20
NA,of anti-Labour members representing.,20
NA,Queensland constituencies?,20
Mr CALWELL , I am aware that,20
NA,Alderman Chandler made that statement,20
NA,"last night, and I commend him for his",20
NA,perspicacity. I n regard to the future of,20
NA,members of the Opposition who represent,20
NA,"the anti-Labour seats in Queensland, they",20
NA,seem to me to be like Mahomet's coffin,20
Mr SPEAKER , The honorable,20
NA,gentleman seems to me to be out of order.,20
Mr CALWELL ,Thinkin g I might,20
NA,"be, I paused to receive your direction.",20
NA,All I want to say about the position of,20
NA,anti-Labour members from Queensland,20
NA,is that their suspense will not last very,20
NA,"long, because they all will disappear at",20
NA,next general elections.,20
NA,HOUSING.,20
Mr CONELAN , I ask the Minister,20
NA,representing the Acting Minister for the,20
NA,"Army whether,, in view of the housing",20
NA,"shortage in Queensland, he will take",20
NA,immediately to have private homes now,20
NA,occupied by Army base officers released,20
NA,immediately in order to relieve the he -belongs?,20
NA,position ?,20
Mr DEDMAN , I shall refer the,20
NA,matter to the Acting Minister for the,20
NA,Army.,20
NA,COMMONWEALTH GRANTS,20
NA,COMMISSION.,20
Mr GUY , I ask the Treasurer,20
NA,whether he has yet received a report from,20
NA,what is known as the caucus committee wool industry.,20
NA,appointed some time ago to investigate,20
NA,a claim made by the Government of report,20
NA,"Tasmania for an additional grant, and",20
NA,to inquire into the methods adopted,20
NA,the Commonwealth Grants Commission,20
NA,in calculating the grants to be,20
NA,the claimant States? I f the report ha3,20
NA,"been received, will he lay it upon the",20
NA,table of the House? I f it has not,20
NA,"received, when does he anticipate it will",20
NA,be made available to honorable members?,20
Mr CHIFLEY ,M y knowledge of Probably,20
NA,the matter is that the Government party,20
NA,appointed a committee of its members,20
NA,look into certain complains that were,20
NA,made regarding the calculation of,20
NA,State grants. I did not know that the,20
NA,complaint referred to any one particular,20
NA,State.,20
NA,Mr 'GUY -Th e whole committee,20
NA,visited Tasmania to investigate this,20
NA,matter.,20
Mr CHIFLEY ,"Probably , that wns",20
NA,on account of the Tasmanian climate.,20
NA,My impression is that the committee is,20
NA,to report generally to the party with re-,20
NA,spect to the commission's method of cal-,20
NA,culating grants to all of the claimant,20
NA,"States and not, in particular, to Tas-",20
NA,"mania. I -have not received the report,",20
NA,and I am unable to say when I am likely,20
NA,to receive it.,20
NA,TAXATION.,20
Mr FADDEN ,Wil l the Treasurer,20
NA,the announce to the House the tentative esti-,20
NA,mate which he has had prepared of the,20
NA,total and detailed expenditure from taxa-,20
NA,"tion receipts in 1947-48? I n future, will",20
NA,the honorable gentleman ensure that,20
NA,"figures of this kind, prepared at the ex-",20
NA,"pense of the Commonwealth, shall be",20
NA,steps made available publicly to taxpayers,20
NA,"generally, instead of being reserved for",20
NA,members of the political party to which-,20
Mr CHIFLEY , I shall examine the,20
NA,question asked by the right honorable,20
NA,"gentleman, and supply an answer later.",20
NA,"At this juncture, I merely remark that I",20
NA,have always been prepared to give to any,20
NA,honorable member any information that,20
NA,lie has sought from me.,20
Mr FADDEN ,Th e Treasurer did not,20
NA,make available the Jensen report on the,20
Mr SPEAKER,Order ! The Jensen,20
NA,is not the subject of the question.,20
Mr CHIFLEY , I said that I have,20
NA,by always been prepared to give to any,20
NA,honorable member any information,20
NA,made to that he has sought from me. I,20
NA,did not mention reports. I t is perfectly,20
NA,"true that, as Treasurer, when addressing",20
NA,been the Labour party on the Government's,20
NA,"proposals at various times, I have placed",20
NA,tentative estimates before the meeting.,20
NA,"every Minister,' regardless of",20
NA,"the party to which he belonged, has fol-",20
NA,to lowed that procedure from time to time.,20
NA,I do not make i t a general practice to,20
NA,supply to the House any document or,20
NA,statement that I make to the party.; but,21
NA,if an honorable member wants some par-,21
NA,"ticular information, I shall make it",21
NA,available to him.,21
Mr HUTCHINSON ,I n last Satur-,21
NA,day's press there appeared extracts from,21
NA,"a nnancial statement, which apparently",21
NA,is being circulated to members of the,21
NA,"Labour party, in which the Treasurer",21
NA,said that expenditure from taxa-,21
NA,"tion will reach £297,000,000 in 1947-48,",21
NA,unci that actual tax collections last,21
NA,"year amounted to only £269,000,000,",21
NA,"cr £2S,000,000 less than will be",21
NA,required two years from now. In,21
NA,view of the widespread interest and con-,21
NA,"cern which this statement has aroused,",21
NA,-and having regard to the faet that higb,21
NA,taxes are already seriously affecting,21
NA,"duction, and that the present high taxa-",21
NA,tion returns are influenced largely by,21
NA,"central bank credit expansion, does not",21
NA,that statement portend serious financial,21
NA,"difficulties in 1947-48, and indicate that",21
NA,the whole social service structure of this,21
NA,country has no real or satisfactory,21
NA,foundation ?,21
Mr CHIFLEY ,S o far as I can,21
NA,"gather, there are always many difficulties",21
NA,associated with finance. That is true of,21
NA,all governments and also of a great num-,21
NA,"ber of people. However, I see no danger",21
NA,to the foundation on which the social,21
NA,services of this country are being built,21
NA,by the Government. Social services can-,21
NA,not be provided unless somebody pays for,21
NA,them. The honorable member's question,21
NA,"is rather, a lengthy one and i f he",21
NA,"on the notice-paper, I shall answer it in",21
NA,greater detail.,21
NA,MIGRATION.,21
Mr WILSON , I ask the Ministertion,21
NA,re presenting the Minister for the I,21
NA,terior to inform me whether the Governmittee.,21
NA,ment has formulated a policy covering,21
NA,the admittance to Australia of migrants,21
NA,who desire to settle in this country? At,21
NA,"present, the door appears to have been",21
NA,"closed to such persons, and although",21
NA,many desirable people from Great,21
NA,Britain and elsewhere desire to make,21
NA,"their home in Australia, .all their efforts",21
NA,to obtain permits to land have been,21
NA,abortive.,21
Mr LAZZARINI, I shall bring the,21
NA,honorable member's question to the notice,21
NA,"of the Minister for the Interior, and ask",21
NA,him to supply an answer.,21
NA,CIVIL AVIATION.,21
NA,AIRCRAFT CRASH AT SPRING PLAINS-,21
NA,REPORT OF INTERDEPARTMENTAL COM -,21
NA,MITTEE.,21
Mr MCEWEN ,Wil l the Minister for,21
NA,Civil Aviation inform me whether the,21
NA,date has been fixed for the inquiry into,21
NA,"tbe recent disaster at Spring Plains,",21
NA,in which a Stinson aircraft was involved ?,21
NA,"I f so, what is the date ?",21
Mr DRAKEFORD ,Th e inquiry,21
NA,will commence on the 27th March. Some,21
NA,"pro- delay has heen caused, because Captain",21
NA,"Crowther, whom the Government in-",21
NA,tended to appoint to the inquiry as an,21
NA,"assessor, is not available, and another",21
NA,assessor had to be found. Captain,21
NA,Crowther is engaged on urgent work i n,21
NA,connexion with the Indian Ocean air,21
NA,route and therefore we cannot secure his,21
NA,"services. However, we have obtained as",21
NA,"an assessor Captain Jackson, who was the",21
NA,leading pilot in the service of W. R.,21
NA,Carpenter Airlines and has had wide,21
NA,experience.,21
Mr FRANCIS ,Havin g regard to the,21
NA,nation-wide anxiety as to the future of,21
NA,eivil aviation in Australiaj will the,21
NA,Minister for Civil Aviation lay on the,21
NA,table of the House the report of the inter-,21
NA,"departmental committee which, appar-",21
NA,"ently, the Government used recently in",21
NA,puts it arriving at certain decisions?,21
Mr DRAKEFORD , I have no know-,21
NA,"ledge of any nation-wide anxiety, but",21
NA,believe that the people are prepared to,21
NA,trust the Government to handle the situa-,21
NA,properly. I decline to table the,21
NA,n - report of the interdepartmental com-,21
NA,BRITISH MEDIC A l /,21
NA,ASSOCIATION.,21
Sir FREDERICK STEWART ,Wil l,21
NA,the Minister representing the Minister,21
NA,for Trade and Customs inform me,21
NA,whether a decision has been reached re-,21
NA,garding the application of the British,21
NA,Medical Association for a supply of news-,21
NA,print for the purpose of enabling it to,21
NA,circulate its comments on the Govern-,22
NA,ment's pharmaceutical benefits legis-,22
NA,lation?,22
Mr BEASLEY ,Whe n a similar,22
NA,"question was asked recently, the Prime",22
NA,Minister gave a certain undertaking on,22
NA,"the matter. By this time, a decision",22
NA,"should have been reached, and I shall",22
NA,endeavour to ascertain from the Minister,22
