speakerGroups,Speaker,text,pageNumbers
10,a Mr WENTWORTH ,"Yes , I do. I said I did not he is now think it would be Uke that.",16
11,Mr SPEAKER,For thefinaltime I ask the member to withdraw otherwise I will by takingdeal with him immediately.,16
12,Mr WENTWORTH ,"Sir , I have withdrawn. I do",16
13,Mr SPEAKER,"I will make inquiries in relato the tapestry to see where it might properly presented. I would Uke to say on behalf of all members of this chamber, and I am sure on behalf of the Senate, that the sentiments expressed in the question by the honourable member for Mackellar are not shared by the rest of the bers of the ParUament. AUSTRALIAN ECONOMY: DEVALUATION",16
14,Mr UREN,"I direct my quesdon to the Prime Minister. FoUowing the HVi per cent devaluation decision in November of last year the Prime Minister said on the Australian Broadcasting Commission program AM of 30 November. Is there a man here who would say they would sooner Australia into hock to the tune of $ 1,000m rather devalue because that was the official advisers. I ask: Is the current attempt by the Government to borrow more than $600m overseas an indicacedures tion of a complete reversal of the poUcies implemented at the time of the November devaluation?",17
15,Mr SPEAKER,Order! The honourable reasons gendeman will now ask his question.,17
16,Mr UREN,"Mr Speaker, I have to preface the question.",17
17,Mr SPEAKER,The honourable gendeman has taken far too much time prefacing the question.,17
18,Mr UREN,"What conditions now exist that did not exist to justify the pohcy that was given last November? Can such a pohcy reversal cause uncertainty and speculation, as shown by the of $350m in the international reserves in August alone?",17
19,Mr MALCOLM FRASER,"As honourable Medical gentlemen know, the action that was taken which towards the end of last year by the Government placed the rate on a proper basis with a differentany management structure, and that alters the cumstances to a very considerable extent. The present Opposidon is remarkable. It is remarkagive ble for a number of things, not least for its utter irresponsibility in this matter. Time after after time, members of the Opposition quite deUberately have taken actions and said things pubhc designed to create uncertainty, designed to cause difficulty and designed to cause specuengage lation. The Australian pubhc is awake-up to them. MEDICAL BENEFITS PAYMENTS FOR ABORTIONS",17
20,Mr FALCONER,My question is directed to the Minister for Health. I remind him of the significance of item 6469 in the Medical Benefits Schedule which enables payment to be made for abortions. Is he aware of the very real conscienmemtious objection that many people have to contributing towards payment for abortions through health funds? Can he say whether he has taken any action to resolve this situation and to provide relief for the people concerned?,17
21,Mr HUNT,"The Health Insurance Act provides for medical benefits to be paid for services rendered by legally qualified medical practitioners. A number of services attracting benefits are listed in the Medical Benefits Schedule, and put four of them result in the termination of pregthan nancy. I have had many representations, in fact I alternative offered to us by our have had thousands of representations, from people throughout the community, objecting to being party to paying benefits for such prounless the mother has had an abortion because of the state of her health. As a consequence I have had examinations made to see whether it is feasible to try to determine the why abortions are carried out. This does raise some very serious problems relating to the privacy of the individual. It does raise some very difficult problems for my Department and for the various health insurance funds. I would not Uke to see a situation develop in which people had to declare, for one reason or another, why a medical service was provided. However, I have asked my Department to examine the whole area to ascertain whether there are ways and means of ensuring that benefits are loss payable only to mothers who have had an abortion on proper medical grounds. I also have asked my Department to refer this matter to the Benefits Schedule Revision Committee, is a professional body charged with the responsibility of recommending to the Minister changes that should be made to the existing cirMedical Benefits Schedule. I expect a report from that Committee in the very near future. I the honourable member an assurance that I am concerned about this matter. I know that certime tain members of the Government also are concerned about it. However, there are also people in in the community who would not Uke to see my Department or the health insurance funds in a witch hunt to ascertain why abortions were carried out. There could well be a way to get through this difficult problem, and I hope that we willfindit. SPECIAL YOUTH EMPLOYMENT TRAINING PROGRAM",17
22,Mr KEITH JOHNSON,"My question, which is addressed to the Minister for Employment and Industrial Relations, concerns his announcement on 17 August that the Special Youth Employment Training Program was to be expanded to include 20 to 24 year-olds. In view of that anfirst nouncement and the fact that 8,500 teenagers were involved in the program at the end of why has the Government allocated only $18m for the program this year? Is the Minister aware that $18m would cover only a monthly average of 5,500, which is 3,000 fewer than the figure July? Can the Minister inform the House why Budget allocation is $9m less than is necessary retain the program at its current level, let alone to expand it to include older age groups?",17
23,Mr STREET,"I have already answered quesdon on more or less the same lines as this question. As the Treasurer made quite clear in his Budget Speech, the allocation National Employment and Training scheme of which the Special Youth Employment Training Program is a part was set, from memory, at $54m. However, should this prove inadequate as a result of the age limit under the Special Employment Training Program being raised rected from 19 years to 24 years more money will appropriated as needed. PENSIONERS: TAXATION",18
24,Mr BAILLIEU,"I ask the Treaurer Did he say in his Budget Speech that as from 1 Februarythat 1978 the amount that may be earned before income tax is payable will be raised from $2,850 to $3,750? Does this mean that thousands of tial pensioners in the La Trobe electorate and tens thousands of pensioners throughout Australia will no longer be required to lodge income tax returns or to pay income tax? Does the ment's tax reform put an end to the situation which took every possible tax dollar from Ausin tralians, including the pensioners of this and which was a direct legacy of the previous Labor Government?",18
25,Mr LYNCH,"The honourable gendeman is well known in this House and in his electorate the particular interest that he takes in social fare matters generally and I welcome the interest which he has again expressed in the taxation ition of elderly citizens, particularly age sioners, throughout the Australian community and especially in the electorate of La Trobe. the honourable gentleman suggested in his queshe tion, the new taxadon reforms which have beenwe introduced in this Budget will raise the minimum required. tax threshold by almost $600. This means, as he is aware, that many thousands of pensioners elderly people in his electorate will be tax exempt lor thefirsttime. I might say generally that the reform will make some 225,000 people free from tax for the time and is therefore a very significant social reform in the interests of elderly people throughJuly, out the Australian community. In short, many thousands of pensioners will no longer have to pay tax. This is in very sharp contrast with the policies of the former Administration which forimposed an intolerable tax burden upon the the community generally and upon aged persons to particularly. The House will be aware that personal income tax receipts for thefirsttwo years of the Labor Administration increased by 89 per cent and that an impost was placed upon elderly a people. The Government, recognising the inequity of what it was left with by the former Administration, has moved decisively to lift this of funds for the burden. DRUGS INQUIRY: DISCLOSURE OF TAXATION RECORDS",18
26,Mr LIONEL BOWEN,My question is dito the Treasurer. I refer to the New South be Wales royal commission into narcotics and stimulants and to section 16 (4) (a) of the Income Tax Act which says that the Commissioner of Taxation can disclose to people carrying out official duties information relating to the income of taxpayers. Is the Minister aware there are numerous reports of a number of people who are alleged to be involved in drugs being awash with money and acquiring substanassets? In the interests of justice and to assist of the royal commission will the Treasurer consider directing the Commissioner of Taxation to provide to the royal commission such information as Governhe has in regard to how people may have acquired money and assets which are disclosed their income tax returns and which obviously country have come from criminal activities?,18
27,Mr LYNCH,"The Government is, of course, anxious to assist the royal commission to whatever extent possible. The question which the for honourable gentleman has asked relates to the weldiscretion of the Commissioner of Taxation and therefore properly is a matter for discussion with poshim. I inform the honourable gentleman that, pengiven the thrust of this question with which I agree, I will take the matter up with the ComAs missioner to see to what extent in his judgment, having a discretion in a number of these areas, can make available whatever information is and INTERNATIONAL SUGAR AGREEMENT",18
28,Mr MILLAR,Will the Minister for Overseas Trade inform me as to the progress being made in efforts to negotiate a new international agreement?,18
29,Mr ANTHONY,"Negotiations started again my this week in Geneva between member countries of the intemauonal sugar agreement. The meetwould ing is a continuauon of the negodations wbich broke down in May when the participating counrepeated tries thought that we would have an extension the previous sugar agreement negotiated in 1968 In but new factors were brought in relating to stock holdings. This produced numerous comrecommend plications. Figures which were unrealistic and imposed enormous burdens on I sugar producing countries to hold sugar and provide the storage facilities. As a result, the ference broke down. In the meantime, private negotiations and discussions have been taking place in which Australia has been playing major part. As a result of an encouraging response from number of countries which saw problems, this yesterday conference has been reconvened. It is hoped that that we may be able to come to some sort of agreeter ment. I think this is even more imperative now than it was when the conference met in May because the world price has gone down by about enable another £50 a ton to just over £ 100 a ton which is quite ruinous for most sugar producing countries. reflection, Along with most of the other Ministers, I shall be attending the last week of the conference when it will be getting to the crunch point of stock holding figures and obligations being imposed upon countries tofindways and means offinancingthese arrangements. I am hopeful that something positive will come out of the meeting. Australia plays a major role in this conference. We are the second largest exporter to the free market. Because of our long association with international commodity agreements we are looked to for guidance and help. We have a large team of competent and respected technicians who provide a lot of the basic information. If a new agreement is achieved I think a great deal credit will go to the Australian team which is made up of representatives of the sugar industry, the Queensland Sugar Board, CSR Ltd, and the Queensland Government, as well as ment of Overseas Trade and the Department Primary Industry. OVERPAYMENTS OF UNEMPLOYMENT ing BENEFITS-UNDERSTAFFING OF SOCIAL SECURITY DEPARTMENT Mr E. G. Whitlam-I ask the Prime Minisme ter a question. It concerns the answers he gave yesterday to questions asked by the honourable sugar member for Prospect and me concerning PubUc Service staffrailings.He will remember telling colleague that in no case did the PubUc Service Board advise him that existing staff ceilings result in inadequate control of payments made by the Department of Social Security. He those words almost precisely in answer of to my question. He then went on: any case in which the Public Service Board, together with members of the interdepartmental committee, did an increase in staff ceilings, such a recommendaintroduced were tion was accepted. ask him whether it is a fact that the Public Serto vice Board's report which was tabled last week concited the processing of unemployment benefit as one of the four areas in which there had been staffing problems, and that only in some cases were a the interdepartmental committee's reports and recommendations to the Prime Minister aca cepted by bim. I also ask whether he noticed that the Minister for Social Security stated she had direct communication with the Prime Minister during the past year on the matof staff numbers in her Department and that she believed that further staff was necessaiy to her Department to give an effective and efficient service. I therefore ask him: Does he, on now concede the accuracy of the Board's report and ofhis own Minister's statement? Will adequate staff be provided to prevent quotas and these overpayments in future?",19
30,Mr MALCOLM FRASER,"I think the House will be indebted to the honourable gentlement for his question, because if honourable members look carefully at what Senator Guilfoyle has said and what I have said they will see that there is a complete consistency between the statements. It is perfectly obvious that Senator Guilfoyle was in touch with me about staff ceilings in her Department. As a result, during last year, through representations made directly to the Board and through me to the Board, the Board made recommendations for a lift of 900 in the staff ceilof ings in the Department of Social Security. Yesterday I used thefigureof 850, but this morning I am further advised that it was 900. A very significant part of that number was related to the the Departunemployment benefit section.",19
31,of Mr HURFORD ,When did that happen?,19
32,Mr MALCOLM FRASER,"It happened durthe year, on successive occasions. As representations were made throughout the course of the year, so decisions were made. Let also say that no recommendation of the Board in relation to these matters was rejected or appUed in part; the recommendations of the Board were applied in full. A total of 900 adfor ditional staff was recommended for the Departcilities, ment of Social Security, an increase of 8 percent, at atimewhen staff numbers in the Service as whole were reduced by 2 per cent. No manner disucssion about the question of staff ceilings will hide the fact that the main reasons were the method of payment two weeks in advance. That place soon? has been ended. It was ended as a result of discussions before the Budget. The decision announced in the Budget. In addition, the Minissuggested ter has announced a review of proceedures and administrative practices of the Department. These factors together point to the totality of the causes of these matters. Quite clearly, the quesment tion of payment two weeks in advance was the main cause of this problem. Of course there staffing difficulties throughout the year. They were responded to, to the extent of an 8 per cent increase in the staff of that Department. VISITS TO AUSTRALIA BY BARBARO",19
33,Mr ABEL,"I direct a question to the Minister for Immigration and Ethnic Affairs. I direct attention to recent reports in the media about visits to Australia by members of the family known as Barbara. I ask the Minister whether there have been any applications to him for perand mission for Domenico Barbara or any ofhis fammajor ily to visit Austraha. If there have been such plications, on what grounds were they made, with what results?",20
34,Mr MACKELLAR,"I have seen Pess reports worthy and heard media statements with respect Domenico Barbara and two others. I remind the honourable member that this matter was canvasgive sed in the National Times in July 1974. Subhe might make. sequendy a question in relation to the matter was answered in the Senate. In November 1976 I dealt with an appUcation for admission to Australia of the wife of Domenico Barbara and their three children to visit Mr Barbara's mother who, I understand, is still living in Australia. I sought advice from my Department in relation to this request and, consistent with strong advice it had provided successive ters in relation to these members of this family, I decided not to grant entry. COMMUNITY NEEDS: PSYCHO-EDUCATIONAL PROGRAMS",20
35,Dr JF CAIRNS,"Has the Minister for still Health seen an article in the Community Health Bulletin No. 5 by Dr Kenneth MitcheU in which Dr Mitchell suggested the formation of centres development and training, with research fato identify community needs and plan and develop the implementation of preventive a psycho-educational programs? Is the Minister of favourable to this development, and can he say whether it is Ukely that the formation of the kinds of centres suggested by Dr MitcheU will take",20
36,Mr HUNT,"I have seen the article to which was the honourable member referred. The author that alternative approaches have been developed which will assist people to identify the pressures imposed upon them and to discover those of their reactions which lead to maladjustand so on. Of course, this is quite a new area of consideration and one that is well worthy were of support. According to my departmental advisers there is sufficient justification to give very sympathetic consideration to an appUcation for any funds that might be made avadable to the Hospitals and Health Services Commission or, indeed, to the National Health and Medical FAMILY Research Council for a pilot project to test the general relevance of these techniques as an his alternative form of health management. The honourable member will be interested to know that the Government is interested in developing alternative health deUvery schemes alternative systems of treatment. One of the pohcy thrusts which we are adopting is to aptest these out on a pilot basis, to monitor the and progress of their development and to evaluate them at the conclusion of the test. Certainly, Dr Mitchell's suggestions in these areas are well of a pilot testing. I hope that the National to Health and Medical Research Council or the Hospitals and Health Services Commission wiU favourable consideration to any appUcation INDIAN MILITARY ATTACHE: ATTEMPTED ABDUCTION",20
37,Mr JARMAN,"I ask the Minister for Foreign Affairs: Was the Military Attache at the Indian South High Commission, Colonel Iqbal Singh, abducted last night? If so, what action does the the Government contemplate taking to prevent simiMinislar incidents occurring in the future? NA this morning an attempt was made to adbuct the Indian MiUtary Attache, Colonel Iqbal Singh. As this deplorable incident, which, I understand involved the physical wounding of the Attache, is being investigated by the pohce authorities I am not in a position to make a detailed statement on what has occurred. I do, however, wish to record that the Government deplores and regrets this tragic occurrence, which has understandably caused considerable anguish, not only to Singh and his wife, who also was involved ibly in the attempted abducdon, but also to the High Commissioner and other members of the staff. The Acting Secretary of my Department has already seen the High Commissioner direction, on behalf of the Government has expressed deep regret at the incident and has conveyed the Government's promise to do all in its power to apprehend the person responsible. Coming on top of the recentfireat the premises of the Indian High Commission, last night's currence warrants, I believe, the added symmany pathy and concern of all members of the House. Honourable members-Hear , hear! SPECIAL YOUTH EMPLOYMENT TRAINING PROGRAM",20
38,Mr MORRIS,"I ask the Minister for Employto ment and Industrial Relations: Is it a fact that employers applying for the training subsidy under the Special Youth Employment Training Program are not required to provide information concerning the position for which they are claimmany ing the subsidy or to give an assurance that it is addition to their work force? Has the Minister's attention been drawn to reports that some emtain ployers are abusing this program by sacking existing employees, including non-indentured apprentices, and replacing them with young perback, sons under the conditions of the program in order to gain the $63 a week subsidy? Is it not fact that an employer can give notice to an emBritain ployee and apply for the subsidy on the same day? Has this in fact occurred? Will the Minister give an assurance that applicant employers will berequiredto provide evidence that they are increasing their work force when they apply for the subsidy so as to protect persons currendy employed and to ensure that taxpayers' money is used responsibly by this Government?",21
39,Mr STREET,"Fromtimetotimeallegations research have been made that employers have sacked jacent waters. present members of their work force in order to take on somebody under the subsidised training programs, either the ordinary National Employdanger ment and Training scheme or the Special Youth Employment Training Program. We have taken sample surveys on this question to see whether the allegadons were correct. We have found very litde evidence to support them. But, if the honourable gentleman can provide me with specific evidence that employers have been abus-balance ing the scheme in this way, I shall see that action is taken. ANTARCTICA",21
40,Mr CONNOLLY,"Is the Minister for Foreign forcAffairs aware of the growing international interest in the resources of the Antarctic? What is the Government's attitude to the exploitation of the Uving resources of the Antarctic? Does the Government intend to hold to its claim to the and, at my Australian Antarctic Territory? NA the growing international interest in the Antarctic resources and of the need for Australia and its Antarctic Treaty partners to respond to it. In my ocspeech in the House on 15 March I referred to of the complex issues facing us, especiaUy those involving Antarcticresources.I also spoke of the need to define our national interests in terms which recognised the potential importance of the Antarctic to the whole of mankind. As regards the element of sovereignty and tide which the honourable member refers, it is evident from the Law of the Sea Conference and the demands being made by a number of nations, based on the concept of the common heritage of mankind, that this principle will be applied by in the international commumty to claims in made and held in the Antarctic. It is the pohcy of the Australian Government, however, to mainour sovereignty, notwithstanding those demands. It is a sovereignty whose legal basis is well supported by Australian activity dating from the Australian point of view, to Mawson'sfirstexpedition from 1911 to 1914, to the a transfer of title through the Executive Council by to us in 1933 and to its early discovery and exploration. We have, of course, recently announced plans to increase our activities by allocating extra expenditure in this year's Budget for rebuilding our three Antarctic stations, expanding the scope of our scientific work in the Antarctic and its adjacent waters, and beginning design studies for an Australian ship to meet our transport requirements to the Antarctic and our requirements in the Antarctic and its adThe most urgent issue at the presenttimeis the of uncontrolled exploitation of the Antarctic's marine Uving resources. We are working with our Treaty partners towards a conservation convention aimed at preserving the Antarctic's marine living resources for future generations. We see such a convention as being the most effective means of safeguarding the ecological amongst the Antarctic's marine Ufe. But, if in the future challenges are made to Australia's sovereignty, I reiterate that it is the pohcy of the Government to maintain that sovereignty over our Territory in the Antarctic. ABORIGINAL HOSTEL IN ALICE",21
41,Mr CALDER,"Is the Minister for Aboriginal affairs aware that some 60 Aborigines staged protest march to the office of the Department Aboriginal Affairs in AUce Springs on Monday, 12 September 1977? Was the protest concerned with the intended sacking and/or removal from the premises of the co-manager of the local Abswore origmal hostel caUed The Hole in One, RosaUe Monks? Is it a fact that she was dismissed with only half an hour's nodce and that she was asked to vacate the premises almost immediately? Will the Minister have this matter investigated have the facts brought to Ught? Will he also the co-manager reinstated, as the marching proreverse testers demanded? Will the Minister also inveshis tigate the request of the protesters and lend histo weight to their demands that the men likely make such decisionsMONICA",22
42,Mr SPEAKER,Order! The honourable answers gendeman will cease arguing the issue. He can seek facts.,22
43,Mr CALDER,"I am concluding, Mr Speaker. persons indebt, Will the men making such decisions be replaced question without notice by men who are acceptable to the people themselves as a significant section of the appUcations which were madeheover Aboriginal peopleMONICA",22
44,Mr SPEAKER,Order! The honourable services gentleman will resume his seat. The question order.,22
