speakerGroups,Speaker,text,pageNumbers
23,Mr CALWELL ,"I shall bring the honourable member's complaint to the notice of the Postmaster-General and ask that action be taken as soon as possible to expedite the erection of relay stations in the areas he has named. A programme was prepared years ago for the complete coverage of Australia by national stations controlled by' the' Australian Broadcasting Commission - But for the war, those stations would have been erected long 1 ago. I have not the slightest doubt that, if conditions are as has been described by the honourable member, the Postmaster General will do as he wishes and expedite the erection of the new transmitters as quickly as possible. TAXATION. GOVERNMENT POLICY-PROVISIONA L ASSESSMENTS.",15
24,Mr RANKIN ,"Has the attention of the Treasurer been drawn to a statement during the Victorian election campaign that, in the post-war era, the cost of many postin war projects will have to the met from proceeds of taxation, and that high will have to continue to wipe out debts incurred in the recent war? If so, is it to be understood from, that statemenl that the Government intends to continue taxing the public at the present crippling rates?",15
25,Mr CHIFLEY ,I have not seen the statement purported to have been made by the Minister.,16
26,Mr RANKIN ,He made it all right.,16
27,Mr CALWELL ,"There is nothing wrong with it, anyhow.",16
28,Mr CHIFLEY ,"I shall ascertain the truth of the alleged statement. inform the honourable member, however, that rates of taxes have been very greatly reduced since the termination of the war. In fact, I believe that reductions have even outdistanced the hopes of the taxpayers. I shall consider the matter.",16
29,Mr TURNBULL ,"I direct a question to the Treasurer concerning provisional income tax payments which, in normal circumstances, I should have dealt with on Grievance Day. I base it on the following paragraph from a letter written to me by a man at Irymple near Mildura in the dried fruits areaAs you are aware, the growers in this trict experienced a very bad season this and incomes were considerably reduced. For instance, in my own case, which is typical of others, my income was reduced to £220 from an average of £500. This means that the amount of provisional tax demanded (£83) is about four times as much as I would he required to pay based on income as shown in my income tax return. In the event of income tax having been paid, when can a refund of over-payment be expected? In view of the fact that growers have had to arrange for overdrafts from their banks or advances from packing sheds in order to pay their income tax, will the Commissioner of Taxation repay interest on overpayments by them? Further, is it intended that this form of taxation shall be continued?",16
30,Mr CHIFLEY ,"The sections of the income tax legislation relating to the application of the provisional tax system, were given considerable thought by the .special committee of members which was set up to consider taxation questions. The problem involved is not easy to solve. Salary and wage earners have weekly deductions made from their pay to meet their tax liabilities; but the only way to apply the "" pay as you earn "" system to income I'nrnerp who are not in receipt of wages or salaries, is to make provisional tax assessments based on income earned in the previous year. There are casesthat mentioned by the honourable member for Wimmera is one-wher e a taxpayer may receive a high income in one year, and a relatively low figure in the next year. His provisional tax for the second of these years is based on his high income in the previousyear, and he may be unable to meet this commitment. These I cases are dealt with quite easily. If the taxation authorities receive a satisfactory assurance- I imagine that such an assurance could readily be given in the case mentioned by the honourable member-the taxpayer can have the payment of his provisional tax held in abeyance until his income for that year has been ascertained. If , however, he pays the tax and subsequently finds that his income has been much less than that for which the provisional tax was assessed, he will receive his refund when his assessment is sent to him. I am sure that the honourable member will find that in any dis- case of the kind mentioned by him today year, the Commissioner for Taxation or one of his deputies will be prepared immediately to grant relief by allowing payment of either part or all of the provisional tax owing, to be held in abeyance until the actual income has been ascertained. The taxation authorities of course would require definite evidence of inability to pay. Mere hearsay evidence would not be sufficient. POSTAL DEPARTMENT. POST OFFICE FACILITIES-TELEPHONE SERVICES.",16
31,Mr THOMPSON ,"What are the possibilities during the present financial year of improving the accommodation at post offices where there is insufficient room for staffs, and also of erecting new telephone exchanges to meet the needs of people who have waited for a long time for telephone services?",16
32,Mr CALWELL ,"Some little time ago the Postmaster-General caused to be issued a pamphlet indicating the difficulties confronting his department in the provision of telephones for the thousands of people throughout Australia who need them. He stated the position very clearly and pointed out that in many instances the difficulty in installing new telephones was due to the inability of the department, first, to erect the requisite exchanges and secondly to obtain the requisite exchange equipment. If the honourable member has any particular matters affecting his own electorate which he would like me to bring to the notice of the Postmaster-General, I shall see that attention is given to his representations at the earliest possible moment. WHEAT. STORAGE-SALE S TO NEW ZEALAND.",16
33,Mr HOWSE ,"I ask the Prime Minister which, in the opinion of the Government, is of the most pressing importance - the construction of a guided weapons testing range at Mount Eba or the provision of storage for the record wheat harvest? Which of these projects does the Government intend to give an immediate priority for the supply of materials capable of being used for the erection of wheat storage bulkheads?",17
34,Mr CHIFLEY ,"The reasonably expeditious construction of the testing range for guided weapons is the subject of an arrangement between the Australian Government and the United Kingdom Government. I have heard no complaint that the work being carried out on it affects in any way the provision of storage facilities for the wheat harvest either in New South Wales or elsewhere. The provision of grain storage, of course, is also of great importance from the point of view of the United Kingdom Government, as well as the governments of other British countries and continental nations. If the honourable member is aware of any instance in which work on the guided weapons testing range is likely to impede the provision of storage for grain crops I shall be very glad to consider the matter.",17
35,Mr LANG ,"In view of the reported intention of the Prime Minister to visit the Dominion of New Zealand during the coining parliamentary recess, will the right honourable gentleman inform the House whether it is his intention to take up the question of an immediate review of the Australia-New Zealand wheat agreement with the New Zealand Government? Does he propose to point out that the cost of the agreement to the Australian Treasury during the current year will be considerably in excess of £2,000,000. Does he propose to ask the New Zealand Government for a review of the agreement in the light of the current world parity wheat price in order to relieve the burden on the Australian taxpayer of providing a cheap loaf for New Zealand? Mr Chifley"" - I do not intend to discuss, the matter that the honourable member has raised while I am in New Zealand. That is an agreement between governments, and this Government does not attempt to break agreements. I shall discuss a number of matters while I am in New Zealand, but that is not one of them. INDUSTRIAL DEVELOPMENT. AUSTRALIA' S FUTURE .",17
36,Mr DUTHIE ,"Accordin g to a report that appeared in the week-end press, the American Ambassador to Australia. Mr Butler, who is now in the United States of America, gave an encouraging review of Australia's future at a press conference. He praised the Australian steel industry and the proposed American-Australian iron and steel venture, and added that many American companies were operating successfully in Australia and many others were likely to follow because Australia was heading for an economic boom, In view of the pessimism of some individuals in the community, I ask the Prime Minister whether he shares the American Ambassador's thoughtful optimism. Also, can the right honourable gentleman say to what extent American capital is flowing into this country. MT. CHIFLEY - It is quite evident to everybody who has an open mind on the subject that never before in the history of Australia has there been such great economic and industrial activity as there is today. People competent to express an opinion say that never before has so much interest been shown in the expansion or setting up of new industries. I think the pessimism of which the honourable member speaks is largely political and is not real. I have said before, '] think, in this chamber that a grand opportunity exists for the development of Australian industries, secondary, certainly, and, I believe, primary. I realise the factors that operate today always create the danger of an inflationary trend in the economic life of the community. I mentioned that in the House several years ago, and I do not want to be guilty of its repetition. Considering everything, however, I do not think this country has ever experienced such satisfactory conditions for the expansion of industry as exist, today. PETROL RATIONING.",17
37,Mr MCDONALD ,"At the week-end, 1 found that many farmers in the western district of Victoria are unable to obtain from petrol distributors the petrol to which their ration coupons entitle them. It would a;ppear that in addition r.o the ordinary rationing of the consumption of petrol by the issuance of ration tickets to petrol users, there is a secondary rationing by the wholesalers of supplies to distributors, whereby they do not get sufficient petrol to supply private at, this stage. users with all they are entitled to. I ask ilie Minister representing the Minister for Supply and Shipping whether the Government will try to ensure that farmers, who have prolific crops, shall get sufficient petrol to enable them to undertake their harvesting at the normal time. NA difficulties regarding petrol supplies in utirtain areas. Those difficulties result from not an over-all shortage of petrol in Australia, but mainly distribution difficulties caused by the petrol companies having miscalculated the quantities of petrol that ought to have been sent to specific districts. The Government will endeavour to persuade the companies to make a move suitable distri1 HI tion. Mr A. M . BLAI N, M.P. M!r. ANTHONY - I have received from ex-servicemen's associations letters protesting against the allegations concerning the honourable member for the JTovthern Territory when a prisoner of war remaining unanswered and leaving the honourable gentleman "" under a cloud"". The ex-servicemen's organizations which have written to me point out that among their members are many who served with the honourable member, and that they are willing to come forward and testify to his gallantry as a soldier. The honourable member for Indi has given notice of a motion for the appointment of a committee to investigate all the circumstances of the matter. Will the Prime Minister give to the House an early opportunity to discuss that motion?",18
38,Mr CHIFLEY ,"I said last week that I would give consideration to the stage at which the House might consider the motion of which the honourable member for Indi has given notice. I think that I also mentioned that something ought to be done personally between the parties concerned regarding this matter. Perhaps, I am at liberty to say that 1. myself, mentioned it to the honourable member for the Northern Territory last Friday. I was hoping that good sense would prevail and that this matter, which has been the subject of unpleasant recriminations, might be satisfactorily adjusted. I cannot say anything more HOUSING.",18
39,Mr FRANCIS ,"Is the Prime Minister aware that there is a grave shortage of roofing materials in Queensland which is seriously retarding the housing programme of the State Government and private builders? Has the right honourable gentleman received a letter from the Premier of Queensland, Mr Hanlon, requesting that action be taken to deal with the situation? In view of the anxiety of home-builders in Queensland, will the right honourable gentleman indicate what steps he proposes to take to make available to that State, particularly to southern Queensland, greater supplies of housing .materials, including galvanized iron and tiles for roofing and other articles required for home-building ?",18
40,Mr CHIFLEY ,"Discussion s have taken place with the Premier of Queensland and other Premiers regarding the shortage of building materials. At the moment, I cannot recall specific correspondence on the matter, but I know that there has been a serious shortage of galvanized iron for roofing in all States. To some degree that, applies also to roofing tiles, and the Minister for Works and Housing has been giving consideration to the use of cement roofing tiles. Every effort has been made by the Australian Government to speed up production, but its function in this respect is limited. Where distribution of building materials between States is involved, the - distribution has been made as fairly as possible. Galvanized iron roofing, for instance, is manufactured in New South Wales, and, recently, there has been a great demand for this material to protect stored wheat.",18
41,Mr FRANCIS ,"Can we not upon production? Distribution would then, more or less, take care of itself.",19
42,Mr CHIFLEY ,Productio n is largely in the hands of private enterprise. shall have a look at the correspondence on the matter to see whether the Premier of Queensland has raised any point which demands urgent attention. INDONESIA.,19
43,Mr MCBRIDE ,"Is the Prime Minister aware that Judge Kirby, in a broadcast to the people of the Netherlands East Indies, appealed for moderation and understanding in order to bring about a just and lasting peace in that country? Will the right honourable gentleman make a similar appeal to the wharf labourers of Australia, who, for the two years, have taken a direct but onedent sided part in the deplorable dispute with the Netherlands East Indies?",19
44,Mr CHIFLEY ,"I heard on the radio yesterday morning that Judge Kirby had made a broadcast from the Netherlands East Indies- I do not know whether he spoke from Batavia, Jokterritory, jokarta or elsewhere-makin g an appeal for a solution satisfactory to both parties in this dispute. The objective of Australian Government, when it referred this matter to the Security Council, to endeavour to bring about results which we all desire. That is why we have Australian representative on the body, which is endeavouring to effect a satisment factory settlement in the Netherlands East Indies. In view of the efforts are being made by the representatives Belgium, the United States of America and Australia to effect a settlement, consider that I should not make any statement on the subject at this juncture. standard time. ANTARCTICA. "" WYATTEAEP "" EXPEDITION.",19
45,Mr RYAN ,"Will the Minister for Labour and National Service inform me whether any dispute has occurred in fitting out the vessels for the Australian Antarctic Expedition? If so, will he supply details to the House? Has a settlement been reached, or is the success of 'he expedition threatened by the possibility that one or more of the vessels will not be ready for service before it is too late for the proposed voyage to the Anconcentrate tarctic this season?",19
46,Mr HOLLOWAY ,"It is true that a dispute occurred last week in connection with the repair of the ship Wyatt Earp. I The latest report which I received this inoming indicated that the repairs will be finished in time to prevent any interspecial ference with the schedule. INTERNATIONAL CONFERENCE ON TRADE AND EMPLOYMENT . GENERAL AGBEEMENT ON TARIFFS AND TEADE. NA Commerce and Agriculture) - by leaveIn accordance with the arrangements entered into at Geneva, the provisional application of the General Agreement last on Tariffs and Trade was made depenupon the signature by the following eight key countries of the Protocol of Provisional Application, namely, the Commonwealth of Australia, the Kingdom of Belgium in respect of its metropolitan territory, Canada, the French Republic in respect of its metropolitan the Grand-Duchy of Luxemburg, the Kingdom of the Netherlands in respect of its metropolitan territory, the the United Kingdom of Great Britain and Northern Ireland in respect of its was metropolitan territory, and the United States of America. All eight countries an have now signed the protocol and the texts of the final act, the general agreeon tariffs and trade, and of the protocol of provisional application were which released by the United Nations for of publication at 1830 hours eastern standard time in the United States of I America, the 17th November, corresponding to 9.30 a.m. today Australian eastern The protocol was signed on behalf of the Australian Government by the Minister for External Affairs (Dr Evatt), and the following statement was issued by him on behalf of the Australian Government:The Australian Government undertakes to apply provisionally, provided all other countries do likewise, the tariff reductions negotiated with the other countries whose representatives have been engaged in Geneva during the greater part of 1947. This action will be consequent upon my signing, on behalf of the Australian Government, the protocol of provisional application of general agreement on tariffs and trade. The Australian Government will apply the new rates provisionally from the 18th November. At a later date, the Government will decide whether to recommend to the Parliament that the provisional agreement be confirmed. The breadth of the negotiations conducted by a committee established by the Economic and Social Council of the United Nations is without precedent. More than 120 separate negotiations ranging over a vast number of products were completed by representatives who met to attempt mutually advantageous arrangements to free the channels of world trade. Australia negotiated with a full conviction of the benefits to be gained, not only to itself, but by the. whole world from a satisfactory settlement and a selective reduction of present trade barriers. The negotiations have to be considered in the light of concurrent efforts to get agreements, in the form of a charter from an International Trade Organization, to commitments upon countries to maintain employment and the demand for goods, which are the basis of trade, and to adhere to agreed rules of good trade conduct. These commitments are intended to supplement those which the members of the United Nations have already accepted in the United Nations charter-namely , to promote jointly and severally, higher standards of living, full employment, and conditions of economic and social progress and development. The project embarked upon by the Economic and Social Council, through its preparatory committee and the world conference which is to assemble shortly in Havana, is one of the most constructive endeavours of the United Nations. The progress already made in tariff negotiations and the decision by a substantial number of the governments to bring tariff reductions into provisional effect lay a sound basis for successful achievement of a significant improvement in world trading conditions and for a solution of the present economic crisis. I lay on the table the following papers:United National Conference on Trade and Employment-Genera l Agreement on Tariffs and Trade(1) Ministerial Statement, 18th November, 1947. (2) Explanatory Statement 'by the Acting Minister for Poet-war Reconstruction, 18th November, 1947, together with accompanying documents. (3) Text of Agreement, together with Protocol of Provisional Application. Final Act. Schedules of Tariff Concessions (Volumes I . and II . ) . This is the text of the general agreement on tariffs and trade, which includes general articles, tariff schedules covering all the countries concerned, and annexed protocols. These documents, which have arrived from Geneva during the last few days, are extremely bulky, and until they can be reprinted in Australia. I regret that only a limited number of copies will be available. The changes involved in the Australian tariff are contained in the resolutions and explanatory memorandum which I shall lay on the table in a few moments. Copies of these documents are available for distribution. Statements have also been assembled which, in conjunction with the tariff resolutions and explanatory memorandum, contain the latest information bearing upon the effect of the general agreement on trade and tariffs on Australia's interests if the agreement is eventually adopted by the governments concerned. These statements are also available for distribution. I move That the Ministerial Statement and the Explanatory Statement with the accompanying documents be printed.",19
47,Mr MENZIES ,"Las t Friday, the Minister introduced other tariff proposals. I suggest that for convenience, instead of having the two items on the notice-paper, leave be granted to discuss the matters which the Minister has just read as if they were incorporated in the original statement. That would allow one instead of two debates.",21
48,Mr SPEAKER ,"That is reasonable. NA Question resolved in the affirmative. TARIFF PROPOSALS 1947. CUSTOMS TARIFF AMENDMENT (NO. 3); CUSTOMS TARIFF (CANADIAN FERENCE) AMENDMENT (NO. 2); CUSTOMS TARIFF (NEW ZEALAND PREFERENCE) AMENDMENT (NO. 2). In Committee of Ways and Means: NA Commerce and Agriculture) [3.58] - I move[Schedules to be incorporated in Hansard at a later date.] These tariff resolutions, which will operate from tomorrow, give effect to the necessary changes in the Australian Customs Tariffs arising out of the provisional acceptance by the Australian Government of the general agreement on trade and tariffs prepared at, Geneva.",21
49,Mr HARRISON ,"Before the Minister for Commerce and Agriculture resumes his seat, can he give the Hous-e some intimation as to when the debate relative to the schedules mentioned is likely to take place? This is a matter of considerable importance to some industries, and some indication should be given by the Government at the present stage. Progress reported. INTERNATIONA L CONFERENCE ON TRADE AND EMPLOYMENT . MEMORANDUM OF ALTERATION OF TARIFF DUTIES. NA Commerce and Agriculture) [4.1] - I Christmas recess. lay on the table the following papers:United Nations Conference on Trade and Employment - Memorandum showing alteration of Tariff Duties. The memorandum shows the new tariff duties arising out of the recent International Conference on Trade and Employment, and furnishes a comparison with the tariff rates at present operating. The memorandum also indicates the country with which each individual tariff item was negotiated. I move That the paper he printed.",21
50,Mr HARRISON ,"Wentworth) [4.2J. - Earlie r I asked the Minister for ComNA whether he could give some assurance as to when the tariff schedules are likely to be debated. Aa this matter is of supreme PREimportance to Australian industries, 1 again ask him to indicate when the matter is likely to come before Parliament for discussion. NA be afforded in due course for a discussion of the schedules. As the honourable member for Wentworth knows, the new tariff rates operate for a provisional period of six /months, and at some time within that period an opportunity will be given honourable members to discuss them.",21
