speakerGroups,Speaker,text,pageNumbers
12,Mr JENSEN ,"The honourable member for Henty recently asked a question regarding the censorship of news, and suggested that news which was published in England was prevented by the censors from appearing in the Australian press. I promised to make an inquiry, and I have now been furnished with the following information on the subject:The inference from Mr Boyd's question is that information regarding hospitals is suppressed by the censors. This is not correct. It should be remembered that it is not the function of the censor's office to give out information. Regarding the Australia, all Australian warships are now under the control of the British Admiralty, and any information is not withheld in Australia that the Admiralty may give to the public in England. Practically all information that passes the London Press Bureau is given to the public in Australia. Only in very exceptional cases is this rule departed from. HIGH COMMISSIONER'S TERM.",5
13,Mr MASSYGREENE ,Can the Minister of External Affairs inform the House what is the intention of the Government reago. garding the term of office of the High Commissioner? Is it proposed to make an announcement at an early date?,6
14,Mr MAHON ,The fact was mentioned some time ago that the Government extended for twelve months the term the High Commissioner's appointment. think it was also announced that the vernment did not propose to add to that extension. CRUISER BRISBANE.,6
15,Mr FINLAYSON ,"Can the Assistant Minister of Defence say when the cruiser Brisbane, which is now being built at Fitzroy Dock, will be ready for launching ?",6
16,Mr JENSEN ,I think somewhere about the end of August. PANAMA EXPOSITION COMMISSIONERS.,6
17,Mr MASSYGREENE ,"Has the Minister of Minister External Affairs perused the letter of correspondent of the Argus which is published in this morning's issue of that you are talking about. journal, and sets out the communications that have passed between the honourable gentleman and the Panama Exposition Commissioners regarding the appointment of Mr Oughten. I ask the Minister if what is published' is a fair resume"" of what took place?",6
18,Mr MAHON ,"I have hurriedly looked through the newspaper article ferred to. It contains numerous errors,and is otherwise incomplete and. misleadthat ing. Its unauthorized publication has satisfied me that the affairs of the mission require closer scrutiny, and that my action was necessary and proper.",6
19,Mr JOSEPH COOK ,Has the correat spondence been laid on the table?,6
20,Mr MAHON ,"No . Some of what has been published is unofficial, being partially personal communications from one officer to another. The illicit disclosure of confidential documents which has occurred in connection with this Commission has had no parallel within my knowledge outside the mushroom republics of South America. This remark applies not only to what is now published,, but to the premature publication of incomplete official documents a week or two< KILTED REGIMENTS.",6
21,Mr LIVINGSTON ,"Has the Assistant Minister of Defence read a letter had which appeared in the Argus of 19th of May, and was copied from the London I Times, in which a soldier, writing from Go the seat of war, states that kilted men: have a great advantage over all others 7 The letter is too long to read now, but I ask the Minister to read it for himself, and to consider its statements, so that at least one kilted regiment may be sentfrom Australia to the seat of war.",6
22,Mr JENSEN ,"I have not seen the letter, but I shall bring the honourable member's question under the notice of the Minister of Defence. Mr KING O'MALLEY - In view of the fact that it only costs about one-half the amount to supply a soldier with a Scottish kilt, as compared with the price of an ordinary uniform, will the Naval consider the advisability of sendthe ing all the troops to the front in kilts?",6
23,Mr FOWLER ,You do not know what There is three times as much cloth in a kilt as would make a suit of clothes for any man. BROADMEADOWS CAMP.,6
24,Mr JOSEPH COOK ,"I would like to ask the Assistant Minister of Defence a question relating to the Broadmeadows reCamp, in order t» clear matters up. There are persistent statements outside all the deaths occurring at the camp are net being reported. Is it a fact that Comthe deaths of some soldiers have taken place at their homes after their removal from the camp, and that similarly some cases of serious illness are being attended the homes of the soldiers concerned. Were these cases declared in the return the Assistant Minister gave to the House the other day?",6
25,Mr JENSEN ,"I think so, because T specially stated that only eleven deaths - out of the forty reported had occurred at Broadmeadows.",7
26,Mr JOSEPH COOK ,You said they had occurred at hospitals. Does that include homes ?,7
27,Mr JENSEN ,I think so.,7
28,Mr JOSEPH COOK ,Will you inquire?,7
29,Mr JENSEN ,"Yes , I will. want to hide anything. EXPEDITIONARY FORCES. NA the enlistment of troops for the Expeditionary Forces, and create more military interest throughout Australia, will the Minister representing the Prime Minister take into consideration the advisability of adjourning this House for three weeks so as to allow each member to go into his own electorate, and induce as many suitable electors to enroll as possible. Will he also endeavour to get the co-operation of the States in the same movement ?",7
30,Mr TUDOR ,"As far as I know, none of the State Parliaments are meeting at the present time except .that of Victoria. Members of this House had the opportunity of doing what the honourable member suggests during the period from December last to A p r i l , and I certainly shall not recommend the Prime Minister to adjourn the House for three weeks now. .Members have _b.ad-.the opportunity of doing the class of work referred to, and they still have it . PORT AUGUSTA - KALGOORL IE",7
31,Mr MASSYGREENE ,"for Sir JOHN FORREST) asked the Minister of Home Affairs, upon notice-1. How many miles of railway have been laid, during each of the last six months, on the eastern and western sides of the Transcontinental Railway? 2.. What is the mileage between Kalgoorlie and the present head of the road' and from such head of the road to Ooldea? 3. Whether it is not an open level plain the whole way from the present head of the road to Ooldea f 4. Will the progress be at least at the rate of 6 miles of rail laying aweek till Ooldea is reached ?",7
32,Mr ARCHIBALD ,"The answers to the honourable member's questions are1 Four weeks Eastern Western Total. ended Division. Division. 1014. m. chs. m. chs. m. chs. Dec. 19 .. 17 79 . 16 20 . 34 19 1915. Jan. 16 10 23 . 10 40 . 20 63 Feb. 13 . . 22 61 . 20 74 . 43 55 Mar. 13 . . 24 31 . 18 76 . 43 27 Apl. 10 . . 18 62 . 14 36 . 33 18 May 8 24 65 . 21 77 . 46 62 Two weeks I do net ended May 22 . . 5 37 . 10 40 . 15 77 124 38 . . 113 43 .. 238 1 ENLISTMENT. 2. From Kalgoorlie, 249 miles 23 chains; from head of road to Ooldea, 375 miles. 3. Yes; although there are occasional cuttings and embankments. 4. Yes. Mr MASSYGREENE, (for Sir JOHN FORREST), asked the Minister of Home Affairs, upon noticeWith reference to a statement made by him to a deputation of Federal members for Tasmania, to the effect that "" owing to the heavy earthworks which were now in front of them, plate laying on the Transcontinental Railway had practically ceased for a time,"" will he state1. Between what mileages from Kalgoorlie and Port Augusta do the "" heavy earthworks "" occur ? 2. To what, extent do "" heavy earthworks "" necessitating the ceasing of plate laying occur on the western side, and for what time is it estimated the plate laying will be delayed on both sides ? 3. Estimated the plate laying ordinary speed on the Nullabor limestone plateau at 1 mile a day, what delay in regard to this speed is likely to result?",7
33,Mr ARCHIBALD ,"The answer to the honourable member's questions is. 1, 2, and 3. The deputation waited upon the Minister in regard to the use of Tasmanian sleepers on the East-West line,, which really RAILWAY. means on the eastern section of it , as Tasmanian sleepers cannot, owing to freights, compete as to price with Western Australian timbers for the supply of sleepers delivered at Kalgoorlie. There is not any proposal, to stop the plate laying in the western section,, but, in a little time, the earthwork gangs on the eastern side will run into heavy cuttings, and plate laying on that section will have to slacken down for a time. UNIONISTS . ATTHE FRONT.",7
34,Mr FLEMING ,"the Prime Minister,, upon notice-1. Is he awarethat the number of soldiers connected with our leading educational establishments who have gone to the front is aa - follows:-Scotc h College, over 400; Melbourne Church of England Grammar, over 300; University of Melbourne, over 290; University of Sydney, over 245; Sydney Grammar School, over 275; The King's School, over 170; Sydney Church of England Grammar School, over 160; Wesley College, over 155; Geelong Church of England Grammar, over 102; Geelong College, over 100; Xavier College, over 90; Newington College, over 80; Barker College, ' Hornsby, over 60? 2. In view of thesefigures,does he not think "" that, in fairness to all classes of the community, he should unreservedly withdraw the invidious comparison in favour of trade unionists made by him during the recent by-election for the Grampians? MONICA",7
35,Mr TUDOR ,"I was not aware of the exact figures, but the information supplied by the honourable member is most interesting. It is not apparent how the splendid response made by these establishments affects the policy of the Government regarding preference to unionists; and it is not known how many of the number are members of trade unions. PAY OF TROOPS ATRABAUL .",8
36,Mr MASSYGREENE ,"the Minister, presenting the Minister of Defence, upon notice I. Why are some of the troops in occupation of the late German possessions in the Pacific paid in German coin? 2. Is not the percentage which is being charged troops remitting money to Australia very heavy, entailing considerable loss? 3. Will the Minister take steps to pay the troops in Australian coin?",8
37,Mr JENSEN ,"The answers to the .honourable member's questions are1 and 3. Without reference to the Adminiswho trator at Eabaul, who was supplied with British money for payment to troops, it not known that payments of troops are being made with German money, but if in the past payments have been so made, it could only for local use, because prior to embarking return voyage to Australia all German is redeemed in British money. Following on instructions issued by the Treasurer in May last, the Administrator will pay troops the full amount in British money. 2. Information is not available in the Defence Department, but inquiries "".made. DUTYON SUGAR.",8
38,Mr MASSYGREENE ,"the Minister of ing2. them Trade and Customs, upon notice I. Is it proposed to remit the duty on sugar imported into Australia to cover the deficiency known to exist before this year's crop can marketed? 2. If so, why?",8
39,Mr TUDOR ,The matter is still under consideration. BRISBANE - SYDNEY TELEPHONE.,8
40,Mr FINLAYSON ,"the Postmaster-General, upon notice Whether any reasonable progress is being made with the construction of the trunk telephone line between Brisbane and Sydney* and when it is expected that the line will be available for traffic?",8
41,Mr SPENCE ,"The question of the construction of this trunk line is under consideration, and a decision will be given at the earliest practicable moment. NORTHERN TERRITORY POPULATION.",8
42,Mr MCWILLIAMS ,"the Minister of External Affairs, upon notice- * 1. What is the total white male population of the Northern Territory? 2. What is the number of the said white male population in the employ of the Federal Government ?",8
43,Mr MAHON ,"The answers to the re- honourable member's questions are1. Three thousand two hundred and fifty-two at 31st December, 1914. 2. Nine hundred and seven, including 492 on railway construction works. CASUALTY LISTS.",8
44,Mr HAMPSON ,"the Assistant Minister, representing the Minister of Defence, upon notice Whether the casualty lists issued by the Defence Department contain the names of men joined the Expeditionary Forces in Australia only, or are they mixed with the casualis ties of British troops fighting in Gallipoli?",8
45,Mr JENSEN ,The casualty lists isbe sued by the Defence Department apply to for units raised in Australia. Casualties of money British troops are not included therein. RELIEF TO MAIL CONTRACTORS.,8
46,Mr CHANTER ,"the Postmasterare being General, upon notice I. Has he yet decided upon the form of relief to be given to mail contractors; if so, of what nature, and when is it to be given? Has he considered the advisability of giva special subsidy to enable them to cope .with their present difficulties? 3. Has he yet been able to make any arrangements with the Government of New South be Wales to supply contractors with fodder on the same terms and conditions as they are supplying it to their farmers?",8
47,Mr SPENCE ,"The .answers to the honourable member's questions are1. Yes, by special subsidy. The question of the amount to be given is now receiving consideration, and will be decided as soon as the necessary inquiries to enable a decision to be arrived at are complete. 2. See answer to No. 1. 3. Have been in communication with New South Wales Government on the matter, but that Government is unable to also help mail contractors in the direction indicated. ADJOURNMENT (Formal).",9
48,Mr SPEAKER ,"The honourable member for Bourke a few moments ago handed me a letter stating his desire .to* move the adjournment of the House. I point out that this course should have been taken by him during the time that questions without notice were being asked. The honourable member handed in his notice some time after the business of the day had been called on. It should have been done prior to that. Under the circumstances, I cannot accept his proposal to move the adjournment of the House at the present time - amends a man can properly make.",9
49,Mr JOSEPH COOK ,The member can do what he wants in Committee of Supply. SUPPL YBILL (No. 7). COMMANDANT LEE : RABAU L COUBT MAR TIAL-SUPPL Y OF FOODSTUFFS: ROYAL COMMISSION - WAR REQUIREMENTS : RECRUITING : REINFORCEMENTS : SUPPLY OF MUNITIONS . In Committee of Supply:,9
50,Mr TUDOR ,"Yarra-Minister of Trade and Customs) [10.55] - I move That a sum not exceeding £2,023,020 be granted to His Majesty for or towards defraying the services of the year ending 30th June, 1915. I informed the Leader of the Opposition last night of my intention, acting on behalf of the Treasurer, to bring in a monthly Supply Bill today. This is the last Supply Bill of the year, and the reason it is brought on, perhaps, rather early in the month is that we desire to get it through the Senate before next Friday. Next Friday, being the 11th, I am informed that it will be impossible for the Treasury to make arrangements for carrying on unless we get the Supply Bill through by that time. I am anxious that the Bill should pass this House today. It contains the ordinary amounts which honourable members have discussed on other Supply Bills, and relates to matters which have been under discussion on the Estimates during the last few months. I will ask honourable members to facilitate the passage of the Bill , and get it out of the way, so that the Senate may consider it as soon as they meet next Wednesday.",9
51,Mr ANSTEY ,"Bourke) [10.56] - A week or so ago, when I was discussing the question of the formation of the Rabaul court martial, I questioned the propriety of Colonel Lee occupying the position of President. I did so on the ground, as I said, that any person occupying the position of judge should have his own record clean. There the matter rested until yesterday, when the Assistant Minister of Defence read out a statement in connection with what was said to have been a court martial. I want to say distinctly that, if I said anything that improperly reflects upon any man, whether he is in the A r m y or out of it , I am quite prepared to make the fullest I contend, however, that the report honourable referred to by the Minister has justified me in the attitude I took up, that if Colonel Lee had suffered any disgrace he should not have been permitted to occupy the position he did. I pointed out then, in connection with Colonel Lee, that the South African business had been going on for a period of years - The documents in connection with it , presented to the Parliament of New South Wales, occupy over 100 pages, and they embrace correspondence over a period of several years. In the first place, they dealt tenderly with Colonel Lee. They asked him to try and settle his case, but he absolutely refused. It was then reported to Major-General Hutton, and a Board' of Inquiry was held. It was presided over by Colonel Waddell, and another membeiwas Colonel Knox. As I pointed out previously, the proceedings appeared to be so absolutely objectionable that the Government of New South Wales protested and submitted a complaint to the Federal Minister of Defence, Sir John Forrest; and the papers bear his minute to the effect that, as the Privy Council and the Supreme Court always made known their reasons for any decision, this Board should have done so, and that, as the notes of a Judge were public property, the notes of the Board should also be public property, and be made available to the Government of New South Wales. Following on that, Colonel Waddell pointed out that unquestionably the notea were the property of the Defence Departsafe to inquire ment, and should not be given up to ported. the Government of New South Wales, and that he, being manager of a bank in New Soutli Wales, and Lieut - Colonel Knox, being a manager for Dalgety's, the demand upon tliem to give up their' notes was a. reflection on their honour and in tegrity-in spite of the fact that Colonel Lee had offered a payment by way of compromise of £ 1 6 8 on the £300 representing the first item. The next stage was reached when the A u d it Department Inspector saidThere is a very grave element of suspicion in. his failure to account for the £700 advanced by, this State, and the matter should not be to the extent of £ 3 4 5. allowed to drop until the most searching investigation has been held.",9
52,Mr JOSEPH COOK ,Who saidi that?,10
53,Mr ANSTEY ,"Mr Brodie, the Chief made for the first time. Inspector of Public Accounts in New_ South Wales. He said I am prepared to substantiate the foregoing offered charges. . In effect, he said, "" I formulate these on charges, and if I am given a court martial I . guarantee to prove them, because I call evidence, and put forward my own statement."" Major-General Hutton absotribunal lutely refused to grant a court martial. The other day the Assistant Minister of Defence was probably under a misappresee hension in this respect.",10
54,Mr JENSEN ,"I should have said "" in q u i r y "" instead of "" c o u r t m a r t i a l . """,10
55,Mr ANSTEY ,"Yes , that is an mitted fact. Mr Brodie said I should be allowed to give in support of the charges, and have free access to ail papers bearing thereon; I should be have allowed to call and examine snch witnesses ment the as I may require to support the charges; I of theI case, should be allowed to cross-examine Lieut - or any of histowitnesses, Colonel Lee, or any witnesses he may bring with a copy of the daily notes to support his case. I should be allowed a guidance. The case is too serious copy of the daily notes of evidence. If allowed these facilities of conducting the case, I prepared to prove that Lieut - Colonel Lee recalled and examined behind my back as at be ceived refunds of pay made to the English detachment of Lancers in South Africa amountprevious ing to several hundreds of pounds, the major aconsideration portion of which he has absolutely failed to investigate account for, and which he denied having rein the hands ceived; and, further, that Lieut - Colonel Lee view to such proceedings drew cheques for £20 and £40 respectively on meet the case. the 24th February, 1900, for which he has failed to produce any voucher or record ing his disposal thereof. Again, he went-on to sayAdditional information as regards the irregularities, in that officer's accounts has been brought, to' light since the Board of Officers intothe facts previously reThe request was refused, but the' Defence Department said that there would be another Board. They said that the old Board would be reconstituted, and that Colonel Waddell and Lieut - Colonel Knox would again sit, and go over the additional evidence, because, in addition to the £300 which Colonel Lee had, and which he had. offered to square by the payment of ' £ 1 6 8 , there came to light the further fact - that , although in the first place he had sworn that out of the £400' he had receipts from, his predecessor, it transpired afterwards that he had secured refunds Therefore, in addition to the original charge relating to the £300, there was a further charge of appropriating £400, which was now But a court martial was refused. Then Mr Brodie reported in July, 1903As no satisfactory explanation has been by Colonel Lee respecting his disbursement of the advance of £700, unless an inquiry oath is instituted, or a court martial, there will be no alternative but for the proper officer of this State to lay a criminal charge can against Colonel Lee for embezzlement. The Board of Inquiry, which was the only that the Defence Department would allow, then sat, and any one who reads the report of its proceedings will that there was no summary of evidence, nor any statement that Colonel Lee was not guilty, and that the Board simply set themselves to make explanations as to why the money had not been adaccounted for. So utterly unsatisfactory were the whole proceedings that Inspector personal evidence Brodie wroteIt is desired to be known whether I shall right to state a case for the Departrepresent, to call witnesses in support cross-examine the respondent and to be furnished of evidence for to be dealt with in any other way, as a considerable am of money is involved. If witnesses are tosum a inquiry, then I strongly urge for the of the Honourable Premier that Royal Commission be appointed to thoroughly the matter, or that it be placed of the Crown Solicitor, with a being taken as may showThen he went on to enumerate these points from time to time. The second Bowd, which was the original Board renexion constituted came to the same old decision in December, and Mr Brodie reported to the chief of his DepartmentIt will be difficult, I think, for any mind to understand, from a perusal evidence given by Lieut - Colonel Cox-whic in some extraordinary way is not referred to light. in the court's findings-togethe r with an inspection of the exhibits handed in in support of Lieut - Colonel Cox's evidence, also the dence of Quartermaster-Sergeant Blow, Lieut Colonel Cox's Paying Officer, the corroborative evidence of S. M. M. Winch, Lieut - Colonel Lee's Paying Officer, the evidence of Audit Inspector Campbell, and the admissions Lieut - Colonel Lee under cross-examination, how the Board could possibly have arrived the findings they have. The evidence, mind, is so conclusive against Lieut - Colonel Lee that I recommend t'ie papers be now referred to the Crown Solicitor.",10
56,Mr JOSEPH COOK ,Is Mr Brodie stiil in the Department?,11
57,Mr ANSTEY ,I do not know.,11
58,Mr GROOM ,Was he a witness in that case ?,11
59,Mr ANSTEY ,No ; he was the prowas secuting officer for the A u d it Department of New South Wales.,11
60,Mr JOSEPH COOK ,What is his posi' tion now ?,11
61,Mr ANSTEY ,"I do not know Mr . Brodie, nor do I know Colonel Lee. I am merely talking .about the constitution of courts martial, and I contend that ""they should be comprised of men of .clean and unblemished records. The report of this Board, which the Assistant Minister minute'? of Defence read yesterday, concluded with the statement bhat there was no doubt Mr Brodie had been prompted by consideration for the highest public interests, and not by any feelI ing of bias; but the Board had the scouted all evidence; and that is one my charges against courts martial generally. As I have said previously, Russell of Killowen, in reporting to ties should .take .action.. Queen Victoria, said that a great in connection with courts martial was that the members of these tribunals prejudiced or biased, or so determined to protect their fellow officers, that could not be said to be proper Boards to make investigations. Mr Brodie wroteThe evidence, to my mind, is so conclusive against Lieut - Colonel Lee that I recommend the papers be now referred to the Crown citor, with the view of determining whether Lieut - Colonel Lee should be proceeded against criminally or civilly for not accounting Government of this State for the whole £700 advanced on 4th November, 1899, in with the pay of the English detachment of Lancers under his control i i South Africa, the balance unaccounted for being £610 9s. 6d. And six months after the second Board judicial had met he reported that, in addition to of the the £300 and £400, making a total of h £700, fresh defalcations had come to He wroteFrom inquiries since made it appears that eviMajor Lee drew £476 12s. in South Africa, less - £76 4s. remitted with roll, to which he was not entitled, and which is refundable to this 'State. In connection with the non-adjustment of advance of £700 made to the Officer Commanding of Lancers in South Africa, and for which Major Lee is responsible, it has been recommended at on other papers that the matter be referred to my to the law advisers of the Crown.",11
62,Sir WILLIAM IRVINE ,W as the matter referred to the Crown Law authorities of New South Wales?,11
63,Mr ANSTEY ,Yes .,11
64,Sir WILLIAM IRVINE ,What did they do?,11
65,Mr ANSTEY ,"In q u i r y may show what influence was at work. When there talk about justice to Colonel Lee, it might have been the proper thing to ask the New South Wales Government to fil. - up the blanks in these documents before us.",11
66,Sir WILLIAM IRVINE ,What happened after the reference to the Crown Law authorities'?,11
67,Mr ANSTEY ,Nothin g was done.,11
68,Sir WILLIAM IRVINE ,Is there no,11
69,Mr ANSTEY ,"This Board ignored all evidence. According to the papers, this is, in effect, what Mr Brodie reportedThis Board 'has ignored all evidence, and have no alternative but to recommend that law authorities jshouiLd prjaceed. with a of criminal prosecution for embezzlement.",11
70,Sir WILLIAM IRVINE ,Mr Brodie reLord commended that the Crown Law authoriI s there any evil evidence .of their decision ?,11
71,Mr ANSTEY ,No ; Mr Brodie's rewere so port finishes the matter.,11
72,Sir WILLIAM IRVINE ,There must be they some record of their decision.,11
73,Mr ANSTEY ,"The records are with the Government of New South Wales. Here is a most peculiar thing. If there Soliwas desire on the part of the Defence Department to secure justice, not so much for any particular individual, but in the to the public interest, why have they not made of the inquiries during the interval that has conelapsed since this question was. first brought forward in order to ascertain what really took place.",11
74,Mr FOWLER ,Does the honourable member say that the Crown Law authorities of New South Wales recommended that there should be a prosecution?,12
75,Mr ANSTEY ,Yes .,12
76,Sir WILLIAM IRVINE ,Where is the record of that?,12
77,Mr ANSTEY ,It is not in the papers before me.,12
78,Mr FOWLER ,Hav e you auy evidence of it?,12
79,Mr ANSTEY ,"No , there is no evidence of it in the papers, but I make statement.",12
80,Mr GROOM ,Hav e you any official information to that effect?,12
81,Mr ANSTEY ,"No . Some people may say that it is absolutely improper to bring up such a case. Here is a contrary case of a man who enlisted to serve his country, and was discharged from the service at Broadmeadows, because fourteen years ago he had committed an error in connection with a Waterbury watch. They raked up the record of a man fourteen years ago, and refused to permit him to fight for his country. Some people .express indignation at my having raked . up Colonel Lee's record, but there is a distinction between Colonel Lee and this private. The latter was not appointed to be the judge of another; he was merely prepared to shed his blood for his country, but he was not permitted to do so, though after the incident of the Waterbury watch he had led a blameless and ; unimpeachable life. Furthermore, he had ten days' pay due to him, yet the military officers refused to pay it .",12
82,Mr JENSEN ,What is the name of that - soldier ?,12
83,Mr ANSTEY ,"I hand the name to the Assistant Minister, and if he can secure justice in that case I wish he would do so.",12
84,Mr JOSEPH COOK ,Do you think that the Department should not have raked up that case?,12
85,Mr ANSTEY ,"I do not. It was not for the sake of raking up a scandal, flecting on any errors in Colonel Lee's past that I introduced his name in this discussion; but I consider that he should have had sufficient discretion not to occupy the position of judge in a court martial; that is the only reason why I introduced his name in this connection. A statement appeared in the press on Saturday last that the Minister, "" in justice to Colonel Lee,"" was going to have the papers read. Why "" in justice to Colonel Lee?"" If there was to be justice done, it was not to be for any particular individual, but for the country, and if it was to be done in justice to any particular individual, why should not the Assistant Minister have read the whole of the report?",12
86,Mr JENSEN ,"From the document that you have handed to me in regard to the private to whom you refer, I find he was the discharged for having made a wilfully false statement in answer to a question-quite a different matter.",12
87,Mr ANSTEY ,"I am sure that the Minister, like myself, desires to elicit the truth. In this case, the man had served three months' imprisonment fourteen years previously. Was it not natural that he should make no mention of that fact? Was there any need for him to record it on his papers ? But some one kuew what had happened to him, and reported him, with the result that he was dismissed from the service because he had not disclosed that fact.",12
88,Mr JENSEN ,But the honourable member did not put it in that way. This man was dismissed for making a wilfully false statement in answer to a question.,12
89,Mr ANSTEY ,"I leave the case to the Minister, believing that he will do justice. Is not the honor and reputation of a private in the ranks just as important as is that of a colonel? A week or two ago I brought before the House the case of Private Campbell. Is it not time that justice was done to him ? Private Campbell was alleged to have made a confession. He swore that he did not do so. If he did not, and if the alleged written confession made by him is not producible, it stands out that officers have conspired and perjured themselves. We should have had the papers relating to Private Campbell's case produced with just as much readiness as have been the papers relating to Colonel Lee. There or reshould have been a report from Colonel Holmes, stating what he has done with the alleged confession, or the confession itself should be produced. We should be able to give the common soldiery of the Commonwealth a guarantee that justice will be done to them. Then there is the complaint made by Dr Antill Pockley, a man of repute, that Major Maguire has failed to account for the effects of his who was killed at Babaul. The doctor says that they got away with his Son's property, but nothing has been done by the Department in regard to that allegation. If we wish to encourage recruiting we must give a guarantee to the common soldiery that they will secure justice, and that justice knows no discrimination between officers and the men in the ranks. Mr W. ELLIOT JOHNSON - That is a perfectly sound position.",12
90,Mr ANSTEY ,"It is; and it is the position which I take up. Questions in regard to these cases have been put, and have not been answered; nothing has been done. Colonel Lee stands condemned as a man.who ought not to have occupied a position on the court martial. Without wishing to load up a man with any of the shortcomings of his past, I assert that the records of the country justify my original position that Colonel Lee should not have occupied a position on this court martial.",13
