speakerGroups,Speaker,text,pageNumbers
22,Mr JOSEPH COOK ,Does the Minister consider that it is not the function of an architect to decide the location of a building ? Mr KING O'MALLEY - The location of buildings will come later; then the architects will be in their element.,14
23,Mr HIGGS ,"It is not clear to me what will happen after the Board has decided that, in its opinion, certain designs are the best. Will the awarding of the prize or prizes be left to the Board, or to the Minister ? If the Minister or the Government is to determine who shall get the awards, he or it will be the judge of the designs.",14
24,Mr FISHER ,"Wheneve r an expert Board is appointed to advise, .the final decision is with the Government. Sometimes two designs are held to be equal, or nearly so, and the responsibility of choosing between them must rest with the Government. If a mistake is made, Parliament can apply the corrective.",14
25,Mr JOSEPH COOK ,"Is the Minister of Home Affairs prepared to make a statement regarding the selection of the engineer and surveyor whom he proposes to appoint for the preliminary surveys and investigations? Will he receive a nomination from the Institute of Engineers, and another from the Institute of Surveyors, or will he make appointments without consulting those bodies? Mr KING O'MALLEY - We shall ask the Institutes to make nominations. PAPERS. MINISTERS laid upon the table the Defence Act-Militar y ForcesRegulation No. 64A (New)-Provisiona l Statutory Rules 1911, No. 161. Defence Act-Militar y Forces-continued . Financial and Allowance Amended (Provisional). No. 107 (b)-Statutor y Rules 1911, No. 162. No. 166-Statutor y Rules 1 9 "" , Invalid and Old-age Pensions-Statemen t in accordance witli section 54 of the Invalid and Uld-age Pensions Act 1908-9. Meteorology Act-Regulatio n No. 1 further amended-Statutor y Rules 1911, No. 164. WRECKS ON THE NEW SOUTH VVALES COAST.",14
26,Mr JOHN THOMSON ,"In view of the frequent wrecks and fatalities on the north coast of New South Wales, one of which is reported only this morning, with practically the loss of all hands, in addition to another a few weeks ago, with even more disastrous results, will the Minister of Trade and Customs make inquiry whether there are sufficient lighthouses, and whether proper appliances for saving life are provided?",15
27,Mr TUDOR ,"The Commonwealth has control of the lighthouses, but at the preset! t time the lighthouse expert is in quarantine as passenger on a srnall-pox-infected vessel. New South Wales and the other States of Australia will be visited as soon as possble, with a view to seeing that the : coast is properly lighted. As to the provision of life-saving appliances, and so forth, the Commonwealth has not the slightest control.",15
28,Mr JOHN THOMSON ,Seein g that the lighthouses are under the control of the Mi-iister of Trade and Customs,15
29,Mr TUDOR ,Not yet.,15
30,Mr JOHN THOMSON ,"In view of the fact that the lighthouses will almost immediately come under his control, will the Minister see that sn important a branch of the Public Service is not dependent on the chance of one officer being prevented from performing his duty, even by being quarnnrined ?",15
31,Mr TUDOR ,"The Lighthouses Bill is not vet law, but I took the unusual course of nnpninting an officer in anticipation in order to have inquiries made. This step w'U. T think, result in the work being forwarded by at least twelve months. METEOROLOGICAL REPORTS.",15
32,Mr GROOM ,"the Minister of Home Affairs, upon notice Whether he will inform this House what steps, if any, have been taken since December of last vear lo improve the transmission of meteorological data by telegraph? Mr KING O'MALLEY - The reply to Regulations the honourable member's questions is as follows:In January last, the Postmaster-General's DeNo. 163. partment was asked to extend to the other States of the Commonwealth the system obtaining in New South Wales of transmitting data from important country centres, and in August last ten additional rainfall stations were added to the list in Queensland. It was, however, intimated that owing to congestion of telegraph lines in dealing with ordinary business no greater extension of free use of the lines could be agreed to. The Meteorological Bureau is fully, seized of the importance of giving the greatest publicity to weather information, and is constantly seeking the aid of any likely means of distribution, but in view of the representations of the Postal Department, that it is not feasible at present to further use the telegraph lines, for meteorological purposes a satisfactory solution is difficult to arrive at. The Postmaster-General's Department estimates the annual value of services carried out on behalf of the Meteorological Bureau at ^50,000. KALGOORLIE TO PORT AUGUSTA RAILWAY BILL. In Committee (Consideration resumed from n t h October, vide page 1293): Clause 6The Minister shall not be required to fence any portion of the railway, but he may erect and maintain such fences in connection therewith as he thinks proper.",15
33,Mr GLYNN ,"Angas) [10.51] - I desire to call attention to a matter which, though of comparatively minor importance, requires looking into. The clause means that if it is not necessary throughout the great length of line to fence every part the Minister need not do so. In the State Acts, however, provision is made for protecting the public by making level crossings, and so forth; and we should not construct this line without reserving to the public all the rights they have under State legislation. Section 18 of the Northern Territory Act 1910, which, of course, is not applicable to Western Australia, contains a provision that the Commonwealth, in the ""construction, maintenance, and working"" of any railway required or authorized by the Act in South Australia shall be bound by the Railway Construction Acts of the State and the laws relating to State railways to the same extent as the State is so bound. I notice that by some oversight the word ""maintenance"" is left out of this Bill, and that the word "" construction "" is not defined so as to include maintenance. ' Until we alter the law we are, so far as South Australia is concerned, subject to all the liabilities imposed on the Railway Commissioners of that State, and those liabilities include the provision of level crossings for stock, and so forth. I do not wish to move an amendment, because that might embarrass the Government, but merely draw attention to the matter so that it may be considered. Clause agreed to. Clause 7Tlie Minister may utilize in the construction and working of the railway line engines worked by steam or other mechanical power.",15
34,Mr FENTON ,"Maribyrnong) [10.55]. - An important question of policy may be involved in this clause. It may be desired to use oil and other engines; and I should like to know whether it is the intention to import these or have them made locally. I should like an assurance that, as far as practicable, and, I hope, altogether, the lengines will be constructed here.",16
35,Mr KING OMALLEY ,Darwin-Min ister of Home Affairs) [10.56] - I can assure the honourable member that there will be no difficulty in that matter. This Government believes in doing everything possible to promote Australian industries of every kind.,16
36,Mr FOWLER ,"Perth) [10.57] - What is the meaning and object of the clause? It appears merely to indicate that the Minister may purchase or acquire certain kinds of mechanical power in connection with the construction and working of the line. If it means no more than that, I am at a loss to understand why the clause is here. night the Prime Minister attempted to cast ridicule on an amendment providing for the weight of rails; and it was at the same time suggested that the gradients and curves should be stated in the Bill . Such matters, to my mind, are much more important than the fencing; in any case, we might take it for granted that the Minister wili utilize engines, practically of any kind. Does the clause mean that when a particular engine is wanted the Minister will not proceed to construct it, but purchase it in the usual way ?",16
37,- Mr GROOM ,"Darling Downs) [10.59]. - The honourable member for Perth is, I think, entitled to an answer. lic body desires to run an engine from which sparks may cause damage, it is necessary to obtain a general power to do so. Is this only a sort of skeleton Bill merely to adopt the policy of the construction of a line, or is it intended' to be a complete Bill? ' A great many accidents may be sustained by the public on railways j and I should like some assurance that the Minister will see that the rights of the public and of the Commonwealth are properly safeguarded. In the Railways Acts of the States, rights and duties are completely defined; and this, as we know, is the result of long experience. The honourable member for Angas has mentioned that we considered these points in connection with the negotiations for the transfer of the Northern Territory. In the Act providing for the transfer, in section 18, we declared that the laws of South Australia in relation to all these subjects should be binding on the Commonwealth. This provides for the one section in South Australia, the remaining section should be as completely provided for. This is a technical subject, and it would, therefore, be unreasonable to expect the Minister to give us off-hand an authoritative answer; but I should like to have from him an assurance that he will consult his advisers, and that, if necessary, such action will be taken in the Senate as will duly safeguard the interests of both the Commonwealth and the people generally.",16
38,Mr KING OMALLEY ,"Darwin-Min ister of Home Affairs) [11.2] - I would point out to the Committee that it may be found necessary to utilize different kinds of mechanical power, and .that unless we took the power for which this clause provides, the Government might be held responsible for damage arising from the The other use of a particular form of mechanism. It might be urged in the Law Courts that we had no authority to use that kind of mechanism. We have already taken the very best legal advice available in the Department, but if anything further is necessary the Bill can easily be amended.",16
39,Mr ARCHIBALD ,"Hindmarsh) [1.1.3]. --The object of this clause is obviously to give the Government a general power to construct and use from time to time any mechanical power that may be necessary. In the South Australian Railway Commissioners Act there is a section giving a general power of construction and maintenance, and every Railway Bill submitted to the If a pub- State Parliament contains a reference to that provision.",16
40,Mr FOWLER ,^ In clause 10 we take over that power.,16
41,Mr ARCHIBALD ,"That may be, but it seems to me that if we inserted a general power of that character in this measure we ; could have a reference to it in all future measures dealing with railway construction.",16
42,Mr GLYNN ,"Angas) [11.4] - I understand that the Minister has said, in - reply to the honourable member for Darling Downs, that, if necessary, a further Act will be passed, and a measure will certainly have to be passed eventually on the lines of the South Australian Railway Commissioners Act in order to give the powers to which reference has been made. subsequent clause of this Bill, however, covers a good deal of the matters to which attention has been called. Clause agreed to. Clause 8 (Provision for incidental matters).",17
43,Mr GLYNN ,Angas) [11.5] - The honourable member for Fremantle a day or two ago drew attention to the fact that in this Bill no power is taken to run the rolling stock of the Commonwealth over the Western Australian lines.,17
44,Mr HEDGES ,Notic e of an amendment dealing with that matter has been given. Mr KING 0'MA.IXE.Y - There is a proposed new clause.,17
45,Mr GLYNN ,Ver y well; I had drafted an amendment dealing with the subject. Clause agreed to. Clause 9 (Incidental buildings ancl works).,17
46,Mr KELLY ,"Wentworth) [11.6] - The whole tenor of this Bill generally is to place unlimited power in the hands of the Minister. It is a bad practice, more especially in a Bill dealing with the spending of public money, to ' confer on a Minister powers such as are covered by this measure. This clause provides thatThe Minister may erect or make all such stations, buildings, approaches, bridges, culverts, apparatus, dams, tanks, plant, works, conveniences, and structures as he considers necessary or desirable in connection with the efficient construction and working of the railway.",17
47,Mr MASSYGREENE ,"The unfortunate part of this clause is that ""Minister"" is defined as meaning the "" Minister of Home Affairs.""",17
48,Mr KELLY ,"The Minister ought not to want to run the construction show. In a measure of this kind, there should be some authority vested with the actual construction of the railway, so that if the estimates are exceeded we shall be able to pin down a particular officer. Mr KING O'MALLEY - The House will be able to pin down the Minister, and he, in turn, will pin down the officer concerned.",17
49,Mr KELLY ,I doubt whether I have the capacity to pin the Minister to anything. He is the most agile person under criticism that I have met. Why should this tremendous power be given? A Minister with wild-cat notions-h e might not be the present Minister,17
50,Mr BRENNAN ,That is the point; it A might be the Government.,17
51,Mr KELLY ,It might be another Government altogether.,17
52,Mr BRENNAN ,We have to take the risk.,17
53,Mr KELLY ,"I feel my responsibility to the country in regard to the expenditure of public funds, and desire, as far as possible, to safeguard the people against extravagance. The Minister will have power under this clause to do almost anything, and the Consolidated Revenue will be charged with the cost of all his adventures. I suggest to the honourable gentleman that, before we reach the third-reading stage, some step should be taken to safeguard the Commonwealth against possible contingencies in this direction.",17
54,Mr JH CATTS ,"Cook) [ n . 10] - I understand that items to provide for the building of a railway will be included from time to time in the Estimates, so that when those Estimates are submitted, a discussion can take place on points such as those mentioned by the honourable member for Wentworth. It would be ridiculous to so limit the wording of this clause as to make it possible for the work to be suddenly held up-perhap s whilst Parliament was in recess-owin g to the Minister having insufficient power to deal with some trifling matter that was not specifically mentioned in the Act. To my mind, the only possible way of providing for such a great work as this is to give the Minister practically unlimited power as to details.",17
55,Mr KELLY ,"Wentworth) [1r.11] The honourable member for Cook cannot have read the Bill. Clause 19 provides thatA l l moneys necessary for the payment of the cost of construction of the railway . . . . . shall be payable out of the Consolidated Revenue Fund or out of any moneys standing to the credit of the Loan Fund, and the Consolidated Revenue Fund and the Loan Fund are hereby appropriated for that purpose accordingly. We are now dealing with the whole business relating to the construction of this railway, and it is the fact that we shall not be called upon to deal with it on the Estimates that makes me particularly anxious to see embodied in the Bill proper safeguards against extravagance.",17
56,Mr MASSYGREENE ,"Richmond) [11.12] In support of what the honourable member for Wentworth has said, I would point out that we have no plans and specifications before us.",18
57,Mr JH CATTS ,Does member think that the House should deal with the plans and specifications for railway ?,18
58,Mr MASSYGREENE ,"Most certainly. Honlar orable members who have had experience the New South Wales Parliament tell that they have never known a Railway Bill to be introduced without being accompanied by plans and specifications of the lines which it applied. That, I am assured, is the invariable practice there.",18
59,Mr HALL ,That is not correct.,18
60,Mr MASSYGREENE ,"I certainly think, more particularly as, I believe, it is the intention of the Government to construct this railway by day labour, that, before we finally give the Minister these wide varied powers, and also vote the whole the money necessary for the work, we should, at least, have from him an assurtime ance as to the manner in which he is going to spend the money. There is a great deal in the point raised the other day by the honourable member for Perth, at the request of the honourable member for Fremantle, regard to the weight of rails to be used. There is a possibility of our wasting a great deal of money by adopting too light is a type of rail. The maintenance of this line is going to be' a very heavy burden.",18
61,Sir JOHN FORREST ,Why ?,18
62,Mr MASSYGREENE ,"Because the men will fications. be cut adrift from all centres of civilization. They will have to work under condiregard tions anything but pleasant during the greater part of the year, and they will probably require payment accordingly. do not think that this, or any other Parliaon, ment, would begrudge them high wages uncler such conditions.",18
63,Mr JH CATTS ,But maintenance a question of traffic.,18
64,Mr MASSYGREENE ,"Not altogether. The honourable member for Fremantle, who thoroughly acquainted with all the details of this class of work, will inform the mittee, I am sure, if he has recovered voice, that if we used a heavy rail we should not have to spend half as much in maintenance as we should have to do we used a light rail.",18
65,Mr JH CATTS ,It will make very little difference unless there is heavy traffic.,18
66,Mr MASSYGREENE ,"No doubt the honourable member for Cook is, in his own estimation, a better authority than the honourable member for Fremantle. The latter is very strong upon this point.",18
67,Mr HEDGES ,The Minister gave a the honourable satisfactory reply.,18
68,Mr MASSYGREENE ,"The Minister said he this would do what he thought best, but he did not commit himself to any particuweight of rail, nor have we been furin nished with any particulars as to the way me in which the money is to be expended.",18
69,Mr FENTON ,"Maribyrnong) [11.16]. - The honourable member for Richmond to need not be apprehensive as to the effect of the adoption of day labour in the construction of the line. In Victoria lines are being constructed now on the day-labour principle far cheaper than used to be the case under the contract system, and I believe that this is also true of New South Wales. The contractors' profits are being and cut out, and the Governments of the day of and the workers themselves are obtaining the benefits which the contractors at one used to secure. It is perfectly right that the Committee should make every possible inquiry as to how far the Minister intends to go in exercising the great powers conferred by the measure. I hope the in Government will adopt in the construction of the line the day-labour system, which being employed in the States, and thereby save considerable sums to the Commonwealth.",18
70,Mr MASSYGREENE ,I am not objecting to day labour. I object to. the absence of speciMONICA,18
71,Mr CANN ,"Nepean) [11.17] - I do not this clause as the final word in connection with the management of the railway. The Minister must have large powers I conceded to him at the present stage. Later when the line is working, probably the preponderance of feeling in the House and amongst the people will be in favour of the is appointment of a Commission to manage the railway. Until then it would hamper the Minister if we gave him anything short is of the powers conceded in the Bill, even though some honourable members may reComgard them as a little dangerous. In the his New South Wales Parliament, as far as I know, the most that has ever been submitted in regard to the construction of a new line if is the plan of the route and the recommendation of the Public Works Committee. That information is all that we could reasonably expect in connection with this line, and it has already been supplied. The honourable member for Richmond has been misinformed as to the practice in other Parliaments.",18
72,Mr JH CATTS ,"Cook) [11.19]. - The weight of rail is a matter upon which the engineers are so thoroughly agreed that no difficulty need be apprehended. The engineers will be able to determine the weight of rail required for the class of traffic on this line. I do not think that there will be found to be any variation between the views of any of the railway engineers of Australia on the point. As to the question of maintenance, the traffic will be comparatively light for some time to come. The line will have to be cut up into lengths convenient for patrol and inspection by men stationed at different points, and no man will have a greater length to look after than he can cover on his tricycle in a day. That will be sufficient for some time to come, and so the maintenance will be placed upon a certain minimum basis. As the traffic increases, the line will have to be more heavily ballasted, and the number of men spread along the route will have to be increased. I do not think that in the early days of the line the question of the poundage of rail will have any material effect on the cost of maintenance.",19
73,Mr RYRIE ,"North Sydney) [11.21] I am surprised at honourable members opposite "" stone-walling "" the measure. The amendment to specify the weight of rail was lost, and therefore the dissertation of the honourable member for Cook was unnecessary. The question of the maintenance of the line is a matter for officialdom after the work of construction is completed. Honourable members opposite are hampering the Minister and "" stonewalling "" the measure by indulging in absolutely unnecessary talk. I do not believe in wasting the time of the country. Ministerial supporters seem to be determined not to allow the measure to proceed any further in Committee. There is nothing contentious in the Bill until we reach clause 18. Why not let the intervening clauses pass, as they are all a matter ofform? The Bill has been drafted by men who know more about the subject than do honourable members opposite, and in the orthodox manner in which all railway construction Bills are drafted.",19
74,Mr WISE ,It is not; that is just the - defect MONICA,19
75,Mr RYRIE ,"I see no innovation in it. It is quite right that the powers here specified should be given to the Minister, and I hope honourable members opposite will cease to obstruct.",19
76,Mr KELLY ,"Wentworth) [11.23] The honourable member for. North Sydney has hardly done justice to the honourable member for Cook and others opposite. It is true that the measure is somewhat peaceful down to clause 15, but the present is a time of extreme crisis, and it is necessary for grave national reasons that honourable members opposite should show themselves active in the supervision of public business. Those gentlemen are now facing a crisis in their careers. Any one of them may be chosen, and it is only right that the most exhaustive criticisms of public measures should at this stage emanate from them. I can see no other reason why they should make such earnest bids at this juncture. As one who is anxious to see the course of this measure made easy and placid, my sympathies are entirely with the honourable member for North Sydney, but as a humanitarian and one who realizes how intolerable it is to repress an overweening ambition, my sympathies go out to my honourable friends opposite. Clause agreed to. Clause 10For the purposes of the construction and worki ing of the railway, the Minister shall have and may exercise in the State of South Australia, all the powers and authorities vested in the Government of that State, or any authority of that State by any State Act relating to railway construction or working to the same extent as if the railway were a State railway, and the Minister were the proper State authority for the construction and working thereof.",19
77,Mr WISE ,"Gippsland) [ 1 1 . 2 5 ] - This is one of those unsatisfactory clauses which I suppose we must put up with because the Bill is merely a skeleton. The powers and authorities taken ought to be limited to those existing at the date of the passing of this measure. VVe do not know what the existing powers are, and the State Parliament may add to them from time to time. The Northern Territory Acceptance Act provided for the assumption of the powers as existing at the date of the agreement. I suggest that the clause be amended by inserting after the word "" authorities,"" the words "" at the date of the passing of this Act.""",19
78,- Mr GLYNN ,"Angas) [11.26] - The honourable member for 'Gippsland is quite right in saying that in the Northern Territory Agreement Act the powers assumed were limited to those existing at the date of the-agreement, but to allay anxiety I may state that, as draftsman of the South Australian Bill, I went through every section of the South Australian legislation that could affect our powers, and, with the representative of the Commonwealth, compared them in Melbourne. He was satisfied at that date that the taking over of the powers as they existed then would involve no harm or risk. I do not think any change has taken place since, but if there is any obnoxious difference we can amend the Act.",19
79,Mr HALL ,The objection of the honourable member for Gippsland is that something may take place subsequently.,20
80,Mr GLYNN ,If that is the objection we could bring this measure into line with the Northern Territory Acceptance Act by limiting the powers and authorities to those existing at the date of its passage.,20
81,Mr KELLY ,"Wentworth) [11.28] The Minister might reasonably tell the Committee what are the powers and authorities vested in the South Australian Government. The next clause hands over the powers and authorities vested in the Western Australian Government. Committee ought to know whether they are the same in both States. It might be more convenient to take over equal powers in both cases, so that our officers when passing over the border may know exactly how far their authority extends. Otherwise there may be all sorts of legal difficulties between State ancl State, in connection with an inter-State line such as this undoubtedly is. Clauses 10 and n may be found to be in conflict. Mr KING O'MALLEY (Darwin Minister of Home Affairs) [11.29] The clause provides for taking power in South Australia in connection with the construction of the railway. Many special powers may have to be exercised, such as the opening or closing of roads, the utilization of brivate premises for storage, the dealing with trespasses on property, &c.",20
82,Mr KELLY ,"Are the powers the same in South Australia and Western Australia? Mr KING O'MALLEY - We take over the Western Australian powers in a subsequent clause. When they cross the border line, our officers will know if there Bs any difference in their powers. A man must conform to the laws of the State the moment he crosses its borders. We desire to obtain the same rights and powers that the Minister of Raihvays has or may have in South Australia, and the Minister of Railways has or may have in Western Australia.",20
83,Mr JH CATTS ,"Cook) [n.31] - It seems to me that until the Commonwealth has a generalRailway Act similar to the State Acts, it will be necessary to have clauses like this in its construction Acts. No doubt we shall have a general Act before very long. In the meanwhile, the point raised by the honourable member for Gippsland deserves the serious consideration of the Government. Not only does the clause confer on the Minister all the powers given to the Minister of Railways of South Australia under existing Acts, but also all the powers that may be given to him under Acts which may be passed after this measure becomes law. That means that South Australia will be in a position to determine the conditions under which this railway shall be constructed and maintained. In framing the Bill, the departmental officers had access to the existing legislation of South Australia, and were able to make themselves acquainted with its effect, but they did not know what the future legislation of the State may be. Members, too, can The inform themselves of the existing South Australian law, and may be quite willing to adopt it, but they are in the dark as to the future legislation of the State, which might be quite contrary to their view of what is proper for the Commonwealth. Perhaps the Minister will have the matter looked into, and, if necessary, provide for the amendment of the clause when the Bill is before the Senate.",20
84,Mr FENTON ,"Maribyrnong) [11.35] I do not know if the Government have entered into ""negotiations with the Government of South Australia on this subject. If we take all the powers of the State authorities, shall we not need the assistance of State officers to give effect to them ?",20
85,Mr JH CATTS ,Othe r Acts provide for that.,20
86,Mr FENTON ,"Can we say that the Acts of a State shall apply, or must we have the' consent of the State to make sure that effect would be given to them? Clause agreed to. Clause 11 (Special Powers in Western Australia).",20
87,Mr FOWLER ,Perth) [11.36] - At no distant period the States will probably ask to connect branch line's with the Commonwealth line. Is provision made for that?,20
88,Mr GROOM ,"The Minister has given notice of an amendment. Clause agreed to. Clause 12The Minister may make by-laws for the lation, government, protection, and working the Railway, and may, if he thinks f it , adopt, with necessary modifications, the by-laws in relating to the South Australian State Railways so far as concerns any part of the Railway the State of South Australia, and may, if he control. thinks fit, adopt, with modifications, the by-laws relating to the Western Australian State Railways so far as concerns any part in the State of Western Australia.",21
89,Mr GLYNN ,"Angas) [11.38] - The operate clause empowers the Minister to make bycase, laws for the regulation, government, proadopting tection, and working of the railways. In the State Acts such by-laws are subject the control of Parliament. In the South Australian Act of 1887, with which I fairly familiar, because I drafted it, vision is made that fares may be fixed by by-laws. There is a series of provisions regarding regulations, and both by-laws and regulations are subject to Parliamentary control; in other words, Parliament may, after they have been laid on the table, disallow them on the presentation of an address to the Government. I think that we should provide for similar Parliamentary control.",21
90,Mr RILEY ,The principle would apply ing also in clause 14. Mr KING O'MALLEY - The by-laws have to be laid on the table of Parliament. should,21
91,Mr GLYNN ,"But Parliament has no for power to disallow. Section 10 of the Acts consider Interpretation Act declares that regulations are to be notified in the Government Gazette, and take effect from the date of notification, but that they must be laid fore both Houses of Parliament, and if objections. either House passes a resolution, of which notice has been given at any time within fifteen sitting days after they were laid fore it, disallowing the regulation, it shall cease to have effect. With the Minister's permission, I shall therefore move That the following words be added :by-laws shall be deemed regulations within meaning of section 10 of the Acts Interpretation Act 1904.""",21
92,Mr JH CATTS ,Will that amendment ment cover clause 14?,21
93,Mr GLYNN ,Clause 14 must also be in any Bill of the kind. amended.,21
94,Mr GROOM ,"Darling Downs) [11.42]. - I hope that the amendment will be cepted. I asked the Minister to look into the matter, and have a clause drafted to deal with it, and he promised to do so. Mr KING O'MALLEY - There is no ob-"" jection to laying the regulations on the table.",21
95,Mr GROOM ,"What is desired is that reguParliament should have the power to disof allow them. Ministers are responsible for force the administration of their Departments, with which Parliament should not interin fere unduly, but it should have the ultimate",21
96,Mr FENTON ,"Surely we should have of the Railway uniform by-laws? M i . GROOM - We may desire to cowith the State authorities in each and we seem to have power to do so, such South Australian and Western Australian regulations as we may think to good. That does not prevent us from making uniform regulations of our own if am necessary. Unless the amendment is carproried, our railways will be under the control of a Minister who, if he is like the present occupant of the office may be a benevolent despot, but, on the contrary, he might be a malevolent one. Mr j . H . CATTS (Cook) [11.45] - The point raised by the honourable member for Angas is extremely important. 1 absolutely object to handing over the power provided in the clause to any Minister. In all the State Railway Acts, and other Acts relatto the Public Service generally, there is a provision that by-laws and regulations be laid on the table of the House a certain number of days in order that Parliament may have an opportunity to them.",21
97,Mr GROOM ,"If we adopt the amendment, the regulations will have to be pubbelished, and the public will be able to make",21
98,Mr JH CATTS ,"I desire to support the amendment, because, as I say, in postal, bemilitary, and other matters the regulations are submitted so that parliamentary authority may be given or withheld. The working of the railways will include em"" Such ployment and conditions of labour, and the witnout some such proviso as that proposed the Minister could work the whole business at his own sweet will. The amendis not aimed at the present Minister or Government, but is absolutely necessary Personally I think the matter must have been overlooked, seeing that it is only a proper proactection of the rights of Parliament. Amendment agreed to. Clause, as amended, agreed to. Clause 13 agreed to. Clause 14(1.) The Minister may charge such fares. . . (2.) AH schedules of fares and rates made by the Minister shall be laid before the Senate and the House of Representatives within thirty days after the making thereof if the Parliament is then sitting and if Parliament is not then within thirty days after the next meeting of the Parliament.",21
99,Mr GLYNN ,"Angas) [11.48] -- I desire to move a similar amendment in this clause, though it is quite possible that the draftsman may be able to make the necessaiy provision in one special clause. I move That the following words be added to the clause :- "" and shall be deemed to be regulations within the meaning of section 10 of the Acts Interpretation Act 1904.""",22
100,Mr HALL ,Does the honourable member think that one House ought to have the right to disallow any regulation?,22
101,Mr GLYNN ,"That point occurred to me; but we have laid it down in the Acts Interpretation Act that one House may do so, and it would be a pity to alter the principle in this Bill unless we alter it for all purposes.",22
102,Mr HALL ,"There might be a Senate which did not believe in the Ministerial policy, and which would reject every regulation made.",22
