speakerGroups,Speaker,text,pageNumbers
13,Mr HAWKER ,"the Acting Treasurer, upon notice I. What is the estimated expenditure of the Commonwealth for the current year under the following heads:(rt-) Interest and sinking f u n d ; (/J) Pensions, including old-age, invalid, and war: (<-) Wages, salaries, superannuation, and other allowances to persons employed by the Commonwealth; (A) Grants to States; (t j Bounties; (/) Maternity bonus; and (jl) All other expenditure? 2. What are the principal items of expenditure under the Heading of "" all other expenditure ""1",12
14,Mr LYONS ,"The information is being obtained, and will be furnished as soon as possible. MAIL - HANDLI NG APPLIANCES:",12
15,Mr FRANCIS ,"the Postmaster General, upon notice I. Has the installation of the mail-handling appliances at the General Post Office, Sydney, been completed? 2. If so, what is the cost of the completed work ? 3. Is the scheme working with complete satisfaction? 4. What will be the savings, if any, in the cost of handling mails?",12
16,Mr LYONS ,"The answers to the honourable member's questions are as follow:1. Yes; but necessarily minor adjustment and changes will be needed from time to time to gain the full benefits resulting from worki ig experience. 2. The total cost is approximately £120,UoU, but the final figure cannot be known u i i ' i l the whole of the accounts have been dealt with. 3. Yes. 4. The savings cannot be stated at this juncture. Necessarily, such a radical change of method entailing the use of the most comprehensive plant ever constructed necessitates a reasonable period of working experience 1 efore the full procedure can settle down to a stable routine basis.",12
17,Mr TULLY ,"the Postmaster General, upon not i c e technical 1. Is the mail-handling equipment at the General Post Office, Sydney, working satisfactorily? 2. Is there any delay in transit of articles posted at the General Post Office, Sydney? 3. Is it a fact that articles posted at the General Post Office, Sydney, are being mutilated in some cases beyond repair? 4. Has the introduction of the mail-handling plant entailed any overtime; if so, to what extent ? 5. Is it a fact that the noise made by this mail-handling plant is such as to cause nervous breakdown amongst employees; if so, to what extent? 6. Is it a fact that mails now close at 4.45 p.m. at the General Post Office, Sydney, instead of at 5 p.m., as when business was carried on at the Central Square? 7. If such is the case, what is the reason? Is it due to deficiency in the mail-handling plant? 8. How many mechanics are employed in order to keep this mail-handling plant running? If there are mechanics employed, who bears the expense, the Government or the contractors ? 9. What is the cost per week for electricity supply for this machinery?",12
18,Mr LYONS ,"The answers to the honourable member's questions are as f o l low : 1. Yes; but as is common to new machinery installations, there has been a necessary period of adjustment. 2. _ No. There were some isolated instances arising from unavoidable dislocation of traffic incidental to the removal of mail operations from Central Square to the General Post Office. 3. This does happen in some cases, and always has happened. Over a long period of years appeals have heen issued to the public for the butter packing and fastening of mail matter. Many articles are posted in flimsy wrappings insufficiently protected, and are consequently unavoidably damaged. 4. The only overtime expenditure incurred an connection with the introduction of the plant - was £53. The removal of the Mail Branch - from Central Square to the General Post 'Office, on Sunday, 12th October, however, eieeessitated the employment of a special staff of 210 men in addition to the normal staff of 82 men, the total Sunday pay involved being £530. It would have been impracticable to effect such a radical change otherwise. 5. No. 8. Yes. The heavy peak, load pf postings about 5 o'clock has been substantially increased by the opening of the Kyogle route between Sydney and Brisbane, and the department had either to keep the main body-of the staff on duty until possibly 7 p.m. or alter the closing time slightly. 7. See answer to No. 0. 8. Four, and five assistants. In addition, fifteen men are engaged temporarily on adjustments and minor charges found to be desirable under working conditions. No individual contractor was responsible for the installation. Such maintenance and other work a3 may be needed is paid for by the department. 9. The information is being obtained. UNIFORMELECTOR AL ROLL.",12
19,Mr BAYLEY ,"the Minister for Home Affairs, upon notice I. How many States have agreed to the compilation of a uniform electoral roll? 2. What steps have been taken to bring the remaining States into line?",13
20,Mr BLAKELEY ,"The answers to honourable member's questions are as follow:l . Joint Commonwealth and State electoral rolls arc in operation in the States of New South Wales, Victoria, South Australia, and Tasmania. - 2. .Representations have been made from time to time to the Governments of Queensland and Western Australia with a view to co-operation in this matter. The Premier of Queensland has intimated that it is intended to provide for a uniform roll during the next session of Parliament. In Western Australia during the past five years a bill to bring about a joint electoral roll has on three occasions been passed by the Lower House, but in each instance the bill was defeated in the Legislative Council. In response to further representations by the Commonwealth Government, the Premier of that State replied on the 8th August, 1930, that the matter was being held over, hut would receive consideration at a later date. The public advantages of the joint system arc fully recognized by the Commonwealth Government, and every effort is being made to induce the States of Queensland and Western Australia to come into line with the States of New South Wales, Victoria, South Australia, and Tasmania. WIRELESS EQUIPMENTO N COASTAL VESSELS. TERMINAL CIIAKGES Mr D . CAMERON asked the Acting > Prime Minister, upon noticeReferring to the questions of the honourable member for Brisbane oh 22nd November, 1927, 6th September, 1928, 7th February, 1929, and 20th November, 1929, and the Prime Minister's replies thereto regarding wireless equipment on coastal vessels, has any State legislation yet been passed on the lines of the Navigation Act, making it compulsory for intra-state vessels of over 1,600 tons, or carrying twelve or more passengers on voyages of over a certain distance, to carry wireless; if not, will he urge the various State Governments to give early consideration to this matter?",13
21,Mr FENTON ,"I am advised that, in conformity with a resolution carried at a conference of State Premiers in Sydney in May, 1929, a conference of State marine officials was held in Melbourne towards the end of last year for the purpose of discussing what action, if any, should be taken in regard to legislation on the lines of the Commonwealth law on the subject. It may be mentioned in this connection that, in December, 1929, a committee consisting of Captain L . J. Bolger, Deputy Director of Navigation. Victoria, Mr B . Wallach, B.E., Director of Lighthouses, and Mr J. Malone, M.I.R.E. , Chief Inspector (Wireless), the Postmaster-General's Department, f u r nished a report on the question of the suitability, for use on small coasting vessels not equipped with wireless apparatus operated by qualified operators, of an automatic wireless device submitted by Amalgamated Wireless (Australasia) Limited for transmitting signals of distress. Copies of this report were forwarded by the Prime Minister to the Premiers of the States on the 16th January, 1930. In acknowledging receipt of the Prime Minister's communication, the Premier of Western Australia pointed out that all vessels plying on the coast of Western Australia were equipped with wireless apparatus. I am communicating with the Premiers of the other States with a. view to ascertaining whether any developments have taken place in connection with this matter, and will make the information available to the honourable member as soon as possible. Mr D . CAMERON asked the Postmaster-General, upon notice I. Is it a fact that a terminal charge of Is. will be made on messages transmitted or received by means of wireless equipment on small vessels plying in Australian waters? 2. If so, will such action bring about the dismissal of wireless operators?",13
22,Mr LYONS ,"The answers to the honourable member's questions are as f o l low:1. Yes. In accordance with the requirements of local and international radio laws, the department is obliged to collect a terminal charge on all commercial wireless messages or communications exchanged between ships and coastal stations. 2. The department is unable to say if any operators will be dismissed. L IVERPOOL MANOEUVR E LANDS.",14
23,Mr TULLY ,"the Minister for Works and Railways, upon notice I. Is it a fact that the Commonwealth has now leased most of the Liverpool manoeuvre lands for grazing purposes? 2. If so, to whom have the lands been leased, and what is the annual rental? 3. What parts of the Liverpool manosuvre lands are not leased; what is the area of the unleased portion: what is the area of the leased land? 4. Has any offer to lease part of the Liverpool maiueuvre land for agricultural purposes been refused by the department; if so, why?",14
24,Mr LYONS ,"The answers to the honourable member's questions are as follow :1. Approximately one-third only has been leased. 2. Mr F. O'Halloran. Rental, £152 per annum. 3. (a) The central, eastern, south-eastern^ and south-western portions; (6) area of unleased portion, 31,048 acres; (c) area of leased portion, .13,905 acres. 4. Yes. Owing to objections raised by the Department of Defence, the offer has been refused. SUGAR INQUIRY . NA Minister; upon noticeWith reference to the question of the sugar embargo1. What are the names of the persons comprising the body appointed to inquire into the matter, and what particular interests does each of such persons represent? 2. What progress has been made with the inquiry? 3. Is the body appointed to hold the inquiry clothed with the necessary legal authority to call evidence, and thoroughly investigate the workings and profits made by the Colonial Sugar Refining Company?",14
25,Mr FENTON ,"The answers to the honourable member's questions are as follow :1. Honourable John Gunn, chairman; Mr A. l i . Townsend, an officer of the Commonwealth. Public Service; Mr F. C. Curlewis, a representative of the Australian Sugar Producers' Association;- Mr W. J. Short, a representative"" of the Queensland Cane Growers Council; Mr. C. G. Fallon, a representative of the employees in the sugar industry; Mrs £. E. Morgan, a representative of Australian consumers of sugar; Mr F. A. L. Dutton, a representative of Australian manufacturers using sugar in their manufactures; Mr W. \ ouug, a repreT sentative of Australian fruit-growers. 2. The committee has taken evidence at Brisbane, Cairns, Innisfail, Tully, Ingham, Townsville, Ayr, Mackay, and Rockhampton. After taking evidence at Bundaberg, the committee will reach Brisbane on Friday next, 14th November. 3. It is considered that the scope of to 1inquiry is sufficiently wide to cover investigations into the matters mentioned. No question has arisen up to the present as to the sufficiency of the authority reposed in the committee to obtain the information it requires to enable it to discharge its duties. M f . BELL asked the Acting Prime Minister, upon noticeWhy, in appointing a representative of the fruit-growers on the Sugar Inquiry Committee, Mr W. Young, the Queensland nominee, was preferred to Mr R. E. Boardman, of Victoria, who was nominated by twelve out of the fifteen fruit-growers' associations in different States who made nominations.",14
26,Mr FENTON ,"Mr Young is the secretary of the Australian Canning F r u it Growers Association, Toolamba West, Victoria, and he was nominated for the position by a number of representative fruit-growers' organizations throughout Australia. In addition Mr . Young has had long and practical experience as a fruit-grower, and for some years has been closely associated with the canning f r u it industry. A f t e r full consideration of all the circumstances, the Government is of opinion that Mr . Young is full y qualified to represent the fruit-growers on this committee, and furthermore, he is not the Queensland nominee.",14
27,Mr NAIRN ,"the Acting Prime Minister, upon notice I. How many residents of Queensland were appointed by the Government on the Sugar Inquiry Committee? '' 2. Omitting Government representatives, howmany members of the committee ordinarily reside outside Queensland?",14
28,Mr FENTON ,"The answers to the honourable member's questions are as follow :1. Three. 2. Three. . SUGAR, PRODUCTION-CONSUMPTION . NA Trade and Customs, upon notice I. What was the total production and value of sugar grown in Australia, for each year from 191.2 to 1930 inclusive, together with the amount of (a) raw sugar produced, and (6) raw sugar exported, in each of such years? 2. What is the estimated consumption in - Australia of refined sugar for each year from 1912 to 1930 inclusive, together with the amount of refined sugar exported during each of such years? 3. What was tin: wholesale price aud the export price of refined sugar for each of the years 1912 to 1930 inclusive? 4. Is the Minister in a. position to give this House any data as t:o the price paid for sugar cane land?",15
29,Mr FORDE ,The information will be obtained as far as possible. COMMON WEALTH PUBLIC SERVICE.,15
30,Mr FENTON ,"On the 6th November the honourable the Leader of the Opposition ( Mr Latham) asked me the following questions, upon notice I. How many persons are employed ""by the Commonwealth Government (a) as members of the Commonwealth Public Service, and (6) in other capacities? 2. How many persons in the two classes above-mentioned are in receipt of salaries of over £720 per annum? I am now in a position to f u r n is h the following reply:I . (tt) Commonwealth Public ServicePermanent employees . . 28,856 Temporary and exempt employees .. Total .. (6) Members of Naval, M i l i tary and A i r Forces .. 5,959 Other employees Total .. 2. Apart from 112 members of Parliament, the number is 491, of whom 50 are rationed military officers. POSTMASTER-GENERAL'S """"' DEPARTMENT. DISMISSALS OF RETURNED SOLDIERS- ' OVERTIME.",15
31,Mr LYONS ,"On the 6th November the honourable the Leader of the Opposition ( Mr Latham) addressed to me the following questions, upon notice I. Is it a fact that since the beginning of September, 1930, approximately 700 returned soldiers have been dismissed from the Postmaster-General's Department in New South Wales? 2. Is it a fact that rationing at the rate of one week off in each month has been in operation, for all temporary men in the Mail Branch in New South Wales for the past seven weeks? 3. Is it a fact that on Sunday, 12th September, the Mail Branch at the General Post Office, Sydney, worked 300 permanent men at overtime rates for the dav at a cost of over £000? 4. What amount of overtime has been worked by permanent employees of the department in New South Wales since the beginnini: of September, 1930? I am now in a p o s it i on to in for m the honourable member as f o l l o w s : 1. Yes. 2. Temporary employees in the Mail Branch, Sydney, are being rationed sixteen and a half days during ten weeks, commencing on the 22nd September, 1930, and ending on the 30th November,' 1.930. 3. It is presumed thut Sunday, 12th October, is the day referred to - On that day, owing to the removal of the Mai l Branch from Central Square to the General Post Office, it was necessary to employ u special staff of 210 men, in addition to the normal staff of 82 men. the total Sunday pay involved being £530. 4. The total amount of overtime payment from 1st September up to the latest date for which figures are available was£ Metropolitan (September and October) . . 31.5 Country districts (1st September to 15th October) 162 PAPERS. The following papers were preseuted4,179 Papua Act-Ordinance s of 1930No. I - Legitimation . 33,034 No. 2 - Amendment s Incorporation. No. 5 - Compensatio n to Relatives. No. 7 - Custom s Tariff. 5,459 FINANCI AL STATEMENT. 11,418 Debate resumed from 5th November (vide page 64), on motion by Mr. LYONSThat the pa.per be printed.",15
32,Mr LATHAM ,"Kooyong) [3.15J - For the first time in the history of the Commonwealth a second financial statement, which is in effect a second budget, has been made in the same year by a government. When this Government introduced its budget in July last, a motion was moved from this side of the House declaring that the expenditure of the Commonwealth ought to be brought down to the level of that of 1928-29, and the amount proposed reduced by, at least, £4,000,000. The arguments that we used in support of that motion were derided and scoffed at by members on that side of the chamber; but now the Government has come before the House with the admission that the expenditure must be substantially reduced, and the contention that taxation should be increased. Everything that was said by or on behalf of the Opposition in July last, during the budget debate has been confirmed by events. There could be no stronger confirmation than the statement of the Acting Treasurer, that in the light of results to date a deficit of between £12,000,000 and £15,000,000 was possible if things were allowed to drift on the basis of the presentarrangements, and trade and unemployment became worse; but that with a restoration of confidence and a revival of trade, the deficit would be between £8,000,000 and £10,000,000. fore, so recently as three months ago, this Government had not the slightest idea of the true condition of the Commonwealth finances. On the figures given, a restoration of confidence and a revival of trade are estimated, by the Acting Treasurer to be worth between £4,000,000 and £5.000,000 to the Commonwealth revenue. What has brought about the position set out in the financial statement of the Acting Treasurer? The cause is partly a. further fall in the prices of the principal commodities that we export, such as wool, wheat and minerals; but largely, a general lack of confidence throughout the community. The Acting Treasurer himself referred to the importance of a restoration, of confidence, but one of the principal factors in bringing about the existing condition of affairs has been and still is a lack of confidence in the present Government. - Just a year ago the Labour partyassumed office with a large majority, fresh from a successful election, full of confidence and arrogance. Where is it today ?",16
33,Dr EARLE PAGE ,Lickin g its wounds.,16
34,Mr LATHAM ,"This year has beon a year of almost unmitigated disaster for the people of the Commonwealth, and that is largely due to the policy or absence of policy of this Labour Government. Its members may well have lost conn dence in themselves. They were warneu about the position before the last election. They knew the relevant facts, but paid no heed to the warnings that were given. They came into this House full of promises. They promised to give everybody the sun, the earth, the moon and the stars. To-day we find them grovelling in the mud. In May of last year the hue Government outlined the financial and economic position :is it saw it and as it truly was. Therefore, the present Government cannot say that it was not warned, and had not the means of informing itself of the actual position of affairs. But, determined to ignore facts, and resolved on winning the elections somehow or anyhow, the Labour party went to the people merrily and said that no changes need be made. At the Premiers Conference in May of last There- year, Mr Bruce reviewed the public finance of Australia, setting forth the deficits in _ Commonwealth and State budgets. J it said that an increase of taxation would probably defeat its owu object. Has this Government yet learnt that lesson? The budget introduced in July last proposed increases of taxatior. amounting to £12,f>50,000; and we now have before us the admission that, if that budget be adhered to for the remainder of the year, the deficit on the operations of the year may be between £1.2,000,000 and £15,000,000. Mr Bruce also pointed out that there had been. a. fall in the prices of wool, wheat and metals; that wo had less income to spend, and that consequently we would have to be content with less. It was not a question of anybody wanting to take less. So far, the Government has hardly recognized the diminution of national income, although it has given bore expression to if in both the last and the present financial statement. It was pointed out by Mr Bruce if we were to have a chance of maintainhappens ing our standard of living, it was essential that we should reduce the cost of duction. That is still the position Australia; we have to recognize it, the people have to appreciate it if proswages perity is to return. It was pointed out, further, that expenditure could not continue upon the then existing scale, but had to reduced. Mr Bruce said that, unless the country. this position was faced, unless economic facts were recognized and policy was ordered in accordance with the factors governing the situation, the native was a diminution of our national wealth and an increase of unemploybelieve ment until, faeed with a national crisis, we would be forced to lower our standard tics can ensure high wages. of living and readjust the whole of national life. It was pointed out, both in this House and at the Premiers' ference, that certain steps would have be taken to deal with the position. I was because of the steps that the last Government proposed to take that the wonderful party which now sits opposite had its glorious victory at the elections held in October, 1929. It was pointed out last year that, the country were placed on a sound read a very short extract. He saideconomic basis, our standard of living would be threatened, and eventually would decline. Wheu the national income any becomes less-and it is becoming lesswe have all to take less; that appears to action. me to be simply a m'atter of arithmetical calculation. These propositions were quite untruly represented as advocacy of the reduction of wages. Every honourable member of this House, I believe, wants wages to as high as possible. But if sufficient money is not available there ' cannot the same national dividend as has hitherto been enjoyed. The last Government made certain proposals with respect to the reduction of expenditure in the Publio Service. Every honourable member opposite who then sat on this side of the House, and I think I am fairly safe in saying all of those opposite who are newly in this House, loudly proclaimed that those who how sit on this - side were attacking the allowances of public happen to have reached. servants. Apparently they are still persisting with the old idea that standards Mr Latham. that, can be maintained at any rate which to have been reached, irrespective of whether or not there is enough promoney to meet the requirements of ID the situation. During the election camand paign the Labour party contended that bore no relation to economic facts; that they were to be maintained whatloan ever happened, and that they should be fixed as a matter of . political policy be independent of the prosperity of Until our people learn the that such a policy is both impossible and. absurd, the affairs of this country will never be placed on a sound alterbasis. The Labour party has induced a large number of people in Australia to that they can procure anything they want by voting for it, and that poliThe last our federal election, and the recent New South Wales election, are perfect demonConstrations of the acceptance of those to absurd propositions by a considerable t proportion of the population of Australia. We have to discard those propositions. Recently, Mr Winston Churchill, who always writes and speaks interestingly, delivered at Oxford an address on ""Parliamentary Government and the Econounless mic Problem "", from which I propose to ; It must be observed that economic problems, unlike political issues, cannot be solved by expression, however vehement, of the national will , but only by taking the right You cannot cure cancer by a majority. What is wanted is a remedy. That is what we in Australia have to learn today; we must recognize that there are economic limits to political action. I am not suggesting that we are be unable to produce economic effects and consequences by political action; but I be do say that there are certain economic conditions which constitute limits to political action, and that we are in the presence of some of those limits at the present time. The Labour party, however, stands for the denial of these intelligent and intelligible principles, and for the affirmation of the principle that, irrespective of the prosperity of the country, wages and salaries and other rewards can be maintained at any figure that they At the last election that party promised work for all, the maintenance of high wages, no reduction of Public Service salaries and allowances, and the continuance of the system of Public Service arbitration. Yet it has now wiped out Public Service arbitration. First of all the Government got together representatives of the unions, and told them that if they applied to the Public Service Arbitrator it had not the money with which to pay substantial increases, and that, therefore, it was of no use for them to go to the arbitrator. Then the Public Service Arbitrator retired from his position, his period of appointment having expired. There is no Public Service Arbitrator at the present time, and Public Service arbitration has been abolished by the Labour party itself, notwithstanding the fact that at the last election it secured thousands of votes by promising to maintain the system and by falsely representing that the then Government proposed to abolish it. What has happened in and to Australia in one short year of Labour rule? I have already said that it has been a year of almost unmitigated disaster. I use the word "" almost"" because I think that the result will be to convince the peopleindeed, they are becoming convinced day by day-that the rainbows held before them in the dim distance by the Labour party are unreal and can never be made real by Labour policies. Let us examine what has happened to this country which has now suffered under a Federal Labour Government for twelve months - If there was one thing about which the Labour party professed concern, it was unemployment, and when in opposition it charged the Government of the day with being - responsible for all the unemployment that - existed.",16
35,Dr MALONEY ,-And so it was.,18
36,Mr LATHAM ,"I observe that there are still some honourable members opposite who believe that. I shall not follow the - example of the honourable member who interjected by charging the present Government with being responsible for all the unemployment that at present exists. It is true, however, that unemployment has increased .during the regime of this Labour Government from 12.1 per cent, to the terrible total of 20.5 per cent. The Labour Government promised work for all, and yet, after one year of office, one-fifth of the registered trade unionists of Australia are out of work. The reduction of wages spread over the whole body of workers has been a great deal more than '20 per cent. Rationing of employment is only another form of unemployment, a humanitarian variation. If we consider the rationing figures in conjunction with the unemployment figures, we arrive at a truly staggering total, and this condition of affairs has come about during the regime of a government which promised the electors in its circulars and speeches that it would find a solution for the unemployment problem. As a matter of fact, unemployment is worse now than it has ever been before within the memory of any one present. On this ground alone, apart from anything else, the Government has lost the confidence of the people, and even of those supporting it. It has shown that it made false promises in this House. It made promises which it cannot now carry out, and which it is making no attempt to carry out. Let us turn now from the subject of unemployment to that of credit. The credit of Australia is lower today than it has ever been before in the history of the Commonwealth. That has been achieved during twelve months of Labour government.",18
37,Mr MARTENS ,"The Leader of the Opposition and his party have themselves done much to injure the country's credit. They are always crying "" stinking fish "".",18
